appliance_id,appliance_name,month,cost_Germany_Variable,cost_Germany_Variable_Base,energy_Germany_Variable,energy_Germany_Variable_Base
Appliance1,Toaster,2013-09,0.0264,0.0344,0.1014,0.1014
Appliance1,Toaster,2013-10,0.0931,0.108,0.318,0.318
Appliance1,Toaster,2013-11,0.4309,0.491,1.4445,1.4445
Appliance1,Toaster,2013-12,0.5222,0.6135,1.8036,1.8036
Appliance1,Toaster,2014-01,0.2493,0.2911,0.8562,0.8562
Appliance1,Toaster,2014-03,0.0442,0.0492,0.14479999999999998,0.14479999999999998
Appliance1,Toaster,2014-04,0.1149,0.13319999999999999,0.3913,0.3913
Appliance1,Toaster,2014-05,0.0924,0.11230000000000001,0.3304,0.3304
Appliance1,Toaster,2014-06,0.2358,0.2848,0.8375,0.8375
Appliance1,Toaster,2014-07,0.16870000000000002,0.1852,0.5444,0.5444
Appliance1,Toaster,2014-08,0.4393,0.5031,1.4802,1.4802
Appliance1,Toaster,2014-09,0.214,0.2472,0.7274,0.7274
Appliance1,Toaster,2014-10,0.3236,0.3502,1.0304,1.0304
Appliance1,Toaster,2014-11,0.1965,0.2207,0.6494,0.6494
Appliance1,Toaster,2014-12,0.6062,0.6779,1.9945,1.9945
Appliance1,Toaster,2015-01,0.3012,0.33190000000000003,0.9759,0.9759
Appliance1,Toaster,2015-02,0.5583,0.6142,1.8065,1.8065
Appliance1,Toaster,2015-03,0.47,0.5298,1.5584,1.5584
Appliance1,Toaster,2015-04,0.2428,0.2747,0.8082,0.8082
Appliance1,Toaster,2015-05,0.2753,0.3121,0.9183,0.9183
Appliance1,Toaster,2015-06,0.025,0.0283,0.0833,0.0833
Appliance2,Fridge-Freezer,2013-09,1.3649,1.6406,4.8255,4.8255
Appliance2,Fridge-Freezer,2013-10,5.2898000000000005,6.1564,18.1065,18.1065
Appliance2,Fridge-Freezer,2013-11,8.3338,9.8198,28.884800000000002,28.884800000000002
Appliance2,Fridge-Freezer,2013-12,8.844,10.3631,30.4809,30.4809
Appliance2,Fridge-Freezer,2014-01,6.0062,7.0572,20.7544,20.7544
Appliance2,Fridge-Freezer,2014-03,7.0896,8.2787,24.3479,24.3479
Appliance2,Fridge-Freezer,2014-04,9.1161,10.715,31.5153,31.5153
Appliance2,Fridge-Freezer,2014-05,9.1113,10.7074,31.4938,31.4938
Appliance2,Fridge-Freezer,2014-06,11.3174,13.2047,38.8359,38.8359
Appliance2,Fridge-Freezer,2014-07,13.6625,15.9477,46.9042,46.9042
Appliance2,Fridge-Freezer,2014-08,15.7844,18.5015,54.4162,54.4162
Appliance2,Fridge-Freezer,2014-09,14.9854,17.5933,51.7471,51.7471
Appliance2,Fridge-Freezer,2014-10,12.0685,14.0813,41.414,41.414
Appliance2,Fridge-Freezer,2014-11,9.439,11.0582,32.5257,32.5257
Appliance2,Fridge-Freezer,2014-12,10.2511,11.9643,35.1909,35.1909
Appliance2,Fridge-Freezer,2015-01,9.856,11.5008,33.8272,33.8272
Appliance2,Fridge-Freezer,2015-02,9.03,10.5307,30.9716,30.9716
Appliance2,Fridge-Freezer,2015-03,9.8776,11.5192,33.8823,33.8823
Appliance2,Fridge-Freezer,2015-04,9.5175,11.0464,32.491,32.491
Appliance2,Fridge-Freezer,2015-05,8.4201,9.8082,28.85,28.85
Appliance2,Fridge-Freezer,2015-06,0.4466,0.5366,1.5785,1.5785
Appliance3,Freezer,2013-09,1.1016,1.3317,3.917,3.917
Appliance3,Freezer,2013-10,4.1223,4.807,14.1354,14.1354
Appliance3,Freezer,2013-11,4.8678,5.7794,17.0007,17.0007
Appliance3,Freezer,2013-12,6.5333,7.7889,22.9044,22.9044
Appliance3,Freezer,2014-01,6.1639,7.4405,21.8853,21.8853
Appliance3,Freezer,2014-03,5.3181,6.3203,18.5894,18.5894
Appliance3,Freezer,2014-04,5.1494,6.1415,18.0683,18.0683
Appliance3,Freezer,2014-05,7.9096,9.3004,27.3557,27.3557
Appliance3,Freezer,2014-06,9.3124,10.9592,32.2313,32.2313
Appliance3,Freezer,2014-07,10.3771,12.1986,35.8829,35.8829
Appliance3,Freezer,2014-08,8.5893,10.1499,29.8521,29.8521
Appliance3,Freezer,2014-09,8.6327,10.2056,30.0173,30.0173
Appliance3,Freezer,2014-10,8.0276,9.5099,27.966,27.966
Appliance3,Freezer,2014-11,6.4408,7.626,22.4242,22.4242
Appliance3,Freezer,2014-12,5.7751,6.8304,20.0878,20.0878
Appliance3,Freezer,2015-01,5.3796,6.3706,18.7383,18.7383
Appliance3,Freezer,2015-02,3.5756,4.2739,12.5718,12.5718
Appliance3,Freezer,2015-03,5.9356,6.9924,20.5659,20.5659
Appliance3,Freezer,2015-04,7.6124,9.0652,26.6612,26.6612
Appliance3,Freezer,2015-05,5.883,6.9189,20.3526,20.3526
Appliance3,Freezer,2015-06,0.3714,0.4522,1.3298,1.3298
Appliance4,Tumble Dryer,2013-09,1.0575999999999999,1.2814999999999999,3.7689000000000004,3.7689000000000004
Appliance4,Tumble Dryer,2013-10,3.0417,3.4538,10.1584,10.1584
Appliance4,Tumble Dryer,2013-11,12.6169,13.8782,40.8178,40.8178
Appliance4,Tumble Dryer,2013-12,13.2003,14.4924,42.6245,42.6245
Appliance4,Tumble Dryer,2014-01,4.0064,4.3866000000000005,12.9023,12.9023
Appliance4,Tumble Dryer,2014-03,2.6104,2.9138,8.5706,8.5706
Appliance4,Tumble Dryer,2014-04,4.4743,5.0151,14.7503,14.7503
Appliance4,Tumble Dryer,2014-05,2.4029,2.7542,8.1004,8.1004
Appliance4,Tumble Dryer,2014-06,9.4785,10.4449,30.7196,30.7196
Appliance4,Tumble Dryer,2014-07,2.4939,2.7178,7.9939,7.9939
Appliance4,Tumble Dryer,2014-08,13.119,14.1102,41.5011,41.5011
Appliance4,Tumble Dryer,2014-09,7.7863,8.4657,24.8984,24.8984
Appliance4,Tumble Dryer,2014-10,11.3359,12.2766,36.1077,36.1077
Appliance4,Tumble Dryer,2014-11,11.8704,12.5393,36.8806,36.8806
Appliance4,Tumble Dryer,2014-12,26.4055,28.0248,82.4258,82.4258
Appliance4,Tumble Dryer,2015-01,12.1525,12.972,38.1533,38.1533
Appliance4,Tumble Dryer,2015-02,15.2684,16.5665,48.7246,48.7246
Appliance4,Tumble Dryer,2015-03,13.4535,14.6329,43.0389,43.0389
Appliance4,Tumble Dryer,2015-04,7.6071,8.3586,24.585,24.585
Appliance4,Tumble Dryer,2015-05,4.5835,5.031,14.7976,14.7976
Appliance4,Tumble Dryer,2015-06,0.23770000000000002,0.23800000000000002,0.6999,0.6999
Appliance5,Dishwasher,2013-09,1.4787,1.826,5.3712,5.3712
Appliance5,Dishwasher,2013-10,2.349,2.5745999999999998,7.5727,7.5727
Appliance5,Dishwasher,2013-11,9.2531,10.2987,30.290599999999998,30.290599999999998
Appliance5,Dishwasher,2013-12,13.1175,14.5289,42.7337,42.7337
Appliance5,Dishwasher,2014-01,4.1251999999999995,4.7001,13.8254,13.8254
Appliance5,Dishwasher,2014-03,4.0305,4.414,12.9833,12.9833
Appliance5,Dishwasher,2014-04,5.1532,5.648,16.6134,16.6134
Appliance5,Dishwasher,2014-05,2.9201,3.2927,9.6857,9.6857
Appliance5,Dishwasher,2014-06,9.4406,10.2834,30.2474,30.2474
Appliance5,Dishwasher,2014-07,7.102399999999999,7.9235999999999995,23.3064,23.3064
Appliance5,Dishwasher,2014-08,11.1002,12.248099999999999,36.0255,36.0255
Appliance5,Dishwasher,2014-09,8.574,9.4229,27.7165,27.7165
Appliance5,Dishwasher,2014-10,11.411,12.9843,38.1903,38.1903
Appliance5,Dishwasher,2014-11,10.9027,11.7922,34.6852,34.6852
