event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Magimix_(Blender)_2014-05-13_02,Magimix (Blender),2014-05-13 16:29:00,2014-05-13 19:34:00,2014-05-13 16:34:00,2014-05-13 19:39:00,SUCCESS,summer,185.0,15563.34
Magimix_(Blender)_2014-05-14_02,Magimix (Blender),2014-05-14 14:51:00,2014-05-14 17:50:00,2014-05-14 14:56:00,2014-05-14 17:55:00,SUCCESS,summer,179.0,15144.52
Magimix_(Blender)_2014-05-16_02,Magimix (Blender),2014-05-16 14:47:00,2014-05-16 18:03:00,2014-05-16 14:52:00,2014-05-16 18:08:00,SUCCESS,summer,196.0,16365.11
Magimix_(Blender)_2014-05-18_02,Magimix (Blender),2014-05-18 18:25:00,2014-05-18 22:05:00,2014-05-18 18:30:00,2014-05-18 22:10:00,SUCCESS,summer,220.0,18334.99
Magimix_(Blender)_2014-05-19_02,Magimix (Blender),2014-05-19 16:22:00,2014-05-19 20:36:00,2014-05-19 16:27:00,2014-05-19 20:41:00,SUCCESS,summer,254.0,20956.06
Magimix_(Blender)_2014-05-20_02,Magimix (Blender),2014-05-20 13:38:00,2014-05-20 18:01:00,2014-05-20 13:43:00,2014-05-20 18:06:00,SUCCESS,summer,263.0,21611.08
Magimix_(Blender)_2014-05-22_02,Magimix (Blender),2014-05-22 15:58:00,2014-05-22 19:36:00,2014-05-22 16:03:00,2014-05-22 19:41:00,SUCCESS,summer,218.0,18019.75
Magimix_(Blender)_2014-05-23_02,Magimix (Blender),2014-05-23 15:14:00,2014-05-23 18:34:00,2014-05-23 15:19:00,2014-05-23 18:39:00,SUCCESS,summer,200.0,16848.27
Magimix_(Blender)_2014-05-26_02,Magimix (Blender),2014-05-26 16:40:00,2014-05-26 19:33:00,2014-05-26 16:45:00,2014-05-26 19:38:00,SUCCESS,summer,173.0,14574.66
Magimix_(Blender)_2014-05-28_02,Magimix (Blender),2014-05-28 16:45:00,2014-05-28 18:50:00,2014-05-28 16:50:00,2014-05-28 18:55:00,SUCCESS,summer,125.0,10835.64
Magimix_(Blender)_2014-06-01_02,Magimix (Blender),2014-06-01 18:52:00,2014-06-01 22:09:00,2014-06-01 18:57:00,2014-06-01 22:14:00,SUCCESS,summer,197.0,16624.45
Magimix_(Blender)_2014-06-02_02,Magimix (Blender),2014-06-02 15:43:00,2014-06-02 18:58:00,2014-06-02 15:48:00,2014-06-02 19:03:00,SUCCESS,summer,195.0,16201.13
Magimix_(Blender)_2014-06-03_04,Magimix (Blender),2014-06-03 12:09:00,2014-06-03 15:43:00,2014-06-03 12:14:00,2014-06-03 15:48:00,SUCCESS,summer,214.0,17791.58
Magimix_(Blender)_2014-06-05_02,Magimix (Blender),2014-06-05 18:20:00,2014-06-05 21:43:00,2014-06-05 18:25:00,2014-06-05 21:48:00,SUCCESS,summer,203.0,17066.17
Magimix_(Blender)_2014-06-06_02,Magimix (Blender),2014-06-06 16:59:00,2014-06-06 20:55:00,2014-06-06 17:04:00,2014-06-06 21:00:00,SUCCESS,summer,236.0,19482.11
Magimix_(Blender)_2014-06-07_02,Magimix (Blender),2014-06-07 13:58:00,2014-06-07 18:36:00,2014-06-07 14:03:00,2014-06-07 18:41:00,SUCCESS,summer,278.0,22544.83
