event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost
Washing_Machine_2013-09-20_01,Washing Machine,original,,2013-09-20 07:50:00,2013-09-20 09:33:00,100,72063.57,0.36031784999999966,0,0.0,0.15,0.0,100,72063.56999999993,0.3,0.36031784999999966,scheduled,,2013-09-21 06:00:00,2013-09-21 07:43:00,100,72063.57,0.19817481749999982,90,64857.21299999994,0.15,0.16214303249999984,10,7206.356999999999,0.3,0.03603178499999999
Washing_Machine_2013-09-22_02,Washing Machine,original,,2013-09-22 08:52:00,2013-09-22 08:59:00,7,36.6,0.00018299999999999998,0,0.0,0.15,0.0,7,36.6,0.3,0.00018299999999999998,scheduled,,2013-09-23 06:00:00,2013-09-23 06:07:00,7,36.6,9.149999999999999e-05,7,36.6,0.15,9.149999999999999e-05,0,0.0,0.3,0.0
Washing_Machine_2013-09-22_03,Washing Machine,original,,2013-09-22 09:07:00,2013-09-22 11:55:00,166,45503.92,0.22751960000000043,0,0.0,0.15,0.0,166,45503.920000000086,0.3,0.22751960000000043,scheduled,,2013-09-22 09:12:00,2013-09-22 12:00:00,166,45503.92,0.22751960000000043,0,0.0,0.15,0.0,166,45503.920000000086,0.3,0.22751960000000043
Washing_Machine_2013-09-22_04,Washing Machine,original,,2013-09-22 17:02:00,2013-09-22 17:11:00,8,40.8,0.000204,0,0.0,0.15,0.0,8,40.800000000000004,0.3,0.000204,scheduled,,2013-09-23 06:07:00,2013-09-23 06:16:00,8,40.8,0.000102,8,40.800000000000004,0.15,0.000102,0,0.0,0.3,0.0
Washing_Machine_2013-09-23_01,Washing Machine,original,,2013-09-23 19:09:00,2013-09-23 21:36:00,144,76629.05,0.38314525000000144,0,0.0,0.15,0.0,144,76629.0500000003,0.3,0.38314525000000144,scheduled,,2013-09-24 06:00:00,2013-09-24 08:27:00,144,76629.05,0.26341235937500024,90,47893.1562500001,0.15,0.11973289062500024,54,28735.89375,0.3,0.14367946874999998
Washing_Machine_2013-09-24_01,Washing Machine,original,,2013-09-24 08:18:00,2013-09-24 08:28:00,7,36.67,0.00018335,0,0.0,0.15,0.0,7,36.67,0.3,0.00018335,scheduled,,2013-09-25 06:00:00,2013-09-25 06:10:00,7,36.67,9.1675e-05,7,36.67,0.15,9.1675e-05,0,0.0,0.3,0.0
Washing_Machine_2013-09-25_01,Washing Machine,original,,2013-09-25 13:20:00,2013-09-25 16:16:00,176,48849.71,0.2442485499999997,0,0.0,0.15,0.0,176,48849.70999999994,0.3,0.2442485499999997,scheduled,,2013-09-26 06:00:00,2013-09-26 08:56:00,176,48849.71,0.18179863664772744,90,24979.96534090912,0.15,0.0624499133522728,86,23869.74465909093,0.3,0.11934872329545465
Washing_Machine_2013-09-26_01,Washing Machine,original,,2013-09-26 09:16:00,2013-09-26 11:00:00,104,61051.43,0.30525715000000053,0,0.0,0.15,0.0,104,61051.43000000012,0.3,0.30525715000000053,scheduled,,2013-09-27 06:00:00,2013-09-27 07:44:00,104,61051.43,0.1731747293269233,90,52832.96826923086,0.15,0.13208242067307716,14,8218.46173076923,0.3,0.041092308653846145
Washing_Machine_2013-09-29_01,Washing Machine,original,,2013-09-29 14:49:00,2013-09-29 17:34:00,165,44917.25,0.22458624999999918,0,0.0,0.15,0.0,165,44917.24999999984,0.3,0.22458624999999918,scheduled,,2013-09-30 06:00:00,2013-09-30 08:45:00,165,44917.25,0.16333545454545456,90,24500.318181818184,0.15,0.061250795454545454,75,20416.93181818182,0.3,0.1020846590909091
Washing_Machine_2013-10-01_01,Washing Machine,original,,2013-10-01 18:20:00,2013-10-01 20:50:00,150,77701.21,0.38850605,0,0.0,0.15,0.0,150,77701.21,0.3,0.38850605,scheduled,,2013-10-02 06:00:00,2013-10-02 08:30:00,150,77701.21,0.271954235,90,46620.72600000004,0.15,0.11655181500000009,60,31080.48399999998,0.3,0.1554024199999999
Washing_Machine_2013-10-02_01,Washing Machine,original,,2013-10-02 17:15:00,2013-10-02 19:46:00,151,78212.99,0.3910649499999992,0,0.0,0.15,0.0,151,78212.98999999983,0.3,0.3910649499999992,scheduled,,2013-10-03 06:00:00,2013-10-03 08:31:00,151,78212.99,0.2745224152317881,90,46617.01390728474,0.15,0.11654253476821184,61,31595.97609271526,0.3,0.15797988046357628
Washing_Machine_2013-10-04_01,Washing Machine,original,,2013-10-04 12:55:00,2013-10-04 14:31:00,96,34930.03,0.17465015000000025,0,0.0,0.15,0.0,96,34930.03000000005,0.3,0.17465015000000025,scheduled,,2013-10-05 06:00:00,2013-10-05 07:36:00,96,34930.03,0.09278289218750015,90,32746.90312500006,0.15,0.08186725781250015,6,2183.126875,0.3,0.010915634374999999
Washing_Machine_2013-10-06_01,Washing Machine,original,,2013-10-06 15:12:00,2013-10-06 17:36:00,144,75209.64,0.37604820000000083,0,0.0,0.15,0.0,144,75209.64000000017,0.3,0.37604820000000083,scheduled,,2013-10-07 06:00:00,2013-10-07 08:24:00,144,75209.64,0.2585331375,90,47006.025000000045,0.15,0.1175150625000001,54,28203.614999999983,0.3,0.1410180749999999
Washing_Machine_2013-10-07_01,Washing Machine,original,,2013-10-07 14:51:00,2013-10-07 17:43:00,174,45428.07,0.22714034999999927,0,0.0,0.15,0.0,174,45428.069999999854,0.3,0.22714034999999927,scheduled,,2013-10-08 06:00:00,2013-10-08 08:52:00,174,45428.07,0.1683971560344826,90,23497.27758620687,0.15,0.05874319396551717,84,21930.792413793086,0.3,0.10965396206896542
Washing_Machine_2013-10-09_01,Washing Machine,original,,2013-10-09 14:25:00,2013-10-09 15:58:00,96,71048.89,0.35524445000000043,0,0.0,0.15,0.0,96,71048.89000000009,0.3,0.35524445000000043,scheduled,,2013-10-10 06:00:00,2013-10-10 07:33:00,96,71048.89,0.18872361406250018,90,66608.33437500008,0.15,0.1665208359375002,6,4440.555625,0.3,0.022202778125
Washing_Machine_2013-10-11_01,Washing Machine,original,,2013-10-11 13:08:00,2013-10-11 16:06:00,175,51349.21,0.25674605000000056,0,0.0,0.15,0.0,175,51349.210000000116,0.3,0.25674605000000056,scheduled,,2013-10-12 06:00:00,2013-10-12 08:58:00,175,51349.21,0.19072563714285679,90,26408.165142857095,0.15,0.06602041285714273,85,24941.044857142813,0.3,0.12470522428571405
Washing_Machine_2013-10-13_01,Washing Machine,original,,2013-10-13 17:18:00,2013-10-13 18:51:00,93,34487.16,0.17243579999999997,0,0.0,0.15,0.0,93,34487.159999999996,0.3,0.17243579999999997,scheduled,,2013-10-14 06:00:00,2013-10-14 07:33:00,93,34487.16,0.08899912258064518,90,33374.67096774194,0.15,0.08343667741935486,3,1112.4890322580645,0.3,0.005562445161290323
Washing_Machine_2013-10-15_01,Washing Machine,original,,2013-10-15 08:03:00,2013-10-15 09:38:00,92,29950.78,0.14975390000000008,0,0.0,0.15,0.0,92,29950.780000000017,0.3,0.14975390000000008,scheduled,,2013-10-16 06:00:00,2013-10-16 07:35:00,92,29950.78,0.07650470978260872,90,29299.676086956537,0.15,0.07324919021739133,2,651.1039130434782,0.3,0.0032555195652173912
Washing_Machine_2013-10-20_01,Washing Machine,original,,2013-10-20 15:01:00,2013-10-20 17:19:00,138,74985.95,0.3749297500000003,0,0.0,0.15,0.0,138,74985.95000000006,0.3,0.3749297500000003,scheduled,,2013-10-21 06:00:00,2013-10-21 08:18:00,138,74985.95,0.2526700489130433,90,48903.880434782564,0.15,0.1222597010869564,48,26082.069565217374,0.3,0.13041034782608688
Washing_Machine_2013-10-21_01,Washing Machine,original,,2013-10-21 07:10:00,2013-10-21 09:37:00,147,75701.14,0.35275701292517075,20,10299.47482993197,0.15,0.025748687074829923,127,65401.665170068176,0.3,0.32700832585034084,scheduled,,2013-10-21 07:15:00,2013-10-21 09:42:00,147,75701.14,0.3591941846938782,15,7724.606122448978,0.15,0.019311515306122445,132,67976.53387755115,0.3,0.33988266938775574
Washing_Machine_2013-10-23_01,Washing Machine,original,,2013-10-23 07:27:00,2013-10-23 09:55:00,148,72942.39,0.36101554510135164,3,1478.5619594594593,0.15,0.003696404898648648,145,71463.8280405406,0.3,0.357319140202703,scheduled,,2013-10-24 06:00:00,2013-10-24 08:28:00,148,72942.39,0.2538198030405407,90,44356.85878378381,0.15,0.11089214695945954,58,28585.531216216234,0.3,0.14292765608108116
Washing_Machine_2013-10-23_02,Washing Machine,original,,2013-10-23 12:49:00,2013-10-23 14:25:00,96,67386.82,0.3369341000000007,0,0.0,0.15,0.0,96,67386.82000000014,0.3,0.3369341000000007,scheduled,,2013-10-23 12:54:00,2013-10-23 14:30:00,96,67386.82,0.3369341000000007,0,0.0,0.15,0.0,96,67386.82000000014,0.3,0.3369341000000007
Washing_Machine_2013-12-26_01,Washing Machine,original,,2013-12-26 15:24:00,2014-02-13 16:07:00,70603,37614.22,0.16066076872520835,20580,10964.132509949173,0.15,0.027410331274872936,50023,26650.087490067086,0.3,0.1332504374503354,scheduled,,2013-12-27 06:00:00,2014-02-14 06:43:00,70603,37614.22,0.16060349738192234,20623,10987.041047263427,0.15,0.027467602618158567,49980,26627.178952752754,0.3,0.13313589476376378
Washing_Machine_2014-02-17_01,Washing Machine,original,,2014-02-17 23:00:00,2014-02-18 01:55:00,174,6658.5,0.025256379310344777,84,3214.448275862063,0.15,0.008036120689655157,90,3444.0517241379243,0.3,0.01722025862068962,scheduled,,2014-02-18 06:00:00,2014-02-18 08:55:00,174,6658.5,0.024682370689655123,90,3444.0517241379243,0.15,0.00861012931034481,84,3214.448275862063,0.3,0.016072241379310313
Washing_Machine_2014-02-18_01,Washing Machine,original,,2014-02-18 09:51:00,2014-02-18 13:18:00,207,891.57,0.004457850000000002,0,0.0,0.15,0.0,207,891.5700000000004,0.3,0.004457850000000002,scheduled,,2014-02-19 06:00:00,2014-02-19 09:27:00,207,891.57,0.003488752173913045,90,387.63913043478277,0.15,0.0009690978260869569,117,503.9308695652176,0.3,0.002519654347826088
Washing_Machine_2014-02-18_02,Washing Machine,original,,2014-02-18 17:54:00,2014-02-18 18:46:00,55,1339.0,0.006694999999999999,0,0.0,0.15,0.0,55,1338.9999999999998,0.3,0.006694999999999999,scheduled,,2014-02-18 17:59:00,2014-02-18 18:51:00,55,1339.0,0.006694999999999999,0,0.0,0.15,0.0,55,1338.9999999999998,0.3,0.006694999999999999
Washing_Machine_2014-02-20_01,Washing Machine,original,,2014-02-20 20:52:00,2014-02-20 22:47:00,115,32146.36,0.16073180000000034,0,0.0,0.15,0.0,115,32146.360000000062,0.3,0.16073180000000034,scheduled,,2014-02-21 06:00:00,2014-02-21 07:55:00,115,32146.36,0.09783674782608705,90,25158.020869565247,0.15,0.06289505217391311,25,6988.339130434786,0.3,0.034941695652173935
Washing_Machine_2014-02-21_01,Washing Machine,original,,2014-02-21 18:42:00,2014-02-22 15:59:00,1279,12.0,5.014855355746691e-05,420,3.940578577013303,0.15,9.851446442533255e-06,859,8.059421422986732,0.3,4.029710711493365e-05,scheduled,,2014-02-22 06:00:00,2014-02-23 03:17:00,1279,12.0,5.3924941360438e-05,259,2.4300234558248692,0.15,6.0750586395621724e-06,1020,9.569976544175166,0.3,4.784988272087583e-05
Washing_Machine_2014-02-24_01,Washing Machine,original,,2014-02-24 11:23:00,2014-02-24 12:56:00,93,9979.52,0.04989760000000001,0,0.0,0.15,0.0,93,9979.520000000002,0.3,0.04989760000000001,scheduled,,2014-02-25 06:00:00,2014-02-25 07:33:00,93,9979.52,0.0257536,90,9657.6,0.15,0.024144000000000002,3,321.92,0.3,0.0016096
Washing_Machine_2014-02-24_02,Washing Machine,original,,2014-02-24 13:14:00,2014-02-24 16:00:00,166,26497.22,0.13248610000000002,0,0.0,0.15,0.0,166,26497.220000000005,0.3,0.13248610000000002,scheduled,,2014-02-24 13:19:00,2014-02-24 16:05:00,166,26497.22,0.13248610000000002,0,0.0,0.15,0.0,166,26497.220000000005,0.3,0.13248610000000002
Washing_Machine_2014-02-26_01,Washing Machine,original,,2014-02-26 09:43:00,2014-02-26 09:53:00,10,1038.66,0.0051933,0,0.0,0.15,0.0,10,1038.66,0.3,0.0051933,scheduled,,2014-02-27 06:00:00,2014-02-27 06:10:00,10,1038.66,0.00259665,10,1038.66,0.15,0.00259665,0,0.0,0.3,0.0
Washing_Machine_2014-03-02_01,Washing Machine,original,,2014-03-02 16:46:00,2014-03-02 19:31:00,165,22062.83,0.11031414999999971,0,0.0,0.15,0.0,165,22062.82999999994,0.3,0.11031414999999971,scheduled,,2014-03-03 06:00:00,2014-03-03 08:45:00,165,22062.83,0.08022847272727271,90,12034.2709090909,0.15,0.030085677272727245,75,10028.559090909092,0.3,0.05014279545454546
Washing_Machine_2014-03-03_02,Washing Machine,original,,2014-03-03 14:11:00,2014-03-03 16:53:00,162,46987.45,0.23493725000000087,0,0.0,0.15,0.0,162,46987.45000000017,0.3,0.23493725000000087,scheduled,,2014-03-04 06:00:00,2014-03-04 08:42:00,162,46987.45,0.16967690277777775,90,26104.138888888887,0.15,0.06526034722222221,72,20883.31111111111,0.3,0.10441655555555555
Washing_Machine_2014-03-04_01,Washing Machine,original,,2014-03-04 09:33:00,2014-03-04 12:18:00,165,46320.3,0.23160149999999957,0,0.0,0.15,0.0,165,46320.299999999916,0.3,0.23160149999999957,scheduled,,2014-03-05 06:00:00,2014-03-05 08:45:00,165,46320.3,0.16843745454545478,90,25265.61818181822,0.15,0.06316404545454554,75,21054.681818181845,0.3,0.10527340909090922
