appliance_id,appliance_name,month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
Appliance1,Fridge,2013-11,2.5296,2.3341,2.8939,9.6438,9.6438,9.6438
Appliance1,Fridge,2013-12,2.9994,2.7317,3.4117,11.3728,11.3728,11.3728
Appliance1,Fridge,2014-01,1.9459,1.8063,2.2415,7.4752,7.4752,7.4752
Appliance1,Fridge,2014-03,2.1965,2.0184,2.5165,8.3871,8.3871,8.3871
Appliance1,Fridge,2014-04,2.3623,2.1662,2.73,9.1005,9.1005,9.1005
Appliance1,Fridge,2014-05,2.7286,2.5189,3.1384,10.4635,10.4635,10.4635
Appliance1,Fridge,2014-06,3.6431999999999998,3.3577,4.1811,13.9418,13.9418,13.9418
Appliance1,Fridge,2014-07,3.5886,3.3039,4.1426,13.8092,13.8092,13.8092
Appliance1,Fridge,2014-08,2.9668,2.734,3.4261,11.4209,11.4209,11.4209
Appliance1,Fridge,2014-09,2.8262,2.5922,3.2335,10.7793,10.7793,10.7793
Appliance1,Fridge,2014-10,2.6909,2.4625,3.0959,10.3183,10.3183,10.3183
Appliance1,Fridge,2014-11,2.7969,2.5601,3.1953,10.6515,10.6515,10.6515
Appliance1,Fridge,2014-12,2.8135,2.5791,3.2221,10.7365,10.7365,10.7365
Appliance1,Fridge,2015-01,2.821,2.5925,3.2276,10.7585,10.7585,10.7585
Appliance1,Fridge,2015-02,2.4,2.1988,2.7491,9.164,9.164,9.164
Appliance1,Fridge,2015-03,2.4266,2.2305,2.7935,9.3103,9.3103,9.3103
Appliance1,Fridge,2015-04,1.9039,1.7477,2.1734,7.2434,7.2434,7.2434
Appliance1,Fridge,2015-05,1.6009,1.48,1.8229,6.0765,6.0765,6.0765
Appliance1,Fridge,2015-06,2.3888,2.1949,2.7464,9.1547,9.1547,9.1547
Appliance1,Fridge,2015-07,0.9609,0.8871,1.1061,3.6873,3.6873,3.6873
Appliance2,Freezer (Garage),2013-11,6.2842,5.7774,7.298,24.334600000000002,24.334600000000002,24.334600000000002
Appliance2,Freezer (Garage),2013-12,7.0745,6.5062999999999995,8.2592,27.5312,27.5312,27.5312
Appliance2,Freezer (Garage),2014-01,4.7749,4.4163,5.5998,18.6625,18.6625,18.6625
Appliance2,Freezer (Garage),2014-03,6.3679,5.8095,7.3223,24.4071,24.4071,24.4071
Appliance2,Freezer (Garage),2014-04,8.549,7.7573,9.8286,32.7562,32.7562,32.7562
Appliance2,Freezer (Garage),2014-05,10.1699,9.2519,11.6492,38.8307,38.8307,38.8307
Appliance2,Freezer (Garage),2014-06,11.2226,10.1763,12.8306,42.7694,42.7694,42.7694
Appliance2,Freezer (Garage),2014-07,12.6232,11.4465,14.4319,48.1058,48.1058,48.1058
Appliance2,Freezer (Garage),2014-08,9.2333,8.3583,10.5672,35.227,35.227,35.227
Appliance2,Freezer (Garage),2014-09,9.0557,8.2646,10.4084,34.6961,34.6961,34.6961
Appliance2,Freezer (Garage),2014-10,8.6892,7.9112,9.9627,33.2084,33.2084,33.2084
Appliance2,Freezer (Garage),2014-11,7.0248,6.4065,8.0456,26.8154,26.8154,26.8154
Appliance2,Freezer (Garage),2014-12,6.506,5.9101,7.4455,24.8205,24.8205,24.8205
