appliance_id,appliance_name,month,cost_Germany_Variable,cost_Germany_Variable_Base,energy_Germany_Variable,energy_Germany_Variable_Base
Appliance1,Fridge-Freezer,2013-09,2.0097,2.3732,6.9791,6.9791
Appliance1,Fridge-Freezer,2013-10,13.078,15.3065,45.0192,45.0192
Appliance1,Fridge-Freezer,2013-11,10.5739,12.4041,36.481700000000004,36.481700000000004
Appliance1,Fridge-Freezer,2013-12,12.2577,14.2716,41.974,41.974
Appliance1,Fridge-Freezer,2014-01,8.7899,10.3513,30.4446,30.4446
Appliance1,Fridge-Freezer,2014-02,1.8641,2.157,6.3439,6.3439
Appliance1,Fridge-Freezer,2014-03,10.7205,12.5676,36.9628,36.9628
Appliance1,Fridge-Freezer,2014-04,12.352,14.3938,42.3339,42.3339
Appliance1,Fridge-Freezer,2014-05,12.9264,15.1128,44.4479,44.4479
Appliance1,Fridge-Freezer,2014-06,13.219899999999999,15.5224,45.6534,45.6534
Appliance1,Fridge-Freezer,2014-07,10.6671,12.3626,36.3607,36.3607
Appliance1,Fridge-Freezer,2014-08,10.1376,11.6604,34.2948,34.2948
Appliance1,Fridge-Freezer,2014-09,12.7672,14.8722,43.7408,43.7408
Appliance1,Fridge-Freezer,2014-10,14.3388,16.6921,49.0941,49.0941
Appliance1,Fridge-Freezer,2014-11,12.2977,14.2918,42.0357,42.0357
Appliance1,Fridge-Freezer,2014-12,11.3642,13.1903,38.7947,38.7947
Appliance1,Fridge-Freezer,2015-01,11.2474,13.167300000000001,38.7268,38.7268
Appliance1,Fridge-Freezer,2015-02,10.4763,12.1867,35.844,35.844
Appliance1,Fridge-Freezer,2015-03,10.1897,11.9185,35.0543,35.0543
Appliance1,Fridge-Freezer,2015-04,9.7022,11.3091,33.2619,33.2619
Appliance1,Fridge-Freezer,2015-05,9.3994,10.9728,32.2727,32.2727
Appliance1,Fridge-Freezer,2015-06,9.544,11.2031,32.9503,32.9503
Appliance1,Fridge-Freezer,2015-07,2.8585000000000003,3.3295000000000003,9.7926,9.7926
Appliance2,Tumble Dryer,2013-09,2.5205,2.7125,7.9775,7.9775
Appliance2,Tumble Dryer,2013-10,10.4129,11.271700000000001,33.1536,33.1536
Appliance2,Tumble Dryer,2013-11,14.6788,15.827,46.5526,46.5526
Appliance2,Tumble Dryer,2013-12,17.1713,18.4722,54.3351,54.3351
Appliance2,Tumble Dryer,2014-01,12.2029,13.032399999999999,38.334,38.334
Appliance2,Tumble Dryer,2014-02,2.1709,2.3374,6.8748000000000005,6.8748000000000005
Appliance2,Tumble Dryer,2014-03,16.5391,18.2922,53.8013,53.8013
Appliance2,Tumble Dryer,2014-04,13.5007,14.7675,43.439099999999996,43.439099999999996
Appliance2,Tumble Dryer,2014-05,15.0255,16.4477,48.3801,48.3801
Appliance2,Tumble Dryer,2014-06,10.8575,11.8914,34.9782,34.9782
Appliance2,Tumble Dryer,2014-07,9.825899999999999,10.9969,32.3455,32.3455
Appliance2,Tumble Dryer,2014-08,11.1791,12.4796,36.7067,36.7067
Appliance2,Tumble Dryer,2014-09,9.9296,10.8672,31.9648,31.9648
Appliance2,Tumble Dryer,2014-10,15.3866,16.6293,48.9178,48.9178
