event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,orig_level_2_minutes,orig_level_2_W,orig_level_2_rate,orig_level_2_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost,sched_level_2_minutes,sched_level_2_W,sched_level_2_rate,sched_level_2_cost
Tumble_Dryer_2013-11-14_01,Tumble Dryer,original,winter,2013-11-14 18:11:00,2013-11-14 18:20:00,9,544.0,0.004624,0,0.0,0.43,0.0,0,0.0,0.46,0.0,9,544.0,0.51,0.004624,scheduled,winter,2013-11-14 22:00:00,2013-11-14 22:09:00,9,544.0,0.003898666666666666,9,544.0,0.43,0.003898666666666666,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2014-04-17_10,Tumble Dryer,original,winter,2014-04-17 20:36:00,2014-04-17 20:42:00,6,315.43,0.002418296666666667,0,0.0,0.43,0.0,6,315.43,0.46,0.002418296666666667,0,0.0,0.51,0.0,scheduled,winter,2014-04-17 22:00:00,2014-04-17 22:06:00,6,315.43,0.0022605816666666665,6,315.43,0.43,0.0022605816666666665,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2014-12-21_01,Tumble Dryer,original,winter,2014-12-21 21:23:00,2014-12-21 21:28:00,5,512.33,0.003927863333333334,0,0.0,0.43,0.0,5,512.33,0.46,0.003927863333333334,0,0.0,0.51,0.0,scheduled,winter,2014-12-21 22:00:00,2014-12-21 22:05:00,5,512.33,0.0036716983333333337,5,512.33,0.43,0.0036716983333333337,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Washing_Machine_2015-03-25_03,Washing Machine,original,winter,2015-03-25 16:34:00,2015-03-25 17:09:00,35,18053.36,0.13557213676190477,26,13411.06742857143,0.43,0.09611264990476191,0,0.0,0.46,0.0,9,4642.292571428572,0.51,0.039459486857142866,scheduled,winter,2015-03-25 16:39:00,2015-03-25 17:14:00,35,18053.36,0.13901087200000004,21,10832.016000000001,0.43,0.07762944800000002,0,0.0,0.46,0.0,14,7221.344000000001,0.51,0.06138142400000001
Washing_Machine_2015-03-26_02,Washing Machine,original,winter,2015-03-26 16:32:00,2015-03-26 17:05:00,33,19463.55,0.14342080530303036,28,16514.527272727282,0.43,0.11835411212121219,0,0.0,0.46,0.0,5,2949.022727272727,0.51,0.02506669318181818,scheduled,winter,2015-03-26 16:37:00,2015-03-26 17:10:00,33,19463.55,0.14735283560606063,23,13565.50454545455,0.43,0.09721944924242427,0,0.0,0.46,0.0,10,5898.045454545454,0.51,0.05013338636363636
Dishwasher_2013-12-25_03,Dishwasher,original,winter,2013-12-25 18:28:00,2013-12-25 18:47:00,19,1068.42,0.00908157,0,0.0,0.43,0.0,0,0.0,0.46,0.0,19,1068.4199999999998,0.51,0.00908157,scheduled,winter,2013-12-25 22:00:00,2013-12-25 22:19:00,19,1068.42,0.00765701,19,1068.4199999999998,0.43,0.00765701,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Dishwasher_2014-12-20_02,Dishwasher,original,winter,2014-12-20 18:10:00,2014-12-20 18:30:00,20,1169.31,0.009939135000000002,0,0.0,0.43,0.0,0,0.0,0.46,0.0,20,1169.3100000000002,0.51,0.009939135000000002,scheduled,winter,2014-12-20 22:00:00,2014-12-20 22:20:00,20,1169.31,0.008380055,20,1169.3100000000002,0.43,0.008380055,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Dishwasher_2014-12-25_04,Dishwasher,original,winter,2014-12-25 20:23:00,2014-12-25 20:42:00,19,1195.6,0.009166266666666662,0,0.0,0.43,0.0,19,1195.5999999999992,0.46,0.009166266666666662,0,0.0,0.51,0.0,scheduled,winter,2014-12-25 22:00:00,2014-12-25 22:19:00,19,1195.6,0.008568466666666661,19,1195.5999999999992,0.43,0.008568466666666661,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Dishwasher_2014-12-26_02,Dishwasher,original,winter,2014-12-26 17:24:00,2014-12-26 17:59:00,35,53281.79,0.45289521500000024,0,0.0,0.43,0.0,0,0.0,0.46,0.0,35,53281.79000000002,0.51,0.45289521500000024,scheduled,winter,2014-12-26 22:00:00,2014-12-26 22:35:00,35,53281.79,0.3818528283333335,35,53281.79000000002,0.43,0.3818528283333335,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Dishwasher_2015-01-25_02,Dishwasher,original,winter,2015-01-25 20:41:00,2015-01-25 21:00:00,19,1166.46,0.008942860000000007,0,0.0,0.43,0.0,19,1166.4600000000007,0.46,0.008942860000000007,0,0.0,0.51,0.0,scheduled,winter,2015-01-25 22:00:00,2015-01-25 22:19:00,19,1166.46,0.008359630000000005,19,1166.4600000000007,0.43,0.008359630000000005,0,0.0,0.46,0.0,0,0.0,0.51,0.0
