appliance_id,appliance_name,month,cost_TOU_D,cost_TOU_D_Base,energy_TOU_D,energy_TOU_D_Base
Appliance1,Fridge,2014-03,3.6736,4.9235999999999995,8.2075,8.2075
Appliance1,Fridge,2014-04,9.498099999999999,12.8085,21.3469,21.3469
Appliance1,Fridge,2014-05,8.1914,11.051,18.419999999999998,18.419999999999998
Appliance1,Fridge,2014-06,13.0874,17.3627,28.9397,28.9397
Appliance1,Fridge,2014-07,16.6015,21.9316,36.5536,36.5536
Appliance1,Fridge,2014-08,12.819,17.0422,28.4056,28.4056
Appliance1,Fridge,2014-09,12.7372,16.8446,28.0749,28.0749
Appliance1,Fridge,2014-10,11.4253,15.3369,25.5598,25.5598
Appliance1,Fridge,2014-11,10.0197,13.4611,22.4343,22.4343
Appliance1,Fridge,2014-12,9.8496,13.2508,22.0873,22.0873
Appliance1,Fridge,2015-01,10.6843,14.3402,23.9024,23.9024
Appliance1,Fridge,2015-02,19.444,26.275,43.7913,43.7913
Appliance1,Fridge,2015-03,5.8904,7.9162,13.1946,13.1946
Appliance1,Fridge,2015-04,8.4853,11.4287,19.0498,19.0498
Appliance1,Fridge,2015-05,7.7052,10.356,17.2584,17.2584
Appliance1,Fridge,2015-06,5.7201,7.5892,12.6494,12.6494
Appliance2,Freezer,2014-03,6.2384,8.4409,14.0679,14.0679
Appliance2,Freezer,2014-04,16.7437,22.7214,37.8665,37.8665
Appliance2,Freezer,2014-05,17.1454,23.2625,38.7705,38.7705
Appliance2,Freezer,2014-06,18.835,25.1762,41.9592,41.9592
Appliance2,Freezer,2014-07,21.1251,27.9503,46.5851,46.5851
Appliance2,Freezer,2014-08,20.0833,26.288800000000002,43.8149,43.8149
Appliance2,Freezer,2014-09,19.3055,25.0135,41.6894,41.6894
Appliance2,Freezer,2014-10,17.8751,24.1576,40.261,40.261
Appliance2,Freezer,2014-11,15.8105,21.4664,35.774,35.774
Appliance2,Freezer,2014-12,15.015,20.3777,33.9613,33.9613
Appliance2,Freezer,2015-01,15.735,21.3455,35.571,35.571
Appliance2,Freezer,2015-02,28.5229,38.6826,64.4693,64.4693
Appliance2,Freezer,2015-03,9.1623,12.4027,20.6707,20.6707
Appliance2,Freezer,2015-04,14.3534,19.4356,32.3914,32.3914
Appliance2,Freezer,2015-05,13.1244,17.7756,29.6248,29.6248
Appliance2,Freezer,2015-06,9.5102,12.4246,20.7074,20.7074
Appliance3,Tumble Dryer,2014-03,2.9202,4.075,6.7913,6.7913
Appliance3,Tumble Dryer,2014-04,4.7321,6.6014,11.0027,11.0027
Appliance3,Tumble Dryer,2014-05,3.8192,5.3293,8.8822,8.8822
Appliance3,Tumble Dryer,2014-06,6.8969000000000005,9.9314,16.5521,16.5521
Appliance3,Tumble Dryer,2014-07,5.4486,7.1213,11.868599999999999,11.868599999999999
Appliance3,Tumble Dryer,2014-08,5.0354,7.5142,12.5239,12.5239
Appliance3,Tumble Dryer,2014-09,7.1243,9.3576,15.5961,15.5961
Appliance3,Tumble Dryer,2014-10,5.6909,7.8894,13.1492,13.1492
Appliance3,Tumble Dryer,2014-11,5.6965,7.9484,13.2476,13.2476
Appliance3,Tumble Dryer,2014-12,6.8234,9.363,15.6049,15.6049
Appliance3,Tumble Dryer,2015-01,9.513,13.0901,21.8165,21.8165
Appliance3,Tumble Dryer,2015-02,5.2607,7.3406,12.2343,12.2343
Appliance3,Tumble Dryer,2015-03,3.0998,4.1568000000000005,6.9277999999999995,6.9277999999999995
Appliance3,Tumble Dryer,2015-04,4.7224,6.5306999999999995,10.8848,10.8848
Appliance3,Tumble Dryer,2015-05,4.325699999999999,5.9145,9.857199999999999,9.857199999999999
Appliance3,Tumble Dryer,2015-06,3.8816,5.5034,9.1722,9.1722
Appliance4,Washing Machine,2014-03,1.0365,1.4462,2.4104,2.4104
Appliance4,Washing Machine,2014-04,2.1774,3.0383,5.0639,5.0639
Appliance4,Washing Machine,2014-05,1.4411,2.011,3.3519,3.3519
Appliance4,Washing Machine,2014-06,2.7368,3.9811,6.635,6.635
Appliance4,Washing Machine,2014-07,1.5595,2.2404,3.7341,3.7341
Appliance4,Washing Machine,2014-08,1.5666,2.346,3.9103,3.9103
Appliance4,Washing Machine,2014-09,2.9103,4.1013,6.8357,6.8357
Appliance4,Washing Machine,2014-10,2.1301,2.9368,4.8944,4.8944
Appliance4,Washing Machine,2014-11,2.0635,2.8792,4.7985,4.7985
Appliance4,Washing Machine,2014-12,3.003,4.1076,6.8467,6.8467
Appliance4,Washing Machine,2015-01,4.1127,5.667199999999999,9.4452,9.4452
Appliance4,Washing Machine,2015-02,2.2586,3.1166,5.1943,5.1943
Appliance4,Washing Machine,2015-03,1.1564,1.5553,2.5921,2.5921
Appliance4,Washing Machine,2015-04,2.3544,3.2590000000000003,5.4315,5.4315
Appliance4,Washing Machine,2015-05,1.2833,1.7907,2.9843,2.9843
Appliance4,Washing Machine,2015-06,2.419,3.2747,5.4573,5.4573
Appliance5,Dishwasher,2014-03,1.6063,2.0937,3.4896,3.4896
Appliance5,Dishwasher,2014-04,3.8664,5.0869,8.478,8.478
Appliance5,Dishwasher,2014-05,0.8543,1.0982,1.8303,1.8303
Appliance5,Dishwasher,2014-06,4.9986,6.1202,10.2002,10.2002
Appliance5,Dishwasher,2014-07,2.6352,3.7055,6.1756,6.1756
Appliance5,Dishwasher,2014-08,4.1973,5.2166,8.6944,8.6944
Appliance5,Dishwasher,2014-09,4.3989,5.6657,9.4428,9.4428
Appliance5,Dishwasher,2014-10,4.1389,5.3648,8.9412,8.9412
Appliance5,Dishwasher,2014-11,4.3019,5.5933,9.322,9.322
Appliance5,Dishwasher,2014-12,4.7392,6.2218,10.3701,10.3701
Appliance5,Dishwasher,2015-01,6.0431,7.9319999999999995,13.219,13.219
Appliance5,Dishwasher,2015-02,2.0777,2.6399,4.3998,4.3998
Appliance5,Dishwasher,2015-03,1.9429,2.6145,4.3576,4.3576
Appliance5,Dishwasher,2015-04,3.3005,4.1494,6.9155999999999995,6.9155999999999995
Appliance5,Dishwasher,2015-05,2.723,3.5274,5.8786,5.8786
Appliance5,Dishwasher,2015-06,1.9158,2.5588,4.2646999999999995,4.2646999999999995
Appliance6,Computer Site,2014-03,0.7918999999999999,1.0263,1.7104,1.7104
Appliance6,Computer Site,2014-04,2.8342,3.5514,5.9187,5.9187
Appliance6,Computer Site,2014-05,2.1753,2.7248,4.5411,4.5411
Appliance6,Computer Site,2014-06,2.4693,2.7316000000000003,4.5527,4.5527
Appliance6,Computer Site,2014-07,2.5335,2.8922,4.8203000000000005,4.8203000000000005
Appliance6,Computer Site,2014-08,3.5178,4.1268,6.8781,6.8781
Appliance6,Computer Site,2014-09,1.7704,2.0699,3.4498,3.4498
Appliance6,Computer Site,2014-10,1.082,1.3802,2.3004,2.3004
Appliance6,Computer Site,2014-11,1.5093,1.9241,3.2072000000000003,3.2072000000000003
Appliance6,Computer Site,2014-12,1.2851,1.6867,2.8109,2.8109
Appliance6,Computer Site,2015-01,1.6641,2.1399,3.5663,3.5663
Appliance6,Computer Site,2015-02,1.4989,1.9176,3.1967,3.1967
Appliance6,Computer Site,2015-03,1.5848,2.0291,3.3819,3.3819
Appliance6,Computer Site,2015-04,4.004,5.1505,8.5845,8.5845
Appliance6,Computer Site,2015-05,3.0713,3.9859,6.6435,6.6435
Appliance6,Computer Site,2015-06,1.9912999999999998,2.2517,3.753,3.753
Appliance7,Television Site,2014-03,3.5499,4.6811,7.8019,7.8019
Appliance7,Television Site,2014-04,3.0821,4.0423,6.7372,6.7372
Appliance7,Television Site,2014-05,25.2869,33.1745,55.2909,55.2909
Appliance7,Television Site,2014-10,27.4957,36.5932,60.9887,60.9887
Appliance7,Television Site,2015-03,1.8059,2.3936,3.9893,3.9893
Appliance7,Television Site,2015-04,9.4971,12.545100000000001,20.908299999999997,20.908299999999997
Appliance8,Microwave,2014-03,0.524,0.7389,1.2148,1.2148
Appliance8,Microwave,2014-04,1.6779,2.281,3.7578,3.7578
Appliance8,Microwave,2014-05,0.9381,1.262,2.0616,2.0616
Appliance8,Microwave,2014-06,1.7511,2.4684,4.0644,4.0644
Appliance8,Microwave,2014-07,1.3941000000000001,2.0078,3.3036,3.3036
Appliance8,Microwave,2014-08,1.6337,2.2151,3.6403,3.6403
Appliance8,Microwave,2014-09,2.1392,2.8381,4.6877,4.6877
Appliance8,Microwave,2014-10,2.1623,2.8839,4.7539,4.7539
Appliance8,Microwave,2014-11,2.1011,2.8295,4.6629,4.6629
Appliance8,Microwave,2014-12,1.6282,2.2202,3.6477,3.6477
Appliance8,Microwave,2015-01,1.9629,2.6955,4.4462,4.4462
Appliance8,Microwave,2015-02,1.766,2.3606,3.893,3.893
Appliance8,Microwave,2015-03,0.8644000000000001,1.1934,1.9608,1.9608
Appliance8,Microwave,2015-04,1.8355000000000001,2.4873,4.0875,4.0875
Appliance8,Microwave,2015-05,1.6353,2.1931,3.6067,3.6067
Appliance8,Microwave,2015-06,1.062,1.5121,2.4858,2.4858
Appliance9,Kettle,2014-03,1.5577,2.0697,3.449,3.449
Appliance9,Kettle,2014-04,3.6565,4.9355,8.2262,8.2262
Appliance9,Kettle,2014-05,1.6344,2.2143,3.6912,3.6912
Appliance9,Kettle,2014-06,3.9014,5.1818,8.6353,8.6353
Appliance9,Kettle,2014-07,3.1766,4.2617,7.1028,7.1028
Appliance9,Kettle,2014-08,3.5035,4.6444,7.7404,7.7404
Appliance9,Kettle,2014-09,4.2852,5.6442,9.4073,9.4073
Appliance9,Kettle,2014-10,4.1379,5.4589,9.0982,9.0982
Appliance9,Kettle,2014-11,5.2343,6.9572,11.5962,11.5962
Appliance9,Kettle,2014-12,5.2329,6.9974,11.663,11.663
Appliance9,Kettle,2015-01,5.8948,7.8116,13.0197,13.0197
Appliance9,Kettle,2015-02,3.1136,4.0832,6.8044,6.8044
Appliance9,Kettle,2015-03,2.6234,3.4487,5.7475,5.7475
Appliance9,Kettle,2015-04,3.8369999999999997,5.0234,8.3726,8.3726
Appliance9,Kettle,2015-05,2.9198,3.8573,6.4293,6.4293
Appliance9,Kettle,2015-06,2.3836,3.0037000000000003,5.0067,5.0067
