appliance_id,appliance_name,Shiftability,start_time,end_time,duration(min),energy(W),event_id,is_reschedulable
Appliance1,Aggregate,Base,2013-12-27 11:17:00,2013-12-27 11:28:00,11.0,9551.61,house3_event_1,False
Appliance1,Aggregate,Base,2014-10-08 12:18:00,2014-10-08 12:48:00,30.0,235.07,house3_event_2,False
Appliance2,Fridge,Base,2013-09-25 19:48:00,2013-09-25 20:31:00,43.0,4085.15,house3_event_3,False
Appliance2,Fridge,Base,2013-09-25 21:40:00,2013-09-25 22:21:00,41.0,3950.37,house3_event_4,False
Appliance2,Fridge,Base,2013-09-25 23:32:00,2013-09-26 01:04:00,92.0,12760.17,house3_event_5,False
Appliance2,Fridge,Base,2013-09-26 02:06:00,2013-09-26 02:44:00,38.0,3705.47,house3_event_6,False
Appliance2,Fridge,Base,2013-09-26 03:53:00,2013-09-26 04:30:00,37.0,3564.91,house3_event_7,False
Appliance2,Fridge,Base,2013-09-26 05:42:00,2013-09-26 06:31:00,49.0,4608.81,house3_event_8,False
Appliance2,Fridge,Base,2013-09-26 07:45:00,2013-09-26 08:26:00,41.0,3849.34,house3_event_9,False
Appliance2,Fridge,Base,2013-09-26 09:41:00,2013-09-26 10:21:00,40.0,3489.62,house3_event_10,False
Appliance2,Fridge,Base,2013-09-26 11:33:00,2013-09-26 12:12:00,39.0,3845.98,house3_event_11,False
Appliance2,Fridge,Base,2013-09-26 13:27:00,2013-09-26 14:06:00,39.0,2254.93,house3_event_12,False
Appliance2,Fridge,Base,2013-09-26 14:19:00,2013-09-26 14:48:00,29.0,2248.6,house3_event_13,False
Appliance2,Fridge,Base,2013-09-26 15:12:00,2013-09-26 16:10:00,58.0,3631.32,house3_event_14,False
Appliance2,Fridge,Base,2013-09-26 17:06:00,2013-09-26 18:38:00,92.0,9139.75,house3_event_15,False
Appliance2,Fridge,Base,2013-09-26 19:47:00,2013-09-26 20:33:00,46.0,4316.13,house3_event_16,False
Appliance2,Fridge,Base,2013-09-26 21:43:00,2013-09-26 22:23:00,40.0,3717.59,house3_event_17,False
Appliance2,Fridge,Base,2013-09-26 23:34:00,2013-09-27 00:13:00,39.0,3690.6,house3_event_18,False
Appliance2,Fridge,Base,2013-09-27 01:27:00,2013-09-27 02:06:00,39.0,3688.88,house3_event_19,False
Appliance2,Fridge,Base,2013-09-27 03:21:00,2013-09-27 04:00:00,39.0,3662.52,house3_event_20,False
Appliance2,Fridge,Base,2013-09-27 04:29:00,2013-09-27 04:56:00,27.0,5815.79,house3_event_21,False
Appliance2,Fridge,Base,2013-09-27 05:27:00,2013-09-27 06:28:00,61.0,6443.15,house3_event_22,False
Appliance2,Fridge,Base,2013-09-27 07:33:00,2013-09-27 08:15:00,42.0,3571.33,house3_event_23,False
Appliance2,Fridge,Base,2013-09-27 09:27:00,2013-09-27 10:05:00,38.0,3393.33,house3_event_24,False
Appliance2,Fridge,Base,2013-09-27 11:18:00,2013-09-27 11:58:00,40.0,3849.52,house3_event_25,False
Appliance2,Fridge,Base,2013-09-27 13:08:00,2013-09-27 13:53:00,45.0,2976.72,house3_event_26,False
Appliance2,Fridge,Base,2013-09-27 17:12:00,2013-09-27 20:48:00,216.0,22161.44,house3_event_27,False
Appliance2,Fridge,Base,2013-09-27 21:28:00,2013-09-27 22:15:00,47.0,4557.39,house3_event_28,False
