event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost_reported,optimized_cost_reported,original_cost_calculated,optimized_cost_calculated,cost_savings_calculated,savings_percentage_calculated,is_shifted,original_low_price_power,original_high_price_power,original_missing_minutes,optimized_low_price_power,optimized_high_price_power,optimized_missing_minutes
Computer_2013-11-28_01,Computer,Appliance4,2013-11-28 12:15:00,2014-10-01 14:59:00,2013-11-28 12:15:00,2014-10-01 14:59:00,442244,90.31528022372513,90.31528022372513,90.31528022372511,90.31528022372511,0.0,0.0,False,8576.179335437126,13774.966377039918,66201,8576.179335437126,13774.966377039918,66201
Computer_2014-10-01_01,Computer,Appliance4,2014-10-01 15:01:00,2014-10-19 00:04:00,2014-10-01 15:01:00,2014-10-19 00:04:00,25023,5.980001982142585,5.980001982142585,5.980001982142585,5.980001982142585,0.0,0.0,False,511.5312039682019,940.2347944444537,86,511.5312039682019,940.2347944444537,86
Computer_2014-10-19_01,Computer,Appliance4,2014-10-19 00:06:00,2014-10-19 02:16:00,2014-10-19 01:06:00,2014-10-19 03:16:00,130,0.0012074999999999,0.000855,0.0012074999999999985,0.0008550000000000015,0.000352499999999997,29.19254658385072,True,0.20100000000000012,0.14100000000000007,16,0.34200000000000025,0.0,16
Computer_2014-10-20_01,Computer,Appliance4,2014-10-20 00:30:00,2014-10-20 01:02:00,2014-10-20 01:00:00,2014-10-20 01:32:00,32,0.0122084722222222,0.0061042361111111,0.012208472222222216,0.006104236111111108,0.006104236111111108,50.0,True,0.0,2.441694444444445,10,2.441694444444445,0.0,10
Computer_2014-11-20_03,Computer,Appliance4,2014-11-20 04:14:00,2014-11-21 23:51:00,2014-11-20 04:14:00,2014-11-21 23:51:00,2617,0.6419433211579996,0.6419433211579996,0.6419433211579997,0.6419433211579997,0.0,0.0,False,51.41158560606068,102.68287142857199,201,51.41158560606068,102.68287142857199,201
Computer_2014-11-21_01,Computer,Appliance4,2014-11-21 23:52:00,2014-11-22 16:57:00,2014-11-21 23:52:00,2014-11-22 16:57:00,1025,0.0796788055555553,0.0796788055555553,0.07967880555555538,0.07967880555555538,0.0,0.0,False,5.870816666666667,13.00035277777778,48,5.870816666666667,13.00035277777778,48
Computer_2014-11-22_01,Computer,Appliance4,2014-11-22 16:58:00,2015-06-28 22:14:00,2014-11-22 16:58:00,2015-06-28 22:14:00,314236,78.80888007772606,78.80888007772606,78.80888007772606,78.80888007772606,0.0,0.0,False,7691.442178865379,11916.054926113717,51763,7691.442178865379,11916.054926113717,51763
Dishwasher_2013-12-02_01,Dishwasher,Appliance3,2013-12-02 14:48:00,2013-12-02 16:45:00,2013-12-02 20:03:00,2013-12-02 22:00:00,117,0.2783887852147851,0.1844769931873681,0.27838878521478516,0.18447699318736815,0.09391179202741701,33.734042826100655,True,36.226080463980445,37.564716810966814,0,73.79079727494727,0.0,0
Dishwasher_2013-12-07_01,Dishwasher,Appliance3,2013-12-07 11:26:00,2013-12-07 13:22:00,2013-12-07 13:11:00,2013-12-07 15:07:00,116,0.2665686592574092,0.1760491673326672,0.26656865925740925,0.17604916733266726,0.09051949192474198,33.9572897192437,True,34.21187016317016,36.20779676989677,0,70.41966693306694,0.0,0
Dishwasher_2013-12-14_01,Dishwasher,Appliance3,2013-12-14 11:42:00,2013-12-14 13:37:00,2013-12-14 13:12:00,2013-12-14 15:07:00,115,0.2724614001137753,0.1818748370310245,0.2724614001137753,0.18187483703102456,0.09058656308275073,33.247484981330686,True,36.51530957930958,36.23462523310024,0,72.74993481240982,0.0,0
