event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost
Tumble_Dryer_2014-03-31_01,Tumble Dryer,original,,2014-03-31 16:50:00,2014-03-31 17:05:00,15,6526.47,0.032632350000000004,0,0.0,0.15,0.0,15,6526.47,0.3,0.032632350000000004,scheduled,,2014-04-01 06:00:00,2014-04-01 06:15:00,15,6526.47,0.016316175000000002,15,6526.47,0.15,0.016316175000000002,0,0.0,0.3,0.0
Tumble_Dryer_2014-03-31_02,Tumble Dryer,original,,2014-03-31 17:07:00,2014-03-31 17:18:00,11,2587.0,0.012934999999999999,0,0.0,0.15,0.0,11,2587.0,0.3,0.012934999999999999,scheduled,,2014-04-01 06:15:00,2014-04-01 06:26:00,11,2587.0,0.006467499999999999,11,2587.0,0.15,0.006467499999999999,0,0.0,0.3,0.0
Tumble_Dryer_2014-03-31_03,Tumble Dryer,original,,2014-03-31 17:19:00,2014-03-31 17:34:00,15,1052.36,0.005261799999999999,0,0.0,0.15,0.0,15,1052.36,0.3,0.005261799999999999,scheduled,,2014-04-01 06:26:00,2014-04-01 06:41:00,15,1052.36,0.0026308999999999994,15,1052.36,0.15,0.0026308999999999994,0,0.0,0.3,0.0
Tumble_Dryer_2014-06-05_01,Tumble Dryer,original,,2014-06-05 16:08:00,2014-06-05 16:15:00,7,1361.56,0.006807800000000001,0,0.0,0.15,0.0,7,1361.5600000000002,0.3,0.006807800000000001,scheduled,,2014-06-06 06:00:00,2014-06-06 06:07:00,7,1361.56,0.0034039000000000005,7,1361.5600000000002,0.15,0.0034039000000000005,0,0.0,0.3,0.0
Tumble_Dryer_2014-06-09_01,Tumble Dryer,original,,2014-06-09 09:30:00,2014-06-09 09:37:00,7,6673.78,0.0333689,0,0.0,0.15,0.0,7,6673.780000000001,0.3,0.0333689,scheduled,,2014-06-10 06:00:00,2014-06-10 06:07:00,7,6673.78,0.01668445,7,6673.780000000001,0.15,0.01668445,0,0.0,0.3,0.0
Tumble_Dryer_2014-07-17_02,Tumble Dryer,original,,2014-07-17 14:42:00,2014-07-17 16:47:00,125,1618.76,0.008093800000000009,0,0.0,0.15,0.0,125,1618.7600000000018,0.3,0.008093800000000009,scheduled,,2014-07-18 06:00:00,2014-07-18 08:05:00,125,1618.76,0.005180032,90,1165.5071999999993,0.15,0.0029137679999999984,35,453.2528000000003,0.3,0.0022662640000000018
Tumble_Dryer_2014-10-27_01,Tumble Dryer,original,,2014-10-27 13:04:00,2014-10-27 14:05:00,61,163.44,0.0008171999999999987,0,0.0,0.15,0.0,61,163.43999999999974,0.3,0.0008171999999999987,scheduled,,2014-10-28 06:00:00,2014-10-28 07:01:00,61,163.44,0.00040859999999999936,61,163.43999999999974,0.15,0.00040859999999999936,0,0.0,0.3,0.0
Tumble_Dryer_2014-11-03_01,Tumble Dryer,original,,2014-11-03 18:03:00,2014-11-03 19:10:00,67,136275.01,0.6813750500000004,0,0.0,0.15,0.0,67,136275.0100000001,0.3,0.6813750500000004,scheduled,,2014-11-04 06:00:00,2014-11-04 07:07:00,67,136275.01,0.3406875250000002,67,136275.0100000001,0.15,0.3406875250000002,0,0.0,0.3,0.0
Tumble_Dryer_2014-11-13_01,Tumble Dryer,original,,2014-11-13 14:09:00,2014-11-13 14:26:00,17,35447.13,0.17723565,0,0.0,0.15,0.0,17,35447.13,0.3,0.17723565,scheduled,,2014-11-14 06:00:00,2014-11-14 06:17:00,17,35447.13,0.088617825,17,35447.13,0.15,0.088617825,0,0.0,0.3,0.0
Tumble_Dryer_2014-12-03_01,Tumble Dryer,original,,2014-12-03 14:13:00,2014-12-03 14:38:00,25,49949.71,0.24974855,0,0.0,0.15,0.0,25,49949.71000000001,0.3,0.24974855,scheduled,,2014-12-04 06:00:00,2014-12-04 06:25:00,25,49949.71,0.124874275,25,49949.71000000001,0.15,0.124874275,0,0.0,0.3,0.0
