event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost_reported,optimized_cost_reported,original_cost_calculated,optimized_cost_calculated,cost_savings_calculated,savings_percentage_calculated,is_shifted,original_low_price_power,original_high_price_power,original_missing_minutes,optimized_low_price_power,optimized_high_price_power,optimized_missing_minutes
Computer_2013-11-28_01,Computer,Appliance4,2013-11-28 12:15:00,2014-10-01 14:59:00,2013-11-28 12:15:00,2014-10-01 14:59:00,442244,109.4556885080412,109.4556885080412,109.45568850804119,109.45568850804119,0.0,0.0,False,920.0160217097795,21431.129690786816,66201,920.0160217097795,21431.129690786816,66201
Computer_2014-10-01_01,Computer,Appliance4,2014-10-01 15:01:00,2014-10-19 00:04:00,2014-10-01 15:01:00,2014-10-19 00:04:00,25023,7.071309168650437,7.071309168650437,7.071309168650437,7.071309168650437,0.0,0.0,False,75.00832936508486,1376.7576690476953,86,75.00832936508486,1376.7576690476953,86
Computer_2014-10-19_01,Computer,Appliance4,2014-10-19 00:06:00,2014-10-19 02:16:00,2014-10-19 00:36:00,2014-10-19 02:46:00,130,0.00102,0.000855,0.0010200000000000012,0.0008550000000000015,0.00016499999999999967,16.176470588235244,True,0.2760000000000002,0.06600000000000002,16,0.34200000000000025,0.0,16
Computer_2014-10-20_04,Computer,Appliance4,2014-10-20 02:57:00,2014-11-20 02:29:00,2014-10-20 02:57:00,2014-11-20 02:29:00,44612,11.551574900883926,11.551574900883926,11.551574900883926,11.551574900883926,0.0,0.0,False,166.6632543650788,2226.9833529942202,9004,166.6632543650788,2226.9833529942202,9004
Computer_2014-11-20_03,Computer,Appliance4,2014-11-20 04:14:00,2014-11-21 23:51:00,2014-11-20 04:14:00,2014-11-21 23:51:00,2617,0.7465789150432769,0.7465789150432769,0.7465789150432769,0.7465789150432769,0.0,0.0,False,9.557348051948054,144.5371089826848,201,9.557348051948054,144.5371089826848,201
Computer_2014-11-21_01,Computer,Appliance4,2014-11-21 23:52:00,2014-11-22 16:57:00,2014-11-21 23:52:00,2014-11-22 16:57:00,1025,0.0705234365079367,0.0705234365079367,0.07052343650793677,0.07052343650793677,0.0,0.0,False,9.532964285714284,9.338205158730172,48,9.532964285714284,9.338205158730172,48
Computer_2014-11-22_01,Computer,Appliance4,2014-11-22 16:58:00,2015-06-28 22:14:00,2014-11-22 16:58:00,2015-06-28 22:14:00,314236,91.98276119532888,91.98276119532888,91.98276119532888,91.98276119532888,0.0,0.0,False,2421.8897318210365,17185.607373156403,51763,2421.8897318210365,17185.607373156403,51763
Dishwasher_2013-12-02_01,Dishwasher,Appliance3,2013-12-02 14:48:00,2013-12-02 16:45:00,2013-12-03 06:03:00,2013-12-03 08:00:00,117,0.3689539863747363,0.2760675408966033,0.3689539863747363,0.2760675408966033,0.09288644547813302,25.17561780286359,True,0.0,73.79079727494727,0,37.154578191253165,36.63621908369409,0
Dishwasher_2013-12-07_01,Dishwasher,Appliance3,2013-12-07 11:26:00,2013-12-07 13:22:00,2013-12-08 06:11:00,2013-12-08 08:07:00,116,0.3520983346653345,0.2636730974858474,0.3520983346653345,0.2636730974858474,0.08842523717948714,25.113790232360607,True,0.0,70.41966693306694,0,35.370094871794876,35.04957206127206,0
Dishwasher_2013-12-14_01,Dishwasher,Appliance3,2013-12-14 11:42:00,2013-12-14 13:37:00,2013-12-15 06:12:00,2013-12-15 08:07:00,115,0.3637496740620491,0.2731631109792985,0.3637496740620491,0.2731631109792985,0.09058656308275059,24.903544811781238,True,0.0,72.74993481240982,0,36.23462523310024,36.51530957930958,0
