event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Washer_Dryer_2014-06-05_01,Washer Dryer,2014-06-05 15:07:00,2014-06-05 15:29:00,2014-06-05 15:12:00,2014-06-05 15:34:00,SUCCESS,summer,22.0,44054.95
Washer_Dryer_2014-06-06_01,Washer Dryer,2014-06-06 15:55:00,2014-06-06 16:07:00,2014-06-06 16:00:00,2014-06-06 16:12:00,SUCCESS,summer,12.0,18739.89
Washer_Dryer_2014-08-22_01,Washer Dryer,2014-08-22 15:14:00,2014-08-22 15:25:00,2014-08-22 15:19:00,2014-08-22 15:30:00,SUCCESS,summer,11.0,21746.45
Washer_Dryer_2014-09-01_01,Washer Dryer,2014-09-01 14:56:00,2014-09-01 15:08:00,2014-09-01 15:01:00,2014-09-01 15:13:00,SUCCESS,summer,12.0,19863.8
Washing_Machine_2014-06-06_01,Washing Machine,2014-06-06 14:09:00,2014-06-06 14:30:00,2014-06-07 06:00:00,2014-06-07 06:21:00,SUCCESS,summer,21.0,16756.1
Washing_Machine_2014-06-13_01,Washing Machine,2014-06-13 15:58:00,2014-06-13 16:22:00,2014-06-14 06:00:00,2014-06-14 06:24:00,SUCCESS,summer,24.0,7550.46
Washing_Machine_2014-08-21_01,Washing Machine,2014-08-21 14:43:00,2014-08-21 15:25:00,2014-08-22 06:00:00,2014-08-22 06:42:00,SUCCESS,summer,42.0,12063.3
Washing_Machine_2014-09-02_01,Washing Machine,2014-09-02 18:56:00,2014-09-02 20:03:00,2014-09-03 06:00:00,2014-09-03 07:07:00,SUCCESS,summer,67.0,17455.36
Dishwasher_2014-05-03_01,Dishwasher,2014-05-03 18:43:00,2014-05-03 19:31:00,2014-05-04 06:00:00,2014-05-04 06:48:00,SUCCESS,summer,48.0,47953.65
Dishwasher_2014-05-03_02,Dishwasher,2014-05-03 19:32:00,2014-05-03 19:51:00,2014-05-04 06:48:00,2014-05-04 07:07:00,SUCCESS,summer,19.0,37006.29
Dishwasher_2014-05-04_02,Dishwasher,2014-05-04 17:56:00,2014-05-04 18:38:00,2014-05-05 06:00:00,2014-05-05 06:42:00,SUCCESS,summer,42.0,48265.06
Dishwasher_2014-05-04_03,Dishwasher,2014-05-04 18:39:00,2014-05-04 19:04:00,2014-05-05 06:42:00,2014-05-05 07:07:00,SUCCESS,summer,25.0,37330.04
Dishwasher_2014-05-24_02,Dishwasher,2014-05-24 19:50:00,2014-05-24 20:56:00,2014-05-25 06:00:00,2014-05-25 07:06:00,SUCCESS,summer,66.0,82215.74
Dishwasher_2014-05-26_01,Dishwasher,2014-05-26 18:04:00,2014-05-26 18:52:00,2014-05-27 06:00:00,2014-05-27 06:48:00,SUCCESS,summer,48.0,45185.63
Dishwasher_2014-05-26_02,Dishwasher,2014-05-26 18:53:00,2014-05-26 19:12:00,2014-05-27 06:48:00,2014-05-27 07:07:00,SUCCESS,summer,19.0,35367.88
Dishwasher_2014-05-28_01,Dishwasher,2014-05-28 18:00:00,2014-05-28 18:09:00,2014-05-29 06:00:00,2014-05-29 06:09:00,SUCCESS,summer,9.0,721.16
Dishwasher_2014-05-29_02,Dishwasher,2014-05-29 18:05:00,2014-05-29 18:52:00,2014-05-30 06:00:00,2014-05-30 06:47:00,SUCCESS,summer,47.0,47281.01
Dishwasher_2014-05-29_03,Dishwasher,2014-05-29 18:53:00,2014-05-29 19:12:00,2014-05-30 06:47:00,2014-05-30 07:06:00,SUCCESS,summer,19.0,36027.06
Dishwasher_2014-06-01_02,Dishwasher,2014-06-01 19:04:00,2014-06-01 20:12:00,2014-06-02 06:00:00,2014-06-02 07:08:00,SUCCESS,summer,68.0,84627.61
Dishwasher_2014-06-02_01,Dishwasher,2014-06-02 20:19:00,2014-06-02 20:56:00,2014-06-03 06:00:00,2014-06-03 06:37:00,SUCCESS,summer,37.0,45267.88
Dishwasher_2014-06-02_02,Dishwasher,2014-06-02 20:57:00,2014-06-02 21:26:00,2014-06-03 06:37:00,2014-06-03 07:06:00,SUCCESS,summer,29.0,36245.54
Dishwasher_2014-06-03_01,Dishwasher,2014-06-03 21:03:00,2014-06-03 21:49:00,2014-06-04 06:00:00,2014-06-04 06:46:00,SUCCESS,summer,46.0,42474.08
