event_id,appliance_name,appliance_id,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable,price_level_profile,primary_price_level,start_price_level,end_price_level,optimization_potential
Tumble_Dryer_2013-10-24_01,Tumble Dryer,Appliance4,Shiftable,2013-10-24 10:56:00,2013-10-24 11:07:00,11.0,1487.94,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 11, ""4"": 0, ""5"": 0}",3,3,3,0.6
Tumble_Dryer_2013-10-24_02,Tumble Dryer,Appliance4,Shiftable,2013-10-24 12:36:00,2013-10-24 12:47:00,11.0,1037.54,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 11}",5,5,5,1.0
Tumble_Dryer_2013-10-27_01,Tumble Dryer,Appliance4,Shiftable,2013-10-27 14:27:00,2013-10-27 14:48:00,21.0,3305.42,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 21}",5,5,5,1.0
Tumble_Dryer_2013-10-28_01,Tumble Dryer,Appliance4,Shiftable,2013-10-28 08:12:00,2013-10-28 08:19:00,7.0,8761.62,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 7, ""4"": 0, ""5"": 0}",3,3,3,0.6
Tumble_Dryer_2013-11-01_01,Tumble Dryer,Appliance4,Shiftable,2013-11-01 07:13:00,2013-11-01 07:31:00,18.0,15417.07,True,"{""0"": 0, ""1"": 18, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}",1,1,1,0.2
Tumble_Dryer_2013-11-08_01,Tumble Dryer,Appliance4,Shiftable,2013-11-08 16:12:00,2013-11-08 16:18:00,6.0,24.0,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 6, ""5"": 0}",4,4,4,0.8
Tumble_Dryer_2013-11-13_01,Tumble Dryer,Appliance4,Shiftable,2013-11-13 11:51:00,2013-11-13 11:56:00,5.0,279.25,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 5, ""4"": 0, ""5"": 0}",3,3,3,0.6
Tumble_Dryer_2013-11-14_01,Tumble Dryer,Appliance4,Shiftable,2013-11-14 18:11:00,2013-11-14 18:20:00,9.0,544.0,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 9, ""5"": 0}",4,4,4,0.8
Tumble_Dryer_2013-11-15_01,Tumble Dryer,Appliance4,Shiftable,2013-11-15 06:59:00,2013-11-15 07:11:00,12.0,1536.0,True,"{""0"": 0, ""1"": 12, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}",1,1,1,0.2
Tumble_Dryer_2013-11-16_01,Tumble Dryer,Appliance4,Shiftable,2013-11-16 07:16:00,2013-11-16 07:23:00,7.0,12769.66,True,"{""0"": 0, ""1"": 7, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}",1,1,1,0.2
