appliance_id,appliance_name,month,cost_Germany_Variable,cost_Germany_Variable_Base,energy_Germany_Variable,energy_Germany_Variable_Base
Appliance1,Fridge,2013-11,2.7944999999999998,3.2911,9.6782,9.6782
Appliance1,Fridge,2013-12,3.3058,3.8838,11.423399999999999,11.423399999999999
Appliance1,Fridge,2014-01,2.1696,2.5607,7.5306,7.5306
Appliance1,Fridge,2014-03,2.4402,2.8784,8.4676,8.4676
Appliance1,Fridge,2014-04,2.6656,3.1423,9.2424,9.2424
Appliance1,Fridge,2014-05,3.0352,3.5641,10.481,10.481
Appliance1,Fridge,2014-06,4.0612,4.7537,13.9787,13.9787
Appliance1,Fridge,2014-07,4.0015,4.6993,13.8217,13.8217
Appliance1,Fridge,2014-08,3.3217,3.9053,11.4842,11.4842
Appliance1,Fridge,2014-09,3.1425,3.6837,10.8364,10.8364
Appliance1,Fridge,2014-10,2.9972,3.5314,10.3833,10.3833
Appliance1,Fridge,2014-11,3.0899,3.6332,10.687,10.687
Appliance1,Fridge,2014-12,3.1188,3.6689,10.7903,10.7903
Appliance1,Fridge,2015-01,3.1276,3.6748,10.8081,10.8081
Appliance1,Fridge,2015-02,2.6523,3.1243,9.1927,9.1927
Appliance1,Fridge,2015-03,2.6907,3.1808,9.3625,9.3625
Appliance1,Fridge,2015-04,2.0949,2.4713,7.2679,7.2679
Appliance1,Fridge,2015-05,1.763,2.0711,6.0936,6.0936
Appliance1,Fridge,2015-06,2.6455,3.1188000000000002,9.174,9.174
Appliance1,Fridge,2015-07,1.0647,1.2541,3.6881,3.6881
Appliance2,Freezer (Garage),2013-11,7.4446,8.8204,25.9445,25.9445
Appliance2,Freezer (Garage),2013-12,8.2442,9.7651,28.721899999999998,28.721899999999998
Appliance2,Freezer (Garage),2014-01,5.5153,6.5415,19.2407,19.2407
Appliance2,Freezer (Garage),2014-03,7.3779,8.6869,25.551,25.551
Appliance2,Freezer (Garage),2014-04,9.7061,11.3823,33.4784,33.4784
Appliance2,Freezer (Garage),2014-05,11.7837,13.7919,40.5635,40.5635
Appliance2,Freezer (Garage),2014-06,12.3984,14.5388,42.7619,42.7619
Appliance2,Freezer (Garage),2014-07,14.1466,16.5392,48.6457,48.6457
Appliance2,Freezer (Garage),2014-08,10.4967,12.2648,36.1041,36.1041
Appliance2,Freezer (Garage),2014-09,10.3073,12.1236,35.7296,35.7296
Appliance2,Freezer (Garage),2014-10,9.857099999999999,11.5485,34.0081,34.0081
Appliance2,Freezer (Garage),2014-11,7.9981,9.3678,27.6199,27.6199
Appliance2,Freezer (Garage),2014-12,7.5017,8.782,25.8889,25.8889
Appliance2,Freezer (Garage),2015-01,7.3561,8.5985,25.3568,25.3568
Appliance2,Freezer (Garage),2015-02,6.6425,7.7424,22.8354,22.8354
Appliance2,Freezer (Garage),2015-03,6.4263,7.4743,22.0107,22.0107
Appliance2,Freezer (Garage),2015-04,5.5186,6.4315999999999995,18.943,18.943
Appliance2,Freezer (Garage),2015-05,6.0384,7.074,20.8067,20.8067
Appliance2,Freezer (Garage),2015-06,6.7411,7.9034,23.2455,23.2455
Appliance2,Freezer (Garage),2015-07,2.5471,2.9708,8.7387,8.7387
Appliance3,Freezer,2013-11,2.9243,3.4314999999999998,10.092600000000001,10.092600000000001
Appliance3,Freezer,2013-12,1.9504,2.0911,6.1505,6.1505
