appliance_id,appliance_name,month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
Appliance1,Fridge,2013-10,1.8844,1.7357,2.1762,7.2527,7.2527,7.2527
Appliance1,Fridge,2013-11,3.065,2.8978,3.661,12.2059,12.2059,12.2059
Appliance1,Fridge,2013-12,3.0495,2.762,3.4494,11.4988,11.4988,11.4988
Appliance1,Fridge,2014-01,2.0099,1.8642,2.3331,7.778,7.778,7.778
Appliance1,Fridge,2014-03,2.1571,1.9499,2.4691,8.2326,8.2326,8.2326
Appliance1,Fridge,2014-04,3.0125,2.7993,3.5115,11.7037,11.7037,11.7037
Appliance1,Fridge,2014-05,3.1721,2.9192,3.6734999999999998,12.2468,12.2468,12.2468
Appliance1,Fridge,2014-06,3.6961,3.4658,4.2886,14.2943,14.2943,14.2943
Appliance1,Fridge,2014-07,4.515,4.176,5.2106,17.3698,17.3698,17.3698
Appliance1,Fridge,2014-08,3.5178,3.2648,4.0833,13.611,13.611,13.611
Appliance1,Fridge,2014-09,3.3854,3.1695,3.9631,13.2104,13.2104,13.2104
Appliance1,Fridge,2014-10,3.061,2.8427,3.5263,11.7522,11.7522,11.7522
Appliance1,Fridge,2014-11,3.0264,2.821,3.4906,11.6344,11.6344,11.6344
Appliance1,Fridge,2014-12,3.121,2.8568,3.5747,11.9128,11.9128,11.9128
Appliance1,Fridge,2015-01,2.9632,2.7189,3.4079,11.3597,11.3597,11.3597
Appliance1,Fridge,2015-02,2.7452,2.5078,3.1528,10.5116,10.5116,10.5116
Appliance1,Fridge,2015-03,2.1033,1.9007,2.4257,8.0883,8.0883,8.0883
Appliance1,Fridge,2015-04,2.81,2.5419,3.212,10.7071,10.7071,10.7071
Appliance1,Fridge,2015-05,2.2813,2.1105,2.6336,8.7797,8.7797,8.7797
Appliance1,Fridge,2015-06,2.4501,2.2706,2.8544,9.5143,9.5143,9.5143
Appliance1,Fridge,2015-07,1.3762,1.2582,1.5861,5.2882,5.2882,5.2882
Appliance2,Chest Freezer,2013-10,2.079,1.9049,2.4169,8.0514,8.0514,8.0514
Appliance2,Chest Freezer,2013-11,2.1561,1.9902,2.5369,8.4594,8.4594,8.4594
Appliance2,Chest Freezer,2013-12,2.3568,2.1447,2.7489,9.1635,9.1635,9.1635
Appliance2,Chest Freezer,2014-01,1.7831,1.643,2.0937,6.9792,6.9792,6.9792
Appliance2,Chest Freezer,2014-03,2.2682,2.0726,2.622,8.7356,8.7356,8.7356
Appliance2,Chest Freezer,2014-04,3.0282,2.7707,3.4742,11.5786,11.5786,11.5786
Appliance2,Chest Freezer,2014-05,3.6028,3.2944,4.1285,13.7603,13.7603,13.7603
Appliance2,Chest Freezer,2014-06,3.8801,3.5648,4.4657,14.8866,14.8866,14.8866
Appliance2,Chest Freezer,2014-07,4.2215,3.8769,4.8405,16.1358,16.1358,16.1358
Appliance2,Chest Freezer,2014-08,3.7997,3.5187,4.3959,14.6502,14.6502,14.6502
Appliance2,Chest Freezer,2014-09,3.3588999999999998,3.0892,3.8669,12.8908,12.8908,12.8908
Appliance2,Chest Freezer,2014-10,3.0095,2.7403,3.466,11.5573,11.5573,11.5573
Appliance2,Chest Freezer,2014-11,2.6187,2.4236,3.0553,10.1876,10.1876,10.1876
Appliance2,Chest Freezer,2014-12,2.4445,2.2601999999999998,2.87,9.566,9.566,9.566
Appliance2,Chest Freezer,2015-01,2.3922,2.2246,2.8327999999999998,9.4475,9.4475,9.4475
Appliance2,Chest Freezer,2015-02,2.2132,2.0454,2.582,8.6043,8.6043,8.6043
Appliance2,Chest Freezer,2015-03,2.2077999999999998,2.0271,2.5701,8.566,8.566,8.566
Appliance2,Chest Freezer,2015-04,2.6013,2.3699,2.9591,9.8657,9.8657,9.8657
Appliance2,Chest Freezer,2015-05,2.2769,2.0782,2.6058,8.6867,8.6867,8.6867
Appliance2,Chest Freezer,2015-06,2.8839,2.6474,3.3085999999999998,11.0276,11.0276,11.0276
Appliance2,Chest Freezer,2015-07,1.2803,1.1812,1.4826,4.9442,4.9442,4.9442
Appliance3,Upright Freezer,2013-10,3.537,3.2916,4.1342,13.779,13.779,13.779
Appliance3,Upright Freezer,2013-11,4.7533,4.3633,5.5758,18.5878,18.5878,18.5878
Appliance3,Upright Freezer,2013-12,5.0262,4.6283,5.7912,19.301,19.301,19.301
Appliance3,Upright Freezer,2014-01,3.6962,3.4015,4.2867,14.2877,14.2877,14.2877
Appliance3,Upright Freezer,2014-03,3.8941,3.5958,4.5418,15.1388,15.1388,15.1388
Appliance3,Upright Freezer,2014-04,5.0158,4.6594,5.8523,19.5119,19.5119,19.5119
Appliance3,Upright Freezer,2014-05,5.396,5.0159,6.2735,20.9142,20.9142,20.9142
Appliance3,Upright Freezer,2014-06,5.6998,5.2789,6.6329,22.1101,22.1101,22.1101
Appliance3,Upright Freezer,2014-07,6.5595,6.027,7.6077,25.3569,25.3569,25.3569
Appliance3,Upright Freezer,2014-08,5.7448,5.3538,6.7393,22.4676,22.4676,22.4676
