month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
2013-09,11.9281,10.9514,12.9465,43.1537,43.1537,43.1537
2013-10,43.8198,40.7122,48.0599,160.2028,160.2028,160.2028
2013-11,64.7782,57.8369,69.5992,232.0097,232.0097,232.0097
2013-12,53.6319,46.0112,56.2246,187.4132,187.4132,187.4132
2014-01,35.2001,30.9113,37.0918,123.6462,123.6462,123.6462
2014-02,7.2476,6.4789,7.6482,25.4952,25.4952,25.4952
2014-03,44.875,41.3886,48.175,160.584,160.584,160.584
2014-04,44.8157,40.9191,47.8565,159.523,159.523,159.523
2014-05,64.9102,59.2128,71.6802,238.9423,238.9423,238.9423
2014-06,101.44829999999999,93.76520000000001,114.92099999999999,383.0721,383.0721,383.0721
2014-07,35.8387,33.4789,39.283699999999996,130.9483,130.9483,130.9483
2014-08,28.3306,26.4173,30.9613,103.2035,103.2035,103.2035
2014-09,37.6929,34.9507,41.188,137.3015,137.3015,137.3015
2014-10,51.8881,46.4562,55.271300000000004,184.2515,184.2515,184.2515
2014-11,54.9172,48.9692,59.0174,196.7232,196.7232,196.7232
2014-12,84.2644,74.47370000000001,91.0702,303.5751,303.5751,303.5751
2015-01,65.003,58.4177,71.2109,237.3808,237.3808,237.3808
2015-02,47.8647,44.2282,53.4023,178.0119,178.0119,178.0119
2015-03,43.1577,40.3649,48.685,162.2879,162.2879,162.2879
2015-04,34.4791,31.4552,37.8661,126.2218,126.2218,126.2218
2015-05,34.697,30.813,38.5362,128.4534,128.4534,128.4534
2015-06,23.3788,22.0205,26.0502,86.8392,86.8392,86.8392
2015-07,5.805,5.4551,6.3965,21.3223,21.3223,21.3223
