appliance_id,appliance_name,month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
Appliance1,Fridge-Freezer,2013-09,1.5618,1.4655,1.8166,6.0541,6.0541,6.0541
Appliance1,Fridge-Freezer,2013-10,11.1178,10.3944,12.7562,42.5183,42.5183,42.5183
Appliance1,Fridge-Freezer,2013-11,9.0947,8.4149,10.4154,34.7242,34.7242,34.7242
Appliance1,Fridge-Freezer,2013-12,10.2953,9.4372,11.5848,38.6117,38.6117,38.6117
Appliance1,Fridge-Freezer,2014-01,7.4629,6.8338,8.468,28.2275,28.2275,28.2275
Appliance1,Fridge-Freezer,2014-02,1.5169,1.3975,1.6786,5.5949,5.5949,5.5949
Appliance1,Fridge-Freezer,2014-03,8.8096,8.2506,10.1544,33.8471,33.8471,33.8471
Appliance1,Fridge-Freezer,2014-04,9.8054,9.0792,11.1095,37.033,37.033,37.033
Appliance1,Fridge-Freezer,2014-05,11.0606,10.1442,12.6279,42.0971,42.0971,42.0971
Appliance1,Fridge-Freezer,2014-06,11.2184,10.5038,12.923,43.0746,43.0746,43.0746
Appliance1,Fridge-Freezer,2014-07,9.3618,8.5725,10.5764,35.252,35.252,35.252
Appliance1,Fridge-Freezer,2014-08,8.4962,7.7436,9.5476,31.8214,31.8214,31.8214
Appliance1,Fridge-Freezer,2014-09,11.1572,10.4284,12.667300000000001,42.227,42.227,42.227
Appliance1,Fridge-Freezer,2014-10,12.5088,11.4102,14.1365,47.1226,47.1226,47.1226
Appliance1,Fridge-Freezer,2014-11,10.5172,9.654,11.8818,39.6004,39.6004,39.6004
Appliance1,Fridge-Freezer,2014-12,9.6383,8.6635,10.8717,36.2424,36.2424,36.2424
Appliance1,Fridge-Freezer,2015-01,9.4265,8.7217,10.7504,35.8403,35.8403,35.8403
Appliance1,Fridge-Freezer,2015-02,9.0256,8.3347,10.2211,34.0719,34.0719,34.0719
Appliance1,Fridge-Freezer,2015-03,8.723,8.0739,9.9617,33.2094,33.2094,33.2094
Appliance1,Fridge-Freezer,2015-04,8.2321,7.6107,9.223,30.7438,30.7438,30.7438
Appliance1,Fridge-Freezer,2015-05,8.1366,7.4607,9.2015,30.6706,30.6706,30.6706
Appliance1,Fridge-Freezer,2015-06,8.2562,7.6375,9.4242,31.4157,31.4157,31.4157
Appliance1,Fridge-Freezer,2015-07,2.6678,2.4216,3.0532,10.1773,10.1773,10.1773
Appliance2,Tumble Dryer,2013-09,2.2047,1.9735,2.3933,7.9775,7.9775,7.9775
Appliance2,Tumble Dryer,2013-10,9.6455,8.8001,9.9447,33.1536,33.1536,33.1536
Appliance2,Tumble Dryer,2013-11,13.7007,11.5387,13.964,46.5526,46.5526,46.5526
Appliance2,Tumble Dryer,2013-12,16.2991,12.4029,16.2999,54.3351,54.3351,54.3351
Appliance2,Tumble Dryer,2014-01,11.4991,9.6894,11.4991,38.334,38.334,38.334
Appliance2,Tumble Dryer,2014-02,2.0624000000000002,1.7318,2.0624000000000002,6.8748000000000005,6.8748000000000005,6.8748000000000005
Appliance2,Tumble Dryer,2014-03,15.711500000000001,14.2796,16.1404,53.8013,53.8013,53.8013
Appliance2,Tumble Dryer,2014-04,12.7829,11.4363,13.0314,43.439099999999996,43.439099999999996,43.439099999999996
Appliance2,Tumble Dryer,2014-05,14.0403,12.3735,14.5139,48.3801,48.3801,48.3801
Appliance2,Tumble Dryer,2014-06,9.7873,8.8069,10.4935,34.9782,34.9782,34.9782
