appliance_id,appliance_name,month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
Appliance1,Freezer (Utility Room),2013-11,0.233,0.2077,0.2627,0.8777,0.8777,0.8777
Appliance1,Freezer (Utility Room),2013-12,2.8034,2.6008999999999998,3.2876,10.957,10.957,10.957
Appliance1,Freezer (Utility Room),2014-01,2.1038,1.9553,2.4726,8.2421,8.2421,8.2421
Appliance1,Freezer (Utility Room),2014-03,2.9397,2.6988,3.4189,11.3948,11.3948,11.3948
Appliance1,Freezer (Utility Room),2014-04,3.5823,3.3108,4.1853,13.9528,13.9528,13.9528
Appliance1,Freezer (Utility Room),2014-05,4.7524,4.388,5.5396,18.4659,18.4659,18.4659
Appliance1,Freezer (Utility Room),2014-06,4.8417,4.4758,5.6571,18.8611,18.8611,18.8611
Appliance1,Freezer (Utility Room),2014-07,4.8812999999999995,4.4875,5.6645,18.8843,18.8843,18.8843
Appliance1,Freezer (Utility Room),2014-08,4.5401,4.1788,5.2724,17.5752,17.5752,17.5752
Appliance1,Freezer (Utility Room),2014-09,3.9948,3.69,4.6525,15.5094,15.5094,15.5094
Appliance1,Freezer (Utility Room),2014-10,3.6974,3.4173,4.3137,14.3814,14.3814,14.3814
Appliance1,Freezer (Utility Room),2014-11,2.8586,2.6479,3.3448,11.1506,11.1506,11.1506
Appliance1,Freezer (Utility Room),2014-12,3.0691,2.843,3.5901,11.9678,11.9678,11.9678
Appliance1,Freezer (Utility Room),2015-01,3.0124,2.7944999999999998,3.5317,11.769,11.769,11.769
Appliance1,Freezer (Utility Room),2015-02,2.7086,2.4957,3.1685,10.561,10.561,10.561
Appliance1,Freezer (Utility Room),2015-03,3.0895,2.8718,3.6287,12.0946,12.0946,12.0946
Appliance1,Freezer (Utility Room),2015-04,2.8784,2.6288,3.3296,11.0993,11.0993,11.0993
Appliance1,Freezer (Utility Room),2015-05,1.6602999999999999,1.5411,1.94,6.4672,6.4672,6.4672
Appliance1,Freezer (Utility Room),2015-06,1.3747,1.2539,1.5734,5.2436,5.2436,5.2436
Appliance2,Washing Machine,2013-11,0.26839999999999997,0.2563,0.26839999999999997,0.8946000000000001,0.8946000000000001,0.8946000000000001
Appliance2,Washing Machine,2013-12,1.736,1.4998,1.7361,5.7877,5.7877,5.7877
Appliance2,Washing Machine,2014-01,1.9964,1.7258,1.9964,6.6543,6.6543,6.6543
Appliance2,Washing Machine,2014-03,1.4015,1.2081,1.4015,4.6724,4.6724,4.6724
Appliance2,Washing Machine,2014-04,2.1657,1.7816,2.1657,7.219,7.219,7.219
Appliance2,Washing Machine,2014-05,1.0499,0.885,1.0499,3.5,3.5,3.5
Appliance2,Washing Machine,2014-06,1.3678,1.2888,1.3678,4.5596,4.5596,4.5596
Appliance2,Washing Machine,2014-07,0.9868,0.9725,0.9868,3.2897,3.2897,3.2897
Appliance2,Washing Machine,2014-08,1.4752,1.2296,1.4752,4.9177,4.9177,4.9177
Appliance2,Washing Machine,2014-09,0.6776,0.6557999999999999,0.6776,2.2587,2.2587,2.2587
Appliance2,Washing Machine,2014-10,1.6026,1.3914,1.6027,5.3416,5.3416,5.3416
Appliance2,Washing Machine,2014-11,1.2381,1.0851,1.2382,4.1277,4.1277,4.1277
Appliance2,Washing Machine,2014-12,0.9924,0.9783999999999999,0.9924999999999999,3.308,3.308,3.308
Appliance2,Washing Machine,2015-01,1.7444,1.6231,1.7444,5.814500000000001,5.814500000000001,5.814500000000001
Appliance2,Washing Machine,2015-02,1.9147,1.5916,1.9149,6.3827,6.3827,6.3827
Appliance2,Washing Machine,2015-03,1.1186,1.1007,1.1187,3.7287,3.7287,3.7287
Appliance2,Washing Machine,2015-04,1.7324,1.6869,1.7325,5.7753,5.7753,5.7753
Appliance2,Washing Machine,2015-05,0.6988,0.6731,0.6998,2.3337000000000003,2.3337000000000003,2.3337000000000003
Appliance2,Washing Machine,2015-06,0.24329999999999996,0.23489999999999997,0.24339999999999998,0.8127,0.8127,0.8127
Appliance3,Dishwasher,2013-12,2.1846,1.6447,2.1846,7.2817,7.2817,7.2817
Appliance3,Dishwasher,2014-01,2.1671,1.8909,2.1671,7.2238,7.2238,7.2238
Appliance3,Dishwasher,2014-03,2.1798,1.9075,2.1798,7.266,7.266,7.266
Appliance3,Dishwasher,2014-04,2.058,1.4612,2.058,6.8606,6.8606,6.8606
Appliance3,Dishwasher,2014-05,1.8804,1.762,1.8804,6.2678,6.2678,6.2678
Appliance3,Dishwasher,2014-06,2.5091,2.4298,2.5091,8.3634,8.3634,8.3634
Appliance3,Dishwasher,2014-07,1.8697,1.7451999999999999,1.8697,6.2326,6.2326,6.2326
Appliance3,Dishwasher,2014-08,2.501,2.501,2.501,8.3371,8.3371,8.3371
Appliance3,Dishwasher,2014-09,1.6633,1.4101000000000001,1.6633,5.5448,5.5448,5.5448
