event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Washing_Machine_2014-05-01_01,Washing Machine,2014-05-01 17:20:00,2014-05-01 18:42:00,2014-05-02 06:00:00,2014-05-02 07:22:00,SUCCESS,summer,82.0,42677.23
Washing_Machine_2014-05-07_01,Washing Machine,2014-05-07 17:11:00,2014-05-07 18:33:00,2014-05-08 06:00:00,2014-05-08 07:22:00,SUCCESS,summer,82.0,36389.34
Washing_Machine_2014-05-07_02,Washing Machine,2014-05-07 18:36:00,2014-05-07 19:58:00,2014-05-08 07:22:00,2014-05-08 08:44:00,SUCCESS,summer,82.0,41846.82
Washing_Machine_2014-05-08_01,Washing Machine,2014-05-08 18:38:00,2014-05-08 19:44:00,2014-05-09 06:00:00,2014-05-09 07:06:00,SUCCESS,summer,66.0,34214.67
Washing_Machine_2014-05-09_01,Washing Machine,2014-05-09 17:28:00,2014-05-09 18:19:00,2014-05-10 06:00:00,2014-05-10 06:51:00,SUCCESS,summer,51.0,25409.73
Washing_Machine_2014-05-12_01,Washing Machine,2014-05-12 18:01:00,2014-05-12 19:16:00,2014-05-13 06:00:00,2014-05-13 07:15:00,SUCCESS,summer,75.0,29881.83
Washing_Machine_2014-05-14_01,Washing Machine,2014-05-14 17:19:00,2014-05-14 18:38:00,2014-05-15 06:00:00,2014-05-15 07:19:00,SUCCESS,summer,79.0,38003.06
Washing_Machine_2014-05-15_01,Washing Machine,2014-05-15 17:14:00,2014-05-15 18:21:00,2014-05-16 06:00:00,2014-05-16 07:07:00,SUCCESS,summer,67.0,23264.26
Washing_Machine_2014-05-16_01,Washing Machine,2014-05-16 17:18:00,2014-05-16 18:30:00,2014-05-17 06:00:00,2014-05-17 07:12:00,SUCCESS,summer,72.0,34685.28
Washing_Machine_2014-05-16_02,Washing Machine,2014-05-16 18:50:00,2014-05-16 19:49:00,2014-05-17 07:12:00,2014-05-17 08:11:00,SUCCESS,summer,59.0,26866.3
Washing_Machine_2014-05-20_01,Washing Machine,2014-05-20 17:38:00,2014-05-20 18:35:00,2014-05-21 06:00:00,2014-05-21 06:57:00,SUCCESS,summer,57.0,26145.3
Washing_Machine_2014-05-21_01,Washing Machine,2014-05-21 17:33:00,2014-05-21 18:44:00,2014-05-22 06:00:00,2014-05-22 07:11:00,SUCCESS,summer,71.0,33981.58
Washing_Machine_2014-05-22_02,Washing Machine,2014-05-22 17:08:00,2014-05-22 18:13:00,2014-05-23 06:00:00,2014-05-23 07:05:00,SUCCESS,summer,65.0,31894.46
Washing_Machine_2014-05-22_03,Washing Machine,2014-05-22 20:18:00,2014-05-22 20:42:00,2014-05-23 07:05:00,2014-05-23 07:29:00,SUCCESS,summer,24.0,3430.18
Washing_Machine_2014-05-29_01,Washing Machine,2014-05-29 18:57:00,2014-05-29 20:18:00,2014-05-30 06:00:00,2014-05-30 07:21:00,SUCCESS,summer,81.0,40424.57
Washing_Machine_2014-05-30_02,Washing Machine,2014-05-30 19:22:00,2014-05-30 20:34:00,2014-05-31 06:00:00,2014-05-31 07:12:00,SUCCESS,summer,72.0,34490.37
Washing_Machine_2014-06-03_01,Washing Machine,2014-06-03 19:02:00,2014-06-03 20:13:00,2014-06-04 06:00:00,2014-06-04 07:11:00,SUCCESS,summer,71.0,36135.92
Washing_Machine_2014-06-06_01,Washing Machine,2014-06-06 16:36:00,2014-06-06 17:49:00,2014-06-07 06:00:00,2014-06-07 07:13:00,SUCCESS,summer,73.0,28213.06
Washing_Machine_2014-06-10_01,Washing Machine,2014-06-10 18:36:00,2014-06-10 19:38:00,2014-06-11 06:00:00,2014-06-11 07:02:00,SUCCESS,summer,62.0,27588.83
Washing_Machine_2014-06-11_01,Washing Machine,2014-06-11 16:35:00,2014-06-11 17:57:00,2014-06-12 06:00:00,2014-06-12 07:22:00,SUCCESS,summer,82.0,38197.5
Washing_Machine_2014-06-13_01,Washing Machine,2014-06-13 17:20:00,2014-06-13 18:18:00,2014-06-14 06:00:00,2014-06-14 06:58:00,SUCCESS,summer,58.0,26618.23
Washing_Machine_2014-06-18_01,Washing Machine,2014-06-18 14:04:00,2014-06-18 15:19:00,2014-06-19 06:00:00,2014-06-19 07:15:00,SUCCESS,summer,75.0,21625.29
Washing_Machine_2014-06-18_02,Washing Machine,2014-06-18 16:20:00,2014-06-18 17:46:00,2014-06-19 07:15:00,2014-06-19 08:41:00,SUCCESS,summer,86.0,34128.53
Washing_Machine_2014-06-18_03,Washing Machine,2014-06-18 17:48:00,2014-06-18 19:08:00,2014-06-19 08:41:00,2014-06-19 10:01:00,SUCCESS,summer,80.0,30882.92
Washing_Machine_2014-06-20_01,Washing Machine,2014-06-20 18:05:00,2014-06-20 19:09:00,2014-06-21 06:00:00,2014-06-21 07:04:00,SUCCESS,summer,64.0,25796.82
Washing_Machine_2014-06-25_01,Washing Machine,2014-06-25 18:50:00,2014-06-25 19:49:00,2014-06-26 06:00:00,2014-06-26 06:59:00,SUCCESS,summer,59.0,25468.28
Washing_Machine_2014-06-27_02,Washing Machine,2014-06-27 18:31:00,2014-06-27 19:44:00,2014-06-28 06:00:00,2014-06-28 07:13:00,SUCCESS,summer,73.0,32096.99
Washing_Machine_2014-07-02_01,Washing Machine,2014-07-02 18:58:00,2014-07-02 20:01:00,2014-07-03 06:00:00,2014-07-03 07:03:00,SUCCESS,summer,63.0,30216.05
Washing_Machine_2014-07-02_02,Washing Machine,2014-07-02 20:07:00,2014-07-02 21:20:00,2014-07-03 07:03:00,2014-07-03 08:16:00,SUCCESS,summer,73.0,25914.63
Washing_Machine_2014-07-04_01,Washing Machine,2014-07-04 17:35:00,2014-07-04 18:22:00,2014-07-05 06:00:00,2014-07-05 06:47:00,SUCCESS,summer,47.0,23246.32
Washing_Machine_2014-07-10_05,Washing Machine,2014-07-10 17:37:00,2014-07-10 18:58:00,2014-07-11 06:00:00,2014-07-11 07:21:00,SUCCESS,summer,81.0,26802.22
Washing_Machine_2014-08-08_01,Washing Machine,2014-08-08 18:41:00,2014-08-08 19:42:00,2014-08-09 06:00:00,2014-08-09 07:01:00,SUCCESS,summer,61.0,20016.1
Washing_Machine_2014-08-08_02,Washing Machine,2014-08-08 19:46:00,2014-08-08 21:02:00,2014-08-09 07:01:00,2014-08-09 08:17:00,SUCCESS,summer,76.0,20463.52
Washing_Machine_2014-08-13_01,Washing Machine,2014-08-13 13:22:00,2014-08-13 14:40:00,2014-08-13 13:27:00,2014-08-13 14:45:00,SUCCESS,summer,78.0,28406.12
Washing_Machine_2014-08-17_02,Washing Machine,2014-08-17 13:06:00,2014-08-17 14:37:00,2014-08-17 13:11:00,2014-08-17 14:42:00,SUCCESS,summer,91.0,37045.02
Washing_Machine_2014-08-20_01,Washing Machine,2014-08-20 16:55:00,2014-08-20 17:53:00,2014-08-21 06:00:00,2014-08-21 06:58:00,SUCCESS,summer,58.0,25432.41
Washing_Machine_2014-08-22_01,Washing Machine,2014-08-22 17:15:00,2014-08-22 18:37:00,2014-08-23 06:00:00,2014-08-23 07:22:00,SUCCESS,summer,82.0,27994.37
Washing_Machine_2014-08-22_02,Washing Machine,2014-08-22 18:40:00,2014-08-22 19:44:00,2014-08-23 07:22:00,2014-08-23 08:26:00,SUCCESS,summer,64.0,26653.32
Washing_Machine_2014-09-02_01,Washing Machine,2014-09-02 16:46:00,2014-09-02 19:15:00,2014-09-03 06:00:00,2014-09-03 08:29:00,SUCCESS,summer,149.0,58691.23
Washing_Machine_2014-09-03_01,Washing Machine,2014-09-03 19:38:00,2014-09-03 20:33:00,2014-09-04 06:00:00,2014-09-04 06:55:00,SUCCESS,summer,55.0,26255.78
Washing_Machine_2014-09-05_02,Washing Machine,2014-09-05 19:26:00,2014-09-05 20:26:00,2014-09-06 06:00:00,2014-09-06 07:00:00,SUCCESS,summer,60.0,30656.57
Washing_Machine_2014-09-11_01,Washing Machine,2014-09-11 17:38:00,2014-09-11 18:51:00,2014-09-12 06:00:00,2014-09-12 07:13:00,SUCCESS,summer,73.0,32397.14
Washing_Machine_2014-09-12_02,Washing Machine,2014-09-12 16:56:00,2014-09-12 18:01:00,2014-09-13 06:00:00,2014-09-13 07:05:00,SUCCESS,summer,65.0,29644.06
Washing_Machine_2014-09-16_01,Washing Machine,2014-09-16 16:48:00,2014-09-16 17:46:00,2014-09-17 06:00:00,2014-09-17 06:58:00,SUCCESS,summer,58.0,23577.88
Washing_Machine_2014-09-17_01,Washing Machine,2014-09-17 18:59:00,2014-09-17 20:31:00,2014-09-18 06:00:00,2014-09-18 07:32:00,SUCCESS,summer,92.0,32956.07
Washing_Machine_2014-09-23_01,Washing Machine,2014-09-23 18:23:00,2014-09-23 19:52:00,2014-09-24 06:00:00,2014-09-24 07:29:00,SUCCESS,summer,89.0,37124.94
Washing_Machine_2014-09-26_02,Washing Machine,2014-09-26 17:24:00,2014-09-26 18:33:00,2014-09-27 06:00:00,2014-09-27 07:09:00,SUCCESS,summer,69.0,28940.91
Washing_Machine_2014-09-28_03,Washing Machine,2014-09-28 13:52:00,2014-09-28 15:11:00,2014-09-28 13:57:00,2014-09-28 15:16:00,SUCCESS,summer,79.0,28304.92
Washing_Machine_2014-10-01_01,Washing Machine,2014-10-01 18:24:00,2014-10-01 19:23:00,2014-10-02 06:00:00,2014-10-02 06:59:00,SUCCESS,summer,59.0,22101.93
Washing_Machine_2014-10-01_02,Washing Machine,2014-10-01 19:26:00,2014-10-01 20:42:00,2014-10-02 06:59:00,2014-10-02 08:15:00,SUCCESS,summer,76.0,32630.78
Washing_Machine_2014-10-04_03,Washing Machine,2014-10-04 18:35:00,2014-10-04 19:46:00,2014-10-05 06:00:00,2014-10-05 07:11:00,SUCCESS,summer,71.0,29602.98
Washing_Machine_2014-10-06_01,Washing Machine,2014-10-06 16:46:00,2014-10-06 17:47:00,2014-10-07 06:00:00,2014-10-07 07:01:00,SUCCESS,summer,61.0,33446.73
Washing_Machine_2014-10-15_01,Washing Machine,2014-10-15 17:29:00,2014-10-15 18:55:00,2014-10-16 06:00:00,2014-10-16 07:26:00,SUCCESS,summer,86.0,40367.98
Washing_Machine_2014-10-15_02,Washing Machine,2014-10-15 19:04:00,2014-10-15 19:17:00,2014-10-16 07:26:00,2014-10-16 07:39:00,SUCCESS,summer,13.0,3138.1
Washing_Machine_2014-10-16_01,Washing Machine,2014-10-16 20:01:00,2014-10-16 21:28:00,2014-10-17 06:00:00,2014-10-17 07:27:00,SUCCESS,summer,87.0,38219.21
Washing_Machine_2014-10-17_01,Washing Machine,2014-10-17 17:41:00,2014-10-17 18:39:00,2014-10-18 06:00:00,2014-10-18 06:58:00,SUCCESS,summer,58.0,31659.59
Washing_Machine_2014-10-20_01,Washing Machine,2014-10-20 15:46:00,2014-10-20 17:08:00,2014-10-21 06:00:00,2014-10-21 07:22:00,SUCCESS,summer,82.0,38189.06
Washing_Machine_2014-10-21_01,Washing Machine,2014-10-21 17:42:00,2014-10-21 19:07:00,2014-10-22 06:00:00,2014-10-22 07:25:00,SUCCESS,summer,85.0,40700.8
Washing_Machine_2014-10-24_01,Washing Machine,2014-10-24 16:55:00,2014-10-24 17:56:00,2014-10-25 06:00:00,2014-10-25 07:01:00,SUCCESS,summer,61.0,32445.41
Washing_Machine_2014-10-31_01,Washing Machine,2014-10-31 16:51:00,2014-10-31 19:09:00,2014-11-01 06:00:00,2014-11-01 08:18:00,SUCCESS,summer,138.0,58344.75
Washing_Machine_2015-05-08_01,Washing Machine,2015-05-08 17:37:00,2015-05-08 18:30:00,2015-05-09 06:00:00,2015-05-09 06:53:00,SUCCESS,summer,53.0,27400.62
Washing_Machine_2015-05-08_02,Washing Machine,2015-05-08 21:15:00,2015-05-08 22:09:00,2015-05-09 06:53:00,2015-05-09 07:47:00,SUCCESS,summer,54.0,20661.9
Washing_Machine_2015-05-21_02,Washing Machine,2015-05-21 20:46:00,2015-05-21 21:37:00,2015-05-22 06:00:00,2015-05-22 06:51:00,SUCCESS,summer,51.0,29143.78
Washing_Machine_2015-06-22_01,Washing Machine,2015-06-22 23:06:00,2015-06-22 23:58:00,2015-06-23 06:00:00,2015-06-23 06:52:00,SUCCESS,summer,52.0,24579.64
Washing_Machine_2015-06-28_01,Washing Machine,2015-06-28 22:40:00,2015-06-28 23:46:00,2015-06-29 06:00:00,2015-06-29 07:06:00,SUCCESS,summer,66.0,30218.63
Washing_Machine_2015-07-02_01,Washing Machine,2015-07-02 18:54:00,2015-07-02 20:02:00,2015-07-03 06:00:00,2015-07-03 07:08:00,SUCCESS,summer,68.0,38191.62
Washing_Machine_2015-07-02_02,Washing Machine,2015-07-02 20:04:00,2015-07-02 20:35:00,2015-07-03 07:08:00,2015-07-03 07:39:00,SUCCESS,summer,31.0,14437.91
Washing_Machine_2015-07-03_01,Washing Machine,2015-07-03 22:37:00,2015-07-03 23:30:00,2015-07-04 06:00:00,2015-07-04 06:53:00,SUCCESS,summer,53.0,26312.91
Washing_Machine_2015-07-04_01,Washing Machine,2015-07-04 18:17:00,2015-07-04 19:09:00,2015-07-05 06:00:00,2015-07-05 06:52:00,SUCCESS,summer,52.0,23466.65
Dishwasher_2014-05-02_01,Dishwasher,2014-05-02 17:41:00,2014-05-02 18:18:00,2014-05-03 06:00:00,2014-05-03 06:37:00,SUCCESS,summer,37.0,49337.58
Dishwasher_2014-05-03_01,Dishwasher,2014-05-03 19:15:00,2014-05-03 19:58:00,2014-05-04 06:00:00,2014-05-04 06:43:00,SUCCESS,summer,43.0,48597.87
Dishwasher_2014-05-06_01,Dishwasher,2014-05-06 18:04:00,2014-05-06 18:43:00,2014-05-07 06:00:00,2014-05-07 06:39:00,SUCCESS,summer,39.0,47984.88
Dishwasher_2014-05-07_01,Dishwasher,2014-05-07 18:46:00,2014-05-07 19:20:00,2014-05-08 06:00:00,2014-05-08 06:34:00,SUCCESS,summer,34.0,47279.67
Dishwasher_2014-05-08_01,Dishwasher,2014-05-08 19:38:00,2014-05-08 20:13:00,2014-05-09 06:00:00,2014-05-09 06:35:00,SUCCESS,summer,35.0,47282.29
Dishwasher_2014-05-10_01,Dishwasher,2014-05-10 18:55:00,2014-05-10 19:30:00,2014-05-11 06:00:00,2014-05-11 06:35:00,SUCCESS,summer,35.0,47434.66
Dishwasher_2014-05-11_01,Dishwasher,2014-05-11 18:05:00,2014-05-11 18:40:00,2014-05-12 06:00:00,2014-05-12 06:35:00,SUCCESS,summer,35.0,47651.27
Dishwasher_2014-05-12_02,Dishwasher,2014-05-12 19:30:00,2014-05-12 20:05:00,2014-05-13 06:00:00,2014-05-13 06:35:00,SUCCESS,summer,35.0,48924.53
Dishwasher_2014-05-13_01,Dishwasher,2014-05-13 18:28:00,2014-05-13 19:11:00,2014-05-14 06:00:00,2014-05-14 06:43:00,SUCCESS,summer,43.0,46630.94
Dishwasher_2014-05-14_01,Dishwasher,2014-05-14 19:21:00,2014-05-14 19:55:00,2014-05-15 06:00:00,2014-05-15 06:34:00,SUCCESS,summer,34.0,46256.97
Dishwasher_2014-05-15_01,Dishwasher,2014-05-15 19:49:00,2014-05-15 20:22:00,2014-05-16 06:00:00,2014-05-16 06:33:00,SUCCESS,summer,33.0,46022.79
Dishwasher_2014-05-16_01,Dishwasher,2014-05-16 19:25:00,2014-05-16 19:58:00,2014-05-17 06:00:00,2014-05-17 06:33:00,SUCCESS,summer,33.0,28366.0
Dishwasher_2014-05-17_01,Dishwasher,2014-05-17 19:33:00,2014-05-17 20:06:00,2014-05-18 06:00:00,2014-05-18 06:33:00,SUCCESS,summer,33.0,42385.77
Dishwasher_2014-05-19_01,Dishwasher,2014-05-19 21:00:00,2014-05-19 21:33:00,2014-05-20 06:00:00,2014-05-20 06:33:00,SUCCESS,summer,33.0,42782.15
Dishwasher_2014-05-21_01,Dishwasher,2014-05-21 20:03:00,2014-05-21 20:45:00,2014-05-22 06:00:00,2014-05-22 06:42:00,SUCCESS,summer,42.0,45832.54
Dishwasher_2014-05-22_01,Dishwasher,2014-05-22 19:33:00,2014-05-22 20:06:00,2014-05-23 06:00:00,2014-05-23 06:33:00,SUCCESS,summer,33.0,45962.26
Dishwasher_2014-05-23_01,Dishwasher,2014-05-23 19:07:00,2014-05-23 19:41:00,2014-05-24 06:00:00,2014-05-24 06:34:00,SUCCESS,summer,34.0,46767.61
Dishwasher_2014-05-27_03,Dishwasher,2014-05-27 18:45:00,2014-05-27 19:29:00,2014-05-28 06:00:00,2014-05-28 06:44:00,SUCCESS,summer,44.0,47514.29
Dishwasher_2014-05-28_01,Dishwasher,2014-05-28 18:16:00,2014-05-28 19:00:00,2014-05-29 06:00:00,2014-05-29 06:44:00,SUCCESS,summer,44.0,48719.7
Dishwasher_2014-05-29_01,Dishwasher,2014-05-29 18:07:00,2014-05-29 18:42:00,2014-05-30 06:00:00,2014-05-30 06:35:00,SUCCESS,summer,35.0,49093.8
Dishwasher_2014-06-01_01,Dishwasher,2014-06-01 14:56:00,2014-06-01 15:31:00,2014-06-02 06:00:00,2014-06-02 06:35:00,SUCCESS,summer,35.0,47789.88
Dishwasher_2014-06-01_03,Dishwasher,2014-06-01 16:45:00,2014-06-01 17:15:00,2014-06-02 06:35:00,2014-06-02 07:05:00,SUCCESS,summer,30.0,22950.85
Dishwasher_2014-06-03_03,Dishwasher,2014-06-03 19:08:00,2014-06-03 19:41:00,2014-06-04 06:00:00,2014-06-04 06:33:00,SUCCESS,summer,33.0,42346.45
Dishwasher_2014-06-04_01,Dishwasher,2014-06-04 19:06:00,2014-06-04 19:39:00,2014-06-05 06:00:00,2014-06-05 06:33:00,SUCCESS,summer,33.0,45015.2
Dishwasher_2014-06-05_01,Dishwasher,2014-06-05 17:49:00,2014-06-05 18:32:00,2014-06-06 06:00:00,2014-06-06 06:43:00,SUCCESS,summer,43.0,46688.71
Dishwasher_2014-06-06_01,Dishwasher,2014-06-06 14:23:00,2014-06-06 15:45:00,2014-06-07 06:00:00,2014-06-07 07:22:00,SUCCESS,summer,82.0,77487.07
