event_id,appliance_name,appliance_ID,Shiftability,original_start_time,original_end_time,duration(min),energy(W),is_reschedulable
Fridge-Freezer_(1)_2014-06-01_01,Fridge-Freezer (1),Appliance1,Base,2014-06-01 07:57:00,2014-06-01 14:32:00,395.0,29073.5,False
Fridge-Freezer_(1)_2014-06-01_02,Fridge-Freezer (1),Appliance1,Base,2014-06-01 15:19:00,2014-06-02 07:43:00,984.0,77163.14,False
Fridge-Freezer_(1)_2014-06-02_01,Fridge-Freezer (1),Appliance1,Base,2014-06-02 09:34:00,2014-06-02 10:46:00,72.0,6954.76,False
Fridge-Freezer_(1)_2014-06-02_02,Fridge-Freezer (1),Appliance1,Base,2014-06-02 12:34:00,2014-06-02 13:36:00,62.0,6153.23,False
Fridge-Freezer_(1)_2014-06-02_03,Fridge-Freezer (1),Appliance1,Base,2014-06-02 14:55:00,2014-06-02 17:16:00,141.0,13719.58,False
Fridge-Freezer_(1)_2014-06-02_04,Fridge-Freezer (1),Appliance1,Base,2014-06-02 18:21:00,2014-06-02 22:55:00,274.0,26001.53,False
Fridge-Freezer_(1)_2014-06-03_01,Fridge-Freezer (1),Appliance1,Base,2014-06-03 00:55:00,2014-06-03 02:01:00,66.0,6659.92,False
Fridge-Freezer_(1)_2014-06-03_02,Fridge-Freezer (1),Appliance1,Base,2014-06-03 03:40:00,2014-06-03 04:43:00,63.0,6416.9,False
Fridge-Freezer_(1)_2014-06-03_03,Fridge-Freezer (1),Appliance1,Base,2014-06-03 05:42:00,2014-06-03 06:43:00,61.0,6085.2,False
Fridge-Freezer_(1)_2014-06-03_04,Fridge-Freezer (1),Appliance1,Base,2014-06-03 07:48:00,2014-06-03 08:53:00,65.0,6374.14,False
Fridge-Freezer_(1)_2014-06-03_05,Fridge-Freezer (1),Appliance1,Base,2014-06-03 10:32:00,2014-06-03 11:36:00,64.0,6309.86,False
Fridge-Freezer_(1)_2014-06-03_06,Fridge-Freezer (1),Appliance1,Base,2014-06-03 13:15:00,2014-06-03 14:18:00,63.0,6352.5,False
Fridge-Freezer_(1)_2014-06-03_07,Fridge-Freezer (1),Appliance1,Base,2014-06-03 15:51:00,2014-06-03 17:13:00,82.0,8287.23,False
Fridge-Freezer_(1)_2014-06-03_08,Fridge-Freezer (1),Appliance1,Base,2014-06-03 18:05:00,2014-06-04 01:03:00,418.0,38338.24,False
Fridge-Freezer_(1)_2014-06-04_01,Fridge-Freezer (1),Appliance1,Base,2014-06-04 03:22:00,2014-06-04 04:49:00,87.0,8567.74,False
Fridge-Freezer_(1)_2014-06-04_02,Fridge-Freezer (1),Appliance1,Base,2014-06-04 06:13:00,2014-06-04 07:15:00,62.0,6039.3,False
Fridge-Freezer_(1)_2014-06-04_03,Fridge-Freezer (1),Appliance1,Base,2014-06-04 08:20:00,2014-06-04 09:23:00,63.0,6120.65,False
Fridge-Freezer_(1)_2014-06-04_04,Fridge-Freezer (1),Appliance1,Base,2014-06-04 11:04:00,2014-06-04 16:41:00,337.0,24788.27,False
Fridge-Freezer_(1)_2014-06-04_05,Fridge-Freezer (1),Appliance1,Base,2014-06-04 17:51:00,2014-06-04 20:11:00,140.0,13265.87,False
Fridge-Freezer_(1)_2014-06-04_06,Fridge-Freezer (1),Appliance1,Base,2014-06-04 21:28:00,2014-06-04 22:27:00,59.0,5758.29,False
Fridge-Freezer_(1)_2014-06-05_01,Fridge-Freezer (1),Appliance1,Base,2014-06-05 00:08:00,2014-06-05 03:12:00,184.0,10597.3,False
Fridge-Freezer_(1)_2014-06-05_02,Fridge-Freezer (1),Appliance1,Base,2014-06-05 04:33:00,2014-06-05 09:50:00,317.0,17637.24,False
Fridge-Freezer_(1)_2014-06-05_03,Fridge-Freezer (1),Appliance1,Base,2014-06-05 11:18:00,2014-06-05 14:27:00,189.0,11061.25,False
Fridge-Freezer_(1)_2014-06-05_04,Fridge-Freezer (1),Appliance1,Base,2014-06-05 15:17:00,2014-06-05 22:15:00,418.0,32212.49,False
Fridge-Freezer_(1)_2014-06-05_05,Fridge-Freezer (1),Appliance1,Base,2014-06-05 23:43:00,2014-06-06 02:40:00,177.0,10449.19,False
Fridge-Freezer_(1)_2014-06-06_01,Fridge-Freezer (1),Appliance1,Base,2014-06-06 04:16:00,2014-06-06 09:26:00,310.0,17159.13,False
Fridge-Freezer_(1)_2014-06-06_02,Fridge-Freezer (1),Appliance1,Base,2014-06-06 10:14:00,2014-06-06 11:14:00,60.0,6025.43,False
Fridge-Freezer_(1)_2014-06-06_03,Fridge-Freezer (1),Appliance1,Base,2014-06-06 12:41:00,2014-06-06 16:42:00,241.0,22989.69,False
Fridge-Freezer_(1)_2014-06-06_04,Fridge-Freezer (1),Appliance1,Base,2014-06-06 18:09:00,2014-06-06 19:29:00,80.0,8017.27,False
Fridge-Freezer_(1)_2014-06-06_05,Fridge-Freezer (1),Appliance1,Base,2014-06-06 20:28:00,2014-06-06 22:27:00,119.0,12490.73,False
Fridge-Freezer_(1)_2014-06-07_01,Fridge-Freezer (1),Appliance1,Base,2014-06-07 00:01:00,2014-06-07 01:02:00,61.0,6345.39,False
Fridge-Freezer_(1)_2014-06-07_02,Fridge-Freezer (1),Appliance1,Base,2014-06-07 02:34:00,2014-06-07 03:32:00,58.0,6029.25,False
