appliance_ID,appliance_name,Shiftability,start_time,end_time,duration(min),energy(W)
Appliance1,Fridge-Freezer,Base,2014-03-06 16:23:00,2014-03-06 16:52:00,29.0,1999.46
Appliance1,Fridge-Freezer,Base,2014-03-06 17:10:00,2014-03-06 17:43:00,33.0,2899.9
Appliance1,Fridge-Freezer,Base,2014-03-06 18:09:00,2014-03-06 18:32:00,23.0,1691.49
Appliance1,Fridge-Freezer,Base,2014-03-06 18:42:00,2014-03-06 19:20:00,38.0,3378.79
Appliance1,Fridge-Freezer,Base,2014-03-06 19:46:00,2014-03-06 20:08:00,22.0,1721.64
Appliance1,Fridge-Freezer,Base,2014-03-06 20:17:00,2014-03-06 20:48:00,31.0,2783.25
Appliance1,Fridge-Freezer,Base,2014-03-06 21:37:00,2014-03-06 22:16:00,39.0,4590.13
Appliance1,Fridge-Freezer,Base,2014-03-06 23:16:00,2014-03-06 23:56:00,40.0,4529.44
Appliance1,Fridge-Freezer,Base,2014-03-07 00:47:00,2014-03-07 01:17:00,30.0,2634.94
Appliance1,Fridge-Freezer,Base,2014-03-07 01:34:00,2014-03-07 01:55:00,21.0,1638.03
Appliance1,Fridge-Freezer,Base,2014-03-07 02:19:00,2014-03-07 02:49:00,30.0,2633.63
Appliance1,Fridge-Freezer,Base,2014-03-07 03:41:00,2014-03-07 04:21:00,40.0,4296.21
Appliance1,Fridge-Freezer,Base,2014-03-07 05:24:00,2014-03-07 06:14:00,50.0,4202.85
Appliance1,Fridge-Freezer,Base,2014-03-07 06:57:00,2014-03-07 07:26:00,29.0,2623.13
Appliance1,Fridge-Freezer,Base,2014-03-07 07:50:00,2014-03-07 08:16:00,26.0,1819.02
Appliance1,Fridge-Freezer,Base,2014-03-07 08:30:00,2014-03-07 09:00:00,30.0,2676.63
Appliance1,Fridge-Freezer,Base,2014-03-07 10:02:00,2014-03-07 10:36:00,34.0,4693.62
Appliance1,Fridge-Freezer,Base,2014-03-07 11:23:00,2014-03-07 11:57:00,34.0,2993.89
Appliance1,Fridge-Freezer,Base,2014-03-07 12:07:00,2014-03-07 12:29:00,22.0,1669.57
Appliance1,Fridge-Freezer,Base,2014-03-07 12:58:00,2014-03-07 13:22:00,24.0,2062.9
Appliance1,Fridge-Freezer,Base,2014-03-07 14:01:00,2014-03-07 14:49:00,48.0,4469.11
Appliance1,Fridge-Freezer,Base,2014-03-07 15:47:00,2014-03-07 16:34:00,47.0,4451.52
Appliance1,Fridge-Freezer,Base,2014-03-07 17:17:00,2014-03-07 17:46:00,29.0,2607.69
Appliance1,Fridge-Freezer,Base,2014-03-07 18:09:00,2014-03-07 18:31:00,22.0,1680.62
Appliance1,Fridge-Freezer,Base,2014-03-07 18:38:00,2014-03-07 19:11:00,33.0,2820.9
Appliance1,Fridge-Freezer,Base,2014-03-07 20:10:00,2014-03-07 20:39:00,29.0,4298.09
Appliance1,Fridge-Freezer,Base,2014-03-07 21:40:00,2014-03-07 22:14:00,34.0,2126.73
Appliance1,Fridge-Freezer,Base,2014-03-07 22:18:00,2014-03-07 22:39:00,21.0,1677.39
Appliance1,Fridge-Freezer,Base,2014-03-07 23:11:00,2014-03-07 23:41:00,30.0,2605.7
Appliance1,Fridge-Freezer,Base,2014-03-08 00:27:00,2014-03-08 01:12:00,45.0,4028.0
Appliance1,Fridge-Freezer,Base,2014-03-08 02:15:00,2014-03-08 03:03:00,48.0,4095.21
Appliance1,Fridge-Freezer,Base,2014-03-08 03:48:00,2014-03-08 04:16:00,28.0,2498.14
Appliance1,Fridge-Freezer,Base,2014-03-08 05:00:00,2014-03-08 05:49:00,49.0,4169.95
Appliance1,Fridge-Freezer,Base,2014-03-08 06:54:00,2014-03-08 07:36:00,42.0,4186.31
Appliance1,Fridge-Freezer,Base,2014-03-08 08:26:00,2014-03-08 08:54:00,28.0,2555.75
Appliance1,Fridge-Freezer,Base,2014-03-08 09:23:00,2014-03-08 09:44:00,21.0,1613.69
Appliance1,Fridge-Freezer,Base,2014-03-08 09:57:00,2014-03-08 10:27:00,30.0,2568.67
Appliance1,Fridge-Freezer,Base,2014-03-08 11:30:00,2014-03-08 12:00:00,30.0,4265.53
