appliance_id,appliance_name,Shiftability,start_time,end_time,duration(min),energy(W),event_id,is_reschedulable,price_level_profile,primary_price_level,start_price_level,end_price_level,optimization_potential
Appliance5,Tumble Dryer,Shiftable,2013-10-23 05:54:00,2013-10-23 06:32:00,38.0,14573.54,house1_event_31186,True,"{""0"": 7, ""1"": 31}",1,0,1,0.18421052631578946
Appliance5,Tumble Dryer,Shiftable,2013-10-23 06:37:00,2013-10-23 07:14:00,37.0,15058.14,house1_event_31187,True,"{""0"": 0, ""1"": 37}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-23 13:05:00,2013-10-23 13:37:00,32.0,3297.84,house1_event_31188,False,"{""0"": 32, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-23 14:06:00,2013-10-23 14:40:00,34.0,3867.16,house1_event_31189,False,"{""0"": 34, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-24 10:15:00,2013-10-24 10:47:00,32.0,3116.48,house1_event_31190,True,"{""0"": 0, ""1"": 32}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-26 11:35:00,2013-10-26 12:11:00,36.0,3070.78,house1_event_31191,True,"{""0"": 0, ""1"": 36}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-27 10:02:00,2013-10-27 10:35:00,33.0,2979.1,house1_event_31192,True,"{""0"": 0, ""1"": 33}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-27 10:40:00,2013-10-27 11:16:00,36.0,3986.39,house1_event_31193,True,"{""0"": 0, ""1"": 36}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-28 13:30:00,2013-10-28 14:03:00,33.0,3450.28,house1_event_31194,False,"{""0"": 33, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-29 11:00:00,2013-10-29 11:17:00,17.0,12159.26,house1_event_31195,True,"{""0"": 0, ""1"": 17}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-29 11:12:00,2013-10-29 11:34:00,22.0,2498.12,house1_event_31196,True,"{""0"": 0, ""1"": 22}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-29 12:03:00,2013-10-29 12:38:00,35.0,2958.66,house1_event_31197,True,"{""0"": 0, ""1"": 35}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-30 14:54:00,2013-10-30 15:27:00,33.0,17389.29,house1_event_31198,False,"{""0"": 33, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-31 13:40:00,2013-10-31 14:12:00,32.0,2491.48,house1_event_31199,False,"{""0"": 32, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-02 06:33:00,2013-11-02 07:06:00,33.0,16728.32,house1_event_31200,True,"{""0"": 0, ""1"": 33}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-03 10:24:00,2013-11-03 10:55:00,31.0,2374.19,house1_event_31201,True,"{""0"": 0, ""1"": 31}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-04 13:19:00,2013-11-04 13:59:00,40.0,3707.74,house1_event_31202,False,"{""0"": 40, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-07 06:27:00,2013-11-07 07:02:00,35.0,19421.07,house1_event_31203,True,"{""0"": 0, ""1"": 35}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-10 13:35:00,2013-11-10 14:11:00,36.0,2388.13,house1_event_31204,False,"{""0"": 36, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-10 14:14:00,2013-11-10 14:49:00,35.0,3471.2,house1_event_31205,False,"{""0"": 35, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-12 05:57:00,2013-11-12 06:29:00,32.0,17336.26,house1_event_31206,True,"{""0"": 4, ""1"": 28}",1,0,1,0.125
Appliance5,Tumble Dryer,Shiftable,2013-11-12 11:13:00,2013-11-12 11:50:00,37.0,2138.85,house1_event_31207,True,"{""0"": 0, ""1"": 37}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-13 11:59:00,2013-11-13 12:34:00,35.0,8368.08,house1_event_31208,True,"{""0"": 0, ""1"": 35}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-14 12:49:00,2013-11-14 13:20:00,31.0,3266.92,house1_event_31209,True,"{""0"": 20, ""1"": 11}",0,1,0,0.6451612903225806
Appliance5,Tumble Dryer,Shiftable,2013-11-15 09:54:00,2013-11-15 10:27:00,33.0,2718.81,house1_event_31210,True,"{""0"": 0, ""1"": 33}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-19 06:47:00,2013-11-19 07:20:00,33.0,19918.7,house1_event_31211,True,"{""0"": 0, ""1"": 33}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-19 12:42:00,2013-11-19 13:16:00,34.0,3373.91,house1_event_31212,True,"{""0"": 16, ""1"": 18}",1,1,0,0.47058823529411764
Appliance5,Tumble Dryer,Shiftable,2013-11-22 10:17:00,2013-11-22 10:47:00,30.0,6176.67,house1_event_31213,True,"{""0"": 0, ""1"": 30}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-22 10:42:00,2013-11-22 11:31:00,49.0,3812.06,house1_event_31214,True,"{""0"": 0, ""1"": 49}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-22 13:13:00,2013-11-22 13:47:00,34.0,3486.3,house1_event_31215,False,"{""0"": 34, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-23 10:15:00,2013-11-23 10:51:00,36.0,9939.7,house1_event_31216,True,"{""0"": 0, ""1"": 36}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-25 05:44:00,2013-11-25 05:57:00,13.0,14728.33,house1_event_31217,False,"{""0"": 13, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-25 05:59:00,2013-11-25 06:27:00,28.0,861.14,house1_event_31218,True,"{""0"": 2, ""1"": 26}",1,0,1,0.07142857142857142
Appliance5,Tumble Dryer,Shiftable,2013-11-26 06:28:00,2013-11-26 06:56:00,28.0,4993.03,house1_event_31219,True,"{""0"": 0, ""1"": 28}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-27 05:34:00,2013-11-27 06:10:00,36.0,19698.16,house1_event_31220,True,"{""0"": 27, ""1"": 9}",0,0,1,0.75
Appliance5,Tumble Dryer,Shiftable,2013-11-27 11:25:00,2013-11-27 12:00:00,35.0,1538.04,house1_event_31221,True,"{""0"": 0, ""1"": 35}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-02 05:20:00,2013-12-02 05:52:00,32.0,21053.54,house1_event_31222,False,"{""0"": 32, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-03 04:34:00,2013-12-03 05:07:00,33.0,20561.86,house1_event_31223,False,"{""0"": 33, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-03 12:12:00,2013-12-03 12:45:00,33.0,10137.56,house1_event_31224,True,"{""0"": 0, ""1"": 33}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-04 04:58:00,2013-12-04 05:31:00,33.0,20181.41,house1_event_31225,False,"{""0"": 33, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-04 12:45:00,2013-12-04 13:17:00,32.0,3552.76,house1_event_31226,True,"{""0"": 17, ""1"": 15}",0,1,0,0.53125
Appliance5,Tumble Dryer,Shiftable,2013-12-04 13:20:00,2013-12-04 13:53:00,33.0,2104.5,house1_event_31227,False,"{""0"": 33, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-04 13:59:00,2013-12-04 14:35:00,36.0,2798.23,house1_event_31228,False,"{""0"": 36, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-06 05:21:00,2013-12-06 05:53:00,32.0,20183.77,house1_event_31229,False,"{""0"": 32, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-06 12:11:00,2013-12-06 12:47:00,36.0,16959.11,house1_event_31230,True,"{""0"": 0, ""1"": 36}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-07 04:33:00,2013-12-07 05:06:00,33.0,19734.68,house1_event_31231,False,"{""0"": 33, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-07 11:25:00,2013-12-07 11:38:00,13.0,12470.59,house1_event_31232,True,"{""0"": 0, ""1"": 13}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-07 11:47:00,2013-12-07 12:09:00,22.0,2208.99,house1_event_31233,True,"{""0"": 0, ""1"": 22}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-11 05:37:00,2013-12-11 06:09:00,32.0,19370.23,house1_event_31234,True,"{""0"": 24, ""1"": 8}",0,0,1,0.75
Appliance5,Tumble Dryer,Shiftable,2013-12-11 12:56:00,2013-12-11 13:26:00,30.0,2822.39,house1_event_31235,True,"{""0"": 26, ""1"": 4}",0,1,0,0.8666666666666667
Appliance5,Tumble Dryer,Shiftable,2013-12-16 05:24:00,2013-12-16 05:57:00,33.0,19203.25,house1_event_31236,False,"{""0"": 33, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-16 13:57:00,2013-12-16 14:34:00,37.0,19375.27,house1_event_31237,False,"{""0"": 37, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-17 02:50:00,2013-12-17 03:29:00,39.0,19354.07,house1_event_31238,False,"{""0"": 39, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-17 10:21:00,2013-12-17 10:56:00,35.0,3237.66,house1_event_31239,True,"{""0"": 0, ""1"": 35}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-17 11:05:00,2013-12-17 11:12:00,7.0,100.84,house1_event_31240,True,"{""0"": 0, ""1"": 7}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-17 11:11:00,2013-12-17 11:19:00,8.0,67.89,house1_event_31241,True,"{""0"": 0, ""1"": 8}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-17 11:26:00,2013-12-17 12:05:00,39.0,3469.88,house1_event_31242,True,"{""0"": 0, ""1"": 39}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-17 12:08:00,2013-12-17 12:41:00,33.0,3272.06,house1_event_31243,True,"{""0"": 0, ""1"": 33}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-17 13:11:00,2013-12-17 13:45:00,34.0,2633.91,house1_event_31244,False,"{""0"": 34, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-18 04:56:00,2013-12-18 05:31:00,35.0,20509.68,house1_event_31245,False,"{""0"": 35, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-19 05:15:00,2013-12-19 05:48:00,33.0,18468.97,house1_event_31246,False,"{""0"": 33, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-19 11:37:00,2013-12-19 12:10:00,33.0,3004.0,house1_event_31247,True,"{""0"": 0, ""1"": 33}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-20 11:27:00,2013-12-20 12:01:00,34.0,3420.9,house1_event_31248,True,"{""0"": 0, ""1"": 34}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-20 12:28:00,2013-12-20 12:59:00,31.0,3102.77,house1_event_31249,True,"{""0"": 0, ""1"": 31}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-22 04:24:00,2013-12-22 04:57:00,33.0,20770.58,house1_event_31250,False,"{""0"": 33, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-23 04:01:00,2013-12-23 04:36:00,35.0,19455.4,house1_event_31251,False,"{""0"": 35, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-26 02:35:00,2013-12-26 03:08:00,33.0,19411.09,house1_event_31252,False,"{""0"": 33, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-26 10:55:00,2013-12-26 11:30:00,35.0,21770.42,house1_event_31253,True,"{""0"": 0, ""1"": 35}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-27 11:47:00,2013-12-27 12:26:00,39.0,13274.38,house1_event_31254,True,"{""0"": 0, ""1"": 39}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-27 12:23:00,2013-12-27 12:35:00,12.0,3151.36,house1_event_31255,True,"{""0"": 0, ""1"": 12}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-27 12:37:00,2013-12-27 13:14:00,37.0,2671.51,house1_event_31256,True,"{""0"": 14, ""1"": 23}",1,1,0,0.3783783783783784
Appliance5,Tumble Dryer,Shiftable,2013-12-28 04:22:00,2013-12-28 04:56:00,34.0,22823.84,house1_event_31257,False,"{""0"": 34, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-28 13:22:00,2013-12-28 13:55:00,33.0,2955.81,house1_event_31258,False,"{""0"": 33, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-28 13:59:00,2013-12-28 14:21:00,22.0,1848.37,house1_event_31259,False,"{""0"": 22, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-29 12:11:00,2013-12-29 12:35:00,24.0,2655.69,house1_event_31260,True,"{""0"": 0, ""1"": 24}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2013-12-29 13:02:00,2013-12-29 13:43:00,41.0,2151.18,house1_event_31261,False,"{""0"": 41, ""1"": 0}",0,0,0,0.0
