event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,duration(min),energy(W)
house3_event_25477,Tumble Dryer,2013-09-26 08:03:00,2013-09-26 09:18:00,2013-09-26 13:00:00,2013-09-26 14:15:00,SUCCESS,73.0,72803.91
house3_event_25481,Tumble Dryer,2013-09-28 18:58:00,2013-09-28 20:12:00,2013-09-28 20:00:00,2013-09-28 21:14:00,SUCCESS,74.0,82458.34
house3_event_25483,Tumble Dryer,2013-09-30 07:08:00,2013-09-30 08:17:00,2013-09-30 13:00:00,2013-09-30 14:09:00,SUCCESS,72.0,80835.69
house3_event_25485,Tumble Dryer,2013-10-23 09:20:00,2013-10-23 10:46:00,2013-10-23 13:00:00,2013-10-23 14:26:00,SUCCESS,86.0,70773.61
house3_event_25490,Tumble Dryer,2013-10-28 10:23:00,2013-10-28 11:26:00,2013-10-28 13:00:00,2013-10-28 14:03:00,SUCCESS,66.0,35256.66
house3_event_25494,Tumble Dryer,2013-10-29 19:13:00,2013-10-29 20:35:00,2013-10-29 20:00:00,2013-10-29 21:22:00,SUCCESS,80.0,90001.71
house3_event_25497,Tumble Dryer,2013-10-31 10:29:00,2013-10-31 10:37:00,2013-10-31 13:00:00,2013-10-31 13:08:00,SUCCESS,8.0,23.73
house3_event_25498,Tumble Dryer,2013-11-01 16:17:00,2013-11-01 16:52:00,2013-11-01 20:00:00,2013-11-01 20:35:00,SUCCESS,35.0,48402.79
house3_event_25505,Tumble Dryer,2013-11-03 16:10:00,2013-11-03 17:25:00,2013-11-03 20:00:00,2013-11-03 21:15:00,SUCCESS,75.0,77209.28
house3_event_25507,Tumble Dryer,2013-11-05 08:57:00,2013-11-05 09:20:00,2013-11-05 13:00:00,2013-11-05 13:23:00,SUCCESS,23.0,145.41
house3_event_25511,Tumble Dryer,2013-11-06 08:55:00,2013-11-06 10:09:00,2013-11-06 13:00:00,2013-11-06 14:14:00,SUCCESS,75.0,87781.62
house3_event_25513,Tumble Dryer,2013-11-10 11:22:00,2013-11-10 12:40:00,2013-11-10 13:00:00,2013-11-10 14:18:00,SUCCESS,78.0,33323.68
house3_event_25515,Tumble Dryer,2013-11-11 07:30:00,2013-11-11 08:44:00,2013-11-11 13:00:00,2013-11-11 14:14:00,SUCCESS,74.0,87694.82
house3_event_25519,Tumble Dryer,2013-11-12 19:05:00,2013-11-12 20:20:00,2013-11-12 20:00:00,2013-11-12 21:15:00,SUCCESS,74.0,82704.62
house3_event_25522,Tumble Dryer,2013-11-14 08:45:00,2013-11-14 10:00:00,2013-11-14 13:00:00,2013-11-14 14:15:00,SUCCESS,74.0,86082.34
house3_event_25524,Tumble Dryer,2013-11-16 08:35:00,2013-11-16 09:55:00,2013-11-16 13:00:00,2013-11-16 14:20:00,SUCCESS,80.0,91747.42
house3_event_25526,Tumble Dryer,2013-11-18 10:03:00,2013-11-18 11:15:00,2013-11-18 13:00:00,2013-11-18 14:12:00,SUCCESS,73.0,89637.75
house3_event_25528,Tumble Dryer,2013-11-19 08:54:00,2013-11-19 10:08:00,2013-11-19 13:00:00,2013-11-19 14:14:00,SUCCESS,74.0,88111.47
house3_event_25530,Tumble Dryer,2013-11-20 07:53:00,2013-11-20 09:08:00,2013-11-20 13:00:00,2013-11-20 14:15:00,SUCCESS,75.0,91817.3
house3_event_25532,Tumble Dryer,2013-11-21 08:43:00,2013-11-21 09:58:00,2013-11-21 13:00:00,2013-11-21 14:15:00,SUCCESS,74.0,89195.17
house3_event_25533,Tumble Dryer,2013-11-23 08:59:00,2013-11-23 10:19:00,2013-11-23 13:00:00,2013-11-23 14:20:00,SUCCESS,80.0,91227.18
house3_event_25535,Tumble Dryer,2013-11-24 19:29:00,2013-11-24 20:45:00,2013-11-24 20:00:00,2013-11-24 21:16:00,SUCCESS,76.0,88593.62
house3_event_25537,Tumble Dryer,2013-11-25 09:27:00,2013-11-25 10:42:00,2013-11-25 13:00:00,2013-11-25 14:15:00,SUCCESS,75.0,85757.48
house3_event_25539,Tumble Dryer,2013-11-26 18:59:00,2013-11-26 20:15:00,2013-11-26 20:00:00,2013-11-26 21:16:00,SUCCESS,76.0,95874.95
house3_event_25541,Tumble Dryer,2013-11-28 15:28:00,2013-11-28 16:42:00,2013-11-28 15:33:00,2013-11-28 16:47:00,SUCCESS,77.0,89744.13
house3_event_25543,Tumble Dryer,2013-11-29 16:11:00,2013-11-29 17:29:00,2013-11-29 20:00:00,2013-11-29 21:18:00,SUCCESS,78.0,88149.08
house3_event_25545,Tumble Dryer,2013-12-02 09:16:00,2013-12-02 10:33:00,2013-12-02 13:00:00,2013-12-02 14:17:00,SUCCESS,74.0,91484.2
house3_event_25551,Tumble Dryer,2013-12-06 08:19:00,2013-12-06 09:33:00,2013-12-06 13:00:00,2013-12-06 14:14:00,SUCCESS,75.0,88142.9
