appliance_id,appliance_name,month,cost_TOU_D,cost_TOU_D_Base,energy_TOU_D,energy_TOU_D_Base
Appliance1,Freezer,2014-03,13.1621,17.8147,29.6907,29.6907
Appliance1,Freezer,2014-04,17.8154,24.1161,40.1948,40.1948
Appliance1,Freezer,2014-05,21.335,28.884,48.1398,48.1398
Appliance1,Freezer,2014-06,25.083,33.3161,55.5268,55.5268
Appliance1,Freezer,2014-07,30.008300000000002,39.5721,65.9526,65.9526
Appliance1,Freezer,2014-08,24.1122,32.1145,53.5234,53.5234
Appliance1,Freezer,2014-09,23.0734,30.6967,51.161,51.161
Appliance1,Freezer,2014-10,20.0752,27.1931,45.3233,45.3233
Appliance1,Freezer,2014-11,16.0541,21.7537,36.2558,36.2558
Appliance1,Freezer,2014-12,13.9214,18.8729,31.4558,31.4558
Appliance1,Freezer,2015-01,13.7962,18.6989,31.1637,31.1637
Appliance1,Freezer,2015-02,10.7751,14.611,24.3525,24.3525
Appliance1,Freezer,2015-03,11.6727,15.7861,26.3087,26.3087
Appliance1,Freezer,2015-04,14.7277,19.9147,33.1895,33.1895
Appliance1,Freezer,2015-05,11.4664,15.501800000000001,25.8365,25.8365
Appliance1,Freezer,2015-06,3.0191,4.039,6.7333,6.7333
Appliance2,Fridge-Freezer,2014-03,7.2147,9.7641,16.272100000000002,16.272100000000002
Appliance2,Fridge-Freezer,2014-04,8.3855,11.3523,18.9205,18.9205
Appliance2,Fridge-Freezer,2014-05,8.9298,12.0834,20.139,20.139
Appliance2,Fridge-Freezer,2014-06,10.3393,13.6785,22.7979,22.7979
Appliance2,Fridge-Freezer,2014-07,11.611,15.3178,25.533,25.533
Appliance2,Fridge-Freezer,2014-08,9.5338,12.6958,21.1611,21.1611
Appliance2,Fridge-Freezer,2014-09,9.8713,13.0104,21.6864,21.6864
Appliance2,Fridge-Freezer,2014-10,9.0786,12.2623,20.4386,20.4386
Appliance2,Fridge-Freezer,2014-11,9.0648,12.2483,20.4121,20.4121
Appliance2,Fridge-Freezer,2014-12,8.7159,11.7814,19.6348,19.6348
Appliance2,Fridge-Freezer,2015-01,8.8921,12.0172,20.0277,20.0277
Appliance2,Fridge-Freezer,2015-02,7.1199,9.6371,16.061,16.061
Appliance2,Fridge-Freezer,2015-03,7.2035,9.7241,16.2064,16.2064
Appliance2,Fridge-Freezer,2015-04,7.5398,10.1765,16.962,16.962
Appliance2,Fridge-Freezer,2015-05,6.471,8.7477,14.5787,14.5787
Appliance2,Fridge-Freezer,2015-06,3.4145,4.5903,7.6529,7.6529
Appliance3,Tumble Dryer,2014-03,0.084,0.108,0.1799,0.1799
Appliance3,Tumble Dryer,2014-04,0.00030000000000000003,0.00030000000000000003,0.0006000000000000001,0.0006000000000000001
Appliance3,Tumble Dryer,2014-05,0.0002,0.0003,0.0007,0.0007
Appliance3,Tumble Dryer,2014-06,0.0566,0.08189999999999999,0.1364,0.1364
Appliance3,Tumble Dryer,2014-07,0.0132,0.016399999999999998,0.0274,0.0274
Appliance3,Tumble Dryer,2014-10,0.0012,0.0016,0.0027,0.0027
Appliance3,Tumble Dryer,2014-11,1.4125,1.7176,2.8626,2.8626
Appliance3,Tumble Dryer,2014-12,8.0272,10.4514,17.4189,17.4189
Appliance3,Tumble Dryer,2015-01,5.7385,7.8628,13.1043,13.1043
Appliance3,Tumble Dryer,2015-02,6.4048,8.5477,14.2461,14.2461
Appliance3,Tumble Dryer,2015-03,1.072,1.4334,2.3889,2.3889
Appliance3,Tumble Dryer,2015-04,0.8319,1.1211,1.8686,1.8686
Appliance3,Tumble Dryer,2015-05,0.0021999999999999997,0.0029999999999999996,0.0050999999999999995,0.0050999999999999995
Appliance3,Tumble Dryer,2015-06,1.0679,1.0702,1.7835999999999999,1.7835999999999999
Appliance4,Washing Machine,2014-03,2.2951,3.1367000000000003,5.2282,5.2282
Appliance4,Washing Machine,2014-04,1.8201,2.4943999999999997,4.1574,4.1574
Appliance4,Washing Machine,2014-05,2.4974,3.4593,5.7665,5.7665
Appliance4,Washing Machine,2014-06,3.5553,4.8694,8.1163,8.1163
Appliance4,Washing Machine,2014-07,2.2694,3.2578,5.4304,5.4304
