event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,duration(min),energy(W)
house1_event_31187,Tumble Dryer,2013-10-23 06:37:00,2013-10-23 07:14:00,2013-10-23 13:00:00,2013-10-23 13:37:00,SUCCESS,37.0,15058.14
house1_event_31190,Tumble Dryer,2013-10-24 10:15:00,2013-10-24 10:47:00,2013-10-24 13:00:00,2013-10-24 13:32:00,SUCCESS,32.0,3116.48
house1_event_31191,Tumble Dryer,2013-10-26 11:35:00,2013-10-26 12:11:00,2013-10-26 13:00:00,2013-10-26 13:36:00,SUCCESS,36.0,3070.78
house1_event_31193,Tumble Dryer,2013-10-27 10:40:00,2013-10-27 11:16:00,2013-10-27 13:00:00,2013-10-27 13:36:00,SUCCESS,36.0,3986.39
house1_event_31196,Tumble Dryer,2013-10-29 11:12:00,2013-10-29 11:34:00,2013-10-29 13:00:00,2013-10-29 13:22:00,SUCCESS,22.0,2498.12
house1_event_31200,Tumble Dryer,2013-11-02 06:33:00,2013-11-02 07:06:00,2013-11-02 13:00:00,2013-11-02 13:33:00,SUCCESS,33.0,16728.32
house1_event_31201,Tumble Dryer,2013-11-03 10:24:00,2013-11-03 10:55:00,2013-11-03 13:00:00,2013-11-03 13:31:00,SUCCESS,33.0,2374.19
house1_event_31203,Tumble Dryer,2013-11-07 06:27:00,2013-11-07 07:02:00,2013-11-07 13:00:00,2013-11-07 13:35:00,SUCCESS,34.0,19421.07
house1_event_31207,Tumble Dryer,2013-11-12 11:13:00,2013-11-12 11:50:00,2013-11-12 13:00:00,2013-11-12 13:37:00,SUCCESS,40.0,2138.85
house1_event_31208,Tumble Dryer,2013-11-13 11:59:00,2013-11-13 12:34:00,2013-11-13 13:00:00,2013-11-13 13:35:00,SUCCESS,35.0,8368.08
house1_event_31209,Tumble Dryer,2013-11-14 12:49:00,2013-11-14 13:20:00,2013-11-14 13:00:00,2013-11-14 13:31:00,SUCCESS,34.0,3266.92
house1_event_31210,Tumble Dryer,2013-11-15 09:54:00,2013-11-15 10:27:00,2013-11-15 13:00:00,2013-11-15 13:33:00,SUCCESS,33.0,2718.81
house1_event_31212,Tumble Dryer,2013-11-19 12:42:00,2013-11-19 13:16:00,2013-11-19 13:00:00,2013-11-19 13:34:00,SUCCESS,33.0,3373.91
house1_event_31214,Tumble Dryer,2013-11-22 10:42:00,2013-11-22 11:31:00,2013-11-22 13:00:00,2013-11-22 13:49:00,SUCCESS,49.0,3812.06
house1_event_31216,Tumble Dryer,2013-11-23 10:15:00,2013-11-23 10:51:00,2013-11-23 13:00:00,2013-11-23 13:36:00,SUCCESS,33.0,9939.7
house1_event_31218,Tumble Dryer,2013-11-25 05:59:00,2013-11-25 06:27:00,2013-11-25 13:00:00,2013-11-25 13:28:00,SUCCESS,25.0,861.14
house1_event_31219,Tumble Dryer,2013-11-26 06:28:00,2013-11-26 06:56:00,2013-11-26 13:00:00,2013-11-26 13:28:00,SUCCESS,28.0,4993.03
house1_event_31221,Tumble Dryer,2013-11-27 11:25:00,2013-11-27 12:00:00,2013-11-27 13:00:00,2013-11-27 13:35:00,SUCCESS,34.0,1538.04
house1_event_31224,Tumble Dryer,2013-12-03 12:12:00,2013-12-03 12:45:00,2013-12-03 13:00:00,2013-12-03 13:33:00,SUCCESS,33.0,10137.56
house1_event_31226,Tumble Dryer,2013-12-04 12:45:00,2013-12-04 13:17:00,2013-12-04 13:00:00,2013-12-04 13:32:00,SUCCESS,32.0,3552.76
house1_event_31230,Tumble Dryer,2013-12-06 12:11:00,2013-12-06 12:47:00,2013-12-06 13:00:00,2013-12-06 13:36:00,SUCCESS,36.0,16959.11
house1_event_31233,Tumble Dryer,2013-12-07 11:47:00,2013-12-07 12:09:00,2013-12-07 13:00:00,2013-12-07 13:22:00,SUCCESS,24.0,2208.99
house1_event_31235,Tumble Dryer,2013-12-11 12:56:00,2013-12-11 13:26:00,2013-12-11 13:01:00,2013-12-11 13:31:00,SUCCESS,33.0,2822.39
house1_event_31240,Tumble Dryer,2013-12-17 11:05:00,2013-12-17 11:12:00,2013-12-17 13:00:00,2013-12-17 13:07:00,SUCCESS,7.0,100.84
house1_event_31247,Tumble Dryer,2013-12-19 11:37:00,2013-12-19 12:10:00,2013-12-19 13:00:00,2013-12-19 13:33:00,SUCCESS,33.0,3004.0
house1_event_31249,Tumble Dryer,2013-12-20 12:28:00,2013-12-20 12:59:00,2013-12-20 13:00:00,2013-12-20 13:31:00,SUCCESS,31.0,3102.77
house1_event_31253,Tumble Dryer,2013-12-26 10:55:00,2013-12-26 11:30:00,2013-12-26 13:00:00,2013-12-26 13:35:00,SUCCESS,35.0,21770.42
house1_event_31255,Tumble Dryer,2013-12-27 12:23:00,2013-12-27 12:35:00,2013-12-27 13:00:00,2013-12-27 13:12:00,SUCCESS,11.0,3151.36
house1_event_31260,Tumble Dryer,2013-12-29 12:11:00,2013-12-29 12:35:00,2013-12-29 13:00:00,2013-12-29 13:24:00,SUCCESS,23.0,2655.69
house1_event_31265,Tumble Dryer,2014-01-02 12:26:00,2014-01-02 13:00:00,2014-01-02 13:00:00,2014-01-02 13:34:00,SUCCESS,34.0,3079.67
house1_event_31269,Tumble Dryer,2014-01-07 11:49:00,2014-01-07 12:25:00,2014-01-07 13:00:00,2014-01-07 13:36:00,SUCCESS,33.0,3152.7
house1_event_31270,Tumble Dryer,2014-01-08 07:49:00,2014-01-08 08:22:00,2014-01-08 13:00:00,2014-01-08 13:33:00,SUCCESS,33.0,21515.53
house1_event_31273,Tumble Dryer,2014-01-12 11:50:00,2014-01-12 12:20:00,2014-01-12 13:00:00,2014-01-12 13:30:00,SUCCESS,30.0,14208.18
house1_event_31281,Tumble Dryer,2014-01-19 08:08:00,2014-01-19 08:19:00,2014-01-19 13:00:00,2014-01-19 13:11:00,SUCCESS,11.0,3178.74
house1_event_31284,Tumble Dryer,2014-01-20 12:42:00,2014-01-20 13:21:00,2014-01-20 13:00:00,2014-01-20 13:39:00,SUCCESS,38.0,3641.41
house1_event_31289,Tumble Dryer,2014-01-22 12:04:00,2014-01-22 12:31:00,2014-01-22 13:00:00,2014-01-22 13:27:00,SUCCESS,26.0,1974.09
house1_event_31296,Tumble Dryer,2014-03-21 10:06:00,2014-03-21 10:40:00,2014-03-21 13:00:00,2014-03-21 13:34:00,SUCCESS,34.0,20604.87
house1_event_31297,Tumble Dryer,2014-03-22 15:28:00,2014-03-22 16:01:00,2014-03-22 15:33:00,2014-03-22 16:06:00,SUCCESS,33.0,18575.35
house1_event_31298,Tumble Dryer,2014-03-24 12:46:00,2014-03-24 13:19:00,2014-03-24 13:00:00,2014-03-24 13:33:00,SUCCESS,33.0,18829.54
