event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost,optimized_cost,cost_savings,savings_percentage,time_shift_hours,power_profile_points
Washing_Machine_2013-09-20_01,Washing Machine,Appliance2,2013-09-20 07:49:00,2013-09-20 09:29:00,2013-09-21 06:04:00,2013-09-21 07:44:00,100,0.3603118659812411,0.1836792980699856,0.1766325679112555,49.022134597269,22.25,100
Washing_Machine_2013-09-22_02,Washing Machine,Appliance2,2013-09-22 08:47:00,2013-09-22 08:54:00,2013-09-23 06:02:00,2013-09-23 06:09:00,7,0.0001805,9.025e-05,9.025e-05,50.0,21.25,7
Washing_Machine_2013-09-22_03,Washing Machine,Appliance2,2013-09-22 09:05:00,2013-09-22 11:51:00,2013-09-23 06:20:00,2013-09-23 09:06:00,166,0.22751961670274176,0.1328585700757575,0.09466104662698427,41.605663722025575,21.25,166
Washing_Machine_2013-09-22_04,Washing Machine,Appliance2,2013-09-22 17:05:00,2013-09-22 17:13:00,2013-09-22 17:05:00,2013-09-22 17:13:00,8,0.00020399999999999997,0.00020399999999999997,0.0,0.0,0.0,8
Washing_Machine_2013-09-23_01,Washing Machine,Appliance2,2013-09-23 19:07:00,2013-09-23 21:31:00,2013-09-24 06:07:00,2013-09-24 08:31:00,144,0.3831452389971141,0.20484521545815293,0.17830002353896118,46.53588388718153,11.0,144
Washing_Machine_2013-09-24_01,Washing Machine,Appliance2,2013-09-24 08:19:00,2013-09-24 08:26:00,2013-09-25 06:04:00,2013-09-25 06:11:00,7,0.00018337500000000003,9.168750000000001e-05,9.168750000000001e-05,50.0,21.75,7
Washing_Machine_2013-09-25_01,Washing Machine,Appliance2,2013-09-25 13:21:00,2013-09-25 16:17:00,2013-09-26 06:06:00,2013-09-26 09:02:00,176,0.2442435562770565,0.14204809559884563,0.10219546067821086,41.84161999438214,16.75,176
Washing_Machine_2013-09-26_01,Washing Machine,Appliance2,2013-09-26 09:21:00,2013-09-26 11:05:00,2013-09-27 06:06:00,2013-09-27 07:50:00,104,0.3052571296897545,0.1559823527236652,0.1492747769660893,48.901323653866314,20.75,104
Washing_Machine_2013-09-29_01,Washing Machine,Appliance2,2013-09-29 14:50:00,2013-09-29 17:35:00,2013-09-30 06:05:00,2013-09-30 08:50:00,165,0.22458625807525806,0.13125608457514712,0.09333017350011094,41.55649339365917,15.25,165
Washing_Machine_2013-10-01_01,Washing Machine,Appliance2,2013-10-01 18:17:00,2013-10-01 20:47:00,2013-10-02 06:02:00,2013-10-02 08:32:00,150,0.38850604383116877,0.20745474476911965,0.18105129906204911,46.6019260026564,11.75,150
Washing_Machine_2013-10-02_01,Washing Machine,Appliance2,2013-10-02 17:19:00,2013-10-02 19:50:00,2013-10-03 06:04:00,2013-10-03 08:35:00,151,0.3910649277597404,0.21042251745129875,0.18064241030844164,46.19243442342735,12.75,151
Washing_Machine_2013-10-04_01,Washing Machine,Appliance2,2013-10-04 12:55:00,2013-10-04 14:31:00,2013-10-05 06:10:00,2013-10-05 07:46:00,96,0.17465014682539695,0.09005809722222231,0.08459204960317464,48.435143709179854,17.25,96
Washing_Machine_2013-10-06_01,Washing Machine,Appliance2,2013-10-06 15:13:00,2013-10-06 17:37:00,2013-10-07 06:13:00,2013-10-07 08:37:00,144,0.3760481924603173,0.20256940873015875,0.17347878373015854,46.13206158369316,15.0,144
Washing_Machine_2013-10-07_01,Washing Machine,Appliance2,2013-10-07 14:50:00,2013-10-07 17:44:00,2013-10-08 06:05:00,2013-10-08 08:59:00,174,0.22714036218418063,0.12876533440640303,0.0983750277777776,43.31023638062553,15.25,152
Washing_Machine_2013-10-09_01,Washing Machine,Appliance2,2013-10-09 14:23:00,2013-10-09 15:59:00,2013-10-10 06:08:00,2013-10-10 07:44:00,96,0.3552381825396826,0.18010710912698408,0.1751310734126985,49.29961981019176,15.75,96
Washing_Machine_2013-10-11_01,Washing Machine,Appliance2,2013-10-11 13:10:00,2013-10-11 16:05:00,2013-10-12 06:10:00,2013-10-12 09:05:00,175,0.25673891666666654,0.15032412996031738,0.10641478670634916,41.44863898623961,17.0,175
Washing_Machine_2013-10-13_01,Washing Machine,Appliance2,2013-10-13 17:16:00,2013-10-13 18:49:00,2013-10-14 06:01:00,2013-10-14 07:34:00,93,0.172433013888889,0.08634320337301593,0.08608981051587306,49.926524262544596,12.75,93
Washing_Machine_2013-10-15_01,Washing Machine,Appliance2,2013-10-15 08:05:00,2013-10-15 09:37:00,2013-10-16 06:05:00,2013-10-16 07:37:00,92,0.14975392063492066,0.07631116865079365,0.073442751984127,49.042289959920495,22.0,92
Washing_Machine_2013-10-20_01,Washing Machine,Appliance2,2013-10-20 14:57:00,2013-10-20 17:15:00,2013-10-21 06:12:00,2013-10-21 08:30:00,138,0.37492974206349217,0.2004243998015873,0.17450534226190487,46.54347806644622,15.25,138
Washing_Machine_2013-10-21_01,Washing Machine,Appliance2,2013-10-21 07:06:00,2013-10-21 09:33:00,2013-10-22 06:06:00,2013-10-22 08:33:00,147,0.3176922589285714,0.20398048710317468,0.11371177182539671,35.79305715817369,23.0,147
Washing_Machine_2013-10-23_01,Washing Machine,Appliance2,2013-10-23 07:28:00,2013-10-23 09:56:00,2013-10-24 06:13:00,2013-10-24 08:41:00,148,0.364619568452381,0.19690472519841276,0.16771484325396827,45.99721401838905,22.75,148
Washing_Machine_2013-10-23_02,Washing Machine,Appliance2,2013-10-23 12:44:00,2013-10-23 14:20:00,2013-10-23 12:44:00,2013-10-23 14:20:00,96,0.3369340833333333,0.3369340833333333,0.0,0.0,0.0,96
Washing_Machine_2013-12-26_01,Washing Machine,Appliance2,2013-12-26 15:25:00,2014-02-13 16:08:00,2013-12-26 15:25:00,2014-02-13 16:08:00,70603,0.18807111688311687,0.18807111688311687,0.0,0.0,0.0,44
Washing_Machine_2014-02-17_01,Washing Machine,Appliance2,2014-02-17 22:56:00,2014-02-18 01:50:00,2014-02-18 06:11:00,2014-02-18 09:05:00,174,0.0332925,0.01664625,0.01664625,50.0,7.25,9
Washing_Machine_2014-02-18_01,Washing Machine,Appliance2,2014-02-18 09:56:00,2014-02-18 13:23:00,2014-02-19 06:11:00,2014-02-19 09:38:00,207,0.004457857142857143,0.0022289285714285714,0.0022289285714285714,50.0,20.25,13
Washing_Machine_2014-02-18_02,Washing Machine,Appliance2,2014-02-18 17:52:00,2014-02-18 18:47:00,2014-02-18 17:52:00,2014-02-18 18:47:00,55,0.006694999999999998,0.006694999999999998,0.0,0.0,0.0,13
Washing_Machine_2014-02-20_01,Washing Machine,Appliance2,2014-02-20 20:54:00,2014-02-20 22:49:00,2014-02-21 06:09:00,2014-02-21 08:04:00,115,0.16073179166666676,0.08642631349206355,0.07430547817460322,46.2294841637188,9.25,91
Washing_Machine_2014-02-21_01,Washing Machine,Appliance2,2014-02-21 18:42:00,2014-02-22 16:01:00,2014-02-21 18:42:00,2014-02-22 16:01:00,1279,6e-05,6e-05,0.0,0.0,0.0,2
Washing_Machine_2014-02-24_01,Washing Machine,Appliance2,2014-02-24 11:18:00,2014-02-24 12:51:00,2014-02-25 06:03:00,2014-02-25 07:36:00,93,0.049891369949494946,0.02629675640331891,0.023594613546176035,47.29197368214357,18.75,57
Washing_Machine_2014-02-24_02,Washing Machine,Appliance2,2014-02-24 13:10:00,2014-02-24 15:56:00,2014-02-24 13:10:00,2014-02-24 15:56:00,166,0.13248609235209236,0.13248609235209236,0.0,0.0,0.0,106
Washing_Machine_2014-02-26_01,Washing Machine,Appliance2,2014-02-26 09:38:00,2014-02-26 09:48:00,2014-02-27 06:08:00,2014-02-27 06:18:00,10,0.00518495238095238,0.00259247619047619,0.00259247619047619,50.0,20.5,10
Washing_Machine_2014-03-02_01,Washing Machine,Appliance2,2014-03-02 16:41:00,2014-03-02 19:26:00,2014-03-03 06:11:00,2014-03-03 08:56:00,165,0.11031414672827165,0.0716559287240537,0.038658218004217954,35.0437538164908,13.5,140
Washing_Machine_2014-03-03_02,Washing Machine,Appliance2,2014-03-03 14:06:00,2014-03-03 16:48:00,2014-03-04 06:06:00,2014-03-04 08:48:00,162,0.23493724296536794,0.13503653318903316,0.09990070977633478,42.52229596099462,16.0,161
Washing_Machine_2014-03-04_01,Washing Machine,Appliance2,2014-03-04 09:28:00,2014-03-04 12:13:00,2014-03-05 06:13:00,2014-03-05 08:58:00,165,0.23159870238095237,0.13251935119047617,0.0990793511904762,42.780615854877475,20.75,165
Washing_Machine_2014-03-07_01,Washing Machine,Appliance2,2014-03-07 08:37:00,2014-03-07 08:45:00,2014-03-08 06:07:00,2014-03-08 06:15:00,8,0.0002245833333333333,0.00011229166666666665,0.00011229166666666665,50.0,21.5,8
Washing_Machine_2014-03-07_02,Washing Machine,Appliance2,2014-03-07 19:58:00,2014-03-07 21:32:00,2014-03-08 06:28:00,2014-03-08 08:02:00,94,0.11108870443445443,0.05807924904262404,0.053009455391830385,47.71813269557708,10.5,62
Washing_Machine_2014-03-08_01,Washing Machine,Appliance2,2014-03-08 09:22:00,2014-03-08 12:01:00,2014-03-09 06:07:00,2014-03-09 08:46:00,159,0.3773155932539683,0.20319869246031746,0.17411690079365083,46.14622451515118,20.75,159
Washing_Machine_2014-03-09_01,Washing Machine,Appliance2,2014-03-09 06:51:00,2014-03-09 08:21:00,2014-03-10 06:06:00,2014-03-10 07:36:00,90,0.039594846535409046,0.030411626297313792,0.009183220238095254,23.192968382597076,23.25,78
Washing_Machine_2014-03-10_02,Washing Machine,Appliance2,2014-03-10 15:57:00,2014-03-10 17:33:00,2014-03-11 06:12:00,2014-03-11 07:48:00,96,0.20488271825396834,0.10565350992063498,0.09922920833333336,48.432200226048785,14.25,96
Washing_Machine_2014-03-12_01,Washing Machine,Appliance2,2014-03-12 14:38:00,2014-03-12 16:22:00,2014-03-13 06:08:00,2014-03-13 07:52:00,104,0.20504197222222215,0.10745292361111111,0.09758904861111103,47.594669302802615,15.5,104
Washing_Machine_2014-03-14_01,Washing Machine,Appliance2,2014-03-14 10:46:00,2014-03-14 12:27:00,2014-03-15 06:01:00,2014-03-15 07:42:00,101,0.20586957738095232,0.10565321428571432,0.100216363095238,48.67953991560014,19.25,101
Washing_Machine_2014-03-14_02,Washing Machine,Appliance2,2014-03-14 13:07:00,2014-03-14 14:36:00,2014-03-14 13:07:00,2014-03-14 14:36:00,89,0.20010756746031733,0.20010756746031733,0.0,0.0,0.0,89
Washing_Machine_2014-03-16_01,Washing Machine,Appliance2,2014-03-16 18:00:00,2014-03-16 19:42:00,2014-03-17 06:00:00,2014-03-17 07:42:00,102,0.17193847420634925,0.08596923710317463,0.08596923710317463,50.0,12.0,89
Washing_Machine_2014-03-17_01,Washing Machine,Appliance2,2014-03-17 10:13:00,2014-03-17 11:54:00,2014-03-18 06:13:00,2014-03-18 07:54:00,101,0.35661810714285713,0.1831329692460318,0.17348513789682532,48.64731611267544,20.0,101
Washing_Machine_2014-03-18_01,Washing Machine,Appliance2,2014-03-18 16:53:00,2014-03-18 18:19:00,2014-03-19 06:08:00,2014-03-19 07:34:00,86,0.17013407341269837,0.08515484226190474,0.08497923115079363,49.948390376016825,13.25,86
Washing_Machine_2014-03-20_01,Washing Machine,Appliance2,2014-03-20 12:29:00,2014-03-20 15:26:00,2014-03-21 06:14:00,2014-03-21 09:11:00,177,0.22970489880952397,0.13320377777777784,0.09650112103174613,42.01091118729986,17.75,177
Washing_Machine_2014-03-22_01,Washing Machine,Appliance2,2014-03-22 13:26:00,2014-03-22 16:11:00,2014-03-23 06:11:00,2014-03-23 08:56:00,165,0.2380469356060606,0.13745586652236658,0.10059106908369403,42.25682167577251,16.75,165
Washing_Machine_2014-03-23_01,Washing Machine,Appliance2,2014-03-23 17:11:00,2014-03-23 18:54:00,2014-03-24 06:11:00,2014-03-24 07:54:00,103,0.2028053667998668,0.10644088036963041,0.09636448643023639,47.51574770964083,13.0,91
Washing_Machine_2014-03-26_01,Washing Machine,Appliance2,2014-03-26 15:04:00,2014-03-26 17:45:00,2014-03-27 06:04:00,2014-03-27 08:45:00,161,0.23631376984126984,0.13458428246753246,0.10172948737373738,43.04848060359255,15.0,161
Washing_Machine_2014-03-28_01,Washing Machine,Appliance2,2014-03-28 17:13:00,2014-03-28 18:45:00,2014-03-29 06:13:00,2014-03-29 07:45:00,92,0.18824396338383842,0.09690786805555554,0.09133609532828288,48.52006602838266,13.0,92
Washing_Machine_2014-03-29_01,Washing Machine,Appliance2,2014-03-29 19:50:00,2014-03-29 22:43:00,2014-03-30 06:05:00,2014-03-30 08:58:00,173,0.13638250324675322,0.08547948935786431,0.050903013888888904,37.323712849581185,10.25,160
Washing_Machine_2014-03-31_01,Washing Machine,Appliance2,2014-03-31 15:41:00,2014-03-31 18:27:00,2014-04-01 06:11:00,2014-04-01 08:57:00,166,0.23645729166666676,0.13668404365079367,0.09977324801587309,42.195039667680525,14.5,166
Washing_Machine_2014-04-01_01,Washing Machine,Appliance2,2014-04-01 19:19:00,2014-04-01 20:54:00,2014-04-02 06:04:00,2014-04-02 07:39:00,95,0.1289634459290709,0.0661644451867577,0.06279900074231322,48.69519443273273,10.75,95
Washing_Machine_2014-04-02_01,Washing Machine,Appliance2,2014-04-02 06:17:00,2014-04-02 08:12:00,2014-04-03 06:02:00,2014-04-03 07:57:00,115,0.10467567491495428,0.10120472650225586,0.0034709484126984186,3.3159073638822547,23.75,115
Washing_Machine_2014-04-04_01,Washing Machine,Appliance2,2014-04-04 14:14:00,2014-04-04 15:46:00,2014-04-05 06:14:00,2014-04-05 07:46:00,92,0.11640503373015873,0.061393874999999994,0.055011158730158737,47.2584019499375,16.0,92
Washing_Machine_2014-04-05_01,Washing Machine,Appliance2,2014-04-05 16:40:00,2014-04-05 19:33:00,2014-04-06 06:10:00,2014-04-06 09:03:00,173,0.2179031381673883,0.12698174963924963,0.09092138852813866,41.72559848968072,13.5,173
Washing_Machine_2014-04-07_01,Washing Machine,Appliance2,2014-04-07 18:49:00,2014-04-07 21:36:00,2014-04-08 06:04:00,2014-04-08 08:51:00,167,0.23279789087301578,0.13355543452380947,0.09924245634920631,42.630307335275674,11.25,167
Washing_Machine_2014-04-09_01,Washing Machine,Appliance2,2014-04-09 12:49:00,2014-04-09 14:27:00,2014-04-10 06:04:00,2014-04-10 07:42:00,98,0.19251787103174595,0.09871918154761898,0.09379868948412697,48.72206875207948,17.25,98
Washing_Machine_2014-04-10_01,Washing Machine,Appliance2,2014-04-10 14:28:00,2014-04-10 17:20:00,2014-04-11 06:13:00,2014-04-11 09:05:00,172,0.23921852380952383,0.14254919345238098,0.09666933035714284,40.41047023353223,15.75,172
Washing_Machine_2014-04-13_01,Washing Machine,Appliance2,2014-04-13 18:18:00,2014-04-13 19:49:00,2014-04-14 06:03:00,2014-04-14 07:34:00,91,0.1346053762626263,0.06745293813131314,0.06715243813131316,49.88837741539622,11.75,91
Washing_Machine_2014-04-15_01,Washing Machine,Appliance2,2014-04-15 08:19:00,2014-04-15 09:59:00,2014-04-16 06:04:00,2014-04-16 07:44:00,100,0.1885970027056278,0.09686669074675333,0.09173031195887446,48.63826606091508,21.75,100
Washing_Machine_2014-04-15_02,Washing Machine,Appliance2,2014-04-15 17:10:00,2014-04-15 18:49:00,2014-04-15 17:10:00,2014-04-15 18:49:00,99,0.13863661507936503,0.13863661507936503,0.0,0.0,0.0,99
Washing_Machine_2014-04-17_01,Washing Machine,Appliance2,2014-04-17 09:09:00,2014-04-17 10:47:00,2014-04-18 06:09:00,2014-04-18 07:47:00,98,0.2066128611111111,0.106628441468254,0.0999844196428571,48.392156763701195,21.0,98
Washing_Machine_2014-04-18_01,Washing Machine,Appliance2,2014-04-18 08:55:00,2014-04-18 10:27:00,2014-04-19 06:10:00,2014-04-19 07:42:00,92,0.12471359920634922,0.06501118948412699,0.05970240972222224,47.87161151803465,21.25,92
Washing_Machine_2014-04-18_02,Washing Machine,Appliance2,2014-04-18 15:49:00,2014-04-18 15:57:00,2014-04-18 15:49:00,2014-04-18 15:57:00,8,0.00020423611111111114,0.00020423611111111114,0.0,0.0,0.0,8
Washing_Machine_2014-04-21_01,Washing Machine,Appliance2,2014-04-21 19:28:00,2014-04-21 22:17:00,2014-04-22 06:13:00,2014-04-22 09:02:00,169,0.19728032142857158,0.1158789533730158,0.08140136805555577,41.26177789355864,10.75,169
Washing_Machine_2014-04-23_01,Washing Machine,Appliance2,2014-04-23 13:04:00,2014-04-23 14:47:00,2014-04-24 06:04:00,2014-04-24 07:47:00,103,0.20141608333333336,0.10429490277777778,0.09712118055555558,48.219178403357674,17.0,103
Washing_Machine_2014-04-23_02,Washing Machine,Appliance2,2014-04-23 14:51:00,2014-04-23 16:26:00,2014-04-23 14:51:00,2014-04-23 16:26:00,95,0.18072780555555557,0.18072780555555557,0.0,0.0,0.0,95
Washing_Machine_2014-04-24_01,Washing Machine,Appliance2,2014-04-24 15:26:00,2014-04-24 17:01:00,2014-04-25 06:11:00,2014-04-25 07:46:00,95,0.195420625,0.10065107638888887,0.09476954861111112,48.49516196722384,14.75,95
Washing_Machine_2014-04-24_02,Washing Machine,Appliance2,2014-04-24 17:07:00,2014-04-24 18:39:00,2014-04-24 17:07:00,2014-04-24 18:39:00,92,0.19619336309523822,0.19619336309523822,0.0,0.0,0.0,92
Washing_Machine_2014-04-25_02,Washing Machine,Appliance2,2014-04-25 13:49:00,2014-04-25 13:59:00,2014-04-26 06:04:00,2014-04-26 06:14:00,10,0.00027394444444444444,0.00013697222222222222,0.00013697222222222222,50.0,16.25,10
Washing_Machine_2014-04-26_01,Washing Machine,Appliance2,2014-04-26 14:25:00,2014-04-26 17:11:00,2014-04-27 06:10:00,2014-04-27 08:56:00,166,0.2423675039682541,0.1392721537698413,0.10309535019841279,42.53678752738918,15.75,166
Washing_Machine_2014-04-26_02,Washing Machine,Appliance2,2014-04-26 17:42:00,2014-04-26 18:56:00,2014-04-26 17:42:00,2014-04-26 18:56:00,74,0.2435968948412698,0.2435968948412698,0.0,0.0,0.0,74
Washing_Machine_2014-04-28_01,Washing Machine,Appliance2,2014-04-28 14:15:00,2014-04-28 15:50:00,2014-04-29 06:00:00,2014-04-29 07:35:00,95,0.13643285876623376,0.06858870716089467,0.06784415160533909,49.727134811111995,15.75,95
Washing_Machine_2014-04-30_01,Washing Machine,Appliance2,2014-04-30 19:23:00,2014-04-30 22:07:00,2014-05-01 06:08:00,2014-05-01 08:52:00,164,0.2319551865079365,0.133684318452381,0.09827086805555552,42.36631632817278,10.75,164
