month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
2013-11,94.7905,87.0726,109.27900000000001,364.2654,364.2654,364.2654
2013-12,16.4688,17.9567,21.2736,70.9154,70.9154,70.9154
2014-01,9.7957,9.7602,12.2898,40.9623,40.9623,40.9623
2014-03,12.8274,13.897499999999999,17.0884,56.9689,56.9689,56.9689
2014-04,39.6064,37.2143,46.7036,155.6821,155.6821,155.6821
2014-05,13.8989,14.6569,18.8612,62.8757,62.8757,62.8757
2014-06,15.2612,16.2921,20.9653,69.875,69.875,69.875
2014-07,13.1398,13.1521,17.2689,57.5611,57.5611,57.5611
2014-08,41.0159,36.9174,46.9249,156.421,156.421,156.421
2014-09,14.522,16.1144,19.185,63.9522,63.9522,63.9522
2014-10,14.2415,14.9057,17.8655,59.5493,59.5493,59.5493
2014-11,15.6311,16.2541,20.1575,67.197,67.197,67.197
2014-12,16.1892,16.6116,21.8878,72.959,72.959,72.959
2015-01,17.4001,17.8922,21.647,72.1599,72.1599,72.1599
2015-02,30.4847,28.145799999999998,36.137,120.4525,120.4525,120.4525
2015-03,14.3814,15.2143,19.8033,66.0191,66.0191,66.0191
2015-04,13.0769,14.2429,17.0847,56.9478,56.9478,56.9478
2015-05,5.4632,5.817,6.8562,22.8564,22.8564,22.8564
