appliance_id,appliance_name,month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
Appliance1,Fridge,2013-11,1.9575,1.8502,2.2707,7.5689,7.5689,7.5689
Appliance1,Fridge,2013-12,1.3545,1.2396,1.5312,5.1067,5.1067,5.1067
Appliance1,Fridge,2014-01,0.62,0.5713,0.7075,2.3559,2.3559,2.3559
Appliance1,Fridge,2014-03,1.2596,1.1698,1.4373,4.7906,4.7906,4.7906
Appliance1,Fridge,2014-04,1.4653,1.3387,1.6719,5.5751,5.5751,5.5751
Appliance1,Fridge,2014-05,1.4885,1.3735,1.7085,5.6983,5.6983,5.6983
Appliance1,Fridge,2014-06,1.7902,1.6407,2.0394,6.7954,6.7954,6.7954
Appliance1,Fridge,2014-07,2.0656,1.8973,2.3476,7.8226,7.8226,7.8226
Appliance1,Fridge,2014-08,2.4369,2.2392,2.809,9.3655,9.3655,9.3655
Appliance1,Fridge,2014-09,1.7358,1.5843,1.9514,6.5019,6.5019,6.5019
Appliance1,Fridge,2014-10,1.5259,1.4003999999999999,1.7557,5.851,5.851,5.851
Appliance1,Fridge,2014-11,1.5744,1.4393,1.7804,5.9366,5.9366,5.9366
Appliance1,Fridge,2014-12,1.4828999999999999,1.3676,1.6876,5.6229,5.6229,5.6229
Appliance1,Fridge,2015-01,1.3791,1.2639,1.5756,5.2529,5.2529,5.2529
Appliance1,Fridge,2015-02,1.2846,1.1892,1.4815,4.9359,4.9359,4.9359
Appliance1,Fridge,2015-03,1.2218,1.1227,1.4024,4.6768,4.6768,4.6768
Appliance1,Fridge,2015-04,1.3404,1.2301,1.5362,5.1162,5.1162,5.1162
Appliance1,Fridge,2015-05,0.5185,0.4737,0.5938,1.979,1.979,1.979
Appliance2,Freezer,2013-11,2.916,2.6863,3.4064,11.3551,11.3551,11.3551
Appliance2,Freezer,2013-12,3.2567,3.0161,3.7838,12.6132,12.6132,12.6132
Appliance2,Freezer,2014-01,2.1516,1.9784,2.5365,8.4551,8.4551,8.4551
Appliance2,Freezer,2014-03,3.1173,2.8748,3.6078,12.0296,12.0296,12.0296
Appliance2,Freezer,2014-04,4.0837,3.7416,4.7848,15.9486,15.9486,15.9486
Appliance2,Freezer,2014-05,4.2714,3.9178,4.9935,16.6483,16.6483,16.6483
Appliance2,Freezer,2014-06,4.6074,4.22,5.313,17.7066,17.7066,17.7066
Appliance2,Freezer,2014-07,5.0868,4.6359,5.8419,19.4751,19.4751,19.4751
Appliance2,Freezer,2014-08,4.8668,4.4940999999999995,5.6895999999999995,18.9667,18.9667,18.9667
Appliance2,Freezer,2014-09,4.3753,4.0006,5.0405,16.8074,16.8074,16.8074
Appliance2,Freezer,2014-10,4.4754,4.1508,5.268,17.5578,17.5578,17.5578
Appliance2,Freezer,2014-11,4.0008,3.6947,4.6322,15.4432,15.4432,15.4432
Appliance2,Freezer,2014-12,3.4165,3.1384,3.9761,13.2521,13.2521,13.2521
Appliance2,Freezer,2015-01,3.3813,3.12,3.9513,13.1733,13.1733,13.1733
Appliance2,Freezer,2015-02,3.0961,2.8726,3.6164,12.0541,12.0541,12.0541
Appliance2,Freezer,2015-03,3.6413,3.3525,4.2082,14.0316,14.0316,14.0316
Appliance2,Freezer,2015-04,3.7486,3.4138,4.3112,14.3712,14.3712,14.3712
Appliance2,Freezer,2015-05,1.5483,1.4027,1.7847,5.9521,5.9521,5.9521
Appliance3,Dryer,2013-11,0.4809,0.872,0.9536,3.1782,3.1782,3.1782
Appliance3,Dryer,2013-12,0.7205,1.3027,1.4296,4.764600000000001,4.764600000000001,4.764600000000001
Appliance3,Dryer,2014-01,0.4876,0.5617,0.9424999999999999,3.1414999999999997,3.1414999999999997,3.1414999999999997
Appliance3,Dryer,2014-03,0.44179999999999997,0.8048,0.8795999999999999,2.9322,2.9322,2.9322
Appliance3,Dryer,2014-04,0.7602,1.1048,1.3814,4.6058,4.6058,4.6058
Appliance3,Dryer,2014-05,0.6705,0.8252999999999999,1.3261,4.4202,4.4202,4.4202
Appliance3,Dryer,2014-06,0.6960999999999999,0.9956,1.3574,4.525,4.525,4.525
Appliance3,Dryer,2014-07,0.26949999999999996,0.3428,0.5395,1.7978,1.7978,1.7978
Appliance3,Dryer,2014-08,0.4542,0.7312000000000001,0.9032,3.0126999999999997,3.0126999999999997,3.0126999999999997
Appliance3,Dryer,2014-09,0.4767,0.9017000000000001,0.9531,3.1784,3.1784,3.1784
Appliance3,Dryer,2014-10,0.6876,1.0618,1.1556,3.8526,3.8526,3.8526
Appliance3,Dryer,2014-11,0.7649,0.962,1.5253,5.0849,5.0849,5.0849
Appliance3,Dryer,2014-12,1.2495,1.3229,2.4987999999999997,8.3308,8.3308,8.3308
Appliance3,Dryer,2015-01,0.6355000000000001,0.8427,1.0127,3.3759,3.3759,3.3759
Appliance3,Dryer,2015-02,0.7117,0.9108,1.423,4.7433,4.7433,4.7433
Appliance3,Dryer,2015-03,0.3953,0.47359999999999997,0.7905000000000001,2.6345,2.6345,2.6345
Appliance3,Dryer,2015-04,0.45940000000000003,0.7408,0.9179,3.0595999999999997,3.0595999999999997,3.0595999999999997
Appliance3,Dryer,2015-05,0.1454,0.2814,0.2814,0.9384,0.9384,0.9384
