event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,orig_level_2_minutes,orig_level_2_W,orig_level_2_rate,orig_level_2_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost,sched_level_2_minutes,sched_level_2_W,sched_level_2_rate,sched_level_2_cost
Tumble_Dryer_2013-11-03_03,Tumble Dryer,original,winter,2013-11-03 16:46:00,2013-11-03 17:13:00,27,73848.72,0.5766582148148149,14,38291.9288888889,0.43,0.27442549037037045,0,0.0,0.46,0.0,13,35556.79111111112,0.51,0.30223272444444454,scheduled,winter,2013-11-03 16:51:00,2013-11-03 17:18:00,27,73848.72,0.594892466666667,9,24616.24,0.43,0.17641638666666667,0,0.0,0.46,0.0,18,49232.480000000025,0.51,0.41847608000000025
Tumble_Dryer_2013-11-23_07,Tumble Dryer,original,winter,2013-11-23 21:24:00,2013-11-23 22:15:00,51,37372.83,0.2810290255882354,15,10992.008823529413,0.43,0.07877606323529412,36,26380.821176470603,0.46,0.2022529623529413,0,0.0,0.51,0.0,scheduled,winter,2013-11-23 22:00:00,2013-11-23 22:51:00,51,37372.83,0.2678386150000002,51,37372.83000000003,0.43,0.2678386150000002,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2013-11-24_03,Tumble Dryer,original,winter,2013-11-24 16:30:00,2013-11-24 17:06:00,36,90973.0,0.6721893888888892,30,75810.83333333339,0.43,0.5433109722222226,0,0.0,0.46,0.0,6,15162.166666666666,0.51,0.12887841666666666,scheduled,winter,2013-11-24 16:35:00,2013-11-24 17:11:00,36,90973.0,0.6890362407407411,25,63175.69444444448,0.43,0.4527591435185188,0,0.0,0.46,0.0,11,27797.305555555555,0.51,0.23627709722222223
Tumble_Dryer_2013-12-06_04,Tumble Dryer,original,winter,2013-12-06 18:20:00,2013-12-06 19:14:00,54,137021.49,1.1646826649999995,0,0.0,0.43,0.0,0,0.0,0.46,0.0,54,137021.48999999993,0.51,1.1646826649999995,scheduled,winter,2013-12-06 22:00:00,2013-12-06 22:54:00,54,137021.49,0.9819873449999995,54,137021.48999999993,0.43,0.9819873449999995,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2013-12-07_03,Tumble Dryer,original,winter,2013-12-07 18:23:00,2013-12-07 19:06:00,43,57062.64,0.48503243999999973,0,0.0,0.43,0.0,0,0.0,0.46,0.0,43,57062.63999999996,0.51,0.48503243999999973,scheduled,winter,2013-12-08 06:00:00,2013-12-08 06:43:00,43,57062.64,0.40894891999999977,43,57062.63999999996,0.43,0.40894891999999977,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2013-12-07_04,Tumble Dryer,original,winter,2013-12-07 21:02:00,2013-12-07 22:02:00,60,108855.24,0.8327425860000003,2,3628.5080000000003,0.43,0.026004307333333337,58,105226.73200000003,0.46,0.8067382786666669,0,0.0,0.51,0.0,scheduled,winter,2013-12-08 06:43:00,2013-12-08 07:43:00,60,108855.24,0.7801292200000002,60,108855.24000000003,0.43,0.7801292200000002,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2013-12-20_03,Tumble Dryer,original,winter,2013-12-20 17:47:00,2013-12-20 18:58:00,71,125638.49,1.0679271650000015,0,0.0,0.43,0.0,0,0.0,0.46,0.0,71,125638.49000000018,0.51,1.0679271650000015,scheduled,winter,2013-12-20 22:00:00,2013-12-20 23:11:00,71,125638.49,0.9004091783333346,71,125638.49000000018,0.43,0.9004091783333346,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2013-12-28_06,Tumble Dryer,original,winter,2013-12-28 16:13:00,2013-12-28 17:21:00,68,149601.58,1.1337453072549024,47,103401.09205882362,0.43,0.7410411597549026,0,0.0,0.46,0.0,21,46200.487941176456,0.51,0.3927041474999999,scheduled,winter,2013-12-29 06:00:00,2013-12-29 07:08:00,68,149601.58,1.0721446566666681,68,149601.58000000022,0.43,1.0721446566666681,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2013-12-28_07,Tumble Dryer,original,winter,2013-12-28 17:57:00,2013-12-28 18:42:00,45,53789.99,0.457214915,0,0.0,0.43,0.0,0,0.0,0.46,0.0,45,53789.99,0.51,0.457214915,scheduled,winter,2013-12-29 07:08:00,2013-12-29 07:53:00,45,53789.99,0.3854949283333333,45,53789.99,0.43,0.3854949283333333,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Tumble_Dryer_2014-01-01_01,Tumble Dryer,original,winter,2014-01-01 16:49:00,2014-01-01 17:36:00,47,55261.63,0.45247909102836886,11,12933.5729787234,0.43,0.09269060634751769,0,0.0,0.46,0.0,36,42328.05702127661,0.51,0.3597884846808512,scheduled,winter,2014-01-01 16:54:00,2014-01-01 17:41:00,47,55261.63,0.4603176201063833,6,7054.676170212764,0.43,0.05055851255319148,0,0.0,0.46,0.0,41,48206.953829787264,0.51,0.4097591075531918
