event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,orig_level_2_minutes,orig_level_2_W,orig_level_2_rate,orig_level_2_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost,sched_level_2_minutes,sched_level_2_W,sched_level_2_rate,sched_level_2_cost
Washer_Dryer_2014-12-26_01,Washer Dryer,original,winter,2014-12-26 19:57:00,2014-12-26 20:42:00,45,512.0,0.003953777777777779,0,0.0,0.43,0.0,42,477.86666666666684,0.46,0.003663644444444446,3,34.13333333333333,0.51,0.0002901333333333333,scheduled,winter,2014-12-26 22:00:00,2014-12-26 22:45:00,45,512.0,0.0036693333333333348,45,512.0000000000002,0.43,0.0036693333333333348,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Washer_Dryer_2015-02-24_02,Washer Dryer,original,winter,2015-02-24 20:28:00,2015-02-24 21:01:00,33,328.0,0.002514666666666667,0,0.0,0.43,0.0,33,328.0,0.46,0.002514666666666667,0,0.0,0.51,0.0,scheduled,winter,2015-02-24 22:00:00,2015-02-24 22:33:00,33,328.0,0.0023506666666666667,33,328.0,0.43,0.0023506666666666667,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Washing_Machine_2014-03-30_02,Washing Machine,original,winter,2014-03-30 19:19:00,2014-03-30 19:26:00,7,208.0,0.0017680000000000005,0,0.0,0.43,0.0,0,0.0,0.46,0.0,7,208.00000000000003,0.51,0.0017680000000000005,scheduled,winter,2014-03-30 22:00:00,2014-03-30 22:07:00,7,208.0,0.001490666666666667,7,208.00000000000003,0.43,0.001490666666666667,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Washing_Machine_2014-04-04_01,Washing Machine,original,winter,2014-04-04 18:34:00,2014-04-04 18:55:00,21,2870.14,0.02439618999999999,0,0.0,0.43,0.0,0,0.0,0.46,0.0,21,2870.1399999999994,0.51,0.02439618999999999,scheduled,winter,2014-04-04 22:00:00,2014-04-04 22:21:00,21,2870.14,0.02056933666666666,21,2870.1399999999994,0.43,0.02056933666666666,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Washing_Machine_2014-12-07_02,Washing Machine,original,winter,2014-12-07 18:11:00,2014-12-07 18:17:00,6,71.11,0.000604435,0,0.0,0.43,0.0,0,0.0,0.46,0.0,6,71.11,0.51,0.000604435,scheduled,winter,2014-12-07 22:00:00,2014-12-07 22:06:00,6,71.11,0.0005096216666666667,6,71.11,0.43,0.0005096216666666667,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Washing_Machine_2015-02-13_01,Washing Machine,original,winter,2015-02-13 16:39:00,2015-02-13 17:29:00,50,19618.1,0.15576771399999995,21,8239.602,0.43,0.05905048100000001,0,0.0,0.46,0.0,29,11378.497999999994,0.51,0.09671723299999994,scheduled,winter,2015-02-13 16:44:00,2015-02-13 17:34:00,50,19618.1,0.1583834606666666,16,6277.792,0.43,0.04499084266666667,0,0.0,0.46,0.0,34,13340.30799999999,0.51,0.11339261799999992
Washing_Machine_2015-02-14_01,Washing Machine,original,winter,2015-02-14 21:19:00,2015-02-14 22:08:00,49,19958.96,0.15138939047619052,8,3258.605714285714,0.43,0.02335334095238095,41,16700.354285714293,0.46,0.12803604952380956,0,0.0,0.51,0.0,scheduled,winter,2015-02-14 22:00:00,2015-02-14 22:49:00,49,19958.96,0.14303921333333341,49,19958.96000000001,0.43,0.14303921333333341,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Dishwasher_2014-03-07_01,Dishwasher,original,winter,2014-03-07 19:19:00,2014-03-07 19:57:00,38,46679.04,0.3967718399999998,0,0.0,0.43,0.0,0,0.0,0.46,0.0,38,46679.03999999998,0.51,0.3967718399999998,scheduled,winter,2014-03-07 22:00:00,2014-03-07 22:38:00,38,46679.04,0.33453311999999985,38,46679.03999999998,0.43,0.33453311999999985,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Dishwasher_2014-03-07_03,Dishwasher,original,winter,2014-03-07 20:02:00,2014-03-07 20:29:00,27,39738.16,0.3046592266666666,0,0.0,0.43,0.0,27,39738.15999999999,0.46,0.3046592266666666,0,0.0,0.51,0.0,scheduled,winter,2014-03-08 06:00:00,2014-03-08 06:27:00,27,39738.16,0.2847901466666666,27,39738.15999999999,0.43,0.2847901466666666,0,0.0,0.46,0.0,0,0.0,0.51,0.0
Dishwasher_2014-03-08_01,Dishwasher,original,winter,2014-03-08 20:11:00,2014-03-08 20:21:00,10,764.09,0.0058580233333333336,0,0.0,0.43,0.0,10,764.09,0.46,0.0058580233333333336,0,0.0,0.51,0.0,scheduled,winter,2014-03-08 22:00:00,2014-03-08 22:10:00,10,764.09,0.005475978333333333,10,764.09,0.43,0.005475978333333333,0,0.0,0.46,0.0,0,0.0,0.51,0.0
