event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,duration(min),energy(W)
Tumble_Dryer_2014-03-09_01,Tumble Dryer,2014-03-09 16:59:00,2014-03-09 17:25:00,2014-03-09 20:00:00,2014-03-09 20:26:00,SUCCESS,26.0,24118.93
Tumble_Dryer_2014-03-17_01,Tumble Dryer,2014-03-17 16:38:00,2014-03-17 18:03:00,2014-03-17 20:00:00,2014-03-17 21:25:00,SUCCESS,85.0,71493.3
Tumble_Dryer_2014-03-23_01,Tumble Dryer,2014-03-23 16:46:00,2014-03-23 17:17:00,2014-03-23 20:00:00,2014-03-23 20:31:00,SUCCESS,31.0,29633.5
Tumble_Dryer_2014-03-26_01,Tumble Dryer,2014-03-26 15:33:00,2014-03-26 17:26:00,2014-03-26 15:38:00,2014-03-26 17:31:00,SUCCESS,113.0,53687.25
Tumble_Dryer_2014-03-27_01,Tumble Dryer,2014-03-27 10:46:00,2014-03-27 11:32:00,2014-03-27 13:00:00,2014-03-27 13:46:00,SUCCESS,46.0,6126.82
Tumble_Dryer_2014-04-01_01,Tumble Dryer,2014-04-01 06:47:00,2014-04-01 08:03:00,2014-04-01 13:00:00,2014-04-01 14:16:00,SUCCESS,76.0,49540.03
Tumble_Dryer_2014-04-03_01,Tumble Dryer,2014-04-03 07:11:00,2014-04-03 07:52:00,2014-04-03 13:00:00,2014-04-03 13:41:00,SUCCESS,41.0,32321.52
Tumble_Dryer_2014-04-05_01,Tumble Dryer,2014-04-05 09:09:00,2014-04-05 11:06:00,2014-04-05 13:00:00,2014-04-05 14:57:00,SUCCESS,117.0,41576.8
Tumble_Dryer_2014-04-06_01,Tumble Dryer,2014-04-06 15:25:00,2014-04-06 16:18:00,2014-04-06 15:30:00,2014-04-06 16:23:00,SUCCESS,53.0,9381.04
Tumble_Dryer_2014-04-07_01,Tumble Dryer,2014-04-07 10:26:00,2014-04-07 12:19:00,2014-04-07 13:00:00,2014-04-07 14:53:00,SUCCESS,113.0,22577.75
Tumble_Dryer_2014-04-08_01,Tumble Dryer,2014-04-08 07:34:00,2014-04-08 09:09:00,2014-04-08 13:00:00,2014-04-08 14:35:00,SUCCESS,95.0,25102.98
Tumble_Dryer_2014-04-09_01,Tumble Dryer,2014-04-09 19:12:00,2014-04-09 21:08:00,2014-04-09 20:00:00,2014-04-09 21:56:00,SUCCESS,116.0,120336.03
Tumble_Dryer_2014-04-11_01,Tumble Dryer,2014-04-11 11:30:00,2014-04-11 13:22:00,2014-04-11 13:00:00,2014-04-11 14:52:00,SUCCESS,112.0,25313.64
Tumble_Dryer_2014-04-12_01,Tumble Dryer,2014-04-12 18:05:00,2014-04-12 19:57:00,2014-04-12 20:00:00,2014-04-12 21:52:00,SUCCESS,112.0,110285.56
Tumble_Dryer_2014-04-28_01,Tumble Dryer,2014-04-28 17:11:00,2014-04-28 18:30:00,2014-04-28 20:00:00,2014-04-28 21:19:00,SUCCESS,79.0,79683.79
Tumble_Dryer_2014-04-29_01,Tumble Dryer,2014-04-29 16:29:00,2014-04-29 17:30:00,2014-04-29 20:00:00,2014-04-29 21:01:00,SUCCESS,61.0,58990.75
Tumble_Dryer_2014-05-01_01,Tumble Dryer,2014-05-01 07:15:00,2014-05-01 09:00:00,2014-05-01 13:00:00,2014-05-01 14:45:00,SUCCESS,105.0,8061.08
Tumble_Dryer_2014-05-11_01,Tumble Dryer,2014-05-11 09:27:00,2014-05-11 11:20:00,2014-05-11 13:00:00,2014-05-11 14:53:00,SUCCESS,113.0,24105.3
Tumble_Dryer_2014-05-17_01,Tumble Dryer,2014-05-17 08:40:00,2014-05-17 09:51:00,2014-05-17 13:00:00,2014-05-17 14:11:00,SUCCESS,71.0,11149.79
Tumble_Dryer_2014-05-22_01,Tumble Dryer,2014-05-22 07:32:00,2014-05-22 09:03:00,2014-05-22 13:00:00,2014-05-22 14:31:00,SUCCESS,91.0,21654.04
Tumble_Dryer_2014-05-26_01,Tumble Dryer,2014-05-26 14:59:00,2014-05-26 16:39:00,2014-05-26 15:04:00,2014-05-26 16:44:00,SUCCESS,100.0,30638.96
Tumble_Dryer_2014-06-07_01,Tumble Dryer,2014-06-07 16:13:00,2014-06-07 18:02:00,2014-06-07 20:00:00,2014-06-07 21:49:00,SUCCESS,109.0,26582.34
