event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,duration(min),energy(W)
Washing_Machine_2014-03-08_03,Washing Machine,2014-03-08 22:01:00,2014-03-08 22:56:00,2014-03-09 13:00:00,2014-03-09 13:55:00,SUCCESS,55.0,6682.0
Washing_Machine_2014-03-09_01,Washing Machine,2014-03-09 10:02:00,2014-03-09 11:46:00,2014-03-09 13:00:00,2014-03-09 14:44:00,SUCCESS,104.0,15771.91
Washing_Machine_2014-03-12_01,Washing Machine,2014-03-12 23:23:00,2014-03-13 01:06:00,2014-03-13 13:00:00,2014-03-13 14:43:00,SUCCESS,103.0,14836.02
Washing_Machine_2014-03-14_01,Washing Machine,2014-03-14 22:27:00,2014-03-15 00:09:00,2014-03-15 13:00:00,2014-03-15 14:42:00,SUCCESS,102.0,14924.52
Washing_Machine_2014-03-16_01,Washing Machine,2014-03-16 00:26:00,2014-03-16 02:16:00,2014-03-16 13:00:00,2014-03-16 14:50:00,SUCCESS,110.0,31780.19
Washing_Machine_2014-03-18_01,Washing Machine,2014-03-18 21:36:00,2014-03-18 23:20:00,2014-03-18 21:41:00,2014-03-18 23:25:00,SUCCESS,104.0,14418.24
Washing_Machine_2014-03-21_01,Washing Machine,2014-03-21 00:38:00,2014-03-21 01:14:00,2014-03-21 13:00:00,2014-03-21 13:36:00,SUCCESS,36.0,8587.94
Washing_Machine_2014-03-22_01,Washing Machine,2014-03-22 21:27:00,2014-03-22 23:11:00,2014-03-22 21:32:00,2014-03-22 23:16:00,SUCCESS,104.0,15260.27
Washing_Machine_2014-03-26_01,Washing Machine,2014-03-26 00:20:00,2014-03-26 02:04:00,2014-03-26 13:00:00,2014-03-26 14:44:00,SUCCESS,104.0,16643.43
Washing_Machine_2014-03-27_01,Washing Machine,2014-03-27 23:33:00,2014-03-28 01:18:00,2014-03-28 13:00:00,2014-03-28 14:45:00,SUCCESS,105.0,15130.98
Washing_Machine_2014-03-29_02,Washing Machine,2014-03-29 23:22:00,2014-03-29 23:48:00,2014-03-30 13:00:00,2014-03-30 13:26:00,SUCCESS,26.0,2026.18
Washing_Machine_2014-03-29_04,Washing Machine,2014-03-29 23:52:00,2014-03-29 23:58:00,2014-03-30 13:26:00,2014-03-30 13:32:00,SUCCESS,6.0,132.26
