event_id,appliance_name,orig_when,orig_season,orig_start_time,orig_end_time,orig_minutes,orig_total_W,orig_total_cost,orig_level_0_minutes,orig_level_0_W,orig_level_0_rate,orig_level_0_cost,orig_level_1_minutes,orig_level_1_W,orig_level_1_rate,orig_level_1_cost,orig_level_2_minutes,orig_level_2_W,orig_level_2_rate,orig_level_2_cost,orig_level_3_minutes,orig_level_3_W,orig_level_3_rate,orig_level_3_cost,orig_level_4_minutes,orig_level_4_W,orig_level_4_rate,orig_level_4_cost,orig_level_5_minutes,orig_level_5_W,orig_level_5_rate,orig_level_5_cost,sched_when,sched_season,sched_start_time,sched_end_time,sched_minutes,sched_total_W,sched_total_cost,sched_level_0_minutes,sched_level_0_W,sched_level_0_rate,sched_level_0_cost,sched_level_1_minutes,sched_level_1_W,sched_level_1_rate,sched_level_1_cost,sched_level_2_minutes,sched_level_2_W,sched_level_2_rate,sched_level_2_cost,sched_level_3_minutes,sched_level_3_W,sched_level_3_rate,sched_level_3_cost,sched_level_4_minutes,sched_level_4_W,sched_level_4_rate,sched_level_4_cost,sched_level_5_minutes,sched_level_5_W,sched_level_5_rate,sched_level_5_cost
Tumble_Dryer_2014-03-31_01,Tumble Dryer,original,,2014-03-31 16:50:00,2014-03-31 17:05:00,15,6526.47,0.03480784000000001,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,15,6526.47,0.32,0.03480784000000001,0,0.0,0.28,0.0,scheduled,,2014-04-01 06:00:00,2014-04-01 06:15:00,15,6526.47,0.028281370000000004,0,0.0,0.22,0.0,15,6526.47,0.26,0.028281370000000004,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-03-31_02,Tumble Dryer,original,,2014-03-31 17:07:00,2014-03-31 17:18:00,11,2587.0,0.013797333333333333,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,11,2587.0,0.32,0.013797333333333333,0,0.0,0.28,0.0,scheduled,,2014-04-01 06:15:00,2014-04-01 06:26:00,11,2587.0,0.011210333333333333,0,0.0,0.22,0.0,11,2587.0,0.26,0.011210333333333333,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-03-31_03,Tumble Dryer,original,,2014-03-31 17:19:00,2014-03-31 17:34:00,15,1052.36,0.005612586666666666,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,15,1052.36,0.32,0.005612586666666666,0,0.0,0.28,0.0,scheduled,,2014-04-01 06:26:00,2014-04-01 06:41:00,15,1052.36,0.004560226666666666,0,0.0,0.22,0.0,15,1052.36,0.26,0.004560226666666666,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-06-05_01,Tumble Dryer,original,,2014-06-05 16:08:00,2014-06-05 16:15:00,7,1361.56,0.007261653333333335,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,7,1361.5600000000002,0.32,0.007261653333333335,0,0.0,0.28,0.0,scheduled,,2014-06-06 06:00:00,2014-06-06 06:07:00,7,1361.56,0.005900093333333334,0,0.0,0.22,0.0,7,1361.5600000000002,0.26,0.005900093333333334,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-06-09_01,Tumble Dryer,original,,2014-06-09 09:30:00,2014-06-09 09:37:00,7,6673.78,0.0333689,0,0.0,0.22,0.0,0,0.0,0.26,0.0,7,6673.780000000001,0.3,0.0333689,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-06-10 06:00:00,2014-06-10 06:07:00,7,6673.78,0.028919713333333336,0,0.0,0.22,0.0,7,6673.780000000001,0.26,0.028919713333333336,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-07-17_02,Tumble Dryer,original,,2014-07-17 14:42:00,2014-07-17 16:47:00,125,1618.76,0.00897008874666666,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,78,1010.1062399999987,0.34,0.005723935359999994,47,608.65376,0.32,0.003246153386666667,0,0.0,0.28,0.0,scheduled,,2014-07-18 06:00:00,2014-07-18 08:05:00,125,1618.76,0.007057793600000007,0,0.0,0.22,0.0,120,1554.0096000000015,0.26,0.006734041600000007,5,64.7504,0.3,0.00032375199999999996,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-10-27_01,Tumble Dryer,original,,2014-10-27 13:04:00,2014-10-27 14:05:00,61,163.44,0.0009261599999999987,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,61,163.43999999999974,0.34,0.0009261599999999987,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-10-28 06:00:00,2014-10-28 07:01:00,61,163.44,0.000708239999999999,0,0.0,0.22,0.0,61,163.43999999999974,0.26,0.000708239999999999,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-11-03_01,Tumble Dryer,original,,2014-11-03 18:03:00,2014-11-03 19:10:00,67,136275.01,0.7268000533333339,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,0,0.0,0.34,0.0,67,136275.0100000001,0.32,0.7268000533333339,0,0.0,0.28,0.0,scheduled,,2014-11-04 06:00:00,2014-11-04 07:07:00,67,136275.01,0.5905250433333338,0,0.0,0.22,0.0,67,136275.0100000001,0.26,0.5905250433333338,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-11-13_01,Tumble Dryer,original,,2014-11-13 14:09:00,2014-11-13 14:26:00,17,35447.13,0.20086707,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,17,35447.13,0.34,0.20086707,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-11-14 06:00:00,2014-11-14 06:17:00,17,35447.13,0.15360423,0,0.0,0.22,0.0,17,35447.13,0.26,0.15360423,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
Tumble_Dryer_2014-12-03_01,Tumble Dryer,original,,2014-12-03 14:13:00,2014-12-03 14:38:00,25,49949.71,0.2830483566666667,0,0.0,0.22,0.0,0,0.0,0.26,0.0,0,0.0,0.3,0.0,25,49949.71000000001,0.34,0.2830483566666667,0,0.0,0.32,0.0,0,0.0,0.28,0.0,scheduled,,2014-12-04 06:00:00,2014-12-04 06:25:00,25,49949.71,0.21644874333333336,0,0.0,0.22,0.0,25,49949.71000000001,0.26,0.21644874333333336,0,0.0,0.3,0.0,0,0.0,0.34,0.0,0,0.0,0.32,0.0,0,0.0,0.28,0.0
