appliance_ID,appliance_name,Shiftability,start_time,end_time,duration(min),energy(W)
Appliance1,Fridge-Freezer,Base,2013-09-26 09:58:00,2013-09-26 10:12:00,14.0,1378.95
Appliance1,Fridge-Freezer,Base,2013-09-26 10:27:00,2013-09-26 10:42:00,15.0,1442.73
Appliance1,Fridge-Freezer,Base,2013-09-26 10:58:00,2013-09-26 11:14:00,16.0,1529.6
Appliance1,Fridge-Freezer,Base,2013-09-26 11:30:00,2013-09-26 11:45:00,15.0,1379.63
Appliance1,Fridge-Freezer,Base,2013-09-26 12:01:00,2013-09-26 12:15:00,14.0,1379.07
Appliance1,Fridge-Freezer,Base,2013-09-26 12:31:00,2013-09-26 12:45:00,14.0,1413.19
Appliance1,Fridge-Freezer,Base,2013-09-26 13:02:00,2013-09-26 13:15:00,13.0,1309.06
Appliance1,Fridge-Freezer,Base,2013-09-26 13:31:00,2013-09-26 13:44:00,13.0,1273.43
Appliance1,Fridge-Freezer,Base,2013-09-26 14:01:00,2013-09-26 14:16:00,15.0,1474.28
Appliance1,Fridge-Freezer,Base,2013-09-26 14:32:00,2013-09-26 14:45:00,13.0,1257.32
Appliance1,Fridge-Freezer,Base,2013-09-26 15:00:00,2013-09-26 15:13:00,13.0,1230.15
Appliance1,Fridge-Freezer,Base,2013-09-26 15:29:00,2013-09-26 15:50:00,21.0,2060.49
Appliance1,Fridge-Freezer,Base,2013-09-26 16:07:00,2013-09-26 16:20:00,13.0,1235.54
Appliance1,Fridge-Freezer,Base,2013-09-26 16:36:00,2013-09-26 16:49:00,13.0,1335.28
Appliance1,Fridge-Freezer,Base,2013-09-26 17:06:00,2013-09-26 17:20:00,14.0,1390.71
Appliance1,Fridge-Freezer,Base,2013-09-26 17:36:00,2013-09-26 17:51:00,15.0,1424.51
Appliance1,Fridge-Freezer,Base,2013-09-26 18:07:00,2013-09-26 18:19:00,12.0,1175.5
Appliance1,Fridge-Freezer,Base,2013-09-26 18:33:00,2013-09-26 18:54:00,21.0,2053.8
Appliance1,Fridge-Freezer,Base,2013-09-26 19:08:00,2013-09-26 19:28:00,20.0,2031.7
Appliance1,Fridge-Freezer,Base,2013-09-26 19:44:00,2013-09-26 20:03:00,19.0,1839.7
