appliance_id,appliance_name,Shiftability,start_time,end_time,duration(min),energy(W),event_id,is_reschedulable,price_level_profile,primary_price_level,start_price_level,end_price_level,optimization_potential
Appliance5,Tumble Dryer,Shiftable,2014-03-22 19:52:00,2014-03-22 20:31:00,39.0,20028.97,house20_event_17933,True,"{""0"": 0, ""1"": 39}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-03-22 20:36:00,2014-03-22 21:01:00,25.0,30652.63,house20_event_17934,True,"{""0"": 0, ""1"": 25}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-03-25 07:49:00,2014-03-25 08:57:00,68.0,51301.71,house20_event_17941,True,"{""0"": 0, ""1"": 68}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-03-29 07:21:00,2014-03-29 08:31:00,70.0,53614.33,house20_event_17943,True,"{""0"": 10, ""1"": 60}",1,0,1,0.1428571428571428
Appliance5,Tumble Dryer,Shiftable,2014-03-31 18:03:00,2014-03-31 18:39:00,36.0,20230.17,house20_event_17948,True,"{""0"": 0, ""1"": 36}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-03-31 18:41:00,2014-03-31 19:13:00,32.0,32856.6,house20_event_17949,True,"{""0"": 0, ""1"": 32}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-04-03 19:08:00,2014-04-03 20:18:00,70.0,50700.47,house20_event_17952,True,"{""0"": 0, ""1"": 70}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-04-08 12:31:00,2014-04-08 13:40:00,69.0,50726.95,house20_event_17955,True,"{""0"": 0, ""1"": 69}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-04-11 06:39:00,2014-04-11 07:46:00,67.0,50748.18,house20_event_17960,True,"{""0"": 52, ""1"": 15}",0,0,1,0.7761194029850746
Appliance5,Tumble Dryer,Shiftable,2014-04-16 18:56:00,2014-04-16 20:06:00,70.0,52702.18,house20_event_17970,True,"{""0"": 0, ""1"": 70}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-04-19 19:02:00,2014-04-19 20:10:00,68.0,50825.43,house20_event_17977,True,"{""0"": 0, ""1"": 68}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-04-22 06:57:00,2014-04-22 08:05:00,68.0,50518.74,house20_event_17984,True,"{""0"": 34, ""1"": 34}",0,0,1,0.5
Appliance5,Tumble Dryer,Shiftable,2014-04-25 06:39:00,2014-04-25 07:52:00,73.0,51462.36,house20_event_17990,True,"{""0"": 52, ""1"": 21}",0,0,1,0.7123287671232876
Appliance5,Tumble Dryer,Shiftable,2014-04-28 06:43:00,2014-04-28 07:53:00,70.0,50098.66,house20_event_17995,True,"{""0"": 48, ""1"": 22}",0,0,1,0.6857142857142857
Appliance5,Tumble Dryer,Shiftable,2014-04-30 18:05:00,2014-04-30 19:11:00,66.0,48382.17,house20_event_18000,True,"{""0"": 0, ""1"": 66}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-05-01 06:15:00,2014-05-01 07:50:00,95.0,59274.96,house20_event_18007,True,"{""0"": 76, ""1"": 19}",0,0,1,0.8
Appliance5,Tumble Dryer,Shiftable,2014-05-29 18:23:00,2014-05-29 19:33:00,70.0,50235.69,house20_event_18010,True,"{""0"": 0, ""1"": 70}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-06-01 18:55:00,2014-06-01 20:00:00,65.0,50313.15,house20_event_18016,True,"{""0"": 0, ""1"": 65}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-06-04 12:03:00,2014-06-04 13:08:00,65.0,49974.83,house20_event_18021,True,"{""0"": 0, ""1"": 65}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-06-06 18:58:00,2014-06-06 20:01:00,63.0,48493.65,house20_event_18029,True,"{""0"": 0, ""1"": 63}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-06-08 18:21:00,2014-06-08 19:31:00,70.0,48797.45,house20_event_18035,True,"{""0"": 0, ""1"": 70}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-06-11 06:34:00,2014-06-11 08:24:00,110.0,70868.34,house20_event_18036,True,"{""0"": 57, ""1"": 53}",0,0,1,0.5181818181818182
Appliance5,Tumble Dryer,Shiftable,2014-06-13 18:55:00,2014-06-13 20:13:00,78.0,49564.58,house20_event_18041,True,"{""0"": 0, ""1"": 78}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-06-16 06:38:00,2014-06-16 07:52:00,74.0,47713.28,house20_event_18045,True,"{""0"": 53, ""1"": 21}",0,0,1,0.7162162162162162
Appliance5,Tumble Dryer,Shiftable,2014-06-18 06:44:00,2014-06-18 07:53:00,69.0,49279.79,house20_event_18051,True,"{""0"": 47, ""1"": 22}",0,0,1,0.6811594202898551
Appliance5,Tumble Dryer,Shiftable,2014-06-20 07:28:00,2014-06-20 07:48:00,20.0,29057.78,house20_event_18056,True,"{""0"": 3, ""1"": 17}",1,0,1,0.15
Appliance5,Tumble Dryer,Shiftable,2014-06-22 18:48:00,2014-06-22 19:53:00,65.0,47242.71,house20_event_18061,True,"{""0"": 0, ""1"": 65}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-06-26 12:43:00,2014-06-26 13:55:00,72.0,48397.32,house20_event_18066,True,"{""0"": 0, ""1"": 72}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-06-29 18:42:00,2014-06-29 19:45:00,63.0,50210.8,house20_event_18069,True,"{""0"": 0, ""1"": 63}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-07-02 18:32:00,2014-07-02 19:35:00,63.0,49687.68,house20_event_18076,True,"{""0"": 0, ""1"": 63}",1,1,1,0.0
Appliance5,Tumble Dryer,Shiftable,2014-07-05 06:56:00,2014-07-05 07:46:00,50.0,16966.99,house20_event_18081,True,"{""0"": 35, ""1"": 15}",0,0,1,0.7
