event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost,optimized_cost,cost_savings,savings_percentage,is_shifted,is_low_rate_period,search_start,search_end
Washing_Machine_2014-03-08_01,Washing Machine,Appliance2,2014-03-08 21:00:00,2014-03-08 21:47:00,2014-03-09 06:00:00,2014-03-09 06:47:00,47,0.12742210227272727,0.06371105113636363,0.06371105113636363,50.0,True,True,2014-03-08 21:00:00,2014-03-09 14:00:00
Washing_Machine_2014-03-09_01,Washing Machine,Appliance2,2014-03-09 10:02:00,2014-03-09 11:46:00,2014-03-10 06:02:00,2014-03-10 07:46:00,104,0.07885957124819626,0.04627166314935064,0.03258790809884562,41.323973213449335,True,True,2014-03-09 10:02:00,2014-03-10 14:00:00
Washing_Machine_2014-03-12_01,Washing Machine,Appliance2,2014-03-12 23:23:00,2014-03-13 01:06:00,2014-03-13 06:08:00,2014-03-13 07:51:00,103,0.06270974467893216,0.044714292658730156,0.017995452020202002,28.696420488294095,True,True,2014-03-12 23:23:00,2014-03-13 14:00:00
Washing_Machine_2014-03-14_01,Washing Machine,Appliance2,2014-03-14 22:27:00,2014-03-15 00:09:00,2014-03-15 06:12:00,2014-03-15 07:54:00,102,0.07462261507936509,0.04622830753968255,0.028394307539682535,38.05053938338088,True,True,2014-03-14 22:27:00,2014-03-15 14:00:00
Washing_Machine_2014-03-16_01,Washing Machine,Appliance2,2014-03-16 00:26:00,2014-03-16 02:16:00,2014-03-16 00:26:00,2014-03-16 02:16:00,110,0.08061456574675327,0.08061456574675327,0.0,0.0,False,False,2014-03-16 00:26:00,2014-03-17 14:00:00
Washing_Machine_2014-03-18_01,Washing Machine,Appliance2,2014-03-18 21:36:00,2014-03-18 23:20:00,2014-03-19 06:06:00,2014-03-19 07:50:00,104,0.07209118199855698,0.0436298997113997,0.028461282287157275,39.479561158710055,True,True,2014-03-18 21:36:00,2014-03-19 14:00:00
Washing_Machine_2014-03-22_01,Washing Machine,Appliance2,2014-03-22 21:27:00,2014-03-22 23:11:00,2014-03-23 06:12:00,2014-03-23 07:56:00,104,0.07630136507936507,0.04704783134920635,0.029253533730158716,38.33946312720693,True,True,2014-03-22 21:27:00,2014-03-23 14:00:00
Washing_Machine_2014-03-26_01,Washing Machine,Appliance2,2014-03-26 00:20:00,2014-03-26 02:04:00,2014-03-26 06:05:00,2014-03-26 07:49:00,104,0.050067954365079374,0.049458634920634945,0.0006093194444444297,1.2169849001648216,True,True,2014-03-26 00:20:00,2014-03-27 14:00:00
Washing_Machine_2014-03-27_01,Washing Machine,Appliance2,2014-03-27 23:33:00,2014-03-28 01:18:00,2014-03-28 06:03:00,2014-03-28 07:48:00,105,0.06169335939754689,0.04446475928932179,0.0172286001082251,27.9261824554008,True,True,2014-03-27 23:33:00,2014-03-28 14:00:00
Washing_Machine_2014-03-29_02,Washing Machine,Appliance2,2014-03-29 23:22:00,2014-03-29 23:48:00,2014-03-30 06:07:00,2014-03-30 06:33:00,26,0.010130910278862603,0.0050654551394313015,0.0050654551394313015,50.0,True,True,2014-03-29 23:22:00,2014-03-30 14:00:00
