event_id,appliance_name,when,season,start_time,end_time,minutes,total_W,total_cost,level_0_minutes,level_0_W,level_0_rate,level_0_cost,level_1_minutes,level_1_W,level_1_rate,level_1_cost
Fridge-Freezer_2014-03-07_01,Fridge-Freezer,original,,2014-03-07 22:58:00,2014-03-07 23:44:00,46,4055.61,0.02027805000000001,0,0.0,0.15,0.0,46,4055.610000000002,0.3,0.02027805000000001
Fridge-Freezer_2014-03-08_01,Fridge-Freezer,original,,2014-03-08 01:01:00,2014-03-08 01:45:00,44,3871.47,0.009678675000000003,44,3871.4700000000016,0.15,0.009678675000000003,0,0.0,0.3,0.0
Fridge-Freezer_2014-03-08_02,Fridge-Freezer,original,,2014-03-08 03:11:00,2014-03-08 03:54:00,43,3807.2,0.009518000000000006,43,3807.200000000002,0.15,0.009518000000000006,0,0.0,0.3,0.0
Fridge-Freezer_2014-03-08_03,Fridge-Freezer,original,,2014-03-08 05:27:00,2014-03-08 06:10:00,43,3853.07,0.009632675,43,3853.0699999999997,0.15,0.009632675,0,0.0,0.3,0.0
Fridge-Freezer_2014-03-08_04,Fridge-Freezer,original,,2014-03-08 07:41:00,2014-03-08 08:30:00,49,4404.73,0.022023649999999995,0,0.0,0.15,0.0,49,4404.729999999999,0.3,0.022023649999999995
Fridge-Freezer_2014-03-08_05,Fridge-Freezer,original,,2014-03-08 09:40:00,2014-03-08 10:26:00,46,3825.65,0.01912825,0,0.0,0.15,0.0,46,3825.65,0.3,0.01912825
Fridge-Freezer_2014-03-08_06,Fridge-Freezer,original,,2014-03-08 11:46:00,2014-03-08 12:30:00,44,3977.85,0.01988924999999998,0,0.0,0.15,0.0,44,3977.8499999999963,0.3,0.01988924999999998
Fridge-Freezer_2014-03-08_07,Fridge-Freezer,original,,2014-03-08 13:50:00,2014-03-08 14:39:00,49,2951.66,0.014758299999999986,0,0.0,0.15,0.0,49,2951.6599999999976,0.3,0.014758299999999986
Fridge-Freezer_2014-03-08_08,Fridge-Freezer,original,,2014-03-08 15:54:00,2014-03-08 16:39:00,45,3946.12,0.019730600000000004,0,0.0,0.15,0.0,45,3946.1200000000017,0.3,0.019730600000000004
Fridge-Freezer_2014-03-08_09,Fridge-Freezer,original,,2014-03-08 17:59:00,2014-03-08 18:44:00,45,3902.97,0.019514850000000014,0,0.0,0.15,0.0,45,3902.9700000000034,0.3,0.019514850000000014
Fridge-Freezer_2014-03-08_10,Fridge-Freezer,original,,2014-03-08 19:53:00,2014-03-08 20:34:00,41,3550.53,0.01775265000000001,0,0.0,0.15,0.0,41,3550.5300000000016,0.3,0.01775265000000001
Fridge-Freezer_2014-03-08_11,Fridge-Freezer,original,,2014-03-08 21:39:00,2014-03-08 22:19:00,40,2586.13,0.012930649999999998,0,0.0,0.15,0.0,40,2586.1299999999997,0.3,0.012930649999999998
Fridge-Freezer_2014-03-08_12,Fridge-Freezer,original,,2014-03-08 23:27:00,2014-03-09 00:07:00,40,3496.11,0.01748055000000001,0,0.0,0.15,0.0,40,3496.110000000003,0.3,0.01748055000000001
Fridge-Freezer_2014-03-09_01,Fridge-Freezer,original,,2014-03-09 01:19:00,2014-03-09 01:58:00,39,3490.8,0.008726999999999992,39,3490.799999999997,0.15,0.008726999999999992,0,0.0,0.3,0.0
Fridge-Freezer_2014-03-09_02,Fridge-Freezer,original,,2014-03-09 03:13:00,2014-03-09 03:52:00,39,3464.8,0.008662000000000001,39,3464.800000000001,0.15,0.008662000000000001,0,0.0,0.3,0.0
Fridge-Freezer_2014-03-09_03,Fridge-Freezer,original,,2014-03-09 05:10:00,2014-03-09 05:35:00,25,4497.11,0.011242774999999997,25,4497.109999999999,0.15,0.011242774999999997,0,0.0,0.3,0.0
Fridge-Freezer_2014-03-09_04,Fridge-Freezer,original,,2014-03-09 05:41:00,2014-03-09 06:45:00,64,6182.04,0.015455099999999986,64,6182.0399999999945,0.15,0.015455099999999986,0,0.0,0.3,0.0
Fridge-Freezer_2014-03-09_05,Fridge-Freezer,original,,2014-03-09 07:58:00,2014-03-09 08:42:00,44,4038.06,0.02019029999999999,0,0.0,0.15,0.0,44,4038.059999999998,0.3,0.02019029999999999
Fridge-Freezer_2014-03-09_06,Fridge-Freezer,original,,2014-03-09 09:53:00,2014-03-09 10:34:00,41,3630.7,0.018153499999999993,0,0.0,0.15,0.0,41,3630.6999999999985,0.3,0.018153499999999993
Fridge-Freezer_2014-03-09_07,Fridge-Freezer,original,,2014-03-09 11:44:00,2014-03-09 12:24:00,40,3628.2,0.01814099999999999,0,0.0,0.15,0.0,40,3628.1999999999985,0.3,0.01814099999999999
