appliance_id,appliance_name,month,cost_TOU_D,cost_TOU_D_Base,energy_TOU_D,energy_TOU_D_Base
Appliance1,Fridge-Freezer,2013-09,4.9372,6.4862,10.8103,10.8103
Appliance1,Fridge-Freezer,2013-10,8.804,11.8973,19.8284,19.8284
Appliance1,Fridge-Freezer,2013-12,0.049300000000000004,0.0689,0.1148,0.1148
Appliance1,Fridge-Freezer,2014-02,1.2981,1.7516,2.9198,2.9198
Appliance1,Fridge-Freezer,2014-03,10.6726,14.421,24.0363,24.0363
Appliance1,Fridge-Freezer,2014-04,10.0724,13.6245,22.7066,22.7066
Appliance1,Fridge-Freezer,2014-05,11.7412,15.8494,26.4174,26.4174
Appliance1,Fridge-Freezer,2014-06,13.0343,17.2676,28.7814,28.7814
Appliance1,Fridge-Freezer,2014-07,14.8148,19.6014,32.6701,32.6701
Appliance1,Fridge-Freezer,2014-08,12.1806,16.2289,27.048000000000002,27.048000000000002
Appliance1,Fridge-Freezer,2014-09,12.1545,15.9959,26.6584,26.6584
Appliance1,Fridge-Freezer,2014-10,10.8296,14.5944,24.3231,24.3231
Appliance1,Fridge-Freezer,2014-11,9.3682,12.5884,20.9817,20.9817
Appliance1,Fridge-Freezer,2014-12,9.6228,12.9862,21.643,21.643
Appliance1,Fridge-Freezer,2015-01,10.5422,14.1579,23.5965,23.5965
Appliance1,Fridge-Freezer,2015-02,9.3924,12.645,21.0741,21.0741
Appliance1,Fridge-Freezer,2015-03,9.6449,12.9706,21.6182,21.6182
Appliance1,Fridge-Freezer,2015-04,9.5098,12.8057,21.3448,21.3448
Appliance1,Fridge-Freezer,2015-05,6.7996,9.1835,15.3049,15.3049
Appliance2,Washing Machine,2013-09,2.6478,3.4914,5.8191,5.8191
Appliance2,Washing Machine,2013-10,5.9165,7.8936,13.1558,13.1558
Appliance2,Washing Machine,2013-12,0.2696,0.3761,0.6269,0.6269
Appliance2,Washing Machine,2014-02,0.5791000000000001,0.7857,1.3094000000000001,1.3094000000000001
Appliance2,Washing Machine,2014-03,6.1556999999999995,8.2182,13.6967,13.6967
Appliance2,Washing Machine,2014-04,6.3044,8.2162,13.693999999999999,13.693999999999999
Appliance2,Washing Machine,2014-05,5.9031,8.0276,13.3791,13.3791
Appliance2,Washing Machine,2014-06,4.5692,6.4517,10.753,10.753
Appliance2,Washing Machine,2014-07,3.3847,4.3234,7.2059999999999995,7.2059999999999995
Appliance2,Washing Machine,2014-08,3.8777,5.1896,8.649799999999999,8.649799999999999
Appliance2,Washing Machine,2014-09,5.9637,8.3059,13.8433,13.8433
Appliance2,Washing Machine,2014-10,5.7105,7.8356,13.059,13.059
Appliance2,Washing Machine,2014-11,5.492,7.470899999999999,12.451500000000001,12.451500000000001
Appliance2,Washing Machine,2014-12,4.5062,6.0317,10.0531,10.0531
Appliance2,Washing Machine,2015-01,5.9739,8.0942,13.4903,13.4903
Appliance2,Washing Machine,2015-02,5.9682,8.0683,13.4476,13.4476
