event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Washing_Machine_2014-01-10_01,Washing Machine,2014-01-10 17:58:00,2014-01-10 19:21:00,2014-01-10 22:00:00,2014-01-10 23:23:00,SUCCESS,winter,83.0,48734.89
Washing_Machine_2014-01-15_01,Washing Machine,2014-01-15 18:26:00,2014-01-15 19:45:00,2014-01-15 22:00:00,2014-01-15 23:19:00,SUCCESS,winter,79.0,49908.54
Washing_Machine_2014-01-16_02,Washing Machine,2014-01-16 18:56:00,2014-01-16 20:32:00,2014-01-17 06:00:00,2014-01-17 07:36:00,SUCCESS,winter,96.0,54165.75
Washing_Machine_2014-01-17_01,Washing Machine,2014-01-17 18:39:00,2014-01-17 19:55:00,2014-01-17 22:00:00,2014-01-17 23:16:00,SUCCESS,winter,76.0,46251.61
Washing_Machine_2014-01-20_01,Washing Machine,2014-01-20 19:31:00,2014-01-20 21:11:00,2014-01-21 06:00:00,2014-01-21 07:40:00,SUCCESS,winter,100.0,48474.7
Washing_Machine_2014-01-22_01,Washing Machine,2014-01-22 19:30:00,2014-01-22 20:50:00,2014-01-22 22:00:00,2014-01-22 23:20:00,SUCCESS,winter,80.0,42037.95
Washing_Machine_2014-01-31_02,Washing Machine,2014-01-31 19:34:00,2014-01-31 20:11:00,2014-01-31 22:00:00,2014-01-31 22:37:00,SUCCESS,winter,37.0,2535.35
Washing_Machine_2014-02-04_01,Washing Machine,2014-02-04 19:28:00,2014-02-04 21:22:00,2014-02-05 06:00:00,2014-02-05 07:54:00,SUCCESS,winter,114.0,8010.17
Washing_Machine_2014-02-04_02,Washing Machine,2014-02-04 21:49:00,2014-02-04 21:54:00,2014-02-05 07:54:00,2014-02-05 07:59:00,SUCCESS,winter,5.0,144.58
Washing_Machine_2014-02-07_01,Washing Machine,2014-02-07 21:30:00,2014-02-07 21:45:00,2014-02-07 22:00:00,2014-02-07 22:15:00,SUCCESS,winter,15.0,93.08
Washing_Machine_2014-02-12_01,Washing Machine,2014-02-12 19:37:00,2014-02-12 21:07:00,2014-02-13 06:00:00,2014-02-13 07:30:00,SUCCESS,winter,90.0,7370.42
Washing_Machine_2014-02-13_01,Washing Machine,2014-02-13 19:51:00,2014-02-13 23:36:00,2014-02-14 06:00:00,2014-02-14 09:45:00,SUCCESS,winter,225.0,6367.38
Washing_Machine_2014-02-17_01,Washing Machine,2014-02-17 15:37:00,2014-02-17 18:19:00,2014-02-17 15:42:00,2014-02-17 18:24:00,SUCCESS,winter,162.0,3997.5
Washing_Machine_2014-02-19_01,Washing Machine,2014-02-19 19:49:00,2014-02-19 20:34:00,2014-02-19 22:00:00,2014-02-19 22:45:00,SUCCESS,winter,45.0,1791.62
Washing_Machine_2014-02-20_01,Washing Machine,2014-02-20 18:10:00,2014-02-20 19:26:00,2014-02-20 22:00:00,2014-02-20 23:16:00,SUCCESS,winter,76.0,41325.0
Washing_Machine_2014-02-28_02,Washing Machine,2014-02-28 17:48:00,2014-02-28 19:10:00,2014-02-28 22:00:00,2014-02-28 23:22:00,SUCCESS,winter,82.0,43359.65
Washing_Machine_2014-03-04_01,Washing Machine,2014-03-04 20:06:00,2014-03-04 21:13:00,2014-03-04 22:00:00,2014-03-04 23:07:00,SUCCESS,winter,67.0,39005.9
Washing_Machine_2014-03-05_02,Washing Machine,2014-03-05 18:31:00,2014-03-05 19:50:00,2014-03-05 22:00:00,2014-03-05 23:19:00,SUCCESS,winter,79.0,47965.72
Washing_Machine_2014-03-07_01,Washing Machine,2014-03-07 18:06:00,2014-03-07 19:28:00,2014-03-07 22:00:00,2014-03-07 23:22:00,SUCCESS,winter,82.0,39271.4
Washing_Machine_2014-03-11_02,Washing Machine,2014-03-11 20:14:00,2014-03-11 21:30:00,2014-03-11 22:00:00,2014-03-11 23:16:00,SUCCESS,winter,76.0,34315.72
Washing_Machine_2014-03-13_01,Washing Machine,2014-03-13 19:38:00,2014-03-13 20:59:00,2014-03-13 22:00:00,2014-03-13 23:21:00,SUCCESS,winter,81.0,46178.41
Washing_Machine_2014-03-18_01,Washing Machine,2014-03-18 19:15:00,2014-03-18 20:26:00,2014-03-18 22:00:00,2014-03-18 23:11:00,SUCCESS,winter,71.0,40867.14
Washing_Machine_2014-03-19_01,Washing Machine,2014-03-19 19:32:00,2014-03-19 20:59:00,2014-03-19 22:00:00,2014-03-19 23:27:00,SUCCESS,winter,87.0,50108.87
Washing_Machine_2014-03-20_01,Washing Machine,2014-03-20 18:10:00,2014-03-20 19:21:00,2014-03-20 22:00:00,2014-03-20 23:11:00,SUCCESS,winter,71.0,41547.31
Washing_Machine_2014-03-21_02,Washing Machine,2014-03-21 18:57:00,2014-03-21 20:15:00,2014-03-21 22:00:00,2014-03-21 23:18:00,SUCCESS,winter,78.0,45549.76
Washing_Machine_2014-03-25_01,Washing Machine,2014-03-25 19:23:00,2014-03-25 20:22:00,2014-03-25 22:00:00,2014-03-25 22:59:00,SUCCESS,winter,59.0,35546.35
Washing_Machine_2014-03-25_02,Washing Machine,2014-03-25 20:25:00,2014-03-25 21:36:00,2014-03-26 06:00:00,2014-03-26 07:11:00,SUCCESS,winter,71.0,41209.39
Washing_Machine_2014-03-26_01,Washing Machine,2014-03-26 19:11:00,2014-03-26 20:38:00,2014-03-26 22:00:00,2014-03-26 23:27:00,SUCCESS,winter,87.0,59673.74
Washing_Machine_2014-03-26_02,Washing Machine,2014-03-26 20:39:00,2014-03-26 21:00:00,2014-03-27 06:00:00,2014-03-27 06:21:00,SUCCESS,winter,21.0,4135.14
Washing_Machine_2014-03-26_03,Washing Machine,2014-03-26 21:02:00,2014-03-26 21:28:00,2014-03-27 06:21:00,2014-03-27 06:47:00,SUCCESS,winter,26.0,3593.13
Washing_Machine_2014-03-28_01,Washing Machine,2014-03-28 18:20:00,2014-03-28 20:51:00,2014-03-29 06:00:00,2014-03-29 08:31:00,SUCCESS,winter,151.0,76354.06
