appliance_id,appliance_name,Shiftability,start_time,end_time,duration(min),energy(W),event_id,is_reschedulable,price_level_profile,primary_price_level,start_price_level,end_price_level,optimization_potential
Appliance5,Tumble Dryer,Shiftable,2013-10-23 05:59:00,2013-10-23 06:34:00,35.0,14573.54,house1_event_31186,False,"{""0"": 35, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-23 06:39:00,2013-10-23 07:16:00,37.0,15058.14,house1_event_31187,False,"{""0"": 37, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-10-23 13:05:00,2013-10-23 13:37:00,32.0,3297.84,house1_event_31188,True,"{""0"": 0, ""1"": 32}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-10-23 14:06:00,2013-10-23 14:40:00,34.0,3867.16,house1_event_31189,True,"{""0"": 0, ""1"": 34}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-10-24 10:11:00,2013-10-24 10:43:00,32.0,3116.48,house1_event_31190,True,"{""0"": 0, ""1"": 32}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-10-26 11:33:00,2013-10-26 12:09:00,36.0,3070.78,house1_event_31191,True,"{""0"": 0, ""1"": 36}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-10-27 10:06:00,2013-10-27 10:39:00,33.0,2979.1,house1_event_31192,True,"{""0"": 0, ""1"": 33}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-10-27 10:45:00,2013-10-27 11:21:00,36.0,3986.39,house1_event_31193,True,"{""0"": 0, ""1"": 36}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-10-28 13:30:00,2013-10-28 14:03:00,33.0,3450.28,house1_event_31194,True,"{""0"": 0, ""1"": 33}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-10-29 10:55:00,2013-10-29 11:12:00,17.0,12159.26,house1_event_31195,True,"{""0"": 0, ""1"": 17}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-10-29 11:14:00,2013-10-29 11:36:00,22.0,2498.12,house1_event_31196,True,"{""0"": 0, ""1"": 22}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-10-29 12:07:00,2013-10-29 12:42:00,35.0,2958.66,house1_event_31197,True,"{""0"": 0, ""1"": 35}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-10-30 14:54:00,2013-10-30 15:27:00,33.0,17389.29,house1_event_31198,True,"{""0"": 0, ""1"": 33}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-10-31 13:40:00,2013-10-31 14:12:00,32.0,2491.48,house1_event_31199,True,"{""0"": 0, ""1"": 32}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-11-02 06:37:00,2013-11-02 07:10:00,33.0,16728.32,house1_event_31200,False,"{""0"": 33, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-03 10:26:00,2013-11-03 10:59:00,33.0,2374.19,house1_event_31201,True,"{""0"": 0, ""1"": 33}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-11-04 13:19:00,2013-11-04 13:59:00,40.0,3707.74,house1_event_31202,True,"{""0"": 0, ""1"": 40}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-11-07 06:24:00,2013-11-07 06:58:00,34.0,19421.07,house1_event_31203,False,"{""0"": 34, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-10 13:35:00,2013-11-10 14:11:00,36.0,2388.13,house1_event_31204,True,"{""0"": 0, ""1"": 36}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-11-10 14:14:00,2013-11-10 14:49:00,35.0,3471.2,house1_event_31205,True,"{""0"": 0, ""1"": 35}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-11-12 05:59:00,2013-11-12 06:31:00,32.0,17336.26,house1_event_31206,False,"{""0"": 32, ""1"": 0}",0,0,0,0.0
Appliance5,Tumble Dryer,Shiftable,2013-11-12 11:11:00,2013-11-12 11:51:00,40.0,2138.85,house1_event_31207,True,"{""0"": 0, ""1"": 40}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-11-13 11:55:00,2013-11-13 12:30:00,35.0,8368.08,house1_event_31208,True,"{""0"": 0, ""1"": 35}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-11-14 12:45:00,2013-11-14 13:19:00,34.0,3266.92,house1_event_31209,True,"{""0"": 0, ""1"": 34}",1,1,1,1.0
Appliance5,Tumble Dryer,Shiftable,2013-11-15 09:58:00,2013-11-15 10:31:00,33.0,2718.81,house1_event_31210,True,"{""0"": 0, ""1"": 33}",1,1,1,1.0
