event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost,optimized_cost,cost_savings,savings_percentage,is_shifted,is_low_rate_period,search_start,search_end
Dishwasher_2013-09-26_01,Dishwasher,Appliance5,2013-09-26 08:07:00,2013-09-26 09:20:00,2013-09-26 13:07:00,2013-09-26 14:20:00,73,0.36425669841269825,0.18212834920634913,0.18212834920634913,50.0,True,True,2013-09-26 08:07:00,2013-09-27 14:00:00
Dishwasher_2013-09-28_03,Dishwasher,Appliance5,2013-09-28 18:56:00,2013-09-28 20:10:00,2013-09-28 20:11:00,2013-09-28 21:25:00,74,0.36345673611111123,0.20753009027777783,0.1559266458333334,42.90101966514814,True,True,2013-09-28 18:56:00,2013-09-29 14:00:00
Dishwasher_2013-09-30_01,Dishwasher,Appliance5,2013-09-30 07:03:00,2013-09-30 08:15:00,2013-09-30 13:03:00,2013-09-30 14:15:00,72,0.4064353899572649,0.20321769497863246,0.20321769497863246,50.0,True,True,2013-09-30 07:03:00,2013-10-01 14:00:00
Dishwasher_2013-10-23_01,Dishwasher,Appliance5,2013-10-23 09:24:00,2013-10-23 10:50:00,2013-10-23 13:09:00,2013-10-23 14:35:00,86,0.3557412976190476,0.1778706488095238,0.1778706488095238,50.0,True,True,2013-10-23 09:24:00,2013-10-24 14:00:00
Dishwasher_2013-10-28_01,Dishwasher,Appliance5,2013-10-28 10:18:00,2013-10-28 11:24:00,2013-10-28 13:03:00,2013-10-28 14:09:00,66,0.17322024819624823,0.08661012409812412,0.08661012409812412,50.0,True,True,2013-10-28 10:18:00,2013-10-29 14:00:00
Dishwasher_2013-10-29_01,Dishwasher,Appliance5,2013-10-29 09:55:00,2013-10-29 11:08:00,2013-10-29 13:10:00,2013-10-29 14:23:00,73,0.25369308730158724,0.12684654365079362,0.12684654365079362,50.0,True,True,2013-10-29 09:55:00,2013-10-30 14:00:00
Dishwasher_2013-10-31_01,Dishwasher,Appliance5,2013-10-31 09:02:00,2013-10-31 10:15:00,2013-10-31 13:02:00,2013-10-31 14:15:00,73,0.4290051089466089,0.21450255447330446,0.21450255447330446,50.0,True,True,2013-10-31 09:02:00,2013-11-01 14:00:00
Dishwasher_2013-11-01_01,Dishwasher,Appliance5,2013-11-01 16:17:00,2013-11-01 16:52:00,2013-11-01 20:02:00,2013-11-01 20:37:00,35,0.24189713852813854,0.12094856926406927,0.12094856926406927,50.0,True,True,2013-11-01 16:17:00,2013-11-02 14:00:00
Dishwasher_2013-11-03_01,Dishwasher,Appliance5,2013-11-03 07:55:00,2013-11-03 09:12:00,2013-11-03 13:10:00,2013-11-03 14:27:00,77,0.40558936489898995,0.20279468244949497,0.20279468244949497,50.0,True,True,2013-11-03 07:55:00,2013-11-04 14:00:00
Dishwasher_2013-11-05_01,Dishwasher,Appliance5,2013-11-05 08:52:00,2013-11-05 09:15:00,2013-11-05 13:07:00,2013-11-05 13:30:00,23,0.0007320277777777776,0.0003660138888888888,0.0003660138888888888,50.0,True,True,2013-11-05 08:52:00,2013-11-06 14:00:00
Dishwasher_2013-11-06_01,Dishwasher,Appliance5,2013-11-06 08:51:00,2013-11-06 10:06:00,2013-11-06 13:06:00,2013-11-06 14:21:00,75,0.44120210515873015,0.22060105257936508,0.22060105257936508,50.0,True,True,2013-11-06 08:51:00,2013-11-07 14:00:00
Dishwasher_2013-11-10_01,Dishwasher,Appliance5,2013-11-10 11:17:00,2013-11-10 12:35:00,2013-11-10 13:02:00,2013-11-10 14:20:00,78,0.16624214285714284,0.08312107142857142,0.08312107142857142,50.0,True,True,2013-11-10 11:17:00,2013-11-11 14:00:00
Dishwasher_2013-11-11_01,Dishwasher,Appliance5,2013-11-11 07:26:00,2013-11-11 08:40:00,2013-11-11 13:11:00,2013-11-11 14:25:00,74,0.44001167857142837,0.22000583928571418,0.22000583928571418,50.0,True,True,2013-11-11 07:26:00,2013-11-12 14:00:00
Dishwasher_2013-11-12_01,Dishwasher,Appliance5,2013-11-12 12:19:00,2013-11-12 13:31:00,2013-11-12 13:04:00,2013-11-12 14:16:00,72,0.019589716269841267,0.011095814484126982,0.008493901785714285,43.358983196662244,True,True,2013-11-12 12:19:00,2013-11-13 14:00:00
Dishwasher_2013-11-14_01,Dishwasher,Appliance5,2013-11-14 08:46:00,2013-11-14 10:00:00,2013-11-14 13:01:00,2013-11-14 14:15:00,74,0.429177242063492,0.214588621031746,0.214588621031746,50.0,True,True,2013-11-14 08:46:00,2013-11-15 14:00:00
Dishwasher_2013-11-16_01,Dishwasher,Appliance5,2013-11-16 08:32:00,2013-11-16 09:52:00,2013-11-16 13:02:00,2013-11-16 14:22:00,80,0.4595345019841267,0.22976725099206335,0.22976725099206335,50.0,True,True,2013-11-16 08:32:00,2013-11-17 14:00:00
Dishwasher_2013-11-18_01,Dishwasher,Appliance5,2013-11-18 10:01:00,2013-11-18 11:14:00,2013-11-18 13:01:00,2013-11-18 14:14:00,73,0.4512887599206349,0.22564437996031744,0.22564437996031744,50.0,True,True,2013-11-18 10:01:00,2013-11-19 14:00:00
Dishwasher_2013-11-19_01,Dishwasher,Appliance5,2013-11-19 08:59:00,2013-11-19 10:13:00,2013-11-19 13:14:00,2013-11-19 14:28:00,74,0.43823691071428567,0.21911845535714283,0.21911845535714283,50.0,True,True,2013-11-19 08:59:00,2013-11-20 14:00:00
