event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost,optimized_cost,cost_savings,savings_percentage,is_shifted,is_low_rate_period,search_start,search_end
Dishwasher_2013-12-19_01,Dishwasher,Appliance4,2013-12-19 08:23:00,2013-12-19 10:34:00,2013-12-19 13:08:00,2013-12-19 15:19:00,131,0.43356350781784,0.21678175390892,0.21678175390892,50.0,True,True,2013-12-19 08:23:00,2013-12-20 14:00:00
Dishwasher_2013-12-25_01,Dishwasher,Appliance4,2013-12-25 09:55:00,2013-12-25 12:10:00,2013-12-25 13:10:00,2013-12-25 15:25:00,135,0.5246340178571429,0.26231700892857146,0.26231700892857146,50.0,True,True,2013-12-25 09:55:00,2013-12-26 14:00:00
Dishwasher_2013-12-26_01,Dishwasher,Appliance4,2013-12-26 22:43:00,2013-12-27 00:52:00,2013-12-27 11:43:00,2013-12-27 13:52:00,129,0.4970837463924963,0.4010172272727272,0.0960665191197691,19.326022992494945,True,False,2013-12-26 22:43:00,2013-12-27 14:00:00
Dishwasher_2013-12-27_03,Dishwasher,Appliance4,2013-12-27 10:59:00,2013-12-27 13:14:00,2013-12-27 13:14:00,2013-12-27 15:29:00,135,0.436706615079365,0.25088382142857135,0.18582279365079363,42.55094547102821,True,True,2013-12-27 10:59:00,2013-12-28 14:00:00
Dishwasher_2013-12-28_01,Dishwasher,Appliance4,2013-12-28 10:30:00,2013-12-28 12:38:00,2013-12-28 13:00:00,2013-12-28 15:08:00,128,0.4818493035714285,0.24092465178571426,0.24092465178571426,50.0,True,True,2013-12-28 10:30:00,2013-12-29 14:00:00
Dishwasher_2013-12-29_01,Dishwasher,Appliance4,2013-12-29 13:58:00,2013-12-29 16:16:00,2013-12-29 19:43:00,2013-12-29 22:01:00,138,0.3516296319444443,0.3435947837301588,0.008034848214285517,2.285031602670785,True,False,2013-12-29 13:58:00,2013-12-30 14:00:00
Dishwasher_2013-12-30_01,Dishwasher,Appliance4,2013-12-30 09:16:00,2013-12-30 11:25:00,2013-12-30 13:01:00,2013-12-30 15:10:00,129,0.33176046230158746,0.16588023115079373,0.16588023115079373,50.0,True,True,2013-12-30 09:16:00,2013-12-31 14:00:00
Dishwasher_2013-12-31_01,Dishwasher,Appliance4,2013-12-31 11:33:00,2013-12-31 13:48:00,2013-12-31 13:03:00,2013-12-31 15:18:00,135,0.41202537355699853,0.2577330580808081,0.15429231547619043,37.447284895148826,True,True,2013-12-31 11:33:00,2014-01-01 14:00:00
Dishwasher_2014-01-01_01,Dishwasher,Appliance4,2014-01-01 16:56:00,2014-01-01 19:06:00,2014-01-01 19:56:00,2014-01-01 22:06:00,130,0.48122579365079365,0.2781640496031746,0.20306174404761906,42.196770565247974,True,False,2014-01-01 16:56:00,2014-01-02 14:00:00
Dishwasher_2014-01-02_01,Dishwasher,Appliance4,2014-01-02 00:43:00,2014-01-02 02:48:00,2014-01-02 13:13:00,2014-01-02 15:18:00,125,0.2714566546717172,0.2226418630050506,0.04881479166666661,17.982536374251048,True,True,2014-01-02 00:43:00,2014-01-03 14:00:00
Dishwasher_2014-01-03_01,Dishwasher,Appliance4,2014-01-03 22:10:00,2014-01-04 00:23:00,2014-01-04 11:40:00,2014-01-04 13:53:00,133,0.5151442474747475,0.409795360479798,0.10534888699494954,20.450366574289227,True,False,2014-01-03 22:10:00,2014-01-04 14:00:00
