event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost,optimized_cost,cost_savings,savings_percentage,time_shift_hours,power_profile_points
Washing_Machine_2014-06-08_01,Washing Machine,Appliance3,2014-06-08 11:31:00,2014-06-08 13:28:00,2014-06-09 06:01:00,2014-06-09 07:58:00,117,0.04986652777777777,0.033783656746031746,0.01608287103174602,32.25183654939195,18.5,113
Washing_Machine_2014-06-09_02,Washing Machine,Appliance3,2014-06-09 11:05:00,2014-06-09 12:57:00,2014-06-10 06:05:00,2014-06-10 07:57:00,112,0.1633456607142857,0.08966999702380954,0.07367566369047615,45.10414501879248,19.0,74
Washing_Machine_2014-06-18_01,Washing Machine,Appliance3,2014-06-18 10:38:00,2014-06-18 11:11:00,2014-06-19 06:08:00,2014-06-19 06:41:00,33,0.023745156565656567,0.011872578282828283,0.011872578282828283,50.0,19.5,26
Washing_Machine_2014-06-18_03,Washing Machine,Appliance3,2014-06-18 11:14:00,2014-06-18 11:19:00,2014-06-19 06:44:00,2014-06-19 06:49:00,5,0.00010629292929292929,5.3146464646464644e-05,5.3146464646464644e-05,50.0,19.5,5
Washing_Machine_2014-06-18_05,Washing Machine,Appliance3,2014-06-18 11:22:00,2014-06-18 11:30:00,2014-06-19 06:52:00,2014-06-19 07:00:00,8,0.00022700000000000002,0.00011350000000000001,0.00011350000000000001,50.0,19.5,8
Washing_Machine_2014-06-20_01,Washing Machine,Appliance3,2014-06-20 09:12:00,2014-06-20 10:57:00,2014-06-21 06:12:00,2014-06-21 07:57:00,105,0.03875249401578813,0.02452772680587386,0.014224767209914273,36.70671416430377,21.0,101
Washing_Machine_2014-06-20_02,Washing Machine,Appliance3,2014-06-20 14:03:00,2014-06-20 14:18:00,2014-06-20 14:03:00,2014-06-20 14:18:00,15,0.00694417821067821,0.00694417821067821,0.0,0.0,0.0,13
Washing_Machine_2014-06-22_01,Washing Machine,Appliance3,2014-06-22 08:57:00,2014-06-22 10:19:00,2014-06-23 06:12:00,2014-06-23 07:34:00,82,0.03441675,0.017912125,0.016504625000000002,47.955210762201546,21.25,74
Washing_Machine_2014-06-22_52,Washing Machine,Appliance3,2014-06-22 14:07:00,2014-06-22 14:24:00,2014-06-22 14:07:00,2014-06-22 14:24:00,17,0.008997499999999999,0.008997499999999999,0.0,0.0,0.0,17
Washing_Machine_2014-06-22_54,Washing Machine,Appliance3,2014-06-22 14:28:00,2014-06-22 14:33:00,2014-06-22 14:28:00,2014-06-22 14:33:00,5,0.0001405,0.0001405,0.0,0.0,0.0,5
