event_id,appliance_name,appliance_ID,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable
Fridge_2014-03-07_01,Fridge,Appliance1,Base,2014-03-07 11:17:00,2014-03-07 11:32:00,15.0,1610.49,False
Fridge_2014-03-07_02,Fridge,Appliance1,Base,2014-03-07 12:46:00,2014-03-07 13:01:00,15.0,1597.35,False
Fridge_2014-03-07_03,Fridge,Appliance1,Base,2014-03-07 14:12:00,2014-03-07 14:27:00,15.0,1613.84,False
Fridge_2014-03-07_04,Fridge,Appliance1,Base,2014-03-07 15:37:00,2014-03-07 15:52:00,15.0,1647.94,False
Fridge_2014-03-07_05,Fridge,Appliance1,Base,2014-03-07 17:00:00,2014-03-07 17:15:00,15.0,1598.19,False
Fridge_2014-03-07_06,Fridge,Appliance1,Base,2014-03-07 18:27:00,2014-03-07 18:42:00,15.0,1553.99,False
Fridge_2014-03-07_07,Fridge,Appliance1,Base,2014-03-07 19:58:00,2014-03-07 20:13:00,15.0,1535.47,False
Fridge_2014-03-07_08,Fridge,Appliance1,Base,2014-03-07 21:35:00,2014-03-07 21:49:00,14.0,1546.7,False
Fridge_2014-03-07_09,Fridge,Appliance1,Base,2014-03-07 23:16:00,2014-03-07 23:30:00,14.0,1520.28,False
Fridge_2014-03-08_01,Fridge,Appliance1,Base,2014-03-08 01:03:00,2014-03-08 01:17:00,14.0,1513.5,False
Fridge_2014-03-08_02,Fridge,Appliance1,Base,2014-03-08 02:53:00,2014-03-08 03:07:00,14.0,1516.63,False
Fridge_2014-03-08_03,Fridge,Appliance1,Base,2014-03-08 04:47:00,2014-03-08 05:01:00,14.0,1523.6,False
Fridge_2014-03-08_04,Fridge,Appliance1,Base,2014-03-08 06:43:00,2014-03-08 06:57:00,14.0,1556.24,False
Fridge_2014-03-08_05,Fridge,Appliance1,Base,2014-03-08 08:39:00,2014-03-08 08:53:00,14.0,1581.92,False
Fridge_2014-03-08_06,Fridge,Appliance1,Base,2014-03-08 10:32:00,2014-03-08 10:47:00,15.0,1574.69,False
Fridge_2014-03-08_07,Fridge,Appliance1,Base,2014-03-08 12:19:00,2014-03-08 12:34:00,15.0,1596.85,False
Fridge_2014-03-08_08,Fridge,Appliance1,Base,2014-03-08 13:57:00,2014-03-08 14:12:00,15.0,1625.64,False
Fridge_2014-03-08_09,Fridge,Appliance1,Base,2014-03-08 15:33:00,2014-03-08 15:48:00,15.0,1604.27,False
Fridge_2014-03-08_10,Fridge,Appliance1,Base,2014-03-08 17:05:00,2014-03-08 17:19:00,14.0,1603.52,False
Fridge_2014-03-08_11,Fridge,Appliance1,Base,2014-03-08 18:38:00,2014-03-08 18:53:00,15.0,1575.01,False
Fridge_2014-03-08_12,Fridge,Appliance1,Base,2014-03-08 20:13:00,2014-03-08 20:28:00,15.0,1564.61,False
Fridge_2014-03-08_13,Fridge,Appliance1,Base,2014-03-08 23:30:00,2014-03-08 23:44:00,14.0,1551.1,False
Fridge_2014-03-09_01,Fridge,Appliance1,Base,2014-03-09 01:12:00,2014-03-09 01:26:00,14.0,1595.91,False
Fridge_2014-03-09_02,Fridge,Appliance1,Base,2014-03-09 02:55:00,2014-03-09 03:09:00,14.0,1586.27,False
Fridge_2014-03-09_03,Fridge,Appliance1,Base,2014-03-09 04:39:00,2014-03-09 04:54:00,15.0,1567.2,False
Fridge_2014-03-09_04,Fridge,Appliance1,Base,2014-03-09 06:26:00,2014-03-09 06:40:00,14.0,1549.97,False
Fridge_2014-03-09_05,Fridge,Appliance1,Base,2014-03-09 08:12:00,2014-03-09 08:27:00,15.0,1573.3,False
Fridge_2014-03-09_06,Fridge,Appliance1,Base,2014-03-09 09:55:00,2014-03-09 10:10:00,15.0,1601.81,False
Fridge_2014-03-09_07,Fridge,Appliance1,Base,2014-03-09 11:30:00,2014-03-09 11:45:00,15.0,1550.06,False
Fridge_2014-03-09_08,Fridge,Appliance1,Base,2014-03-09 12:48:00,2014-03-09 13:06:00,18.0,1831.22,False
Fridge_2014-03-09_09,Fridge,Appliance1,Base,2014-03-09 14:11:00,2014-03-09 14:27:00,16.0,1695.21,False
Fridge_2014-03-09_10,Fridge,Appliance1,Base,2014-03-09 15:29:00,2014-03-09 15:46:00,17.0,1797.3,False
Fridge_2014-03-09_11,Fridge,Appliance1,Base,2014-03-09 16:46:00,2014-03-09 17:03:00,17.0,1754.24,False
Fridge_2014-03-09_12,Fridge,Appliance1,Base,2014-03-09 18:04:00,2014-03-09 18:20:00,16.0,1671.08,False
Fridge_2014-03-09_13,Fridge,Appliance1,Base,2014-03-09 19:23:00,2014-03-09 19:39:00,16.0,1605.09,False
Fridge_2014-03-09_14,Fridge,Appliance1,Base,2014-03-09 20:44:00,2014-03-09 20:59:00,15.0,1630.94,False
Fridge_2014-03-09_15,Fridge,Appliance1,Base,2014-03-09 22:07:00,2014-03-09 22:22:00,15.0,1663.84,False
Fridge_2014-03-09_16,Fridge,Appliance1,Base,2014-03-09 23:32:00,2014-03-09 23:47:00,15.0,1634.99,False
Fridge_2014-03-10_01,Fridge,Appliance1,Base,2014-03-10 00:59:00,2014-03-10 01:14:00,15.0,1600.44,False
Fridge_2014-03-10_02,Fridge,Appliance1,Base,2014-03-10 02:28:00,2014-03-10 02:43:00,15.0,1583.94,False
Fridge_2014-03-10_03,Fridge,Appliance1,Base,2014-03-10 04:00:00,2014-03-10 04:14:00,14.0,1559.03,False
Fridge_2014-03-10_04,Fridge,Appliance1,Base,2014-03-10 05:32:00,2014-03-10 05:47:00,15.0,1585.36,False
Fridge_2014-03-10_05,Fridge,Appliance1,Base,2014-03-10 07:06:00,2014-03-10 07:20:00,14.0,1537.31,False
Fridge_2014-03-10_06,Fridge,Appliance1,Base,2014-03-10 08:41:00,2014-03-10 08:55:00,14.0,1593.51,False
Fridge_2014-03-10_07,Fridge,Appliance1,Base,2014-03-10 10:15:00,2014-03-10 10:30:00,15.0,1609.12,False
Fridge_2014-03-10_08,Fridge,Appliance1,Base,2014-03-10 11:46:00,2014-03-10 12:01:00,15.0,1604.97,False
Fridge_2014-03-10_09,Fridge,Appliance1,Base,2014-03-10 13:14:00,2014-03-10 13:29:00,15.0,1625.17,False
Fridge_2014-03-10_10,Fridge,Appliance1,Base,2014-03-10 14:41:00,2014-03-10 14:56:00,15.0,1616.91,False
Fridge_2014-03-10_11,Fridge,Appliance1,Base,2014-03-10 16:05:00,2014-03-10 16:21:00,16.0,1628.11,False
Fridge_2014-03-10_12,Fridge,Appliance1,Base,2014-03-10 17:25:00,2014-03-10 17:40:00,15.0,1601.21,False
Fridge_2014-03-10_13,Fridge,Appliance1,Base,2014-03-10 18:51:00,2014-03-10 19:06:00,15.0,1561.22,False
Fridge_2014-03-10_14,Fridge,Appliance1,Base,2014-03-10 20:21:00,2014-03-10 20:35:00,14.0,1546.44,False
Fridge_2014-03-10_15,Fridge,Appliance1,Base,2014-03-10 21:55:00,2014-03-10 22:09:00,14.0,1548.48,False
Fridge_2014-03-10_16,Fridge,Appliance1,Base,2014-03-10 23:32:00,2014-03-10 23:47:00,15.0,1563.71,False
Fridge_2014-03-11_01,Fridge,Appliance1,Base,2014-03-11 01:13:00,2014-03-11 01:27:00,14.0,1585.2,False
Fridge_2014-03-11_02,Fridge,Appliance1,Base,2014-03-11 02:56:00,2014-03-11 03:11:00,15.0,1554.69,False
Fridge_2014-03-11_03,Fridge,Appliance1,Base,2014-03-11 04:43:00,2014-03-11 04:57:00,14.0,1545.24,False
Fridge_2014-03-11_04,Fridge,Appliance1,Base,2014-03-11 06:31:00,2014-03-11 06:45:00,14.0,1529.46,False
Fridge_2014-03-11_05,Fridge,Appliance1,Base,2014-03-11 08:22:00,2014-03-11 08:36:00,14.0,1538.71,False
Fridge_2014-03-11_06,Fridge,Appliance1,Base,2014-03-11 10:11:00,2014-03-11 10:29:00,18.0,1982.78,False
Fridge_2014-03-11_07,Fridge,Appliance1,Base,2014-03-11 11:51:00,2014-03-11 12:22:00,31.0,2513.33,False
Fridge_2014-03-11_08,Fridge,Appliance1,Base,2014-03-11 19:19:00,2014-03-11 19:33:00,14.0,1508.81,False
Fridge_2014-03-11_09,Fridge,Appliance1,Base,2014-03-11 20:50:00,2014-03-11 21:05:00,15.0,1769.3,False
Fridge_2014-03-11_10,Fridge,Appliance1,Base,2014-03-11 22:28:00,2014-03-11 22:42:00,14.0,1541.32,False
Fridge_2014-03-12_01,Fridge,Appliance1,Base,2014-03-12 00:10:00,2014-03-12 00:24:00,14.0,1528.67,False
Fridge_2014-03-12_02,Fridge,Appliance1,Base,2014-03-12 01:54:00,2014-03-12 02:09:00,15.0,1588.72,False
Fridge_2014-03-12_03,Fridge,Appliance1,Base,2014-03-12 03:42:00,2014-03-12 03:55:00,13.0,1313.19,False
Fridge_2014-03-12_04,Fridge,Appliance1,Base,2014-03-12 05:32:00,2014-03-12 05:47:00,15.0,1545.04,False
Fridge_2014-03-12_05,Fridge,Appliance1,Base,2014-03-12 07:26:00,2014-03-12 07:40:00,14.0,1492.99,False
Fridge_2014-03-12_06,Fridge,Appliance1,Base,2014-03-12 11:23:00,2014-03-12 11:36:00,13.0,1675.07,False
Fridge_2014-03-12_07,Fridge,Appliance1,Base,2014-03-12 13:13:00,2014-03-12 13:27:00,14.0,1599.92,False
Fridge_2014-03-12_08,Fridge,Appliance1,Base,2014-03-12 15:00:00,2014-03-12 15:14:00,14.0,1473.24,False
Fridge_2014-03-12_09,Fridge,Appliance1,Base,2014-03-12 16:37:00,2014-03-12 16:51:00,14.0,1599.41,False
Fridge_2014-03-12_10,Fridge,Appliance1,Base,2014-03-12 18:14:00,2014-03-12 18:28:00,14.0,1545.79,False
Fridge_2014-03-12_11,Fridge,Appliance1,Base,2014-03-12 19:57:00,2014-03-12 20:11:00,14.0,1542.36,False
Fridge_2014-03-12_12,Fridge,Appliance1,Base,2014-03-12 21:48:00,2014-03-12 22:00:00,12.0,1235.3,False
Fridge_2014-03-13_01,Fridge,Appliance1,Base,2014-03-13 08:23:00,2014-03-13 08:37:00,14.0,1656.8,False
Fridge_2014-03-13_02,Fridge,Appliance1,Base,2014-03-13 10:29:00,2014-03-13 10:44:00,15.0,1566.79,False
Fridge_2014-03-13_03,Fridge,Appliance1,Base,2014-03-13 12:22:00,2014-03-13 12:39:00,17.0,1869.47,False
Fridge_2014-03-13_04,Fridge,Appliance1,Base,2014-03-13 20:02:00,2014-03-13 20:17:00,15.0,1653.27,False
Fridge_2014-03-13_05,Fridge,Appliance1,Base,2014-03-13 21:40:00,2014-03-13 21:54:00,14.0,1501.0,False
Fridge_2014-03-13_06,Fridge,Appliance1,Base,2014-03-13 23:23:00,2014-03-13 23:37:00,14.0,1601.1,False
Fridge_2014-03-14_01,Fridge,Appliance1,Base,2014-03-14 01:10:00,2014-03-14 01:25:00,15.0,1544.87,False
Fridge_2014-03-14_02,Fridge,Appliance1,Base,2014-03-14 03:02:00,2014-03-14 03:16:00,14.0,1525.6,False
Fridge_2014-03-14_03,Fridge,Appliance1,Base,2014-03-14 05:00:00,2014-03-14 05:14:00,14.0,1543.3,False
Fridge_2014-03-14_04,Fridge,Appliance1,Base,2014-03-14 07:05:00,2014-03-14 07:20:00,15.0,1593.8,False
Fridge_2014-03-14_05,Fridge,Appliance1,Base,2014-03-14 09:12:00,2014-03-14 09:26:00,14.0,1630.57,False
Fridge_2014-03-14_06,Fridge,Appliance1,Base,2014-03-14 11:06:00,2014-03-14 11:22:00,16.0,1809.41,False
Fridge_2014-03-14_07,Fridge,Appliance1,Base,2014-03-14 11:57:00,2014-03-14 13:44:00,107.0,1386.07,False
Fridge_2014-03-14_08,Fridge,Appliance1,Base,2014-03-14 13:59:00,2014-03-14 14:21:00,22.0,2535.0,False
Fridge_2014-03-14_09,Fridge,Appliance1,Base,2014-03-14 15:21:00,2014-03-14 15:40:00,19.0,1750.5,False
Fridge_2014-03-14_10,Fridge,Appliance1,Base,2014-03-14 16:40:00,2014-03-14 16:58:00,18.0,1982.32,False
Fridge_2014-03-14_11,Fridge,Appliance1,Base,2014-03-14 18:04:00,2014-03-14 18:19:00,15.0,1569.5,False
Fridge_2014-03-14_12,Fridge,Appliance1,Base,2014-03-14 19:30:00,2014-03-14 19:45:00,15.0,1571.3,False
Fridge_2014-03-14_13,Fridge,Appliance1,Base,2014-03-14 21:00:00,2014-03-14 21:15:00,15.0,1554.12,False
Fridge_2014-03-14_14,Fridge,Appliance1,Base,2014-03-14 22:32:00,2014-03-14 22:47:00,15.0,1566.13,False
Fridge_2014-03-15_01,Fridge,Appliance1,Base,2014-03-15 00:06:00,2014-03-15 00:21:00,15.0,1566.63,False
Fridge_2014-03-15_02,Fridge,Appliance1,Base,2014-03-15 01:42:00,2014-03-15 01:57:00,15.0,1583.67,False
Fridge_2014-03-15_03,Fridge,Appliance1,Base,2014-03-15 03:19:00,2014-03-15 03:34:00,15.0,1569.17,False
Fridge_2014-03-15_04,Fridge,Appliance1,Base,2014-03-15 04:57:00,2014-03-15 05:12:00,15.0,1590.25,False
Fridge_2014-03-15_05,Fridge,Appliance1,Base,2014-03-15 06:36:00,2014-03-15 06:51:00,15.0,1574.03,False
Fridge_2014-03-15_06,Fridge,Appliance1,Base,2014-03-15 08:16:00,2014-03-15 08:31:00,15.0,1544.1,False
Fridge_2014-03-15_07,Fridge,Appliance1,Base,2014-03-15 09:56:00,2014-03-15 10:10:00,14.0,1536.64,False
Fridge_2014-03-15_08,Fridge,Appliance1,Base,2014-03-15 11:25:00,2014-03-15 11:42:00,17.0,1660.2,False
Fridge_2014-03-15_09,Fridge,Appliance1,Base,2014-03-15 12:55:00,2014-03-15 13:10:00,15.0,1658.83,False
Fridge_2014-03-15_10,Fridge,Appliance1,Base,2014-03-15 14:17:00,2014-03-15 14:33:00,16.0,1634.1,False
Fridge_2014-03-15_11,Fridge,Appliance1,Base,2014-03-15 15:39:00,2014-03-15 15:54:00,15.0,1666.3,False
Fridge_2014-03-15_12,Fridge,Appliance1,Base,2014-03-15 17:03:00,2014-03-15 17:17:00,14.0,1430.4,False
Fridge_2014-03-15_13,Fridge,Appliance1,Base,2014-03-15 18:27:00,2014-03-15 18:42:00,15.0,1588.2,False
Fridge_2014-03-15_14,Fridge,Appliance1,Base,2014-03-15 19:55:00,2014-03-15 20:10:00,15.0,1522.3,False
Fridge_2014-03-15_15,Fridge,Appliance1,Base,2014-03-15 21:24:00,2014-03-15 21:39:00,15.0,1642.6,False
Fridge_2014-03-15_16,Fridge,Appliance1,Base,2014-03-15 22:55:00,2014-03-15 23:09:00,14.0,1590.51,False
Fridge_2014-03-16_01,Fridge,Appliance1,Base,2014-03-16 00:27:00,2014-03-16 00:41:00,14.0,1596.8,False
Fridge_2014-03-16_02,Fridge,Appliance1,Base,2014-03-16 02:00:00,2014-03-16 02:15:00,15.0,1556.5,False
Fridge_2014-03-16_03,Fridge,Appliance1,Base,2014-03-16 03:36:00,2014-03-16 03:50:00,14.0,1596.41,False
Fridge_2014-03-16_04,Fridge,Appliance1,Base,2014-03-16 05:12:00,2014-03-16 05:27:00,15.0,1576.8,False
Fridge_2014-03-16_05,Fridge,Appliance1,Base,2014-03-16 06:51:00,2014-03-16 07:05:00,14.0,1577.24,False
Fridge_2014-03-16_06,Fridge,Appliance1,Base,2014-03-16 08:30:00,2014-03-16 08:45:00,15.0,1569.65,False
Fridge_2014-03-16_07,Fridge,Appliance1,Base,2014-03-16 10:06:00,2014-03-16 10:21:00,15.0,1621.4,False
Fridge_2014-03-16_08,Fridge,Appliance1,Base,2014-03-16 11:35:00,2014-03-16 11:59:00,24.0,2466.4,False
Fridge_2014-03-16_09,Fridge,Appliance1,Base,2014-03-16 20:30:00,2014-03-16 20:48:00,18.0,1858.2,False
Fridge_2014-03-16_10,Fridge,Appliance1,Base,2014-03-16 21:52:00,2014-03-16 22:07:00,15.0,1647.5,False
Fridge_2014-03-16_11,Fridge,Appliance1,Base,2014-03-16 23:16:00,2014-03-16 23:31:00,15.0,1622.45,False
Fridge_2014-03-17_01,Fridge,Appliance1,Base,2014-03-17 00:41:00,2014-03-17 00:57:00,16.0,1607.94,False
Fridge_2014-03-17_02,Fridge,Appliance1,Base,2014-03-17 02:09:00,2014-03-17 02:24:00,15.0,1544.76,False
Fridge_2014-03-17_03,Fridge,Appliance1,Base,2014-03-17 03:38:00,2014-03-17 03:53:00,15.0,1591.32,False
Fridge_2014-03-17_04,Fridge,Appliance1,Base,2014-03-17 05:09:00,2014-03-17 05:24:00,15.0,1572.7,False
Fridge_2014-03-17_05,Fridge,Appliance1,Base,2014-03-17 06:41:00,2014-03-17 06:56:00,15.0,1572.37,False
Fridge_2014-03-17_06,Fridge,Appliance1,Base,2014-03-17 09:47:00,2014-03-17 10:02:00,15.0,1607.33,False
Fridge_2014-03-17_07,Fridge,Appliance1,Base,2014-03-17 11:16:00,2014-03-17 11:32:00,16.0,1635.98,False
Fridge_2014-03-17_08,Fridge,Appliance1,Base,2014-03-17 12:35:00,2014-03-17 12:51:00,16.0,1652.79,False
Fridge_2014-03-17_09,Fridge,Appliance1,Base,2014-03-17 13:57:00,2014-03-17 14:12:00,15.0,1656.93,False
Fridge_2014-03-17_10,Fridge,Appliance1,Base,2014-03-17 16:35:00,2014-03-17 19:01:00,146.0,16374.92,False
Fridge_2014-03-17_11,Fridge,Appliance1,Base,2014-03-17 19:14:00,2014-03-17 19:29:00,15.0,1671.03,False
Fridge_2014-03-17_12,Fridge,Appliance1,Base,2014-03-17 22:00:00,2014-03-17 22:17:00,17.0,1776.92,False
Fridge_2014-03-17_13,Fridge,Appliance1,Base,2014-03-17 23:28:00,2014-03-18 02:45:00,197.0,11231.69,False
Fridge_2014-03-18_01,Fridge,Appliance1,Base,2014-03-18 04:02:00,2014-03-18 04:17:00,15.0,1672.89,False
Fridge_2014-03-18_02,Fridge,Appliance1,Base,2014-03-18 05:37:00,2014-03-18 05:52:00,15.0,1528.8,False
Fridge_2014-03-18_03,Fridge,Appliance1,Base,2014-03-18 07:13:00,2014-03-18 07:28:00,15.0,1602.7,False
Fridge_2014-03-18_04,Fridge,Appliance1,Base,2014-03-18 08:51:00,2014-03-18 09:07:00,16.0,1739.53,False
Fridge_2014-03-18_05,Fridge,Appliance1,Base,2014-03-18 10:29:00,2014-03-18 10:42:00,13.0,1268.66,False
Fridge_2014-03-18_06,Fridge,Appliance1,Base,2014-03-18 12:02:00,2014-03-18 12:24:00,22.0,2132.0,False
Fridge_2014-03-18_07,Fridge,Appliance1,Base,2014-03-18 14:43:00,2014-03-18 14:58:00,15.0,1677.33,False
Fridge_2014-03-18_08,Fridge,Appliance1,Base,2014-03-18 16:12:00,2014-03-18 16:26:00,14.0,1862.54,False
Fridge_2014-03-18_09,Fridge,Appliance1,Base,2014-03-18 19:05:00,2014-03-18 19:19:00,14.0,1536.17,False
Fridge_2014-03-18_10,Fridge,Appliance1,Base,2014-03-18 20:35:00,2014-03-18 20:50:00,15.0,1588.0,False
Fridge_2014-03-18_11,Fridge,Appliance1,Base,2014-03-18 22:06:00,2014-03-18 22:21:00,15.0,1594.46,False
Fridge_2014-03-18_12,Fridge,Appliance1,Base,2014-03-18 23:40:00,2014-03-18 23:55:00,15.0,1616.98,False
Fridge_2014-03-19_01,Fridge,Appliance1,Base,2014-03-19 01:14:00,2014-03-19 01:29:00,15.0,1578.14,False
Fridge_2014-03-19_02,Fridge,Appliance1,Base,2014-03-19 02:50:00,2014-03-19 03:05:00,15.0,1610.89,False
Fridge_2014-03-19_03,Fridge,Appliance1,Base,2014-03-19 04:29:00,2014-03-19 04:43:00,14.0,1507.52,False
Fridge_2014-03-19_04,Fridge,Appliance1,Base,2014-03-19 06:09:00,2014-03-19 06:24:00,15.0,1569.8,False
Fridge_2014-03-19_05,Fridge,Appliance1,Base,2014-03-19 07:51:00,2014-03-19 08:05:00,14.0,1556.4,False
Fridge_2014-03-19_06,Fridge,Appliance1,Base,2014-03-19 09:34:00,2014-03-19 09:50:00,16.0,1699.03,False
Fridge_2014-03-19_07,Fridge,Appliance1,Base,2014-03-19 11:12:00,2014-03-19 11:26:00,14.0,1876.0,False
Fridge_2014-03-19_08,Fridge,Appliance1,Base,2014-03-19 14:04:00,2014-03-19 14:16:00,12.0,1178.77,False
Fridge_2014-03-19_09,Fridge,Appliance1,Base,2014-03-19 16:45:00,2014-03-19 17:00:00,15.0,1664.2,False
Fridge_2014-03-19_10,Fridge,Appliance1,Base,2014-03-19 22:18:00,2014-03-19 22:32:00,14.0,1275.74,False
Fridge_2014-03-19_11,Fridge,Appliance1,Base,2014-03-19 23:48:00,2014-03-20 00:06:00,18.0,2072.98,False
Fridge_2014-03-20_01,Fridge,Appliance1,Base,2014-03-20 01:21:00,2014-03-20 01:35:00,14.0,1584.68,False
Fridge_2014-03-20_02,Fridge,Appliance1,Base,2014-03-20 02:56:00,2014-03-20 03:11:00,15.0,1557.97,False
Fridge_2014-03-20_03,Fridge,Appliance1,Base,2014-03-20 04:34:00,2014-03-20 04:49:00,15.0,1582.18,False
Fridge_2014-03-20_04,Fridge,Appliance1,Base,2014-03-20 06:14:00,2014-03-20 06:29:00,15.0,1556.4,False
Fridge_2014-03-20_05,Fridge,Appliance1,Base,2014-03-20 07:56:00,2014-03-20 08:12:00,16.0,1725.06,False
Fridge_2014-03-20_06,Fridge,Appliance1,Base,2014-03-20 09:34:00,2014-03-20 09:49:00,15.0,1610.78,False
Fridge_2014-03-20_07,Fridge,Appliance1,Base,2014-03-20 11:10:00,2014-03-20 11:43:00,33.0,3145.05,False
Fridge_2014-03-20_08,Fridge,Appliance1,Base,2014-03-20 12:37:00,2014-03-20 12:58:00,21.0,2310.6,False
Fridge_2014-03-20_09,Fridge,Appliance1,Base,2014-03-20 14:00:00,2014-03-20 14:15:00,15.0,1632.02,False
