event_id,appliance_name,appliance_id,original_start_time,original_end_time,optimized_start_time,optimized_end_time,duration_minutes,original_cost,optimized_cost,cost_savings,savings_percentage,is_shifted
Dishwasher_2013-11-03_01,Dishwasher,Appliance6,2013-11-03 12:59:00,2013-11-03 14:12:00,2013-11-03 13:14:00,2013-11-03 14:27:00,73,0.0686347525252525,0.0686117525252525,2.2999999999995246e-05,0.03351072037672599,True
Dishwasher_2013-11-05_01,Dishwasher,Appliance6,2013-11-05 08:06:00,2013-11-05 09:20:00,2013-11-05 13:06:00,2013-11-05 14:20:00,74,0.4183556872294373,0.20917784361471864,0.20917784361471864,50.0,True
Dishwasher_2013-11-06_01,Dishwasher,Appliance6,2013-11-06 17:27:00,2013-11-06 18:45:00,2013-11-06 20:12:00,2013-11-06 21:30:00,78,0.42995671428571425,0.21497835714285712,0.21497835714285712,50.0,True
Dishwasher_2013-11-09_01,Dishwasher,Appliance6,2013-11-09 07:15:00,2013-11-09 08:31:00,2013-11-09 13:00:00,2013-11-09 14:16:00,76,0.44267201587301586,0.22133600793650793,0.22133600793650793,50.0,True
Dishwasher_2013-11-10_01,Dishwasher,Appliance6,2013-11-10 07:47:00,2013-11-10 09:01:00,2013-11-10 13:02:00,2013-11-10 14:16:00,74,0.4172270053835053,0.20861350269175266,0.20861350269175266,50.0,True
Dishwasher_2013-11-11_01,Dishwasher,Appliance6,2013-11-11 08:05:00,2013-11-11 09:26:00,2013-11-11 13:05:00,2013-11-11 14:26:00,81,0.4272170654761903,0.21360853273809516,0.21360853273809516,50.0,True
Dishwasher_2013-11-12_01,Dishwasher,Appliance6,2013-11-12 16:03:00,2013-11-12 17:18:00,2013-11-12 20:03:00,2013-11-12 21:18:00,75,0.4177194464285715,0.20885972321428575,0.20885972321428575,50.0,True
Dishwasher_2013-11-13_01,Dishwasher,Appliance6,2013-11-13 08:08:00,2013-11-13 09:21:00,2013-11-13 13:08:00,2013-11-13 14:21:00,73,0.35209522619047623,0.17604761309523811,0.17604761309523811,50.0,True
Dishwasher_2013-11-14_01,Dishwasher,Appliance6,2013-11-14 08:11:00,2013-11-14 09:31:00,2013-11-14 13:11:00,2013-11-14 14:31:00,80,0.4448348948412699,0.22241744742063496,0.22241744742063496,50.0,True
Dishwasher_2013-11-15_01,Dishwasher,Appliance6,2013-11-15 08:02:00,2013-11-15 09:18:00,2013-11-15 13:02:00,2013-11-15 14:18:00,76,0.2761181641414141,0.13805908207070705,0.13805908207070705,50.0,True
Dishwasher_2013-11-16_04,Dishwasher,Appliance6,2013-11-16 19:38:00,2013-11-16 20:52:00,2013-11-16 20:08:00,2013-11-16 21:22:00,74,0.27599929464285716,0.2151521438492062,0.06084715079365097,22.04612547013467,True
Dishwasher_2013-11-18_01,Dishwasher,Appliance6,2013-11-18 17:04:00,2013-11-18 18:22:00,2013-11-18 20:04:00,2013-11-18 21:22:00,78,0.44279774927849935,0.22139887463924968,0.22139887463924968,50.0,True
Dishwasher_2013-11-19_01,Dishwasher,Appliance6,2013-11-19 18:26:00,2013-11-19 19:40:00,2013-11-19 20:11:00,2013-11-19 21:25:00,74,0.4213470873015872,0.2106735436507936,0.2106735436507936,50.0,True
Dishwasher_2013-11-20_01,Dishwasher,Appliance6,2013-11-20 12:48:00,2013-11-20 14:04:00,2013-11-20 13:03:00,2013-11-20 14:19:00,76,0.06552480555555555,0.06272015277777777,0.0028046527777777774,4.280291645275983,True
Dishwasher_2013-11-21_01,Dishwasher,Appliance6,2013-11-21 19:14:00,2013-11-21 20:32:00,2013-11-21 20:14:00,2013-11-21 21:32:00,78,0.3505149154942279,0.22020497213203472,0.1303099433621932,37.176718479570404,True
Dishwasher_2013-11-23_01,Dishwasher,Appliance6,2013-11-23 16:37:00,2013-11-23 17:53:00,2013-11-23 20:07:00,2013-11-23 21:23:00,76,0.4393950436507938,0.2196975218253969,0.2196975218253969,50.0,True
Dishwasher_2013-11-24_01,Dishwasher,Appliance6,2013-11-24 10:52:00,2013-11-24 12:06:00,2013-11-24 13:07:00,2013-11-24 14:21:00,74,0.01308649404761905,0.006543247023809525,0.006543247023809525,50.0,True
Dishwasher_2013-11-25_01,Dishwasher,Appliance6,2013-11-25 08:18:00,2013-11-25 09:34:00,2013-11-25 13:03:00,2013-11-25 14:19:00,76,0.42430705753968256,0.21215352876984128,0.21215352876984128,50.0,True
Dishwasher_2013-11-26_01,Dishwasher,Appliance6,2013-11-26 08:21:00,2013-11-26 09:45:00,2013-11-26 13:06:00,2013-11-26 14:30:00,84,0.4697699464285713,0.23488497321428564,0.23488497321428564,50.0,True
Dishwasher_2013-11-27_01,Dishwasher,Appliance6,2013-11-27 18:19:00,2013-11-27 19:38:00,2013-11-27 20:04:00,2013-11-27 21:23:00,79,0.46271595833333323,0.23135797916666662,0.23135797916666662,50.0,True
Dishwasher_2013-11-28_04,Dishwasher,Appliance6,2013-11-28 12:14:00,2013-11-28 13:35:00,2013-11-28 13:14:00,2013-11-28 14:35:00,81,0.3326323730158729,0.20646587400793645,0.12616649900793644,37.92971136995012,True
Dishwasher_2013-11-29_01,Dishwasher,Appliance6,2013-11-29 08:05:00,2013-11-29 08:59:00,2013-11-29 13:05:00,2013-11-29 13:59:00,54,0.2507166646825396,0.1253583323412698,0.1253583323412698,50.0,True
Dishwasher_2013-11-30_01,Dishwasher,Appliance6,2013-11-30 14:57:00,2013-11-30 16:12:00,2013-11-30 20:12:00,2013-11-30 21:27:00,75,0.22873681349206348,0.17824845932539685,0.05048835416666664,22.07268405809913,True
Dishwasher_2013-12-01_01,Dishwasher,Appliance6,2013-12-01 10:03:00,2013-12-01 11:18:00,2013-12-01 13:03:00,2013-12-01 14:18:00,75,0.17750513095238096,0.08875256547619048,0.08875256547619048,50.0,True
Dishwasher_2013-12-03_01,Dishwasher,Appliance6,2013-12-03 12:52:00,2013-12-03 14:13:00,2013-12-03 13:07:00,2013-12-03 14:28:00,81,0.06305723593073595,0.06094336688311687,0.0021138690476190797,3.3523021052508866,True
Dishwasher_2013-12-04_02,Dishwasher,Appliance6,2013-12-04 17:22:00,2013-12-04 18:41:00,2013-12-04 20:07:00,2013-12-04 21:26:00,79,0.47211259325396815,0.23605629662698407,0.23605629662698407,50.0,True
Dishwasher_2013-12-05_04,Dishwasher,Appliance6,2013-12-05 16:14:00,2013-12-05 17:33:00,2013-12-05 20:14:00,2013-12-05 21:33:00,79,0.3987805357142857,0.19939026785714284,0.19939026785714284,50.0,True
Dishwasher_2013-12-06_01,Dishwasher,Appliance6,2013-12-06 11:34:00,2013-12-06 12:50:00,2013-12-06 13:04:00,2013-12-06 14:20:00,76,0.3681081621572871,0.18405408107864354,0.18405408107864354,50.0,True
Dishwasher_2013-12-07_01,Dishwasher,Appliance6,2013-12-07 10:33:00,2013-12-07 11:49:00,2013-12-07 13:03:00,2013-12-07 14:19:00,76,0.2936017996031746,0.1468008998015873,0.1468008998015873,50.0,True
Dishwasher_2013-12-08_01,Dishwasher,Appliance6,2013-12-08 08:16:00,2013-12-08 09:35:00,2013-12-08 13:01:00,2013-12-08 14:20:00,79,0.3698201329365079,0.18491006646825395,0.18491006646825395,50.0,True
Dishwasher_2013-12-09_02,Dishwasher,Appliance6,2013-12-09 17:14:00,2013-12-09 18:33:00,2013-12-09 20:14:00,2013-12-09 21:33:00,79,0.4518676706349206,0.2259338353174603,0.2259338353174603,50.0,True
Dishwasher_2013-12-10_01,Dishwasher,Appliance6,2013-12-10 08:19:00,2013-12-10 09:33:00,2013-12-10 13:04:00,2013-12-10 14:18:00,74,0.39863122943722934,0.19931561471861467,0.19931561471861467,50.0,True
Dishwasher_2013-12-11_01,Dishwasher,Appliance6,2013-12-11 16:08:00,2013-12-11 17:27:00,2013-12-11 20:08:00,2013-12-11 21:27:00,79,0.4549890342712843,0.22749451713564214,0.22749451713564214,50.0,True
Dishwasher_2013-12-12_01,Dishwasher,Appliance6,2013-12-12 08:22:00,2013-12-12 09:39:00,2013-12-12 13:07:00,2013-12-12 14:24:00,77,0.4549236556956114,0.2274618278478057,0.2274618278478057,50.0,True
Dishwasher_2013-12-13_01,Dishwasher,Appliance6,2013-12-13 08:11:00,2013-12-13 09:25:00,2013-12-13 13:11:00,2013-12-13 14:25:00,74,0.41220963354700857,0.20610481677350428,0.20610481677350428,50.0,True
Dishwasher_2013-12-14_01,Dishwasher,Appliance6,2013-12-14 11:48:00,2013-12-14 13:14:00,2013-12-14 13:03:00,2013-12-14 14:29:00,86,0.2882223082779624,0.14425722395256552,0.1439650843253969,49.94932043447399,True
Dishwasher_2013-12-16_01,Dishwasher,Appliance6,2013-12-16 08:08:00,2013-12-16 09:26:00,2013-12-16 13:08:00,2013-12-16 14:26:00,78,0.4576297003968255,0.22881485019841274,0.22881485019841274,50.0,True
Dishwasher_2013-12-18_01,Dishwasher,Appliance6,2013-12-18 07:56:00,2013-12-18 09:16:00,2013-12-18 13:11:00,2013-12-18 14:31:00,80,0.4328383214285714,0.2164191607142857,0.2164191607142857,50.0,True
Dishwasher_2013-12-19_01,Dishwasher,Appliance6,2013-12-19 11:42:00,2013-12-19 12:57:00,2013-12-19 13:12:00,2013-12-19 14:27:00,75,0.019708374999999997,0.009854187499999998,0.009854187499999998,50.0,True
Dishwasher_2013-12-20_01,Dishwasher,Appliance6,2013-12-20 12:46:00,2013-12-20 14:08:00,2013-12-20 13:01:00,2013-12-20 14:23:00,82,0.1099593125,0.1077383125,0.0022210000000000008,2.019838019631125,True
Dishwasher_2013-12-21_01,Dishwasher,Appliance6,2013-12-21 09:44:00,2013-12-21 11:01:00,2013-12-21 13:14:00,2013-12-21 14:31:00,77,0.42793937085137096,0.21396968542568548,0.21396968542568548,50.0,True
Dishwasher_2013-12-22_01,Dishwasher,Appliance6,2013-12-22 08:15:00,2013-12-22 09:30:00,2013-12-22 13:00:00,2013-12-22 14:15:00,75,0.42719646428571434,0.21359823214285717,0.21359823214285717,50.0,True
Dishwasher_2013-12-23_01,Dishwasher,Appliance6,2013-12-23 12:50:00,2013-12-23 14:07:00,2013-12-23 13:05:00,2013-12-23 14:22:00,77,0.22524570634920638,0.22290652678571427,0.002339179563492111,1.0385012888394856,True
Dishwasher_2013-12-24_01,Dishwasher,Appliance6,2013-12-24 08:07:00,2013-12-24 09:23:00,2013-12-24 13:07:00,2013-12-24 14:23:00,76,0.42610937968975465,0.21305468984487733,0.21305468984487733,50.0,True
Dishwasher_2013-12-25_01,Dishwasher,Appliance6,2013-12-25 09:55:00,2013-12-25 10:30:00,2013-12-25 13:10:00,2013-12-25 13:45:00,35,0.12419565277777775,0.062097826388888874,0.062097826388888874,50.0,True
Dishwasher_2013-12-26_01,Dishwasher,Appliance6,2013-12-26 15:40:00,2013-12-26 17:01:00,2013-12-26 20:10:00,2013-12-26 21:31:00,81,0.4298034305555554,0.23659983234126977,0.19320359821428565,44.9516184560357,True
Dishwasher_2013-12-27_01,Dishwasher,Appliance6,2013-12-27 08:28:00,2013-12-27 09:51:00,2013-12-27 13:13:00,2013-12-27 14:36:00,83,0.4599232837301586,0.2299616418650793,0.2299616418650793,50.0,True
Dishwasher_2013-12-28_01,Dishwasher,Appliance6,2013-12-28 17:18:00,2013-12-28 18:35:00,2013-12-28 20:03:00,2013-12-28 21:20:00,77,0.44342072402597393,0.22171036201298697,0.22171036201298697,50.0,True
Dishwasher_2013-12-29_01,Dishwasher,Appliance6,2013-12-29 12:33:00,2013-12-29 13:54:00,2013-12-29 13:03:00,2013-12-29 14:24:00,81,0.27124981547619054,0.20048937202380948,0.07076044345238106,26.086817175583366,True
Dishwasher_2013-12-30_01,Dishwasher,Appliance6,2013-12-30 16:11:00,2013-12-30 17:29:00,2013-12-30 20:11:00,2013-12-30 21:29:00,78,0.44937210515873033,0.22468605257936516,0.22468605257936516,50.0,True
Dishwasher_2013-12-31_01,Dishwasher,Appliance6,2013-12-31 08:46:00,2013-12-31 10:04:00,2013-12-31 13:01:00,2013-12-31 14:19:00,78,0.45579601479076476,0.22789800739538238,0.22789800739538238,50.0,True
Dishwasher_2014-01-01_01,Dishwasher,Appliance6,2014-01-01 12:33:00,2014-01-01 13:49:00,2014-01-01 13:03:00,2014-01-01 14:19:00,76,0.280199060515873,0.20829008324314577,0.07190897727272724,25.663532611542667,True
Dishwasher_2014-01-02_01,Dishwasher,Appliance6,2014-01-02 08:34:00,2014-01-02 09:51:00,2014-01-02 13:04:00,2014-01-02 14:21:00,77,0.27796550018037514,0.13898275009018757,0.13898275009018757,50.0,True
Dishwasher_2014-01-03_04,Dishwasher,Appliance6,2014-01-03 17:22:00,2014-01-03 18:39:00,2014-01-03 20:07:00,2014-01-03 21:24:00,77,0.43570953968253967,0.21785476984126984,0.21785476984126984,50.0,True
Dishwasher_2014-01-04_04,Dishwasher,Appliance6,2014-01-04 17:23:00,2014-01-04 18:41:00,2014-01-04 20:08:00,2014-01-04 21:26:00,78,0.4446225200216451,0.22231126001082255,0.22231126001082255,50.0,True
Dishwasher_2014-01-05_01,Dishwasher,Appliance6,2014-01-05 12:33:00,2014-01-05 13:55:00,2014-01-05 13:03:00,2014-01-05 14:25:00,82,0.302954049062049,0.22230509072871577,0.08064895833333321,26.620855071263712,True
Dishwasher_2014-01-06_01,Dishwasher,Appliance6,2014-01-06 08:31:00,2014-01-06 09:45:00,2014-01-06 13:01:00,2014-01-06 14:15:00,74,0.37952872582972585,0.18976436291486293,0.18976436291486293,50.0,True
Dishwasher_2014-01-07_01,Dishwasher,Appliance6,2014-01-07 14:56:00,2014-01-07 16:11:00,2014-01-07 20:11:00,2014-01-07 21:26:00,75,0.2560916202200577,0.2110005394119769,0.0450910808080808,17.607401901450096,True
Dishwasher_2014-01-08_01,Dishwasher,Appliance6,2014-01-08 08:20:00,2014-01-08 09:43:00,2014-01-08 13:05:00,2014-01-08 14:28:00,83,0.34122900757575764,0.17061450378787882,0.17061450378787882,50.0,True
