appliance_id,appliance_name,month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
Appliance1,Fridge,2014-06,0.0011,0.0005,0.0011,0.0036,0.0036,0.0036
Appliance1,Fridge,2014-08,0.0015,0.0008,0.0015,0.0051,0.0051,0.0051
Appliance1,Fridge,2014-10,1.7387,1.5973,1.9983,6.6612,6.6612,6.6612
Appliance1,Fridge,2014-11,2.3247,2.0973,2.6004,8.6689,8.6689,8.6689
Appliance1,Fridge,2014-12,1.8108,1.6284,2.1055,7.0169,7.0169,7.0169
Appliance1,Fridge,2015-01,2.4008,2.2639,2.6902,8.9685,8.9685,8.9685
Appliance1,Fridge,2015-02,3.0336,2.4464,3.3136,11.043,11.043,11.043
Appliance1,Fridge,2015-03,1.7988,1.6817,2.0825,6.9421,6.9421,6.9421
Appliance1,Fridge,2015-04,1.8954,1.636,2.1662,7.2174000000000005,7.2174000000000005,7.2174000000000005
Appliance1,Fridge,2015-05,1.598,1.4342,1.8486,6.1646,6.1646,6.1646
Appliance1,Fridge,2015-06,1.6974,1.527,1.9686,6.5624,6.5624,6.5624
Appliance2,Fridge-Freezer,2014-06,4.9587,4.5375,5.7374,19.1268,19.1268,19.1268
Appliance2,Fridge-Freezer,2014-07,6.6615,6.0524,7.6709,25.5692,25.5692,25.5692
Appliance2,Fridge-Freezer,2014-08,7.0706,6.6461,8.2342,27.4463,27.4463,27.4463
Appliance2,Fridge-Freezer,2014-09,3.3757,3.1907,3.8618,12.8726,12.8726,12.8726
Appliance2,Fridge-Freezer,2014-10,4.1318,3.8274,4.8327,16.1118,16.1118,16.1118
Appliance2,Fridge-Freezer,2014-11,2.6168,2.4257,3.049,10.1625,10.1625,10.1625
Appliance2,Fridge-Freezer,2014-12,2.34,2.1629,2.7242,9.0802,9.0802,9.0802
Appliance2,Fridge-Freezer,2015-01,2.3471,2.1807,2.7821,9.2741,9.2741,9.2741
Appliance2,Fridge-Freezer,2015-02,2.1549,1.9987,2.5166,8.388,8.388,8.388
Appliance2,Fridge-Freezer,2015-03,2.4163,2.2434,2.8362,9.4537,9.4537,9.4537
Appliance2,Fridge-Freezer,2015-04,2.9242,2.6995,3.3984,11.3283,11.3283,11.3283
Appliance2,Fridge-Freezer,2015-05,2.5105,2.3003,2.9175,9.7271,9.7271,9.7271
Appliance2,Fridge-Freezer,2015-06,2.7649,2.5803,3.246,10.8203,10.8203,10.8203
Appliance3,Washing Machine,2014-06,0.3302,0.3121,0.3305,1.1062,1.1062,1.1062
Appliance3,Washing Machine,2014-07,0.49110000000000004,0.4932,0.5984,1.9961,1.9961,1.9961
Appliance3,Washing Machine,2014-08,0.1726,0.1721,0.1726,0.5746,0.5746,0.5746
Appliance3,Washing Machine,2014-09,0.4979,0.42610000000000003,0.4979,1.659,1.659,1.659
Appliance3,Washing Machine,2014-10,0.5157,0.47090000000000004,0.5157,1.7205,1.7205,1.7205
Appliance3,Washing Machine,2014-11,1.2986000000000002,1.1084,1.3046000000000002,4.3499,4.3499,4.3499
Appliance3,Washing Machine,2014-12,0.8006,0.4577,0.8096,2.7017,2.7017,2.7017
Appliance3,Washing Machine,2015-01,1.1393,0.7817,1.2157,4.074,4.074,4.074
Appliance3,Washing Machine,2015-02,1.4520000000000002,1.2907,1.4520000000000002,4.8454,4.8454,4.8454
Appliance3,Washing Machine,2015-03,0.3404,0.3119,0.3404,1.1406,1.1406,1.1406
Appliance3,Washing Machine,2015-04,0.3948,0.3572,0.3948,1.3243,1.3243,1.3243
Appliance4,Dishwasher,2014-06,0.5972999999999999,0.5608,0.5972999999999999,1.9906,1.9906,1.9906
Appliance4,Dishwasher,2014-07,0.3871,0.38539999999999996,0.3871,1.2908,1.2908,1.2908
Appliance4,Dishwasher,2014-08,0.12409999999999999,0.1548,0.2483,0.8276,0.8276,0.8276
Appliance4,Dishwasher,2014-09,0.0322,0.0322,0.0322,0.1074,0.1074,0.1074
Appliance4,Dishwasher,2014-10,0.7574,0.6535,0.7577,2.5265,2.5265,2.5265
Appliance4,Dishwasher,2014-11,0.6910000000000001,0.6817000000000001,0.6910000000000001,2.3034,2.3034,2.3034
