event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,duration(min),energy(W)
Washing_Machine_2014-06-08_01,Washing Machine,2014-06-08 11:31:00,2014-06-08 13:28:00,2014-06-08 13:00:00,2014-06-08 14:57:00,SUCCESS,117.0,9975.31
Washing_Machine_2014-06-09_02,Washing Machine,2014-06-09 11:05:00,2014-06-09 12:57:00,2014-06-09 13:00:00,2014-06-09 14:52:00,SUCCESS,112.0,32671.13
Washing_Machine_2014-06-18_01,Washing Machine,2014-06-18 10:38:00,2014-06-18 11:11:00,2014-06-18 13:00:00,2014-06-18 13:33:00,SUCCESS,33.0,4751.03
Washing_Machine_2014-06-18_03,Washing Machine,2014-06-18 11:14:00,2014-06-18 11:19:00,2014-06-18 13:33:00,2014-06-18 13:38:00,SUCCESS,5.0,23.26
Washing_Machine_2014-06-18_05,Washing Machine,2014-06-18 11:22:00,2014-06-18 11:30:00,2014-06-18 13:38:00,2014-06-18 13:46:00,SUCCESS,8.0,47.4
Washing_Machine_2014-06-20_01,Washing Machine,2014-06-20 09:12:00,2014-06-20 10:57:00,2014-06-20 13:00:00,2014-06-20 14:45:00,SUCCESS,105.0,7752.5
Washing_Machine_2014-06-22_01,Washing Machine,2014-06-22 08:57:00,2014-06-22 10:19:00,2014-06-22 13:00:00,2014-06-22 14:22:00,SUCCESS,82.0,6885.35
Washing_Machine_2014-07-02_01,Washing Machine,2014-07-02 16:22:00,2014-07-02 17:58:00,2014-07-02 20:00:00,2014-07-02 21:36:00,SUCCESS,96.0,7739.61
Washing_Machine_2014-07-03_01,Washing Machine,2014-07-03 09:39:00,2014-07-03 09:54:00,2014-07-03 13:00:00,2014-07-03 13:15:00,SUCCESS,15.0,2025.47
Washing_Machine_2014-07-03_03,Washing Machine,2014-07-03 10:00:00,2014-07-03 10:10:00,2014-07-03 13:15:00,2014-07-03 13:25:00,SUCCESS,10.0,78.7
Washing_Machine_2014-07-03_04,Washing Machine,2014-07-03 10:11:00,2014-07-03 10:17:00,2014-07-03 13:25:00,2014-07-03 13:31:00,SUCCESS,6.0,33.1
Washing_Machine_2014-07-03_07,Washing Machine,2014-07-03 10:44:00,2014-07-03 11:49:00,2014-07-03 13:31:00,2014-07-03 14:36:00,SUCCESS,65.0,2474.74
Washing_Machine_2014-07-03_13,Washing Machine,2014-07-03 12:12:00,2014-07-03 12:31:00,2014-07-03 14:36:00,2014-07-03 14:55:00,SUCCESS,19.0,885.38
Washing_Machine_2014-07-03_22,Washing Machine,2014-07-03 17:57:00,2014-07-03 18:09:00,2014-07-03 20:00:00,2014-07-03 20:12:00,SUCCESS,12.0,1073.87
Washing_Machine_2014-07-08_01,Washing Machine,2014-07-08 04:58:00,2014-07-08 07:00:00,2014-07-08 13:00:00,2014-07-08 15:02:00,SUCCESS,122.0,42867.6
Washing_Machine_2014-07-08_02,Washing Machine,2014-07-08 07:02:00,2014-07-08 07:10:00,2014-07-08 15:02:00,2014-07-08 15:10:00,SUCCESS,8.0,47.36
Washing_Machine_2014-07-08_04,Washing Machine,2014-07-08 07:16:00,2014-07-08 07:26:00,2014-07-08 15:10:00,2014-07-08 15:20:00,SUCCESS,10.0,46.19
Washing_Machine_2014-07-22_01,Washing Machine,2014-07-22 11:28:00,2014-07-22 12:41:00,2014-07-22 13:00:00,2014-07-22 14:13:00,SUCCESS,73.0,7388.76
Washing_Machine_2014-07-22_02,Washing Machine,2014-07-22 17:02:00,2014-07-22 17:20:00,2014-07-22 20:00:00,2014-07-22 20:18:00,SUCCESS,18.0,1898.17
Washing_Machine_2014-07-22_04,Washing Machine,2014-07-22 17:26:00,2014-07-22 17:44:00,2014-07-22 20:18:00,2014-07-22 20:36:00,SUCCESS,18.0,1609.7
Washing_Machine_2014-07-24_01,Washing Machine,2014-07-24 09:50:00,2014-07-24 11:03:00,2014-07-24 13:00:00,2014-07-24 14:13:00,SUCCESS,73.0,7610.46
Washing_Machine_2014-07-24_03,Washing Machine,2014-07-24 11:51:00,2014-07-24 11:57:00,2014-07-24 14:13:00,2014-07-24 14:19:00,SUCCESS,6.0,489.71
