event_id,appliance_name,appliance_ID,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable
Fridge-Freezer_2014-03-07_01,Fridge-Freezer,Appliance1,Base,2014-03-07 22:58:00,2014-03-07 23:44:00,46.0,4055.61,False
Fridge-Freezer_2014-03-08_01,Fridge-Freezer,Appliance1,Base,2014-03-08 01:01:00,2014-03-08 01:45:00,44.0,3871.47,False
Fridge-Freezer_2014-03-08_02,Fridge-Freezer,Appliance1,Base,2014-03-08 03:11:00,2014-03-08 03:54:00,43.0,3807.2,False
Fridge-Freezer_2014-03-08_03,Fridge-Freezer,Appliance1,Base,2014-03-08 05:27:00,2014-03-08 06:10:00,43.0,3853.07,False
Fridge-Freezer_2014-03-08_04,Fridge-Freezer,Appliance1,Base,2014-03-08 07:41:00,2014-03-08 08:30:00,49.0,4404.73,False
Fridge-Freezer_2014-03-08_05,Fridge-Freezer,Appliance1,Base,2014-03-08 09:40:00,2014-03-08 10:26:00,46.0,3825.65,False
Fridge-Freezer_2014-03-08_06,Fridge-Freezer,Appliance1,Base,2014-03-08 11:46:00,2014-03-08 12:30:00,44.0,3977.85,False
Fridge-Freezer_2014-03-08_07,Fridge-Freezer,Appliance1,Base,2014-03-08 13:50:00,2014-03-08 14:39:00,49.0,2951.66,False
Fridge-Freezer_2014-03-08_08,Fridge-Freezer,Appliance1,Base,2014-03-08 15:54:00,2014-03-08 16:39:00,45.0,3946.12,False
Fridge-Freezer_2014-03-08_09,Fridge-Freezer,Appliance1,Base,2014-03-08 17:59:00,2014-03-08 18:44:00,45.0,3902.97,False
Fridge-Freezer_2014-03-08_10,Fridge-Freezer,Appliance1,Base,2014-03-08 19:53:00,2014-03-08 20:34:00,41.0,3550.53,False
Fridge-Freezer_2014-03-08_11,Fridge-Freezer,Appliance1,Base,2014-03-08 21:39:00,2014-03-08 22:19:00,40.0,2586.13,False
Fridge-Freezer_2014-03-08_12,Fridge-Freezer,Appliance1,Base,2014-03-08 23:27:00,2014-03-09 00:07:00,40.0,3496.11,False
Fridge-Freezer_2014-03-09_01,Fridge-Freezer,Appliance1,Base,2014-03-09 01:19:00,2014-03-09 01:58:00,39.0,3490.8,False
Fridge-Freezer_2014-03-09_02,Fridge-Freezer,Appliance1,Base,2014-03-09 03:13:00,2014-03-09 03:52:00,39.0,3464.8,False
Fridge-Freezer_2014-03-09_03,Fridge-Freezer,Appliance1,Base,2014-03-09 05:10:00,2014-03-09 05:35:00,25.0,4497.11,False
Fridge-Freezer_2014-03-09_04,Fridge-Freezer,Appliance1,Base,2014-03-09 05:41:00,2014-03-09 06:45:00,64.0,6182.04,False
Fridge-Freezer_2014-03-09_05,Fridge-Freezer,Appliance1,Base,2014-03-09 07:58:00,2014-03-09 08:42:00,44.0,4038.06,False
Fridge-Freezer_2014-03-09_06,Fridge-Freezer,Appliance1,Base,2014-03-09 09:53:00,2014-03-09 10:34:00,41.0,3630.7,False
Fridge-Freezer_2014-03-09_07,Fridge-Freezer,Appliance1,Base,2014-03-09 11:44:00,2014-03-09 12:24:00,40.0,3628.2,False
Fridge-Freezer_2014-03-09_08,Fridge-Freezer,Appliance1,Base,2014-03-09 13:31:00,2014-03-09 14:12:00,41.0,2941.57,False
Fridge-Freezer_2014-03-09_09,Fridge-Freezer,Appliance1,Base,2014-03-09 15:16:00,2014-03-09 15:58:00,42.0,3656.7,False
