appliance_ID,appliance_name,Shiftability,start_time,end_time,duration(min),energy(W)
Appliance1,Fridge-Freezer,Base,2014-03-07 22:58:00,2014-03-07 23:44:00,46.0,4055.61
Appliance1,Fridge-Freezer,Base,2014-03-08 01:01:00,2014-03-08 01:45:00,44.0,3871.47
Appliance1,Fridge-Freezer,Base,2014-03-08 03:11:00,2014-03-08 03:54:00,43.0,3807.2
Appliance1,Fridge-Freezer,Base,2014-03-08 05:27:00,2014-03-08 06:10:00,43.0,3853.07
Appliance1,Fridge-Freezer,Base,2014-03-08 07:41:00,2014-03-08 08:30:00,49.0,4404.73
Appliance1,Fridge-Freezer,Base,2014-03-08 09:40:00,2014-03-08 10:26:00,46.0,3825.65
Appliance1,Fridge-Freezer,Base,2014-03-08 11:46:00,2014-03-08 12:30:00,44.0,3977.85
Appliance1,Fridge-Freezer,Base,2014-03-08 13:50:00,2014-03-08 14:39:00,49.0,2951.66
Appliance1,Fridge-Freezer,Base,2014-03-08 15:54:00,2014-03-08 16:39:00,45.0,3946.12
Appliance1,Fridge-Freezer,Base,2014-03-08 17:59:00,2014-03-08 18:44:00,45.0,3902.97
Appliance1,Fridge-Freezer,Base,2014-03-08 19:53:00,2014-03-08 20:34:00,41.0,3550.53
Appliance1,Fridge-Freezer,Base,2014-03-08 21:39:00,2014-03-08 22:19:00,40.0,2586.13
Appliance1,Fridge-Freezer,Base,2014-03-08 23:27:00,2014-03-09 00:07:00,40.0,3496.11
Appliance1,Fridge-Freezer,Base,2014-03-09 01:19:00,2014-03-09 01:58:00,39.0,3490.8
Appliance1,Fridge-Freezer,Base,2014-03-09 03:13:00,2014-03-09 03:52:00,39.0,3464.8
Appliance1,Fridge-Freezer,Base,2014-03-09 05:10:00,2014-03-09 05:35:00,25.0,4497.11
Appliance1,Fridge-Freezer,Base,2014-03-09 05:41:00,2014-03-09 06:45:00,64.0,6182.04
Appliance1,Fridge-Freezer,Base,2014-03-09 07:58:00,2014-03-09 08:42:00,44.0,4038.06
Appliance1,Fridge-Freezer,Base,2014-03-09 09:53:00,2014-03-09 10:34:00,41.0,3630.7
Appliance1,Fridge-Freezer,Base,2014-03-09 11:44:00,2014-03-09 12:24:00,40.0,3628.2
Appliance1,Fridge-Freezer,Base,2014-03-09 13:31:00,2014-03-09 14:12:00,41.0,2941.57
Appliance1,Fridge-Freezer,Base,2014-03-09 15:16:00,2014-03-09 15:58:00,42.0,3656.7
Appliance1,Fridge-Freezer,Base,2014-03-09 17:00:00,2014-03-09 17:52:00,52.0,4579.15
Appliance1,Fridge-Freezer,Base,2014-03-09 18:42:00,2014-03-09 19:28:00,46.0,4063.34
Appliance1,Fridge-Freezer,Base,2014-03-09 20:28:00,2014-03-09 21:13:00,45.0,3907.71
Appliance1,Fridge-Freezer,Base,2014-03-09 22:13:00,2014-03-09 22:57:00,44.0,3926.29
Appliance1,Fridge-Freezer,Base,2014-03-10 00:03:00,2014-03-10 00:46:00,43.0,3768.4
Appliance1,Fridge-Freezer,Base,2014-03-10 01:56:00,2014-03-10 02:38:00,42.0,3728.69
Appliance1,Fridge-Freezer,Base,2014-03-10 03:50:00,2014-03-10 04:40:00,50.0,4512.94
Appliance1,Fridge-Freezer,Base,2014-03-10 05:45:00,2014-03-10 06:26:00,41.0,3622.95
Appliance1,Fridge-Freezer,Base,2014-03-10 07:30:00,2014-03-10 08:19:00,49.0,4174.7
Appliance1,Fridge-Freezer,Base,2014-03-10 09:27:00,2014-03-10 10:21:00,54.0,3113.41
Appliance1,Fridge-Freezer,Base,2014-03-10 11:17:00,2014-03-10 11:52:00,35.0,5536.83
Appliance1,Fridge-Freezer,Base,2014-03-10 11:58:00,2014-03-10 13:08:00,70.0,6622.01
Appliance1,Fridge-Freezer,Base,2014-03-10 14:16:00,2014-03-10 15:00:00,44.0,4050.71
Appliance1,Fridge-Freezer,Base,2014-03-10 15:59:00,2014-03-10 16:45:00,46.0,4119.89
Appliance1,Fridge-Freezer,Base,2014-03-10 17:53:00,2014-03-10 18:37:00,44.0,3873.03
