event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Tumble_Dryer_2013-11-03_03,Tumble Dryer,2013-11-03 16:46:00,2013-11-03 17:13:00,2013-11-03 16:51:00,2013-11-03 17:18:00,SUCCESS,winter,27.0,73848.72
Tumble_Dryer_2013-11-23_07,Tumble Dryer,2013-11-23 21:24:00,2013-11-23 22:15:00,2013-11-23 22:00:00,2013-11-23 22:51:00,SUCCESS,winter,51.0,37372.83
Tumble_Dryer_2013-11-24_03,Tumble Dryer,2013-11-24 16:30:00,2013-11-24 17:06:00,2013-11-24 16:35:00,2013-11-24 17:11:00,SUCCESS,winter,36.0,90973.0
Tumble_Dryer_2013-12-06_04,Tumble Dryer,2013-12-06 18:20:00,2013-12-06 19:14:00,2013-12-06 22:00:00,2013-12-06 22:54:00,SUCCESS,winter,54.0,137021.49
Tumble_Dryer_2013-12-07_03,Tumble Dryer,2013-12-07 18:23:00,2013-12-07 19:06:00,2013-12-08 06:00:00,2013-12-08 06:43:00,SUCCESS,winter,43.0,57062.64
Tumble_Dryer_2013-12-07_04,Tumble Dryer,2013-12-07 21:02:00,2013-12-07 22:02:00,2013-12-08 06:43:00,2013-12-08 07:43:00,SUCCESS,winter,60.0,108855.24
Tumble_Dryer_2013-12-20_03,Tumble Dryer,2013-12-20 17:47:00,2013-12-20 18:58:00,2013-12-20 22:00:00,2013-12-20 23:11:00,SUCCESS,winter,71.0,125638.49
Tumble_Dryer_2013-12-28_06,Tumble Dryer,2013-12-28 16:13:00,2013-12-28 17:21:00,2013-12-29 06:00:00,2013-12-29 07:08:00,SUCCESS,winter,68.0,149601.58
Tumble_Dryer_2013-12-28_07,Tumble Dryer,2013-12-28 17:57:00,2013-12-28 18:42:00,2013-12-29 07:08:00,2013-12-29 07:53:00,SUCCESS,winter,45.0,53789.99
Tumble_Dryer_2014-01-01_01,Tumble Dryer,2014-01-01 16:49:00,2014-01-01 17:36:00,2014-01-01 16:54:00,2014-01-01 17:41:00,SUCCESS,winter,47.0,55261.63
Tumble_Dryer_2014-01-01_02,Tumble Dryer,2014-01-01 18:14:00,2014-01-01 18:54:00,2014-01-02 06:00:00,2014-01-02 06:40:00,SUCCESS,winter,40.0,72976.98
Tumble_Dryer_2014-01-06_05,Tumble Dryer,2014-01-06 16:55:00,2014-01-06 17:30:00,2014-01-06 22:00:00,2014-01-06 22:35:00,SUCCESS,winter,35.0,88937.96
Tumble_Dryer_2014-01-11_05,Tumble Dryer,2014-01-11 19:47:00,2014-01-11 20:37:00,2014-01-12 06:00:00,2014-01-12 06:50:00,SUCCESS,winter,50.0,54357.28
Tumble_Dryer_2014-01-11_06,Tumble Dryer,2014-01-11 20:43:00,2014-01-11 21:00:00,2014-01-12 06:50:00,2014-01-12 07:07:00,SUCCESS,winter,17.0,15644.25
Tumble_Dryer_2014-01-12_04,Tumble Dryer,2014-01-12 18:19:00,2014-01-12 19:01:00,2014-01-12 22:00:00,2014-01-12 22:42:00,SUCCESS,winter,42.0,77694.68
Tumble_Dryer_2014-01-13_05,Tumble Dryer,2014-01-13 17:05:00,2014-01-13 18:27:00,2014-01-14 06:00:00,2014-01-14 07:22:00,SUCCESS,winter,82.0,100026.47
Tumble_Dryer_2014-01-13_06,Tumble Dryer,2014-01-13 19:44:00,2014-01-13 20:04:00,2014-01-14 07:22:00,2014-01-14 07:42:00,SUCCESS,winter,20.0,23767.87
