event_id,appliance_name,appliance_id,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable,price_level_profile,primary_price_level,start_price_level,end_price_level,optimization_potential,month
Electric_Heater_2014-06-01_01,Electric Heater,Appliance4,Shiftable,2014-06-01 13:28:00,2014-06-01 20:22:00,414.0,7391.27,True,"{""0"": 32, ""1"": 202, ""2"": 180}",1,0,1,0.5,6
Electric_Heater_2014-06-02_01,Electric Heater,Appliance4,Shiftable,2014-06-02 17:42:00,2014-06-02 20:36:00,174.0,4618.02,True,"{""0"": 0, ""1"": 36, ""2"": 138}",2,2,1,1.0,6
Electric_Heater_2014-06-03_01,Electric Heater,Appliance4,Shiftable,2014-06-03 07:40:00,2014-06-03 20:57:00,797.0,7951.45,True,"{""0"": 380, ""1"": 237, ""2"": 180}",0,0,1,0.0,6
Electric_Heater_2014-06-04_01,Electric Heater,Appliance4,Shiftable,2014-06-04 07:40:00,2014-06-04 19:42:00,722.0,12090.35,True,"{""0"": 380, ""1"": 180, ""2"": 162}",0,0,2,0.0,6
Electric_Heater_2014-06-05_01,Electric Heater,Appliance4,Shiftable,2014-06-05 13:13:00,2014-06-05 23:21:00,608.0,12492.81,True,"{""0"": 47, ""1"": 381, ""2"": 180}",1,0,1,0.5,6
Electric_Heater_2014-06-06_01,Electric Heater,Appliance4,Shiftable,2014-06-06 17:07:00,2014-06-06 21:32:00,265.0,6721.42,True,"{""0"": 0, ""1"": 92, ""2"": 173}",2,2,1,1.0,6
Electric_Heater_2014-06-07_01,Electric Heater,Appliance4,Shiftable,2014-06-07 09:30:00,2014-06-07 14:29:00,299.0,4870.97,True,"{""0"": 270, ""1"": 29, ""2"": 0}",0,0,1,0.0,6
Electric_Heater_2014-06-07_02,Electric Heater,Appliance4,Shiftable,2014-06-07 14:34:00,2014-06-07 14:54:00,20.0,291.23,True,"{""0"": 0, ""1"": 20, ""2"": 0}",1,1,1,0.5,6
Electric_Heater_2014-06-07_03,Electric Heater,Appliance4,Shiftable,2014-06-07 16:14:00,2014-06-07 22:40:00,386.0,7720.37,True,"{""0"": 0, ""1"": 206, ""2"": 180}",1,1,1,0.5,6
Electric_Heater_2014-06-08_01,Electric Heater,Appliance4,Shiftable,2014-06-08 07:34:00,2014-06-08 19:24:00,710.0,13488.99,True,"{""0"": 386, ""1"": 180, ""2"": 144}",0,0,2,0.0,6
Electric_Heater_2014-06-08_02,Electric Heater,Appliance4,Shiftable,2014-06-08 19:55:00,2014-06-08 20:30:00,35.0,217.76,True,"{""0"": 0, ""1"": 30, ""2"": 5}",1,2,1,0.5,6
Electric_Heater_2014-06-09_01,Electric Heater,Appliance4,Shiftable,2014-06-09 06:04:00,2014-06-09 15:49:00,585.0,10317.58,True,"{""0"": 476, ""1"": 109, ""2"": 0}",0,0,1,0.0,6
Electric_Heater_2014-06-09_02,Electric Heater,Appliance4,Shiftable,2014-06-09 17:36:00,2014-06-09 18:53:00,77.0,895.68,True,"{""0"": 0, ""1"": 0, ""2"": 77}",2,2,2,1.0,6
Electric_Heater_2014-06-10_01,Electric Heater,Appliance4,Shiftable,2014-06-10 18:32:00,2014-06-10 20:46:00,134.0,675.34,True,"{""0"": 0, ""1"": 46, ""2"": 88}",2,2,1,1.0,6
Electric_Heater_2014-06-11_01,Electric Heater,Appliance4,Shiftable,2014-06-11 07:59:00,2014-06-11 20:07:00,728.0,9912.67,True,"{""0"": 361, ""1"": 187, ""2"": 180}",0,0,1,0.0,6
Electric_Heater_2014-06-12_01,Electric Heater,Appliance4,Shiftable,2014-06-12 06:54:00,2014-06-12 09:51:00,177.0,2056.06,False,"{""0"": 177, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Electric_Heater_2014-06-14_01,Electric Heater,Appliance4,Shiftable,2014-06-14 10:42:00,2014-06-14 11:02:00,20.0,312.9,False,"{""0"": 20, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Electric_Heater_2014-06-15_01,Electric Heater,Appliance4,Shiftable,2014-06-15 10:11:00,2014-06-15 11:06:00,55.0,701.38,False,"{""0"": 55, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Electric_Heater_2014-06-15_02,Electric Heater,Appliance4,Shiftable,2014-06-15 20:50:00,2014-06-15 23:52:00,182.0,2826.1,True,"{""0"": 0, ""1"": 182, ""2"": 0}",1,1,1,0.5,6
Electric_Heater_2014-06-18_01,Electric Heater,Appliance4,Shiftable,2014-06-18 13:56:00,2014-06-18 14:26:00,30.0,442.56,True,"{""0"": 4, ""1"": 26, ""2"": 0}",1,0,1,0.5,6
Electric_Heater_2014-06-18_02,Electric Heater,Appliance4,Shiftable,2014-06-18 14:59:00,2014-06-18 15:31:00,32.0,391.6,True,"{""0"": 0, ""1"": 32, ""2"": 0}",1,1,1,0.5,6
Electric_Heater_2014-06-23_01,Electric Heater,Appliance4,Shiftable,2014-06-23 14:06:00,2014-06-23 15:12:00,66.0,881.24,True,"{""0"": 0, ""1"": 66, ""2"": 0}",1,1,1,0.5,6
Electric_Heater_2014-06-23_02,Electric Heater,Appliance4,Shiftable,2014-06-23 15:37:00,2014-06-23 22:50:00,433.0,6479.52,True,"{""0"": 0, ""1"": 253, ""2"": 180}",1,1,1,0.5,6
Electric_Heater_2014-06-24_13,Electric Heater,Appliance4,Shiftable,2014-06-24 12:11:00,2014-06-24 12:17:00,6.0,16.5,False,"{""0"": 6, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Electric_Heater_2014-06-24_15,Electric Heater,Appliance4,Shiftable,2014-06-24 12:50:00,2014-06-24 13:30:00,40.0,603.78,False,"{""0"": 40, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Electric_Heater_2014-06-24_16,Electric Heater,Appliance4,Shiftable,2014-06-24 14:56:00,2014-06-24 21:19:00,383.0,4120.5,True,"{""0"": 0, ""1"": 203, ""2"": 180}",1,1,1,0.5,6
Electric_Heater_2014-06-25_01,Electric Heater,Appliance4,Shiftable,2014-06-25 10:37:00,2014-06-25 10:42:00,5.0,71.35,False,"{""0"": 5, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Electric_Heater_2014-06-25_02,Electric Heater,Appliance4,Shiftable,2014-06-25 20:58:00,2014-06-26 00:09:00,191.0,3725.92,True,"{""0"": 0, ""1"": 182, ""2"": 0}",1,1,0,0.5,6
Electric_Heater_2014-06-26_01,Electric Heater,Appliance4,Shiftable,2014-06-26 07:45:00,2014-06-26 08:15:00,30.0,465.73,False,"{""0"": 30, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Electric_Heater_2014-06-26_02,Electric Heater,Appliance4,Shiftable,2014-06-26 11:47:00,2014-06-26 13:20:00,93.0,1352.46,False,"{""0"": 93, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Electric_Heater_2014-06-27_01,Electric Heater,Appliance4,Shiftable,2014-06-27 14:51:00,2014-06-27 16:43:00,112.0,1643.67,True,"{""0"": 0, ""1"": 112, ""2"": 0}",1,1,1,0.5,6
Electric_Heater_2014-06-28_01,Electric Heater,Appliance4,Shiftable,2014-06-28 08:15:00,2014-06-28 09:29:00,74.0,1014.71,False,"{""0"": 74, ""1"": 0, ""2"": 0}",0,0,0,0.0,6
Electric_Heater_2014-07-03_01,Electric Heater,Appliance4,Shiftable,2014-07-03 09:58:00,2014-07-03 13:02:00,184.0,3092.8,False,"{""0"": 184, ""1"": 0, ""2"": 0}",0,0,0,0.0,7
Electric_Heater_2014-07-07_01,Electric Heater,Appliance4,Shiftable,2014-07-07 18:51:00,2014-07-07 21:43:00,172.0,4454.74,True,"{""0"": 0, ""1"": 103, ""2"": 69}",1,2,1,0.5,7
Electric_Heater_2014-07-08_01,Electric Heater,Appliance4,Shiftable,2014-07-08 13:40:00,2014-07-08 14:46:00,66.0,876.4,True,"{""0"": 20, ""1"": 46, ""2"": 0}",1,0,1,0.5,7
Electric_Heater_2014-07-09_01,Electric Heater,Appliance4,Shiftable,2014-07-09 07:19:00,2014-07-09 12:02:00,283.0,4029.03,False,"{""0"": 283, ""1"": 0, ""2"": 0}",0,0,0,0.0,7
Electric_Heater_2014-07-09_02,Electric Heater,Appliance4,Shiftable,2014-07-09 13:16:00,2014-07-09 14:42:00,86.0,996.98,True,"{""0"": 44, ""1"": 42, ""2"": 0}",0,0,1,0.0,7
Electric_Heater_2014-07-10_01,Electric Heater,Appliance4,Shiftable,2014-07-10 09:17:00,2014-07-10 10:13:00,56.0,817.18,False,"{""0"": 56, ""1"": 0, ""2"": 0}",0,0,0,0.0,7
Electric_Heater_2014-07-10_02,Electric Heater,Appliance4,Shiftable,2014-07-10 14:48:00,2014-07-10 16:31:00,103.0,1789.69,True,"{""0"": 0, ""1"": 103, ""2"": 0}",1,1,1,0.5,7
Electric_Heater_2014-07-11_01,Electric Heater,Appliance4,Shiftable,2014-07-11 10:43:00,2014-07-11 11:05:00,22.0,740.7,False,"{""0"": 22, ""1"": 0, ""2"": 0}",0,0,0,0.0,7
Electric_Heater_2014-07-11_02,Electric Heater,Appliance4,Shiftable,2014-07-11 11:13:00,2014-07-11 12:27:00,74.0,2634.71,False,"{""0"": 74, ""1"": 0, ""2"": 0}",0,0,0,0.0,7
