event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,duration(min),energy(W)
Tumble_Dryer_2014-03-21_01,Tumble Dryer,2014-03-21 09:38:00,2014-03-21 10:57:00,2014-03-22 06:00:00,2014-03-22 07:19:00,SUCCESS,79.0,96376.99
Tumble_Dryer_2014-03-24_01,Tumble Dryer,2014-03-24 10:30:00,2014-03-24 11:20:00,2014-03-25 06:00:00,2014-03-25 06:50:00,SUCCESS,47.0,52689.9
Tumble_Dryer_2014-03-30_01,Tumble Dryer,2014-03-30 12:52:00,2014-03-30 13:19:00,2014-03-31 06:00:00,2014-03-31 06:27:00,SUCCESS,27.0,37126.05
Tumble_Dryer_2014-03-31_01,Tumble Dryer,2014-03-31 08:08:00,2014-03-31 08:51:00,2014-04-01 06:00:00,2014-04-01 06:43:00,SUCCESS,41.0,43806.26
Tumble_Dryer_2014-04-07_01,Tumble Dryer,2014-04-07 08:38:00,2014-04-07 09:00:00,2014-04-08 06:00:00,2014-04-08 06:22:00,SUCCESS,22.0,30862.91
Tumble_Dryer_2014-04-09_02,Tumble Dryer,2014-04-09 23:12:00,2014-04-09 23:17:00,2014-04-10 06:00:00,2014-04-10 06:05:00,SUCCESS,5.0,288.0
Tumble_Dryer_2014-04-11_01,Tumble Dryer,2014-04-11 08:34:00,2014-04-11 09:54:00,2014-04-12 06:00:00,2014-04-12 07:20:00,SUCCESS,80.0,95855.2
Tumble_Dryer_2014-04-14_01,Tumble Dryer,2014-04-14 09:01:00,2014-04-14 09:51:00,2014-04-15 06:00:00,2014-04-15 06:50:00,SUCCESS,48.0,53128.7
Tumble_Dryer_2014-04-19_01,Tumble Dryer,2014-04-19 15:48:00,2014-04-19 17:00:00,2014-04-20 06:00:00,2014-04-20 07:12:00,SUCCESS,72.0,86043.16
Tumble_Dryer_2014-04-25_01,Tumble Dryer,2014-04-25 08:37:00,2014-04-25 09:53:00,2014-04-26 06:00:00,2014-04-26 07:16:00,SUCCESS,76.0,83844.79
Tumble_Dryer_2014-04-28_01,Tumble Dryer,2014-04-28 08:34:00,2014-04-28 09:22:00,2014-04-29 06:00:00,2014-04-29 06:48:00,SUCCESS,48.0,47147.96
Tumble_Dryer_2014-05-01_01,Tumble Dryer,2014-05-01 10:01:00,2014-05-01 10:53:00,2014-05-02 06:00:00,2014-05-02 06:52:00,SUCCESS,52.0,58265.91
Tumble_Dryer_2014-05-09_01,Tumble Dryer,2014-05-09 08:33:00,2014-05-09 09:49:00,2014-05-10 06:00:00,2014-05-10 07:16:00,SUCCESS,76.0,93295.34
Tumble_Dryer_2014-05-23_02,Tumble Dryer,2014-05-23 22:55:00,2014-05-23 22:59:00,2014-05-24 06:00:00,2014-05-24 06:04:00,SUCCESS,7.0,202.67
Tumble_Dryer_2014-05-27_01,Tumble Dryer,2014-05-27 08:07:00,2014-05-27 08:51:00,2014-05-28 06:00:00,2014-05-28 06:44:00,SUCCESS,44.0,47713.64
Tumble_Dryer_2014-05-30_02,Tumble Dryer,2014-05-30 09:01:00,2014-05-30 10:13:00,2014-05-31 06:00:00,2014-05-31 07:12:00,SUCCESS,71.0,74099.89
Tumble_Dryer_2014-06-02_01,Tumble Dryer,2014-06-02 09:09:00,2014-06-02 10:07:00,2014-06-03 06:00:00,2014-06-03 06:58:00,SUCCESS,60.0,62458.01
Tumble_Dryer_2014-06-06_01,Tumble Dryer,2014-06-06 08:39:00,2014-06-06 09:49:00,2014-06-07 06:00:00,2014-06-07 07:10:00,SUCCESS,70.0,78693.75
Tumble_Dryer_2014-06-09_01,Tumble Dryer,2014-06-09 08:45:00,2014-06-09 09:58:00,2014-06-10 06:00:00,2014-06-10 07:13:00,SUCCESS,73.0,88144.58
Tumble_Dryer_2014-06-12_01,Tumble Dryer,2014-06-12 08:10:00,2014-06-12 09:11:00,2014-06-13 06:00:00,2014-06-13 07:01:00,SUCCESS,61.0,68183.17
Tumble_Dryer_2014-06-13_01,Tumble Dryer,2014-06-13 20:41:00,2014-06-13 22:05:00,2014-06-14 06:00:00,2014-06-14 07:24:00,SUCCESS,84.0,92930.31
Tumble_Dryer_2014-06-16_01,Tumble Dryer,2014-06-16 08:29:00,2014-06-16 09:15:00,2014-06-17 06:00:00,2014-06-17 06:46:00,SUCCESS,46.0,50585.15
Tumble_Dryer_2014-06-17_01,Tumble Dryer,2014-06-17 14:42:00,2014-06-17 15:33:00,2014-06-18 06:00:00,2014-06-18 06:51:00,SUCCESS,51.0,55353.28
Tumble_Dryer_2014-06-18_01,Tumble Dryer,2014-06-18 14:20:00,2014-06-18 14:50:00,2014-06-19 06:00:00,2014-06-19 06:30:00,SUCCESS,29.0,26677.76
Tumble_Dryer_2014-06-20_01,Tumble Dryer,2014-06-20 08:35:00,2014-06-20 09:52:00,2014-06-21 06:00:00,2014-06-21 07:17:00,SUCCESS,80.0,95616.88
