appliance_id,appliance_name,month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
Appliance1,Fridge-Freezer,2013-12,2.3699,2.0757,2.6588,8.8618,8.8618,8.8618
Appliance1,Fridge-Freezer,2014-01,3.2525,2.9617,3.7221,12.4044,12.4044,12.4044
Appliance1,Fridge-Freezer,2014-02,0.6414,0.5685,0.7227,2.4085,2.4085,2.4085
Appliance1,Fridge-Freezer,2014-03,3.6596,3.3015,4.2232,14.0763,14.0763,14.0763
Appliance1,Fridge-Freezer,2014-04,4.2584,3.9475,4.9849,16.6185,16.6185,16.6185
Appliance1,Fridge-Freezer,2014-05,4.8109,4.4112,5.5853,18.6201,18.6201,18.6201
Appliance1,Fridge-Freezer,2014-06,5.0588,4.6306,5.8562,19.518,19.518,19.518
Appliance1,Fridge-Freezer,2014-07,5.0434,4.6445,5.8334,19.4471,19.4471,19.4471
Appliance1,Fridge-Freezer,2014-08,5.1596,4.7437000000000005,6.0203,20.0662,20.0662,20.0662
Appliance1,Fridge-Freezer,2014-09,3.8638,3.5782,4.4661,14.8849,14.8849,14.8849
Appliance1,Fridge-Freezer,2014-10,4.667,4.2875,5.458,18.1919,18.1919,18.1919
Appliance1,Fridge-Freezer,2014-11,3.8044,3.4818,4.3738,14.5794,14.5794,14.5794
Appliance1,Fridge-Freezer,2014-12,3.9395000000000002,3.6678,4.5057,15.0169,15.0169,15.0169
Appliance1,Fridge-Freezer,2015-01,4.3688,4.0589,5.0884,16.9618,16.9618,16.9618
Appliance1,Fridge-Freezer,2015-02,3.8803,3.5542,4.4968,14.9865,14.9865,14.9865
Appliance1,Fridge-Freezer,2015-03,3.7763,3.4814,4.4566,14.8524,14.8524,14.8524
Appliance1,Fridge-Freezer,2015-04,3.5149,3.252,4.1483,13.8285,13.8285,13.8285
Appliance1,Fridge-Freezer,2015-05,3.1086,2.8705,3.6218,12.0723,12.0723,12.0723
Appliance1,Fridge-Freezer,2015-06,3.5140000000000002,3.2305,4.0939,13.648,13.648,13.648
Appliance1,Fridge-Freezer,2015-07,1.3541,1.242,1.5715,5.2374,5.2374,5.2374
Appliance2,Tumble Dryer,2013-12,2.0745,2.0745,2.0745,6.9148,6.9148,6.9148
Appliance2,Tumble Dryer,2014-01,7.6051,6.179600000000001,7.6051,25.3508,25.3508,25.3508
Appliance2,Tumble Dryer,2014-02,1.3991,0.9551999999999999,1.3991,4.664,4.664,4.664
Appliance2,Tumble Dryer,2014-03,0.8501,0.7606999999999999,0.8501,2.8336,2.8336,2.8336
Appliance2,Tumble Dryer,2014-04,2.3274,1.8758,2.3289,7.763,7.763,7.763
Appliance2,Tumble Dryer,2014-05,6.4128,5.2345,6.4128,21.3766,21.3766,21.3766
Appliance2,Tumble Dryer,2014-06,1.7264,1.2335,1.7264,5.755,5.755,5.755
Appliance2,Tumble Dryer,2014-07,0.1081,0.1061,0.1081,0.36079999999999995,0.36079999999999995,0.36079999999999995
Appliance2,Tumble Dryer,2014-08,1.6635,1.0897000000000001,1.6635,5.5454,5.5454,5.5454
Appliance2,Tumble Dryer,2014-10,4.4743,3.9663,4.4743,14.9144,14.9144,14.9144
Appliance2,Tumble Dryer,2014-11,2.0025,1.4389,2.0025999999999997,6.6754,6.6754,6.6754
Appliance2,Tumble Dryer,2014-12,4.5509,4.1595,4.5509,15.1697,15.1697,15.1697
Appliance2,Tumble Dryer,2015-03,0.0003,0.0003,0.0003,0.0009,0.0009,0.0009
Appliance2,Tumble Dryer,2015-05,2.863,2.152,2.863,9.5433,9.5433,9.5433
Appliance2,Tumble Dryer,2015-06,0.7244999999999999,0.3635,0.7244999999999999,2.4154,2.4154,2.4154
Appliance2,Tumble Dryer,2015-07,0.0012000000000000001,0.0012000000000000001,0.0016,0.0059,0.0059,0.0059
Appliance3,Washing Machine,2013-12,0.4798,0.4783,0.4799,1.5995000000000001,1.5995000000000001,1.5995000000000001
Appliance3,Washing Machine,2014-01,4.2725,2.7229,4.2725,14.2422,14.2422,14.2422
Appliance3,Washing Machine,2014-02,0.8387,0.6566000000000001,0.8387,2.7953,2.7953,2.7953
Appliance3,Washing Machine,2014-03,4.3848,3.9379,4.3848,14.616200000000001,14.616200000000001,14.616200000000001
Appliance3,Washing Machine,2014-04,4.3624,3.0417,4.3625,14.5418,14.5418,14.5418
Appliance3,Washing Machine,2014-05,3.4425,2.993,3.4648,11.5502,11.5502,11.5502
Appliance3,Washing Machine,2014-06,3.6084,2.9824,3.6335,12.1115,12.1115,12.1115
Appliance3,Washing Machine,2014-07,2.5092,2.0239,2.5092,8.3646,8.3646,8.3646
Appliance3,Washing Machine,2014-08,2.2148,1.6856,2.2382,7.4608,7.4608,7.4608
Appliance3,Washing Machine,2014-09,2.95,2.7124,2.95,9.8334,9.8334,9.8334
Appliance3,Washing Machine,2014-10,3.288,2.8037,3.288,10.9595,10.9595,10.9595
Appliance3,Washing Machine,2014-11,1.7562,2.1009,2.1258,7.0863000000000005,7.0863000000000005,7.0863000000000005
Appliance3,Washing Machine,2014-12,3.6825,2.9536,3.7326,12.4421,12.4421,12.4421
Appliance3,Washing Machine,2015-01,1.996,2.338,3.0265,10.0883,10.0883,10.0883
Appliance3,Washing Machine,2015-02,2.4013,3.0913,4.4198,14.7332,14.7332,14.7332
Appliance3,Washing Machine,2015-03,3.1245000000000003,3.15,4.3424,14.4748,14.4748,14.4748
Appliance3,Washing Machine,2015-04,1.4396,1.4018,2.0177,6.726100000000001,6.726100000000001,6.726100000000001
Appliance3,Washing Machine,2015-05,2.1754,2.353,3.2882000000000002,10.9618,10.9618,10.9618
Appliance3,Washing Machine,2015-06,2.165,1.9664,3.0553,10.1843,10.1843,10.1843
Appliance3,Washing Machine,2015-07,0.47429999999999994,0.44489999999999996,0.47429999999999994,1.581,1.581,1.581
Appliance4,Dishwasher,2013-12,0.7431,0.6753,0.7436,2.4781,2.4781,2.4781
Appliance4,Dishwasher,2014-01,0.2512,0.1898,0.2512,0.8374,0.8374,0.8374
Appliance4,Dishwasher,2014-02,0.056100000000000004,0.039700000000000006,0.056100000000000004,0.18710000000000002,0.18710000000000002,0.18710000000000002
Appliance4,Dishwasher,2014-03,0.0002,0.0002,0.0002,0.0006,0.0006,0.0006
Appliance4,Dishwasher,2014-04,0.35819999999999996,0.35819999999999996,0.35819999999999996,1.1942,1.1942,1.1942
Appliance4,Dishwasher,2014-05,0.2818,0.2818,0.2818,0.9392999999999999,0.9392999999999999,0.9392999999999999
Appliance4,Dishwasher,2014-06,0.00039999999999999996,0.0002,0.00039999999999999996,0.0013,0.0013,0.0013
Appliance4,Dishwasher,2014-07,0.0,0.0,0.0,0.0001,0.0001,0.0001
Appliance4,Dishwasher,2014-08,0.0001,0.0001,0.0001,0.0005,0.0005,0.0005
Appliance4,Dishwasher,2014-09,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002
