event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,duration(min),energy(W)
Tumble_Dryer_2013-09-28_01,Tumble Dryer,2013-09-28 06:10:00,2013-09-28 07:15:00,2013-09-28 13:00:00,2013-09-28 14:05:00,SUCCESS,65.0,58124.31
Tumble_Dryer_2013-09-28_02,Tumble Dryer,2013-09-28 12:47:00,2013-09-28 14:14:00,2013-09-28 14:05:00,2013-09-28 15:32:00,SUCCESS,87.0,80107.45
Tumble_Dryer_2013-09-28_03,Tumble Dryer,2013-09-28 14:16:00,2013-09-28 16:07:00,2013-09-28 20:00:00,2013-09-28 21:51:00,SUCCESS,111.0,89277.62
Tumble_Dryer_2013-09-28_09,Tumble Dryer,2013-09-28 16:31:00,2013-09-28 17:34:00,2013-09-28 16:36:00,2013-09-28 17:39:00,SUCCESS,63.0,51667.62
Tumble_Dryer_2013-09-28_16,Tumble Dryer,2013-09-28 17:56:00,2013-09-28 19:19:00,2013-09-28 18:01:00,2013-09-28 19:24:00,SUCCESS,83.0,66583.67
Tumble_Dryer_2013-09-28_17,Tumble Dryer,2013-09-28 19:22:00,2013-09-28 19:27:00,2013-09-28 21:51:00,2013-09-28 21:56:00,SUCCESS,5.0,97.29
Tumble_Dryer_2013-09-28_19,Tumble Dryer,2013-09-28 19:34:00,2013-09-28 19:41:00,2013-09-29 13:00:00,2013-09-29 13:07:00,SUCCESS,7.0,286.7
Tumble_Dryer_2013-09-29_02,Tumble Dryer,2013-09-29 07:13:00,2013-09-29 07:52:00,2013-09-29 13:00:00,2013-09-29 13:39:00,SUCCESS,39.0,27669.95
Tumble_Dryer_2013-09-29_08,Tumble Dryer,2013-09-29 08:11:00,2013-09-29 08:16:00,2013-09-29 13:39:00,2013-09-29 13:44:00,SUCCESS,5.0,102.65
Tumble_Dryer_2013-09-29_13,Tumble Dryer,2013-09-29 08:35:00,2013-09-29 08:40:00,2013-09-29 13:44:00,2013-09-29 13:49:00,SUCCESS,5.0,152.47
Tumble_Dryer_2013-09-29_28,Tumble Dryer,2013-09-29 09:44:00,2013-09-29 10:49:00,2013-09-29 13:49:00,2013-09-29 14:54:00,SUCCESS,65.0,53030.5
Tumble_Dryer_2013-09-29_30,Tumble Dryer,2013-09-29 12:21:00,2013-09-29 13:21:00,2013-09-29 14:54:00,2013-09-29 15:54:00,SUCCESS,60.0,48518.18
Tumble_Dryer_2013-10-04_01,Tumble Dryer,2013-10-04 10:48:00,2013-10-04 11:59:00,2013-10-04 13:00:00,2013-10-04 14:11:00,SUCCESS,71.0,49265.09
Tumble_Dryer_2013-10-04_31,Tumble Dryer,2013-10-04 14:45:00,2013-10-04 16:05:00,2013-10-04 20:00:00,2013-10-04 21:20:00,SUCCESS,80.0,52942.7
Tumble_Dryer_2013-10-04_45,Tumble Dryer,2013-10-04 17:20:00,2013-10-04 18:35:00,2013-10-04 17:25:00,2013-10-04 18:40:00,SUCCESS,75.0,60770.83
Tumble_Dryer_2013-10-04_47,Tumble Dryer,2013-10-04 18:41:00,2013-10-04 20:16:00,2013-10-05 06:00:00,2013-10-05 07:35:00,SUCCESS,95.0,72753.31
Tumble_Dryer_2013-10-05_01,Tumble Dryer,2013-10-05 07:23:00,2013-10-05 09:41:00,2013-10-05 13:00:00,2013-10-05 15:18:00,SUCCESS,138.0,117723.72
Tumble_Dryer_2013-10-05_07,Tumble Dryer,2013-10-05 09:58:00,2013-10-05 10:03:00,2013-10-05 15:18:00,2013-10-05 15:23:00,SUCCESS,5.0,123.51
Tumble_Dryer_2013-10-05_16,Tumble Dryer,2013-10-05 17:24:00,2013-10-05 17:30:00,2013-10-05 20:00:00,2013-10-05 20:06:00,SUCCESS,6.0,189.3
Tumble_Dryer_2013-10-05_21,Tumble Dryer,2013-10-05 17:49:00,2013-10-05 19:08:00,2013-10-05 20:06:00,2013-10-05 21:25:00,SUCCESS,79.0,62375.17
Tumble_Dryer_2013-10-06_02,Tumble Dryer,2013-10-06 06:28:00,2013-10-06 06:35:00,2013-10-06 13:00:00,2013-10-06 13:07:00,SUCCESS,7.0,4354.6
Tumble_Dryer_2013-10-06_03,Tumble Dryer,2013-10-06 06:36:00,2013-10-06 06:43:00,2013-10-06 13:07:00,2013-10-06 13:14:00,SUCCESS,7.0,4182.47
Tumble_Dryer_2013-10-06_04,Tumble Dryer,2013-10-06 06:44:00,2013-10-06 07:38:00,2013-10-06 13:14:00,2013-10-06 14:08:00,SUCCESS,54.0,27296.73
Tumble_Dryer_2013-10-06_23,Tumble Dryer,2013-10-06 08:58:00,2013-10-06 09:07:00,2013-10-06 14:08:00,2013-10-06 14:17:00,SUCCESS,9.0,275.21
Tumble_Dryer_2013-10-06_31,Tumble Dryer,2013-10-06 18:13:00,2013-10-06 18:55:00,2013-10-06 20:00:00,2013-10-06 20:42:00,SUCCESS,42.0,35503.74
Tumble_Dryer_2013-10-06_39,Tumble Dryer,2013-10-06 19:25:00,2013-10-06 19:32:00,2013-10-06 20:42:00,2013-10-06 20:49:00,SUCCESS,7.0,158.09
Tumble_Dryer_2013-10-06_41,Tumble Dryer,2013-10-06 19:36:00,2013-10-06 19:41:00,2013-10-06 20:49:00,2013-10-06 20:54:00,SUCCESS,5.0,88.39
Tumble_Dryer_2013-10-06_46,Tumble Dryer,2013-10-06 19:55:00,2013-10-06 20:04:00,2013-10-06 20:54:00,2013-10-06 21:03:00,SUCCESS,9.0,320.49
Tumble_Dryer_2013-10-12_01,Tumble Dryer,2013-10-12 09:04:00,2013-10-12 10:18:00,2013-10-12 13:00:00,2013-10-12 14:14:00,SUCCESS,74.0,67571.11
Tumble_Dryer_2013-10-12_04,Tumble Dryer,2013-10-12 10:35:00,2013-10-12 12:18:00,2013-10-12 14:14:00,2013-10-12 15:57:00,SUCCESS,103.0,71618.66
Tumble_Dryer_2013-10-12_09,Tumble Dryer,2013-10-12 15:45:00,2013-10-12 16:57:00,2013-10-12 20:00:00,2013-10-12 21:12:00,SUCCESS,72.0,29016.13
Tumble_Dryer_2013-10-12_10,Tumble Dryer,2013-10-12 17:05:00,2013-10-12 18:10:00,2013-10-12 17:10:00,2013-10-12 18:15:00,SUCCESS,65.0,62956.71
Tumble_Dryer_2013-10-12_11,Tumble Dryer,2013-10-12 18:11:00,2013-10-12 18:23:00,2013-10-12 21:12:00,2013-10-12 21:24:00,SUCCESS,12.0,2228.63
Tumble_Dryer_2013-10-12_16,Tumble Dryer,2013-10-12 18:49:00,2013-10-12 18:55:00,2013-10-12 21:24:00,2013-10-12 21:30:00,SUCCESS,6.0,181.18
Tumble_Dryer_2013-10-12_20,Tumble Dryer,2013-10-12 19:07:00,2013-10-12 19:16:00,2013-10-12 21:30:00,2013-10-12 21:39:00,SUCCESS,9.0,250.71
Tumble_Dryer_2013-10-12_26,Tumble Dryer,2013-10-12 19:45:00,2013-10-12 19:50:00,2013-10-12 21:39:00,2013-10-12 21:44:00,SUCCESS,5.0,152.13
Tumble_Dryer_2013-10-13_01,Tumble Dryer,2013-10-13 06:19:00,2013-10-13 07:53:00,2013-10-13 13:00:00,2013-10-13 14:34:00,SUCCESS,94.0,87668.71
Tumble_Dryer_2013-10-13_02,Tumble Dryer,2013-10-13 09:13:00,2013-10-13 11:04:00,2013-10-13 20:00:00,2013-10-13 21:51:00,SUCCESS,111.0,95690.66
Tumble_Dryer_2013-10-13_03,Tumble Dryer,2013-10-13 11:07:00,2013-10-13 12:08:00,2013-10-13 14:34:00,2013-10-13 15:35:00,SUCCESS,61.0,47702.5
Tumble_Dryer_2013-10-13_04,Tumble Dryer,2013-10-13 12:17:00,2013-10-13 13:18:00,2013-10-13 16:00:00,2013-10-13 17:01:00,SUCCESS,61.0,44761.27
Tumble_Dryer_2013-10-19_01,Tumble Dryer,2013-10-19 12:23:00,2013-10-19 14:03:00,2013-10-19 13:00:00,2013-10-19 14:40:00,SUCCESS,100.0,81064.65
Tumble_Dryer_2013-10-19_03,Tumble Dryer,2013-10-19 15:51:00,2013-10-19 17:18:00,2013-10-19 20:00:00,2013-10-19 21:27:00,SUCCESS,87.0,77560.43
Tumble_Dryer_2013-10-19_08,Tumble Dryer,2013-10-19 17:47:00,2013-10-19 19:26:00,2013-10-19 17:52:00,2013-10-19 19:31:00,SUCCESS,99.0,75137.73
Tumble_Dryer_2013-10-19_13,Tumble Dryer,2013-10-19 19:41:00,2013-10-19 19:48:00,2013-10-19 21:27:00,2013-10-19 21:34:00,SUCCESS,7.0,181.07
Tumble_Dryer_2013-10-19_14,Tumble Dryer,2013-10-19 19:49:00,2013-10-19 19:54:00,2013-10-19 21:34:00,2013-10-19 21:39:00,SUCCESS,5.0,276.85
Tumble_Dryer_2013-10-20_02,Tumble Dryer,2013-10-20 09:18:00,2013-10-20 10:41:00,2013-10-20 13:00:00,2013-10-20 14:23:00,SUCCESS,83.0,62276.07
Tumble_Dryer_2013-10-20_08,Tumble Dryer,2013-10-20 11:33:00,2013-10-20 11:39:00,2013-10-20 14:23:00,2013-10-20 14:29:00,SUCCESS,6.0,85.0
Tumble_Dryer_2013-10-20_12,Tumble Dryer,2013-10-20 11:54:00,2013-10-20 12:00:00,2013-10-20 14:29:00,2013-10-20 14:35:00,SUCCESS,6.0,206.35
Tumble_Dryer_2013-10-21_01,Tumble Dryer,2013-10-21 11:31:00,2013-10-21 11:40:00,2013-10-21 13:00:00,2013-10-21 13:09:00,SUCCESS,9.0,66.86
Tumble_Dryer_2013-10-24_01,Tumble Dryer,2013-10-24 10:09:00,2013-10-24 14:43:00,2013-10-24 13:00:00,2013-10-24 17:34:00,SUCCESS,274.0,99020.22
Tumble_Dryer_2013-10-24_02,Tumble Dryer,2013-10-24 18:39:00,2013-10-24 19:32:00,2013-10-24 20:00:00,2013-10-24 20:53:00,SUCCESS,53.0,54326.49
Tumble_Dryer_2013-10-24_03,Tumble Dryer,2013-10-24 19:34:00,2013-10-24 19:48:00,2013-10-24 20:53:00,2013-10-24 21:07:00,SUCCESS,14.0,3127.5
Tumble_Dryer_2013-10-29_01,Tumble Dryer,2013-10-29 18:26:00,2013-10-29 19:39:00,2013-10-29 20:00:00,2013-10-29 21:13:00,SUCCESS,73.0,73935.02
Tumble_Dryer_2013-10-29_04,Tumble Dryer,2013-10-29 19:52:00,2013-10-29 19:57:00,2013-10-29 21:13:00,2013-10-29 21:18:00,SUCCESS,5.0,62.0
Tumble_Dryer_2013-11-01_01,Tumble Dryer,2013-11-01 19:21:00,2013-11-01 22:10:00,2013-11-01 20:00:00,2013-11-01 22:49:00,SUCCESS,169.0,132960.57
Tumble_Dryer_2013-11-02_01,Tumble Dryer,2013-11-02 09:20:00,2013-11-02 11:00:00,2013-11-02 13:00:00,2013-11-02 14:40:00,SUCCESS,100.0,95865.99
Tumble_Dryer_2013-11-02_04,Tumble Dryer,2013-11-02 11:27:00,2013-11-02 12:22:00,2013-11-02 14:40:00,2013-11-02 15:35:00,SUCCESS,55.0,54746.08
Tumble_Dryer_2013-11-02_18,Tumble Dryer,2013-11-02 16:05:00,2013-11-02 16:11:00,2013-11-02 20:00:00,2013-11-02 20:06:00,SUCCESS,6.0,4692.26
Tumble_Dryer_2013-11-02_19,Tumble Dryer,2013-11-02 16:13:00,2013-11-02 18:03:00,2013-11-02 20:06:00,2013-11-02 21:56:00,SUCCESS,110.0,69798.36
Tumble_Dryer_2013-11-03_01,Tumble Dryer,2013-11-03 12:54:00,2013-11-03 14:38:00,2013-11-03 13:00:00,2013-11-03 14:44:00,SUCCESS,104.0,62028.84
Tumble_Dryer_2013-11-03_02,Tumble Dryer,2013-11-03 14:41:00,2013-11-03 16:41:00,2013-11-03 20:00:00,2013-11-03 22:00:00,SUCCESS,120.0,86195.05
Tumble_Dryer_2013-11-06_03,Tumble Dryer,2013-11-06 19:26:00,2013-11-06 20:46:00,2013-11-06 20:00:00,2013-11-06 21:20:00,SUCCESS,80.0,67643.32
Tumble_Dryer_2013-11-08_01,Tumble Dryer,2013-11-08 18:07:00,2013-11-08 19:34:00,2013-11-08 20:00:00,2013-11-08 21:27:00,SUCCESS,87.0,63324.58
Tumble_Dryer_2013-11-09_01,Tumble Dryer,2013-11-09 10:00:00,2013-11-09 13:41:00,2013-11-09 13:00:00,2013-11-09 16:41:00,SUCCESS,221.0,158854.07
Tumble_Dryer_2013-11-09_08,Tumble Dryer,2013-11-09 17:10:00,2013-11-09 18:00:00,2013-11-09 20:00:00,2013-11-09 20:50:00,SUCCESS,50.0,15079.71
Tumble_Dryer_2013-11-09_09,Tumble Dryer,2013-11-09 18:22:00,2013-11-09 19:57:00,2013-11-10 06:00:00,2013-11-10 07:35:00,SUCCESS,95.0,60877.51
Tumble_Dryer_2013-11-10_01,Tumble Dryer,2013-11-10 12:07:00,2013-11-10 12:36:00,2013-11-10 13:00:00,2013-11-10 13:29:00,SUCCESS,29.0,18794.02
Tumble_Dryer_2013-11-10_08,Tumble Dryer,2013-11-10 15:57:00,2013-11-10 16:06:00,2013-11-10 20:00:00,2013-11-10 20:09:00,SUCCESS,9.0,254.09
Tumble_Dryer_2013-11-10_09,Tumble Dryer,2013-11-10 16:09:00,2013-11-10 16:14:00,2013-11-10 20:09:00,2013-11-10 20:14:00,SUCCESS,5.0,136.32
Tumble_Dryer_2013-11-15_01,Tumble Dryer,2013-11-15 16:36:00,2013-11-15 16:41:00,2013-11-15 20:00:00,2013-11-15 20:05:00,SUCCESS,5.0,437.5
Tumble_Dryer_2013-11-16_01,Tumble Dryer,2013-11-16 14:55:00,2013-11-16 16:54:00,2013-11-16 15:00:00,2013-11-16 16:59:00,SUCCESS,119.0,131492.12
Tumble_Dryer_2013-11-16_03,Tumble Dryer,2013-11-16 18:13:00,2013-11-16 20:10:00,2013-11-16 20:00:00,2013-11-16 21:57:00,SUCCESS,117.0,81076.88
Tumble_Dryer_2013-11-17_01,Tumble Dryer,2013-11-17 07:37:00,2013-11-17 10:12:00,2013-11-17 13:00:00,2013-11-17 15:35:00,SUCCESS,155.0,141688.49
Tumble_Dryer_2013-11-17_02,Tumble Dryer,2013-11-17 12:02:00,2013-11-17 13:27:00,2013-11-17 20:00:00,2013-11-17 21:25:00,SUCCESS,85.0,14209.17
Tumble_Dryer_2013-11-17_04,Tumble Dryer,2013-11-17 16:40:00,2013-11-17 17:20:00,2013-11-18 13:00:00,2013-11-18 13:40:00,SUCCESS,40.0,30544.0
Tumble_Dryer_2013-11-21_01,Tumble Dryer,2013-11-21 11:35:00,2013-11-21 12:33:00,2013-11-21 13:00:00,2013-11-21 13:58:00,SUCCESS,58.0,55117.71
Tumble_Dryer_2013-11-21_08,Tumble Dryer,2013-11-21 12:54:00,2013-11-21 12:59:00,2013-11-21 13:58:00,2013-11-21 14:03:00,SUCCESS,5.0,62.5
Tumble_Dryer_2013-11-21_35,Tumble Dryer,2013-11-21 17:29:00,2013-11-21 17:37:00,2013-11-21 20:00:00,2013-11-21 20:08:00,SUCCESS,8.0,340.27
Tumble_Dryer_2013-11-21_36,Tumble Dryer,2013-11-21 17:42:00,2013-11-21 18:55:00,2013-11-21 20:08:00,2013-11-21 21:21:00,SUCCESS,73.0,67337.43
Tumble_Dryer_2013-11-21_41,Tumble Dryer,2013-11-21 19:09:00,2013-11-21 19:16:00,2013-11-21 21:21:00,2013-11-21 21:28:00,SUCCESS,7.0,249.48
Tumble_Dryer_2013-11-21_43,Tumble Dryer,2013-11-21 19:19:00,2013-11-21 19:24:00,2013-11-21 21:28:00,2013-11-21 21:33:00,SUCCESS,5.0,162.62
Tumble_Dryer_2013-11-22_01,Tumble Dryer,2013-11-22 16:14:00,2013-11-22 17:54:00,2013-11-22 20:00:00,2013-11-22 21:40:00,SUCCESS,100.0,76133.95
Tumble_Dryer_2013-11-22_10,Tumble Dryer,2013-11-22 18:21:00,2013-11-22 19:46:00,2013-11-22 18:26:00,2013-11-22 19:51:00,SUCCESS,85.0,97075.55
Tumble_Dryer_2013-11-22_11,Tumble Dryer,2013-11-22 19:48:00,2013-11-22 20:33:00,2013-11-23 13:00:00,2013-11-23 13:45:00,SUCCESS,45.0,30504.79
Tumble_Dryer_2013-11-22_24,Tumble Dryer,2013-11-22 22:13:00,2013-11-22 22:25:00,2013-11-23 13:45:00,2013-11-23 13:57:00,SUCCESS,12.0,111.2
Tumble_Dryer_2013-11-23_01,Tumble Dryer,2013-11-23 05:09:00,2013-11-23 06:21:00,2013-11-23 13:00:00,2013-11-23 14:12:00,SUCCESS,72.0,79325.87
Tumble_Dryer_2013-11-23_32,Tumble Dryer,2013-11-23 09:17:00,2013-11-23 11:33:00,2013-11-23 09:22:00,2013-11-23 11:38:00,SUCCESS,136.0,148646.88
Tumble_Dryer_2013-11-23_44,Tumble Dryer,2013-11-23 16:54:00,2013-11-23 18:18:00,2013-11-23 20:00:00,2013-11-23 21:24:00,SUCCESS,84.0,73398.39
Tumble_Dryer_2013-11-23_65,Tumble Dryer,2013-11-23 19:57:00,2013-11-23 20:03:00,2013-11-23 21:24:00,2013-11-23 21:30:00,SUCCESS,6.0,182.92
Tumble_Dryer_2013-11-24_01,Tumble Dryer,2013-11-24 11:11:00,2013-11-24 12:32:00,2013-11-24 13:00:00,2013-11-24 14:21:00,SUCCESS,81.0,81308.63
Tumble_Dryer_2013-11-29_01,Tumble Dryer,2013-11-29 20:29:00,2013-11-29 22:26:00,2013-11-29 20:34:00,2013-11-29 22:31:00,SUCCESS,117.0,64072.41
Tumble_Dryer_2013-11-30_06,Tumble Dryer,2013-11-30 10:34:00,2013-11-30 13:19:00,2013-11-30 13:00:00,2013-11-30 15:45:00,SUCCESS,165.0,130427.04
Tumble_Dryer_2013-11-30_11,Tumble Dryer,2013-11-30 16:43:00,2013-11-30 18:30:00,2013-11-30 20:00:00,2013-11-30 21:47:00,SUCCESS,107.0,74309.93
Tumble_Dryer_2013-11-30_20,Tumble Dryer,2013-11-30 19:02:00,2013-11-30 19:16:00,2013-12-01 13:00:00,2013-12-01 13:14:00,SUCCESS,14.0,476.27
Tumble_Dryer_2013-11-30_33,Tumble Dryer,2013-11-30 22:02:00,2013-11-30 22:09:00,2013-12-01 13:14:00,2013-12-01 13:21:00,SUCCESS,7.0,350.52
Tumble_Dryer_2013-12-01_01,Tumble Dryer,2013-12-01 12:02:00,2013-12-01 13:38:00,2013-12-01 13:00:00,2013-12-01 14:36:00,SUCCESS,96.0,98873.52
Tumble_Dryer_2013-12-01_17,Tumble Dryer,2013-12-01 15:46:00,2013-12-01 16:59:00,2013-12-01 20:00:00,2013-12-01 21:13:00,SUCCESS,73.0,67901.77
Tumble_Dryer_2013-12-06_01,Tumble Dryer,2013-12-06 20:13:00,2013-12-06 23:04:00,2013-12-06 20:18:00,2013-12-06 23:09:00,SUCCESS,171.0,139982.22
Tumble_Dryer_2013-12-07_07,Tumble Dryer,2013-12-07 00:45:00,2013-12-07 00:59:00,2013-12-07 13:00:00,2013-12-07 13:14:00,SUCCESS,14.0,221.06
Tumble_Dryer_2013-12-07_08,Tumble Dryer,2013-12-07 07:48:00,2013-12-07 09:21:00,2013-12-07 13:14:00,2013-12-07 14:47:00,SUCCESS,93.0,91216.06
Tumble_Dryer_2013-12-07_20,Tumble Dryer,2013-12-07 10:03:00,2013-12-07 10:08:00,2013-12-07 14:47:00,2013-12-07 14:52:00,SUCCESS,5.0,109.8
Tumble_Dryer_2013-12-07_25,Tumble Dryer,2013-12-07 10:24:00,2013-12-07 10:29:00,2013-12-07 14:52:00,2013-12-07 14:57:00,SUCCESS,5.0,183.91
Tumble_Dryer_2013-12-07_27,Tumble Dryer,2013-12-07 10:35:00,2013-12-07 10:41:00,2013-12-07 14:57:00,2013-12-07 15:03:00,SUCCESS,6.0,230.59
Tumble_Dryer_2013-12-07_28,Tumble Dryer,2013-12-07 10:48:00,2013-12-07 12:43:00,2013-12-07 20:00:00,2013-12-07 21:55:00,SUCCESS,115.0,114781.97
Tumble_Dryer_2013-12-07_30,Tumble Dryer,2013-12-07 12:49:00,2013-12-07 12:54:00,2013-12-07 15:03:00,2013-12-07 15:08:00,SUCCESS,5.0,208.21
Tumble_Dryer_2013-12-07_31,Tumble Dryer,2013-12-07 12:56:00,2013-12-07 13:03:00,2013-12-07 15:08:00,2013-12-07 15:15:00,SUCCESS,7.0,173.6
Tumble_Dryer_2013-12-07_52,Tumble Dryer,2013-12-07 15:31:00,2013-12-07 16:37:00,2013-12-07 16:00:00,2013-12-07 17:06:00,SUCCESS,66.0,67887.96
Tumble_Dryer_2013-12-07_57,Tumble Dryer,2013-12-07 16:54:00,2013-12-07 18:23:00,2013-12-07 17:06:00,2013-12-07 18:35:00,SUCCESS,89.0,94947.07
Tumble_Dryer_2013-12-07_82,Tumble Dryer,2013-12-07 22:19:00,2013-12-07 22:24:00,2013-12-08 13:00:00,2013-12-08 13:05:00,SUCCESS,5.0,155.08
Tumble_Dryer_2013-12-07_87,Tumble Dryer,2013-12-07 22:49:00,2013-12-07 22:55:00,2013-12-08 13:05:00,2013-12-08 13:11:00,SUCCESS,6.0,182.4
