event_id,appliance_name,appliance_ID,Shiftability,original_start_time,original_end_time,duration(min),energy(W),is_reschedulable
Fridge-Freezer_2013-10-01_01,Fridge-Freezer,Appliance1,Base,2013-10-01 10:01:00,2013-10-01 10:23:00,22.0,7885.3,False
Fridge-Freezer_2013-10-01_02,Fridge-Freezer,Appliance1,Base,2013-10-01 10:26:00,2013-10-02 03:14:00,1008.0,53791.55,False
Fridge-Freezer_2013-10-02_01,Fridge-Freezer,Appliance1,Base,2013-10-02 03:15:00,2013-10-02 03:36:00,21.0,7722.37,False
Fridge-Freezer_2013-10-02_02,Fridge-Freezer,Appliance1,Base,2013-10-02 03:40:00,2013-10-03 06:17:00,1597.0,85160.19,False
Fridge-Freezer_2013-10-03_01,Fridge-Freezer,Appliance1,Base,2013-10-03 06:20:00,2013-10-04 05:07:00,1367.0,65640.17,False
Fridge-Freezer_2013-10-04_01,Fridge-Freezer,Appliance1,Base,2013-10-04 05:08:00,2013-10-04 05:29:00,21.0,7396.87,False
Fridge-Freezer_2013-10-04_02,Fridge-Freezer,Appliance1,Base,2013-10-04 05:32:00,2013-10-05 08:33:00,1621.0,79402.34,False
Fridge-Freezer_2013-10-05_01,Fridge-Freezer,Appliance1,Base,2013-10-05 08:34:00,2013-10-05 08:56:00,22.0,7962.09,False
Fridge-Freezer_2013-10-05_02,Fridge-Freezer,Appliance1,Base,2013-10-05 08:59:00,2013-10-05 20:44:00,705.0,41468.74,False
Fridge-Freezer_2013-10-05_03,Fridge-Freezer,Appliance1,Base,2013-10-05 20:46:00,2013-10-05 21:08:00,22.0,7833.47,False
Fridge-Freezer_2013-10-05_04,Fridge-Freezer,Appliance1,Base,2013-10-05 21:10:00,2013-10-06 06:49:00,579.0,34065.11,False
Fridge-Freezer_2013-10-06_01,Fridge-Freezer,Appliance1,Base,2013-10-06 06:50:00,2013-10-06 12:52:00,362.0,17347.45,False
Fridge-Freezer_2013-10-06_02,Fridge-Freezer,Appliance1,Base,2013-10-06 12:54:00,2013-10-06 13:14:00,20.0,7234.81,False
Fridge-Freezer_2013-10-06_03,Fridge-Freezer,Appliance1,Base,2013-10-06 13:17:00,2013-10-07 05:12:00,955.0,54418.23,False
Fridge-Freezer_2013-10-07_01,Fridge-Freezer,Appliance1,Base,2013-10-07 05:13:00,2013-10-07 05:34:00,21.0,7565.45,False
Fridge-Freezer_2013-10-07_02,Fridge-Freezer,Appliance1,Base,2013-10-07 05:37:00,2013-10-07 20:02:00,865.0,51167.13,False
