event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,season,duration(min),energy(W)
Tumble_Dryer_2013-11-01_01,Tumble Dryer,2013-11-01 19:21:00,2013-11-01 22:10:00,2013-11-02 06:00:00,2013-11-02 08:49:00,SUCCESS,winter,169.0,132960.57
Tumble_Dryer_2013-11-02_19,Tumble Dryer,2013-11-02 16:13:00,2013-11-02 18:03:00,2013-11-02 16:18:00,2013-11-02 18:08:00,SUCCESS,winter,110.0,69798.36
Tumble_Dryer_2013-11-06_03,Tumble Dryer,2013-11-06 19:26:00,2013-11-06 20:46:00,2013-11-06 22:00:00,2013-11-06 23:20:00,SUCCESS,winter,80.0,67643.32
Tumble_Dryer_2013-11-08_01,Tumble Dryer,2013-11-08 18:07:00,2013-11-08 19:34:00,2013-11-08 22:00:00,2013-11-08 23:27:00,SUCCESS,winter,87.0,63324.58
Tumble_Dryer_2013-11-09_08,Tumble Dryer,2013-11-09 17:10:00,2013-11-09 18:00:00,2013-11-10 06:00:00,2013-11-10 06:50:00,SUCCESS,winter,50.0,15079.71
Tumble_Dryer_2013-11-09_09,Tumble Dryer,2013-11-09 18:22:00,2013-11-09 19:57:00,2013-11-10 06:50:00,2013-11-10 08:25:00,SUCCESS,winter,95.0,60877.51
Tumble_Dryer_2013-11-09_13,Tumble Dryer,2013-11-09 20:25:00,2013-11-09 20:33:00,2013-11-10 08:25:00,2013-11-10 08:33:00,SUCCESS,winter,8.0,167.57
Tumble_Dryer_2013-11-09_27,Tumble Dryer,2013-11-09 21:34:00,2013-11-09 21:39:00,2013-11-10 08:33:00,2013-11-10 08:38:00,SUCCESS,winter,5.0,169.79
Tumble_Dryer_2013-11-16_03,Tumble Dryer,2013-11-16 18:13:00,2013-11-16 20:10:00,2013-11-17 06:00:00,2013-11-17 07:57:00,SUCCESS,winter,117.0,81076.88
Tumble_Dryer_2013-11-16_05,Tumble Dryer,2013-11-16 20:34:00,2013-11-16 20:42:00,2013-11-17 07:57:00,2013-11-17 08:05:00,SUCCESS,winter,8.0,1109.5
Tumble_Dryer_2013-11-16_11,Tumble Dryer,2013-11-16 21:10:00,2013-11-16 21:15:00,2013-11-17 08:05:00,2013-11-17 08:10:00,SUCCESS,winter,5.0,116.6
Tumble_Dryer_2013-11-17_04,Tumble Dryer,2013-11-17 16:40:00,2013-11-17 17:20:00,2013-11-17 16:45:00,2013-11-17 17:25:00,SUCCESS,winter,40.0,30544.0
