event_id,appliance_name,appliance_id,shiftability,is_reschedulable,start_time,end_time,duration_minutes,energy_w,cost_calculated,low_price_power,high_price_power,total_minutes,missing_minutes,tariff_type
Fridge-Freezer_2013-09-26_01,Fridge-Freezer,Appliance1,Base,False,2013-09-26 09:56:00,2013-09-27 06:20:00,1224.0,55864.4,0.24172165782828484,15.040144444444488,40.824259343434484,1202,0,Economy_7
Fridge-Freezer_2013-09-27_01,Fridge-Freezer,Appliance1,Base,False,2013-09-27 06:21:00,2013-09-27 06:41:00,20.0,7307.86,0.018269638888888887,7.307855555555557,0.0,21,0,Economy_7
Fridge-Freezer_2013-09-27_02,Fridge-Freezer,Appliance1,Base,False,2013-09-27 06:44:00,2013-09-28 03:19:00,1235.0,59957.61,0.27223588180867947,11.020858333333338,48.9367471950694,1157,0,Economy_7
Fridge-Freezer_2013-09-28_01,Fridge-Freezer,Appliance1,Base,False,2013-09-28 03:20:00,2013-09-28 03:42:00,22.0,7815.71,0.019539270833333337,7.815708333333334,0.0,23,0,Economy_7
Fridge-Freezer_2013-09-28_02,Fridge-Freezer,Appliance1,Base,False,2013-09-28 03:45:00,2013-09-28 10:12:00,387.0,31104.67,0.10297334650072142,21.02000873015874,10.084664935064936,387,0,Economy_7
Fridge-Freezer_2013-09-28_03,Fridge-Freezer,Appliance1,Base,False,2013-09-28 10:13:00,2013-09-28 10:33:00,20.0,7364.8,0.03682400577200577,0.0,7.364801154401156,21,0,Economy_7
Fridge-Freezer_2013-09-28_04,Fridge-Freezer,Appliance1,Base,False,2013-09-28 10:35:00,2013-09-29 03:41:00,1026.0,59552.31,0.2743426302170043,9.367575252525237,50.18473841713878,1007,0,Economy_7
Fridge-Freezer_2013-09-29_01,Fridge-Freezer,Appliance1,Base,False,2013-09-29 03:42:00,2013-09-29 04:04:00,22.0,7916.76,0.01979188888888888,7.9167555555555555,0.0,23,0,Economy_7
Fridge-Freezer_2013-09-29_02,Fridge-Freezer,Appliance1,Base,False,2013-09-29 04:07:00,2013-09-29 15:56:00,709.0,39295.44,0.16142815974709815,14.019614538239574,25.275824680299753,678,0,Economy_7
Fridge-Freezer_2013-09-29_03,Fridge-Freezer,Appliance1,Base,False,2013-09-29 15:58:00,2013-09-29 16:19:00,21.0,7728.48,0.03864240620490621,0.0,7.728481240981241,22,0,Economy_7
Fridge-Freezer_2013-09-29_04,Fridge-Freezer,Appliance1,Base,False,2013-09-29 16:22:00,2013-09-30 13:03:00,1241.0,62923.01,0.26104409149878144,21.428389862914877,41.49462336829847,1216,0,Economy_7
