appliance_ID,appliance_name,Shiftability,start_time,end_time,duration(min),energy(W)
Appliance1,Fridge,Base,2014-03-20 12:31:00,2014-03-20 12:52:00,21.0,1765.51
Appliance1,Fridge,Base,2014-03-20 13:25:00,2014-03-20 13:41:00,16.0,1251.47
Appliance1,Fridge,Base,2014-03-20 14:15:00,2014-03-20 14:29:00,14.0,1206.83
Appliance1,Fridge,Base,2014-03-20 14:58:00,2014-03-20 15:14:00,16.0,1358.02
Appliance1,Fridge,Base,2014-03-20 15:48:00,2014-03-20 16:02:00,14.0,1229.84
Appliance1,Fridge,Base,2014-03-20 16:36:00,2014-03-20 16:52:00,16.0,1298.58
Appliance1,Fridge,Base,2014-03-20 17:15:00,2014-03-20 17:35:00,20.0,1643.12
Appliance1,Fridge,Base,2014-03-20 18:05:00,2014-03-20 18:23:00,18.0,1451.57
Appliance1,Fridge,Base,2014-03-20 18:53:00,2014-03-20 19:23:00,30.0,2568.18
Appliance1,Fridge,Base,2014-03-20 19:56:00,2014-03-20 20:18:00,22.0,1875.36
Appliance1,Fridge,Base,2014-03-20 20:53:00,2014-03-20 21:10:00,17.0,1410.77
Appliance1,Fridge,Base,2014-03-20 21:35:00,2014-03-20 21:55:00,20.0,1724.4
Appliance1,Fridge,Base,2014-03-20 22:28:00,2014-03-20 22:45:00,17.0,1396.24
Appliance1,Fridge,Base,2014-03-20 23:18:00,2014-03-20 23:33:00,15.0,1312.37
Appliance1,Fridge,Base,2014-03-21 00:06:00,2014-03-21 00:21:00,15.0,1248.33
Appliance1,Fridge,Base,2014-03-21 00:54:00,2014-03-21 01:08:00,14.0,1238.86
Appliance1,Fridge,Base,2014-03-21 01:41:00,2014-03-21 01:55:00,14.0,1170.73
Appliance1,Fridge,Base,2014-03-21 02:29:00,2014-03-21 02:42:00,13.0,1081.51
Appliance1,Fridge,Base,2014-03-21 03:14:00,2014-03-21 03:28:00,14.0,1100.96
Appliance1,Fridge,Base,2014-03-21 04:00:00,2014-03-21 04:14:00,14.0,1095.53
Appliance1,Fridge,Base,2014-03-21 04:47:00,2014-03-21 05:00:00,13.0,1089.37
Appliance1,Fridge,Base,2014-03-21 05:33:00,2014-03-21 05:46:00,13.0,1054.55
Appliance1,Fridge,Base,2014-03-21 06:19:00,2014-03-21 06:33:00,14.0,1224.37
Appliance1,Fridge,Base,2014-03-21 06:53:00,2014-03-21 07:37:00,44.0,3634.47
Appliance1,Fridge,Base,2014-03-21 08:15:00,2014-03-21 08:31:00,16.0,1250.48
Appliance1,Fridge,Base,2014-03-21 09:05:00,2014-03-21 09:20:00,15.0,1210.0
Appliance1,Fridge,Base,2014-03-21 09:54:00,2014-03-21 10:13:00,19.0,1541.61
Appliance1,Fridge,Base,2014-03-21 10:47:00,2014-03-21 11:07:00,20.0,1704.48
Appliance1,Fridge,Base,2014-03-21 11:42:00,2014-03-21 12:04:00,22.0,1833.95
Appliance1,Fridge,Base,2014-03-21 12:36:00,2014-03-21 12:51:00,15.0,1330.71
Appliance1,Fridge,Base,2014-03-21 13:22:00,2014-03-21 13:39:00,17.0,1431.1
Appliance1,Fridge,Base,2014-03-21 14:13:00,2014-03-21 14:28:00,15.0,1287.04
Appliance1,Fridge,Base,2014-03-21 15:02:00,2014-03-21 15:17:00,15.0,1229.38
Appliance1,Fridge,Base,2014-03-21 15:52:00,2014-03-21 16:06:00,14.0,1158.55
Appliance1,Fridge,Base,2014-03-21 16:40:00,2014-03-21 17:05:00,25.0,2115.89
Appliance1,Fridge,Base,2014-03-21 17:40:00,2014-03-21 17:57:00,17.0,1361.7
Appliance1,Fridge,Base,2014-03-21 18:31:00,2014-03-21 18:49:00,18.0,1411.68
Appliance1,Fridge,Base,2014-03-21 19:23:00,2014-03-21 19:40:00,17.0,1443.13
Appliance1,Fridge,Base,2014-03-21 20:14:00,2014-03-21 22:29:00,135.0,11210.79
Appliance1,Fridge,Base,2014-03-21 23:26:00,2014-03-21 23:42:00,16.0,1365.91
Appliance1,Fridge,Base,2014-03-22 00:22:00,2014-03-22 00:37:00,15.0,1288.62
Appliance1,Fridge,Base,2014-03-22 01:14:00,2014-03-22 01:29:00,15.0,1253.46
Appliance1,Fridge,Base,2014-03-22 02:04:00,2014-03-22 02:17:00,13.0,1134.71
Appliance1,Fridge,Base,2014-03-22 02:52:00,2014-03-22 03:05:00,13.0,1130.12
Appliance1,Fridge,Base,2014-03-22 03:39:00,2014-03-22 03:52:00,13.0,1087.73
Appliance1,Fridge,Base,2014-03-22 04:26:00,2014-03-22 04:39:00,13.0,1078.6
Appliance1,Fridge,Base,2014-03-22 05:13:00,2014-03-22 05:26:00,13.0,1087.26
Appliance1,Fridge,Base,2014-03-22 06:01:00,2014-03-22 06:14:00,13.0,1092.99
Appliance1,Fridge,Base,2014-03-22 06:45:00,2014-03-22 08:45:00,120.0,9840.5
Appliance1,Fridge,Base,2014-03-22 09:41:00,2014-03-22 09:55:00,14.0,1228.82
Appliance1,Fridge,Base,2014-03-22 10:36:00,2014-03-22 10:50:00,14.0,1183.34
Appliance1,Fridge,Base,2014-03-22 11:27:00,2014-03-22 11:41:00,14.0,1158.38
Appliance1,Fridge,Base,2014-03-22 12:18:00,2014-03-22 12:31:00,13.0,1107.74
Appliance1,Fridge,Base,2014-03-22 13:08:00,2014-03-22 13:21:00,13.0,1102.78
Appliance1,Fridge,Base,2014-03-22 13:58:00,2014-03-22 14:11:00,13.0,1069.9
