event_id,appliance_name,appliance_id,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable,price_level_profile,primary_price_level,start_price_level,end_price_level,optimization_potential
Washing_Machine_2013-11-30_01,Washing Machine,Appliance2,Shiftable,2013-11-30 11:23:00,2013-11-30 13:36:00,133.0,51820.43,True,"{""0"": 36, ""1"": 97}",1,1,0,1.0
Washing_Machine_2013-11-30_02,Washing Machine,Appliance2,Shiftable,2013-11-30 16:05:00,2013-11-30 16:24:00,19.0,1851.02,True,"{""0"": 0, ""1"": 19}",1,1,1,1.0
Washing_Machine_2013-12-06_01,Washing Machine,Appliance2,Shiftable,2013-12-06 11:21:00,2013-12-06 13:38:00,137.0,63139.77,True,"{""0"": 38, ""1"": 99}",1,1,0,1.0
Washing_Machine_2013-12-10_01,Washing Machine,Appliance2,Shiftable,2013-12-10 11:06:00,2013-12-10 13:20:00,134.0,41394.78,True,"{""0"": 20, ""1"": 114}",1,1,0,1.0
Washing_Machine_2013-12-17_01,Washing Machine,Appliance2,Shiftable,2013-12-17 10:19:00,2013-12-17 12:31:00,132.0,39504.47,True,"{""0"": 0, ""1"": 132}",1,1,1,1.0
Washing_Machine_2013-12-18_01,Washing Machine,Appliance2,Shiftable,2013-12-18 10:50:00,2013-12-18 13:20:00,150.0,65069.6,True,"{""0"": 20, ""1"": 130}",1,1,0,1.0
Washing_Machine_2013-12-28_01,Washing Machine,Appliance2,Shiftable,2013-12-28 10:21:00,2013-12-28 12:37:00,136.0,40923.0,True,"{""0"": 0, ""1"": 136}",1,1,1,1.0
Washing_Machine_2013-12-28_02,Washing Machine,Appliance2,Shiftable,2013-12-28 12:55:00,2013-12-28 15:07:00,132.0,45187.58,True,"{""0"": 127, ""1"": 5}",0,1,0,0.0
Washing_Machine_2013-12-28_03,Washing Machine,Appliance2,Shiftable,2013-12-28 15:10:00,2013-12-28 17:21:00,131.0,47925.25,True,"{""0"": 50, ""1"": 81}",1,0,1,1.0
Washing_Machine_2013-12-28_05,Washing Machine,Appliance2,Shiftable,2013-12-28 19:23:00,2013-12-28 19:54:00,31.0,3248.65,True,"{""0"": 0, ""1"": 31}",1,1,1,1.0
Washing_Machine_2013-12-30_02,Washing Machine,Appliance2,Shiftable,2013-12-30 22:52:00,2013-12-30 22:59:00,7.0,804.23,True,"{""0"": 0, ""1"": 7}",1,1,1,1.0
Washing_Machine_2014-01-11_01,Washing Machine,Appliance2,Shiftable,2014-01-11 10:51:00,2014-01-11 12:08:00,77.0,41270.01,True,"{""0"": 0, ""1"": 77}",1,1,1,1.0
Washing_Machine_2014-01-12_01,Washing Machine,Appliance2,Shiftable,2014-01-12 12:40:00,2014-01-12 14:08:00,88.0,45168.16,True,"{""0"": 68, ""1"": 20}",0,1,0,0.0
Washing_Machine_2014-01-16_01,Washing Machine,Appliance2,Shiftable,2014-01-16 11:29:00,2014-01-16 13:43:00,134.0,62537.58,True,"{""0"": 43, ""1"": 91}",1,1,0,1.0
Washing_Machine_2014-01-17_01,Washing Machine,Appliance2,Shiftable,2014-01-17 10:14:00,2014-01-17 12:29:00,135.0,63377.43,True,"{""0"": 0, ""1"": 135}",1,1,1,1.0
Washing_Machine_2014-01-19_01,Washing Machine,Appliance2,Shiftable,2014-01-19 11:21:00,2014-01-19 12:38:00,77.0,43711.8,True,"{""0"": 0, ""1"": 77}",1,1,1,1.0
Washing_Machine_2014-01-21_01,Washing Machine,Appliance2,Shiftable,2014-01-21 09:31:00,2014-01-21 11:45:00,134.0,62797.11,True,"{""0"": 0, ""1"": 134}",1,1,1,1.0
Washing_Machine_2014-03-08_01,Washing Machine,Appliance2,Shiftable,2014-03-08 12:32:00,2014-03-08 14:44:00,132.0,34424.91,True,"{""0"": 104, ""1"": 28}",0,1,0,0.0
Washing_Machine_2014-03-09_01,Washing Machine,Appliance2,Shiftable,2014-03-09 14:23:00,2014-03-09 16:38:00,135.0,66140.2,True,"{""0"": 97, ""1"": 38}",0,0,1,0.0
Washing_Machine_2014-03-15_01,Washing Machine,Appliance2,Shiftable,2014-03-15 11:31:00,2014-03-15 13:41:00,130.0,38326.3,True,"{""0"": 41, ""1"": 89}",1,1,0,1.0
Washing_Machine_2014-03-16_01,Washing Machine,Appliance2,Shiftable,2014-03-16 10:19:00,2014-03-16 12:32:00,133.0,46162.99,True,"{""0"": 0, ""1"": 133}",1,1,1,1.0
Washing_Machine_2014-03-27_01,Washing Machine,Appliance2,Shiftable,2014-03-27 10:21:00,2014-03-27 12:34:00,133.0,46429.95,True,"{""0"": 0, ""1"": 133}",1,1,1,1.0
Washing_Machine_2014-03-29_01,Washing Machine,Appliance2,Shiftable,2014-03-29 10:04:00,2014-03-29 12:18:00,134.0,48821.64,True,"{""0"": 0, ""1"": 134}",1,1,1,1.0
Washing_Machine_2014-04-01_01,Washing Machine,Appliance2,Shiftable,2014-04-01 10:45:00,2014-04-01 12:03:00,78.0,43069.27,True,"{""0"": 0, ""1"": 78}",1,1,1,1.0
