month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
2014-01,6.9388,6.3759,7.0901000000000005,23.6335,23.6335,23.6335
2014-03,68.40180000000001,61.489900000000006,74.02000000000001,246.7353,246.7353,246.7353
2014-04,37.4512,36.2593,40.4554,134.8511,134.8511,134.8511
2014-05,41.0844,38.8979,43.8085,146.0279,146.0279,146.0279
2014-06,36.6632,33.2569,39.4795,131.6008,131.6008,131.6008
2014-07,29.3391,27.6067,31.261400000000002,104.2058,104.2058,104.2058
2014-08,41.4984,39.5923,44.5338,148.4461,148.4461,148.4461
2014-09,25.3929,23.0422,27.4834,91.6117,91.6117,91.6117
2014-10,21.2523,19.8778,22.3261,74.419,74.419,74.419
2014-11,36.8284,33.7883,40.3334,134.4448,134.4448,134.4448
2014-12,30.5282,27.6589,31.2711,104.237,104.237,104.237
2015-01,73.4132,66.3568,81.56750000000001,271.88989999999995,271.88989999999995,271.88989999999995
2015-02,37.1687,33.8226,38.0099,126.6965,126.6965,126.6965
2015-03,74.76849999999999,67.422,82.8318,276.1068,276.1068,276.1068
2015-04,37.5432,32.6321,39.182,130.6042,130.6042,130.6042
2015-05,23.0542,20.5248,23.8282,79.4261,79.4261,79.4261
