appliance_id,appliance_name,month,cost_Economy_7,cost_Economy_10,cost_Standard,energy_Economy_7,energy_Economy_10,energy_Standard
Appliance2,Xbox,2014-01,2.18,1.9743,2.18,7.2669,7.2669,7.2669
Appliance2,Xbox,2014-03,12.6349,10.3693,12.6349,42.1168,42.1168,42.1168
Appliance2,Xbox,2014-04,15.4019,14.5492,15.8689,52.8969,52.8969,52.8969
Appliance2,Xbox,2014-05,14.5732,13.4906,14.7344,49.1142,49.1142,49.1142
Appliance2,Xbox,2014-06,11.4873,9.8558,11.4873,38.291,38.291,38.291
Appliance2,Xbox,2014-07,8.2742,7.829,8.3819,27.9406,27.9406,27.9406
Appliance2,Xbox,2014-08,14.2006,13.5403,15.2148,50.7161,50.7161,50.7161
Appliance3,Washing Machine,2014-01,1.064,0.9917,1.064,3.5465,3.5465,3.5465
Appliance3,Washing Machine,2014-03,5.1572,4.8821,5.3192,17.7314,17.7314,17.7314
Appliance3,Washing Machine,2014-04,4.4192,5.2376,5.3957,17.986,17.986,17.986
Appliance3,Washing Machine,2014-05,3.6874000000000002,4.0346,4.2118,14.038,14.038,14.038
Appliance3,Washing Machine,2014-06,2.7334,2.5823,2.995,9.982800000000001,9.982800000000001,9.982800000000001
Appliance3,Washing Machine,2014-07,2.2649,2.3582,2.4682,8.2283,8.2283,8.2283
Appliance3,Washing Machine,2014-08,3.6056,4.0096,4.3199000000000005,14.4,14.4,14.4
Appliance3,Washing Machine,2014-09,1.3796,1.3155,1.4273,4.7577,4.7577,4.7577
Appliance3,Washing Machine,2014-10,3.9307,3.6967,3.9307,13.1025,13.1025,13.1025
Appliance3,Washing Machine,2014-11,3.3332,3.0432,3.3332,11.1115,11.1115,11.1115
Appliance3,Washing Machine,2014-12,4.6151,4.1567,4.6151,15.384,15.384,15.384
Appliance3,Washing Machine,2015-01,4.6396,4.027,4.6396,15.4648,15.4648,15.4648
Appliance3,Washing Machine,2015-02,5.2993,4.9406,5.3311,17.7696,17.7696,17.7696
Appliance3,Washing Machine,2015-03,2.9426,2.6152,2.951,9.8368,9.8368,9.8368
Appliance3,Washing Machine,2015-04,3.0933,2.883,3.0933,10.3104,10.3104,10.3104
Appliance3,Washing Machine,2015-05,3.2779,3.0732,3.3643,11.2147,11.2147,11.2147
Appliance4,Dishwasher,2014-01,0.8187,0.8187,0.8187,2.7291,2.7291,2.7291
Appliance4,Dishwasher,2014-03,3.7748999999999997,3.7340999999999998,3.9212,13.0707,13.0707,13.0707
Appliance4,Dishwasher,2014-04,3.3039,3.2394,3.4782,11.5948,11.5948,11.5948
Appliance4,Dishwasher,2014-05,4.2781,4.6609,4.7681,15.894599999999999,15.894599999999999,15.894599999999999
Appliance4,Dishwasher,2014-06,4.773,4.7745,5.2387,17.4625,17.4625,17.4625
Appliance4,Dishwasher,2014-07,2.8136,2.7608,2.8136,9.3795,9.3795,9.3795
Appliance4,Dishwasher,2014-08,5.434699999999999,5.3931,5.5634999999999994,18.546599999999998,18.546599999999998,18.546599999999998
