event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,duration(min),energy(W)
Dryer_2013-11-04_02,Dryer,2013-11-04 12:08:00,2013-11-04 12:13:00,2013-11-04 20:00:00,2013-11-04 20:05:00,SUCCESS,5.0,133.08
Dryer_2013-11-11_01,Dryer,2013-11-11 06:04:00,2013-11-11 06:29:00,2013-11-11 06:30:00,2013-11-11 06:55:00,SUCCESS,25.0,31408.95
Dryer_2013-11-16_01,Dryer,2013-11-16 06:27:00,2013-11-16 07:13:00,2013-11-16 06:32:00,2013-11-16 07:18:00,SUCCESS,46.0,63836.24
Dryer_2013-11-23_01,Dryer,2013-11-23 05:00:00,2013-11-23 05:28:00,2013-11-23 06:30:00,2013-11-23 06:58:00,SUCCESS,28.0,29888.36
Dryer_2013-11-27_01,Dryer,2013-11-27 09:38:00,2013-11-27 09:43:00,2013-11-27 20:00:00,2013-11-27 20:05:00,SUCCESS,5.0,640.0
Dryer_2013-11-30_01,Dryer,2013-11-30 06:56:00,2013-11-30 07:24:00,2013-11-30 07:01:00,2013-11-30 07:29:00,SUCCESS,28.0,24997.07
Dryer_2013-12-08_01,Dryer,2013-12-08 06:37:00,2013-12-08 07:25:00,2013-12-08 06:42:00,2013-12-08 07:30:00,SUCCESS,48.0,51930.89
Dryer_2013-12-14_01,Dryer,2013-12-14 06:24:00,2013-12-14 07:09:00,2013-12-14 06:30:00,2013-12-14 07:15:00,SUCCESS,45.0,49696.91
Dryer_2013-12-21_01,Dryer,2013-12-21 06:40:00,2013-12-21 07:15:00,2013-12-21 06:45:00,2013-12-21 07:20:00,SUCCESS,35.0,49892.68
Dryer_2013-12-24_01,Dryer,2013-12-24 06:31:00,2013-12-24 07:09:00,2013-12-24 06:36:00,2013-12-24 07:14:00,SUCCESS,38.0,49807.65
Dryer_2013-12-31_01,Dryer,2013-12-31 06:58:00,2013-12-31 07:31:00,2013-12-31 07:03:00,2013-12-31 07:36:00,SUCCESS,33.0,30123.47
Dryer_2014-01-02_01,Dryer,2014-01-02 05:04:00,2014-01-02 05:32:00,2014-01-02 06:30:00,2014-01-02 06:58:00,SUCCESS,28.0,30279.39
Dryer_2014-01-08_01,Dryer,2014-01-08 07:00:00,2014-01-08 07:30:00,2014-01-08 07:05:00,2014-01-08 07:35:00,SUCCESS,30.0,29653.2
Dryer_2014-01-15_01,Dryer,2014-01-15 17:28:00,2014-01-15 17:48:00,2014-01-15 20:00:00,2014-01-15 20:20:00,SUCCESS,20.0,5668.57
Dryer_2014-03-12_01,Dryer,2014-03-12 10:24:00,2014-03-12 10:30:00,2014-03-12 20:00:00,2014-03-12 20:06:00,SUCCESS,6.0,144.7
Dryer_2014-03-21_01,Dryer,2014-03-21 06:28:00,2014-03-21 07:08:00,2014-03-21 06:33:00,2014-03-21 07:13:00,SUCCESS,40.0,35387.74
Dryer_2014-03-22_01,Dryer,2014-03-22 06:35:00,2014-03-22 07:12:00,2014-03-22 06:40:00,2014-03-22 07:17:00,SUCCESS,37.0,35225.57
Dryer_2014-03-29_01,Dryer,2014-03-29 06:40:00,2014-03-29 07:22:00,2014-03-29 06:45:00,2014-03-29 07:27:00,SUCCESS,42.0,35377.86
Dryer_2014-04-03_01,Dryer,2014-04-03 18:40:00,2014-04-03 18:53:00,2014-04-03 20:00:00,2014-04-03 20:13:00,SUCCESS,13.0,3218.29
Dryer_2014-04-06_01,Dryer,2014-04-06 05:48:00,2014-04-06 06:28:00,2014-04-06 06:30:00,2014-04-06 07:10:00,SUCCESS,40.0,36151.38
Dryer_2014-04-10_01,Dryer,2014-04-10 18:51:00,2014-04-10 18:57:00,2014-04-10 20:00:00,2014-04-10 20:06:00,SUCCESS,6.0,1353.14
Dryer_2014-04-18_01,Dryer,2014-04-18 06:07:00,2014-04-18 06:41:00,2014-04-18 06:30:00,2014-04-18 07:04:00,SUCCESS,34.0,35627.04
Dryer_2014-04-25_01,Dryer,2014-04-25 08:23:00,2014-04-25 08:28:00,2014-04-25 20:00:00,2014-04-25 20:05:00,SUCCESS,5.0,3624.13
Dryer_2014-04-26_06,Dryer,2014-04-26 04:04:00,2014-04-26 04:10:00,2014-04-26 06:30:00,2014-04-26 06:36:00,SUCCESS,6.0,173.14
Dryer_2014-05-04_06,Dryer,2014-05-04 04:15:00,2014-05-04 04:23:00,2014-05-04 06:30:00,2014-05-04 06:38:00,SUCCESS,8.0,273.6
Dryer_2014-05-17_01,Dryer,2014-05-17 07:25:00,2014-05-17 08:41:00,2014-05-17 07:30:00,2014-05-17 08:46:00,SUCCESS,76.0,3093.89
Dryer_2014-05-18_01,Dryer,2014-05-18 05:42:00,2014-05-18 06:17:00,2014-05-18 06:30:00,2014-05-18 07:05:00,SUCCESS,35.0,37379.61
Dryer_2014-05-24_01,Dryer,2014-05-24 05:15:00,2014-05-24 05:50:00,2014-05-24 06:30:00,2014-05-24 07:05:00,SUCCESS,35.0,35998.12
Dryer_2014-05-25_01,Dryer,2014-05-25 18:12:00,2014-05-25 18:22:00,2014-05-25 20:00:00,2014-05-25 20:10:00,SUCCESS,10.0,142.67
Dryer_2014-05-29_01,Dryer,2014-05-29 04:56:00,2014-05-29 05:32:00,2014-05-29 06:30:00,2014-05-29 07:06:00,SUCCESS,36.0,50198.43
Dryer_2014-05-31_01,Dryer,2014-05-31 04:43:00,2014-05-31 05:18:00,2014-05-31 06:30:00,2014-05-31 07:05:00,SUCCESS,35.0,53134.93
Dryer_2014-06-01_01,Dryer,2014-06-01 05:41:00,2014-06-01 06:18:00,2014-06-01 06:30:00,2014-06-01 07:07:00,SUCCESS,37.0,36386.94
Dryer_2014-06-10_01,Dryer,2014-06-10 05:59:00,2014-06-10 06:36:00,2014-06-10 06:30:00,2014-06-10 07:07:00,SUCCESS,37.0,31803.99
Dryer_2014-06-15_01,Dryer,2014-06-15 05:40:00,2014-06-15 06:14:00,2014-06-15 06:30:00,2014-06-15 07:04:00,SUCCESS,34.0,29740.35
Dryer_2014-06-21_01,Dryer,2014-06-21 05:09:00,2014-06-21 05:40:00,2014-06-21 06:30:00,2014-06-21 07:01:00,SUCCESS,31.0,31573.68
Dryer_2014-06-28_01,Dryer,2014-06-28 06:16:00,2014-06-28 06:44:00,2014-06-28 06:30:00,2014-06-28 06:58:00,SUCCESS,28.0,30414.09
Dryer_2014-07-06_01,Dryer,2014-07-06 05:46:00,2014-07-06 06:21:00,2014-07-06 06:30:00,2014-07-06 07:05:00,SUCCESS,35.0,34790.88
Dryer_2014-07-12_01,Dryer,2014-07-12 04:46:00,2014-07-12 05:21:00,2014-07-12 06:30:00,2014-07-12 07:05:00,SUCCESS,35.0,35958.66
Dryer_2014-07-29_01,Dryer,2014-07-29 05:43:00,2014-07-29 06:18:00,2014-07-29 06:30:00,2014-07-29 07:05:00,SUCCESS,35.0,35362.39
Dryer_2014-08-12_01,Dryer,2014-08-12 05:30:00,2014-08-12 06:04:00,2014-08-12 06:30:00,2014-08-12 07:04:00,SUCCESS,34.0,35576.43
Dryer_2014-08-16_01,Dryer,2014-08-16 06:56:00,2014-08-16 07:31:00,2014-08-16 07:01:00,2014-08-16 07:36:00,SUCCESS,35.0,36618.71
Dryer_2014-08-23_01,Dryer,2014-08-23 06:45:00,2014-08-23 07:19:00,2014-08-23 06:50:00,2014-08-23 07:24:00,SUCCESS,34.0,34369.21
Dryer_2014-08-25_01,Dryer,2014-08-25 05:37:00,2014-08-25 06:12:00,2014-08-25 06:30:00,2014-08-25 07:05:00,SUCCESS,35.0,36862.97
Dryer_2014-08-30_01,Dryer,2014-08-30 06:15:00,2014-08-30 06:52:00,2014-08-30 06:30:00,2014-08-30 07:07:00,SUCCESS,37.0,35269.61
Dryer_2014-09-06_01,Dryer,2014-09-06 06:11:00,2014-09-06 06:47:00,2014-09-06 06:30:00,2014-09-06 07:06:00,SUCCESS,36.0,35126.69
Dryer_2014-09-13_01,Dryer,2014-09-13 06:04:00,2014-09-13 06:39:00,2014-09-13 06:30:00,2014-09-13 07:05:00,SUCCESS,35.0,36500.7
Dryer_2014-09-14_01,Dryer,2014-09-14 06:18:00,2014-09-14 06:43:00,2014-09-14 06:30:00,2014-09-14 06:55:00,SUCCESS,25.0,29561.02
Dryer_2014-09-20_01,Dryer,2014-09-20 05:49:00,2014-09-20 06:25:00,2014-09-20 06:30:00,2014-09-20 07:06:00,SUCCESS,36.0,51006.09
Dryer_2014-09-27_01,Dryer,2014-09-27 06:13:00,2014-09-27 06:56:00,2014-09-27 06:30:00,2014-09-27 07:13:00,SUCCESS,43.0,36220.07
Dryer_2014-10-04_01,Dryer,2014-10-04 06:45:00,2014-10-04 07:40:00,2014-10-04 06:50:00,2014-10-04 07:45:00,SUCCESS,55.0,31413.02
Dryer_2014-10-11_01,Dryer,2014-10-11 06:49:00,2014-10-11 07:23:00,2014-10-11 06:54:00,2014-10-11 07:28:00,SUCCESS,34.0,34418.82
Dryer_2014-10-14_01,Dryer,2014-10-14 06:54:00,2014-10-14 07:31:00,2014-10-14 06:59:00,2014-10-14 07:36:00,SUCCESS,37.0,48824.15
Dryer_2014-10-18_01,Dryer,2014-10-18 06:52:00,2014-10-18 07:39:00,2014-10-18 06:57:00,2014-10-18 07:44:00,SUCCESS,47.0,35447.67
