appliance_id,appliance_name,month,cost_Germany_Variable,cost_Germany_Variable_Base,energy_Germany_Variable,energy_Germany_Variable_Base
Appliance1,Fridge,2013-10,2.082,2.4669,7.2527,7.2527
Appliance1,Fridge,2013-11,3.471,4.1495,12.2059,12.2059
Appliance1,Fridge,2013-12,3.3343,3.9083,11.4988,11.4988
Appliance1,Fridge,2014-01,2.2318000000000002,2.6444,7.778,7.778
Appliance1,Fridge,2014-03,2.3753,2.7993,8.2326,8.2326
Appliance1,Fridge,2014-04,3.3737,3.9794,11.7037,11.7037
Appliance1,Fridge,2014-05,3.5288,4.1644,12.2468,12.2468
Appliance1,Fridge,2014-06,4.1198,4.8593,14.2943,14.2943
Appliance1,Fridge,2014-07,5.0148,5.9054,17.3698,17.3698
Appliance1,Fridge,2014-08,3.9421,4.6269,13.611,13.611
Appliance1,Fridge,2014-09,3.7933,4.4912,13.2104,13.2104
Appliance1,Fridge,2014-10,3.3974,3.9954,11.7522,11.7522
Appliance1,Fridge,2014-11,3.3589,3.9564,11.6344,11.6344
Appliance1,Fridge,2014-12,3.4472,4.0505,11.9128,11.9128
Appliance1,Fridge,2015-01,3.2856,3.8618,11.3597,11.3597
Appliance1,Fridge,2015-02,3.0394,3.5731,10.5116,10.5116
Appliance1,Fridge,2015-03,2.3245,2.75,8.0883,8.0883
Appliance1,Fridge,2015-04,3.1106,3.6406,10.7071,10.7071
Appliance1,Fridge,2015-05,2.5403000000000002,2.9851,8.7797,8.7797
Appliance1,Fridge,2015-06,2.7486,3.2362,9.5143,9.5143
Appliance1,Fridge,2015-07,1.5283,1.798,5.2882,5.2882
Appliance2,Chest Freezer,2013-10,2.3202,2.7387,8.0514,8.0514
Appliance2,Chest Freezer,2013-11,2.4193,2.8765,8.4594,8.4594
Appliance2,Chest Freezer,2013-12,2.6271999999999998,3.1153,9.1635,9.1635
Appliance2,Chest Freezer,2014-01,1.9977,2.3719,6.9792,6.9792
Appliance2,Chest Freezer,2014-03,2.5269,2.9705,8.7356,8.7356
Appliance2,Chest Freezer,2014-04,3.3562,3.9381,11.5786,11.5786
Appliance2,Chest Freezer,2014-05,3.9915,4.6791,13.7603,13.7603
Appliance2,Chest Freezer,2014-06,4.3079,5.0611,14.8866,14.8866
Appliance2,Chest Freezer,2014-07,4.6793,5.4855,16.1358,16.1358
Appliance2,Chest Freezer,2014-08,4.2317,4.9813,14.6502,14.6502
Appliance2,Chest Freezer,2014-09,3.7304,4.3821,12.8908,12.8908
Appliance2,Chest Freezer,2014-10,3.341,3.9309,11.5573,11.5573
Appliance2,Chest Freezer,2014-11,2.9348,3.464,10.1876,10.1876
Appliance2,Chest Freezer,2014-12,2.7478,3.2528,9.566,9.566
Appliance2,Chest Freezer,2015-01,2.6989,3.2115,9.4475,9.4475
Appliance2,Chest Freezer,2015-02,2.4748,2.9262,8.6043,8.6043
Appliance2,Chest Freezer,2015-03,2.4688,2.9116999999999997,8.566,8.566
Appliance2,Chest Freezer,2015-04,2.8718,3.3546,9.8657,9.8657
Appliance2,Chest Freezer,2015-05,2.5238,2.9533,8.6867,8.6867
Appliance2,Chest Freezer,2015-06,3.2011,3.7497,11.0276,11.0276
Appliance2,Chest Freezer,2015-07,1.4231,1.6821,4.9442,4.9442
Appliance3,Upright Freezer,2013-10,3.938,4.6847,13.779,13.779
Appliance3,Upright Freezer,2013-11,5.3213,6.3208,18.5878,18.5878
Appliance3,Upright Freezer,2013-12,5.555,6.5623000000000005,19.301,19.301
