event_id,appliance_name,original_start_time,original_end_time,scheduled_start_time,scheduled_end_time,schedule_status,duration(min),energy(W)
house3_event_25477,Tumble Dryer,2013-09-26 08:02:00,2013-09-26 09:15:00,2013-09-27 06:00:00,2013-09-27 07:13:00,SUCCESS,73.0,72803.91
house3_event_25481,Tumble Dryer,2013-09-28 18:57:00,2013-09-28 20:09:00,2013-09-29 06:00:00,2013-09-29 07:12:00,SUCCESS,74.0,82458.34
house3_event_25483,Tumble Dryer,2013-09-30 06:59:00,2013-09-30 08:13:00,2013-09-30 07:04:00,2013-09-30 08:18:00,SUCCESS,72.0,80835.69
house3_event_25485,Tumble Dryer,2013-10-23 09:27:00,2013-10-23 10:53:00,2013-10-24 06:00:00,2013-10-24 07:26:00,SUCCESS,86.0,70773.61
house3_event_25486,Tumble Dryer,2013-10-24 14:08:00,2013-10-24 15:22:00,2013-10-25 06:00:00,2013-10-25 07:14:00,SUCCESS,73.0,51009.05
house3_event_25488,Tumble Dryer,2013-10-26 14:08:00,2013-10-26 15:20:00,2013-10-27 06:00:00,2013-10-27 07:12:00,SUCCESS,70.0,69517.06
house3_event_25490,Tumble Dryer,2013-10-28 10:17:00,2013-10-28 11:20:00,2013-10-29 06:00:00,2013-10-29 07:03:00,SUCCESS,66.0,35256.66
house3_event_25494,Tumble Dryer,2013-10-29 19:16:00,2013-10-29 20:34:00,2013-10-30 06:00:00,2013-10-30 07:18:00,SUCCESS,80.0,90001.71
house3_event_25497,Tumble Dryer,2013-10-31 10:22:00,2013-10-31 10:30:00,2013-11-01 06:00:00,2013-11-01 06:08:00,SUCCESS,8.0,23.73
house3_event_25499,Tumble Dryer,2013-11-01 20:40:00,2013-11-01 21:54:00,2013-11-02 06:00:00,2013-11-02 07:14:00,SUCCESS,74.0,84168.46
house3_event_25503,Tumble Dryer,2013-11-03 13:35:00,2013-11-03 14:54:00,2013-11-04 06:00:00,2013-11-04 07:19:00,SUCCESS,79.0,69753.62
house3_event_25509,Tumble Dryer,2013-11-05 13:40:00,2013-11-05 14:55:00,2013-11-06 06:00:00,2013-11-06 07:15:00,SUCCESS,74.0,84113.92
house3_event_25511,Tumble Dryer,2013-11-06 08:50:00,2013-11-06 10:06:00,2013-11-07 06:00:00,2013-11-07 07:16:00,SUCCESS,75.0,87781.62
house3_event_25513,Tumble Dryer,2013-11-10 11:18:00,2013-11-10 12:35:00,2013-11-11 06:00:00,2013-11-11 07:17:00,SUCCESS,78.0,33323.68
house3_event_25515,Tumble Dryer,2013-11-11 07:26:00,2013-11-11 08:42:00,2013-11-12 06:00:00,2013-11-12 07:16:00,SUCCESS,74.0,87694.82
house3_event_25519,Tumble Dryer,2013-11-12 19:00:00,2013-11-12 20:16:00,2013-11-13 06:00:00,2013-11-13 07:16:00,SUCCESS,74.0,82704.62
house3_event_25522,Tumble Dryer,2013-11-14 08:43:00,2013-11-14 09:57:00,2013-11-15 06:00:00,2013-11-15 07:14:00,SUCCESS,74.0,86082.34
house3_event_25524,Tumble Dryer,2013-11-16 08:28:00,2013-11-16 09:49:00,2013-11-17 06:00:00,2013-11-17 07:21:00,SUCCESS,80.0,91747.42
house3_event_25526,Tumble Dryer,2013-11-18 09:57:00,2013-11-18 11:11:00,2013-11-19 06:00:00,2013-11-19 07:14:00,SUCCESS,73.0,89637.75
house3_event_25528,Tumble Dryer,2013-11-19 09:01:00,2013-11-19 10:15:00,2013-11-20 06:00:00,2013-11-20 07:14:00,SUCCESS,74.0,88111.47
house3_event_25530,Tumble Dryer,2013-11-20 07:54:00,2013-11-20 09:10:00,2013-11-21 06:00:00,2013-11-21 07:16:00,SUCCESS,75.0,91817.3
house3_event_25532,Tumble Dryer,2013-11-21 08:43:00,2013-11-21 09:57:00,2013-11-22 06:00:00,2013-11-22 07:14:00,SUCCESS,74.0,89195.17
house3_event_25533,Tumble Dryer,2013-11-23 08:56:00,2013-11-23 10:14:00,2013-11-24 06:00:00,2013-11-24 07:18:00,SUCCESS,80.0,91227.18
house3_event_25535,Tumble Dryer,2013-11-24 19:33:00,2013-11-24 20:46:00,2013-11-25 06:00:00,2013-11-25 07:13:00,SUCCESS,76.0,88593.62
house3_event_25537,Tumble Dryer,2013-11-25 09:27:00,2013-11-25 10:39:00,2013-11-26 06:00:00,2013-11-26 07:12:00,SUCCESS,75.0,85757.48
house3_event_25539,Tumble Dryer,2013-11-26 18:59:00,2013-11-26 20:15:00,2013-11-27 06:00:00,2013-11-27 07:16:00,SUCCESS,76.0,95874.95
house3_event_25541,Tumble Dryer,2013-11-28 15:22:00,2013-11-28 16:39:00,2013-11-29 06:00:00,2013-11-29 07:17:00,SUCCESS,77.0,89744.13
house3_event_25543,Tumble Dryer,2013-11-29 16:09:00,2013-11-29 17:27:00,2013-11-30 06:00:00,2013-11-30 07:18:00,SUCCESS,78.0,88149.08
house3_event_25545,Tumble Dryer,2013-12-02 09:10:00,2013-12-02 10:27:00,2013-12-03 06:00:00,2013-12-03 07:17:00,SUCCESS,74.0,91484.2
house3_event_25547,Tumble Dryer,2013-12-03 14:09:00,2013-12-03 15:21:00,2013-12-04 06:00:00,2013-12-04 07:12:00,SUCCESS,75.0,90783.59
house3_event_25549,Tumble Dryer,2013-12-05 13:10:00,2013-12-05 14:28:00,2013-12-06 06:00:00,2013-12-06 07:18:00,SUCCESS,76.0,94426.35
house3_event_25551,Tumble Dryer,2013-12-06 08:19:00,2013-12-06 09:35:00,2013-12-07 06:00:00,2013-12-07 07:16:00,SUCCESS,75.0,88142.9
house3_event_25553,Tumble Dryer,2013-12-07 17:10:00,2013-12-07 18:28:00,2013-12-08 06:00:00,2013-12-08 07:18:00,SUCCESS,78.0,86440.17
house3_event_25556,Tumble Dryer,2013-12-08 16:01:00,2013-12-08 17:24:00,2013-12-09 06:00:00,2013-12-09 07:23:00,SUCCESS,85.0,110432.39
house3_event_25560,Tumble Dryer,2013-12-10 20:32:00,2013-12-10 21:59:00,2013-12-11 06:00:00,2013-12-11 07:27:00,SUCCESS,86.0,122003.69
house3_event_25562,Tumble Dryer,2013-12-12 19:16:00,2013-12-12 20:42:00,2013-12-13 06:00:00,2013-12-13 07:26:00,SUCCESS,86.0,118578.55
house3_event_25564,Tumble Dryer,2013-12-15 09:21:00,2013-12-15 10:55:00,2013-12-16 06:00:00,2013-12-16 07:34:00,SUCCESS,94.0,129844.25
house3_event_25566,Tumble Dryer,2013-12-16 11:01:00,2013-12-16 11:33:00,2013-12-17 06:00:00,2013-12-17 06:32:00,SUCCESS,31.0,46905.69
house3_event_25568,Tumble Dryer,2013-12-17 18:33:00,2013-12-17 19:48:00,2013-12-18 06:00:00,2013-12-18 07:15:00,SUCCESS,76.0,91899.14
house3_event_25570,Tumble Dryer,2013-12-18 07:47:00,2013-12-18 09:06:00,2013-12-19 06:00:00,2013-12-19 07:19:00,SUCCESS,76.0,87960.84
house3_event_25572,Tumble Dryer,2013-12-20 08:50:00,2013-12-20 10:10:00,2013-12-21 06:00:00,2013-12-21 07:20:00,SUCCESS,79.0,87131.16
house3_event_25576,Tumble Dryer,2013-12-22 21:04:00,2013-12-22 22:17:00,2013-12-23 06:00:00,2013-12-23 07:13:00,SUCCESS,74.0,88406.19
house3_event_25578,Tumble Dryer,2013-12-23 19:36:00,2013-12-23 20:54:00,2013-12-24 06:00:00,2013-12-24 07:18:00,SUCCESS,78.0,95014.2
house3_event_25580,Tumble Dryer,2013-12-24 14:44:00,2013-12-24 15:59:00,2013-12-25 06:00:00,2013-12-25 07:15:00,SUCCESS,75.0,89652.35
house3_event_25584,Tumble Dryer,2013-12-26 11:51:00,2013-12-26 13:08:00,2013-12-27 06:00:00,2013-12-27 07:17:00,SUCCESS,80.0,80400.27
house3_event_25589,Tumble Dryer,2013-12-27 12:46:00,2013-12-27 14:04:00,2013-12-28 06:00:00,2013-12-28 07:18:00,SUCCESS,78.0,73370.83
house3_event_25591,Tumble Dryer,2013-12-28 10:16:00,2013-12-28 11:37:00,2013-12-29 06:00:00,2013-12-29 07:21:00,SUCCESS,81.0,93065.08
house3_event_25593,Tumble Dryer,2013-12-29 08:02:00,2013-12-29 09:16:00,2013-12-30 06:00:00,2013-12-30 07:14:00,SUCCESS,75.0,88523.86
house3_event_25595,Tumble Dryer,2013-12-30 09:51:00,2013-12-30 11:23:00,2013-12-31 06:00:00,2013-12-31 07:32:00,SUCCESS,92.0,83149.64
house3_event_25596,Tumble Dryer,2014-01-01 10:23:00,2014-01-01 11:38:00,2014-01-02 06:00:00,2014-01-02 07:15:00,SUCCESS,75.0,88845.12
house3_event_25600,Tumble Dryer,2014-01-04 13:19:00,2014-01-04 14:36:00,2014-01-05 06:00:00,2014-01-05 07:17:00,SUCCESS,77.0,4386.61
house3_event_25602,Tumble Dryer,2014-01-05 17:33:00,2014-01-05 18:49:00,2014-01-06 06:00:00,2014-01-06 07:16:00,SUCCESS,76.0,53727.72
house3_event_25604,Tumble Dryer,2014-01-07 07:14:00,2014-01-07 08:29:00,2014-01-07 07:19:00,2014-01-07 08:34:00,SUCCESS,75.0,88950.29
house3_event_25606,Tumble Dryer,2014-01-08 09:09:00,2014-01-08 10:24:00,2014-01-09 06:00:00,2014-01-09 07:15:00,SUCCESS,75.0,88392.09
house3_event_25608,Tumble Dryer,2014-01-09 20:10:00,2014-01-09 21:25:00,2014-01-10 06:00:00,2014-01-10 07:15:00,SUCCESS,77.0,51248.97
house3_event_25610,Tumble Dryer,2014-01-11 10:02:00,2014-01-11 11:25:00,2014-01-12 06:00:00,2014-01-12 07:23:00,SUCCESS,81.0,2709.89
house3_event_25612,Tumble Dryer,2014-01-13 08:50:00,2014-01-13 10:08:00,2014-01-14 06:00:00,2014-01-14 07:18:00,SUCCESS,75.0,42243.93
house3_event_25614,Tumble Dryer,2014-01-14 12:12:00,2014-01-14 13:24:00,2014-01-15 06:00:00,2014-01-15 07:12:00,SUCCESS,74.0,3773.73
house3_event_25616,Tumble Dryer,2014-01-15 07:54:00,2014-01-15 09:10:00,2014-01-16 06:00:00,2014-01-16 07:16:00,SUCCESS,76.0,85851.61
house3_event_25620,Tumble Dryer,2014-01-17 07:01:00,2014-01-17 08:20:00,2014-01-17 07:06:00,2014-01-17 08:25:00,SUCCESS,79.0,82854.68
house3_event_25622,Tumble Dryer,2014-01-18 13:47:00,2014-01-18 14:56:00,2014-01-19 06:00:00,2014-01-19 07:09:00,SUCCESS,70.0,84807.81
house3_event_25624,Tumble Dryer,2014-01-20 08:01:00,2014-01-20 09:15:00,2014-01-21 06:00:00,2014-01-21 07:14:00,SUCCESS,75.0,51308.93
house3_event_25628,Tumble Dryer,2014-01-22 07:15:00,2014-01-22 08:32:00,2014-01-22 07:20:00,2014-01-22 08:37:00,SUCCESS,75.0,3607.66
house3_event_25630,Tumble Dryer,2014-03-07 09:00:00,2014-03-07 10:18:00,2014-03-08 06:00:00,2014-03-08 07:18:00,SUCCESS,78.0,41974.86
house3_event_25632,Tumble Dryer,2014-03-09 07:19:00,2014-03-09 08:44:00,2014-03-09 07:24:00,2014-03-09 08:49:00,SUCCESS,85.0,10046.17
house3_event_25634,Tumble Dryer,2014-03-09 13:48:00,2014-03-09 15:05:00,2014-03-10 06:00:00,2014-03-10 07:17:00,SUCCESS,77.0,41803.08
house3_event_25636,Tumble Dryer,2014-03-10 20:40:00,2014-03-10 21:55:00,2014-03-11 06:00:00,2014-03-11 07:15:00,SUCCESS,77.0,3991.09
house3_event_25638,Tumble Dryer,2014-03-11 17:58:00,2014-03-11 19:17:00,2014-03-12 06:00:00,2014-03-12 07:19:00,SUCCESS,79.0,94001.74
house3_event_25640,Tumble Dryer,2014-03-12 08:18:00,2014-03-12 09:35:00,2014-03-13 06:00:00,2014-03-13 07:17:00,SUCCESS,75.0,90116.3
house3_event_25642,Tumble Dryer,2014-03-13 09:57:00,2014-03-13 11:09:00,2014-03-14 06:00:00,2014-03-14 07:12:00,SUCCESS,73.0,6770.71
house3_event_25644,Tumble Dryer,2014-03-14 15:08:00,2014-03-14 16:21:00,2014-03-15 06:00:00,2014-03-15 07:13:00,SUCCESS,73.0,32444.49
house3_event_25646,Tumble Dryer,2014-03-15 12:27:00,2014-03-15 13:37:00,2014-03-16 06:00:00,2014-03-16 07:10:00,SUCCESS,73.0,4508.27
house3_event_25648,Tumble Dryer,2014-03-16 15:37:00,2014-03-16 16:51:00,2014-03-17 06:00:00,2014-03-17 07:14:00,SUCCESS,76.0,4594.11
house3_event_25650,Tumble Dryer,2014-03-17 19:12:00,2014-03-17 20:26:00,2014-03-18 06:00:00,2014-03-18 07:14:00,SUCCESS,76.0,91110.34
house3_event_25652,Tumble Dryer,2014-03-19 14:02:00,2014-03-19 15:15:00,2014-03-20 06:00:00,2014-03-20 07:13:00,SUCCESS,73.0,23796.85
house3_event_25654,Tumble Dryer,2014-03-20 11:50:00,2014-03-20 12:19:00,2014-03-21 06:00:00,2014-03-21 06:29:00,SUCCESS,32.0,790.12
house3_event_25656,Tumble Dryer,2014-03-21 07:32:00,2014-03-21 08:46:00,2014-03-22 06:00:00,2014-03-22 07:14:00,SUCCESS,74.0,41015.21
house3_event_25658,Tumble Dryer,2014-03-22 18:09:00,2014-03-22 19:28:00,2014-03-23 06:00:00,2014-03-23 07:19:00,SUCCESS,78.0,38789.16
